,date,charge_diff,t_stream
0,2022-03-03 05:30:00,0.0049888956557589,7.582777777777778
1,2022-03-03 05:45:00,0.0047650614230852,7.582222222222223
2,2022-03-03 06:00:00,0.0045484133360252,7.582222222222223
3,2022-03-03 06:15:00,0.004338951394579,7.582777777777778
4,2022-03-03 06:30:00,0.0041366755987465,7.584999999999999
5,2022-03-03 06:45:00,0.0039415859485277,7.587777777777778
6,2022-03-03 07:00:00,0.0037536824439227,7.592222222222221
7,2022-03-03 07:15:00,0.0035729650849314,7.598888888888887
8,2022-03-03 07:30:00,0.0033994338715538,7.607222222222221
9,2022-03-03 07:45:00,0.00323308880379,7.616111111111112
10,2022-03-03 08:00:00,0.0029541007120898,7.628888888888889
11,2022-03-03 08:15:00,0.0028251562728737,7.648888888888889
12,2022-03-03 08:30:00,0.0025691157172136,7.6688888888888895
13,2022-03-03 08:45:00,0.0023428946295251,7.691111111111112
14,2022-03-03 09:00:00,0.0021768861492775,7.707777777777779
15,2022-03-03 09:15:00,0.0021326926093231,7.733888888888888
16,2022-03-03 09:30:00,0.0020507237750173,7.762222222222222
17,2022-03-03 09:45:00,0.0020389300353431,7.803888888888887
18,2022-03-03 10:00:00,0.0021312734749148,7.881111111111111
19,2022-03-03 10:15:00,0.0021536337756447,7.95111111111111
20,2022-03-03 10:30:00,0.0021232103906561,8.053888888888888
21,2022-03-03 10:45:00,0.0020960967595207,8.102777777777778
22,2022-03-03 11:00:00,0.0020785913482653,8.215
23,2022-03-03 11:15:00,0.0020581201507832,8.289999999999997
24,2022-03-03 11:30:00,0.0020688857780706,8.343888888888888
25,2022-03-03 11:45:00,0.0019253623972646,8.402222222222223
26,2022-03-03 12:00:00,0.0018614895591526,8.475000000000001
27,2022-03-03 12:15:00,0.0018681053547901,8.526111111111112
28,2022-03-03 12:30:00,0.0017673597517619,8.58111111111111
29,2022-03-03 12:45:00,0.0017343677980635,8.646111111111113
30,2022-03-03 13:00:00,0.0015732133446264,8.71888888888889
31,2022-03-03 13:15:00,0.001300478307924,8.78888888888889
32,2022-03-03 13:30:00,0.0011680657506745,8.843888888888888
33,2022-03-03 13:45:00,0.0010239583202627,8.91388888888889
34,2022-03-03 14:00:00,0.000962708111132,8.978888888888887
35,2022-03-03 14:15:00,0.0006381856870987,9.032777777777778
36,2022-03-03 14:30:00,0.0005214991268796,9.1
37,2022-03-03 14:45:00,0.0003137760890478,9.14611111111111
38,2022-03-03 15:00:00,0.000104050651442,9.178888888888888
39,2022-03-03 15:15:00,-3.543415521671192e-05,9.213888888888889
40,2022-03-03 15:30:00,-0.0002191665621012,9.256111111111112
41,2022-03-03 15:45:00,-0.0003493641905597,9.297777777777776
42,2022-03-03 16:00:00,-0.0005244895905221,9.337777777777776
43,2022-03-03 16:15:00,-0.0007292594161071,9.37
44,2022-03-03 16:30:00,-0.0008076969226425,9.40111111111111
45,2022-03-03 16:45:00,-0.000767722828701,9.42611111111111
46,2022-03-03 17:00:00,-0.0007214829976785,9.44888888888889
47,2022-03-03 17:15:00,-0.0006010279032561,9.47722222222222
48,2022-03-03 17:30:00,-0.0005148613986656,9.502777777777776
49,2022-03-03 17:45:00,-0.0003283798649015,9.522777777777776
50,2022-03-03 18:00:00,-0.0001046168465189,9.539999999999996
51,2022-03-03 18:15:00,-1.0143359055892468e-06,9.552222222222223
52,2022-03-03 18:30:00,6.990421816513478e-05,9.561111111111112
53,2022-03-03 18:45:00,0.0002484655561829,9.568888888888887
54,2022-03-03 19:00:00,0.0002235472478407,9.573888888888886
55,2022-03-03 19:15:00,0.0003147549250266,9.57777777777778
56,2022-03-03 19:30:00,0.000264877554008,9.57777777777778
57,2022-03-03 19:45:00,0.0003957318788297,9.57777777777778
58,2022-03-03 20:00:00,0.0005047415145241,9.575
59,2022-03-03 20:15:00,0.0005068800060648,9.575
60,2022-03-03 20:30:00,0.0004174317449861,9.571111111111112
61,2022-03-03 20:45:00,0.000113516819332,9.56611111111111
62,2022-03-03 21:00:00,3.042565928438252e-05,9.56
63,2022-03-03 21:15:00,1.745352071441614e-05,9.552222222222223
64,2022-03-03 21:30:00,1.5564208335974485e-05,9.542777777777776
65,2022-03-03 21:45:00,-6.613165819684846e-05,9.522777777777776
66,2022-03-03 22:00:00,-0.0001292629713281,9.486111111111112
67,2022-03-03 22:15:00,-0.0002258458288892,9.439999999999998
68,2022-03-03 22:30:00,-0.0001498629671455,9.40111111111111
69,2022-03-03 22:45:00,-0.0001627105945583,9.381111111111112
70,2022-03-03 23:00:00,-0.0002221339429491,9.358888888888886
71,2022-03-03 23:15:00,-0.0003123974998431,9.341111111111111
72,2022-03-03 23:30:00,-0.0004196050567789,9.32111111111111
73,2022-03-03 23:45:00,-0.0005671199573372,9.303888888888888
74,2022-03-04 00:00:00,-0.0007179044325239,9.29
75,2022-03-04 00:15:00,-0.0008152765752765,9.273888888888887
76,2022-03-04 00:30:00,-0.0006654615251897,9.261111111111113
77,2022-03-04 00:45:00,-0.0007259864431059,9.242222222222225
78,2022-03-04 01:00:00,-0.0008319848066586,9.222777777777775
79,2022-03-04 01:15:00,-0.0008891313758704,9.205000000000002
80,2022-03-04 01:30:00,-0.0009614262448501,9.18277777777778
81,2022-03-04 01:45:00,-0.0008846151211911,9.165
82,2022-03-04 02:00:00,-0.0008524066754501,9.14611111111111
83,2022-03-04 02:15:00,-0.0007881290649768,9.12888888888889
84,2022-03-04 02:30:00,-0.0008196892580044,9.107777777777777
85,2022-03-04 02:45:00,-0.000741393254491,9.092222222222222
