"Date Heure, GMT+01:00",Temp_1,Temp_2,Temp_3,Temp_4,Pressure
09/12/25 05:27:47 PM,11.93,11.93,12.1,12.14,1014.94
09/12/25 05:37:47 PM,12.54,12.44,12.73,12.47,1015.01
09/12/25 05:47:47 PM,11.87,11.89,12.13,11.48,1015.07
09/12/25 05:57:47 PM,11.64,11.61,11.72,11.84,1015.3
