"Date Heure, GMT+01:00",Temp_1,Temp_2,Temp_3,Temp_4,Pressure
09/12/25 05:08:39 PM,12.86,13.0,12.84,12.46,1016.23
09/12/25 05:18:39 PM,12.13,12.09,12.04,12.11,1016.5
09/12/25 05:28:39 PM,12.26,12.35,12.15,12.24,1013.28
09/12/25 05:38:39 PM,13.01,13.11,13.03,12.96,1013.75
09/12/25 05:48:39 PM,12.56,12.44,12.62,12.53,1016.5
09/12/25 05:58:39 PM,12.3,12.31,12.33,12.69,1015.97
