"Titre de tracé : p508"
"#","Date Heure, GMT+01:00","Tension, V (LGR S/N: 10445475, SEN S/N: 10445475, LBL: température)","Temp., °C (LGR S/N: 10445475, SEN S/N: 10445475, LBL: Température)","Hôte connecté (LGR S/N: 10445475)","Arrêté (LGR S/N: 10445475)","Fin de fichier (LGR S/N: 10445475)"
439,07/17/16 03:30:00 AM,1.28144,16.201,,,
440,07/17/16 03:45:00 AM,1.28144,16.129,,,
441,07/17/16 04:00:00 AM,1.28144,16.034,,,
442,07/17/16 04:15:00 AM,1.28144,15.986,,,
443,07/17/16 04:30:00 AM,1.28083,15.915,,,
444,07/17/16 04:45:00 AM,1.28083,15.867,,,
445,07/17/16 05:00:00 AM,1.28144,15.772,,,
446,07/17/16 05:15:00 AM,1.28083,15.652,,,
447,07/17/16 05:30:00 AM,1.28083,15.581,,,
448,07/17/16 05:45:00 AM,1.28083,15.533,,,
449,07/17/16 06:00:00 AM,1.28083,15.485,,,
450,07/17/16 06:15:00 AM,1.28022,15.438,,,
451,07/17/16 06:30:00 AM,1.28022,15.414,,,
452,07/17/16 06:45:00 AM,1.28022,15.414,,,
453,07/17/16 07:00:00 AM,1.28144,15.414,,,
454,07/17/16 07:15:00 AM,1.28022,15.390,,,
455,07/17/16 07:30:00 AM,1.28083,15.438,,,
456,07/17/16 07:45:00 AM,1.28083,15.485,,,
457,07/17/16 08:00:00 AM,1.28083,15.557,,,
458,07/17/16 08:15:00 AM,1.28083,15.652,,,
459,07/17/16 08:30:00 AM,1.28083,15.772,,,
460,07/17/16 08:45:00 AM,1.28144,15.891,,,
461,07/17/16 09:00:00 AM,1.28144,16.010,,,
462,07/17/16 09:15:00 AM,1.28144,16.106,,,
463,07/17/16 09:30:00 AM,1.28144,16.201,,,
464,07/17/16 09:45:00 AM,1.28144,16.296,,,
465,07/17/16 10:00:00 AM,1.28144,16.392,,,
466,07/17/16 10:15:00 AM,1.28083,16.487,,,
467,07/17/16 10:30:00 AM,1.28144,16.630,,,
468,07/17/16 10:45:00 AM,1.28144,16.749,,,
469,07/17/16 11:00:00 AM,1.28205,16.868,,,
470,07/17/16 11:15:00 AM,1.28205,17.034,,,
471,07/17/16 11:30:00 AM,1.28205,17.201,,,
472,07/17/16 11:45:00 AM,1.28266,17.391,,,
473,07/17/16 12:00:00 PM,1.28266,17.558,,,
474,07/17/16 12:15:00 PM,1.28266,17.724,,,
475,07/17/16 12:30:00 PM,1.28327,17.867,,,
476,07/17/16 12:45:00 PM,1.28327,18.105,,,
477,07/17/16 01:00:00 PM,1.28388,18.295,,,
478,07/17/16 01:15:00 PM,1.28449,18.485,,,
479,07/17/16 01:30:00 PM,1.28510,18.533,,,
480,07/17/16 01:45:00 PM,1.28510,18.913,,,
481,07/17/16 02:00:00 PM,1.28510,18.723,,,
482,07/17/16 02:15:00 PM,1.28571,18.937,,,
483,07/17/16 02:30:00 PM,1.28571,19.294,,,
484,07/17/16 02:45:00 PM,1.28571,19.627,,,
485,07/17/16 03:00:00 PM,1.28632,19.960,,,
486,07/17/16 03:15:00 PM,1.28632,19.960,,,
487,07/17/16 03:30:00 PM,1.28632,20.412,,,
488,07/17/16 03:45:00 PM,1.28694,20.555,,,
489,07/17/16 04:00:00 PM,1.28694,20.460,,,
490,07/17/16 04:15:00 PM,1.28571,20.579,,,
491,07/17/16 04:30:00 PM,1.28571,20.746,,,
492,07/17/16 04:45:00 PM,1.28632,20.913,,,
493,07/17/16 05:00:00 PM,1.28571,20.865,,,
494,07/17/16 05:15:00 PM,1.28571,21.079,,,
495,07/17/16 05:30:00 PM,1.28632,21.294,,,
496,07/17/16 05:45:00 PM,1.28632,21.270,,,
497,07/17/16 06:00:00 PM,1.27106,21.246,,,
498,07/17/16 06:15:00 PM,1.26984,21.008,,,
499,07/17/16 06:30:00 PM,1.26984,20.984,,,
500,07/17/16 06:45:00 PM,1.26923,20.960,,,
501,07/17/16 07:00:00 PM,1.26984,20.936,,,
502,07/17/16 07:15:00 PM,1.26984,20.817,,,
503,07/17/16 07:30:00 PM,1.26984,20.770,,,
504,07/17/16 07:45:00 PM,1.27106,20.650,,,
505,07/17/16 08:00:00 PM,1.27167,20.531,,,
506,07/17/16 08:15:00 PM,1.27167,20.341,,,
507,07/17/16 08:30:00 PM,1.26862,20.222,,,
508,07/17/16 08:45:00 PM,1.26618,20.079,,,
509,07/17/16 09:00:00 PM,1.26435,20.007,,,
510,07/17/16 09:15:00 PM,1.26496,19.888,,,
511,07/17/16 09:30:00 PM,1.26374,19.770,,,
512,07/17/16 09:45:00 PM,1.26313,19.651,,,
513,07/17/16 10:00:00 PM,1.26190,19.508,,,
514,07/17/16 10:15:00 PM,1.26129,19.389,,,
515,07/17/16 10:30:00 PM,1.26129,19.246,,,
516,07/17/16 10:45:00 PM,1.26129,19.127,,,
517,07/17/16 11:00:00 PM,1.26068,18.985,,,
518,07/17/16 11:15:00 PM,1.26068,18.866,,,
519,07/17/16 11:30:00 PM,1.26068,18.723,,,
520,07/17/16 11:45:00 PM,1.26007,18.604,,,
521,07/18/16 12:00:00 AM,1.26007,18.485,,,
522,07/18/16 12:15:00 AM,1.25946,18.366,,,
523,07/18/16 12:30:00 AM,1.25946,18.271,,,
524,07/18/16 12:45:00 AM,1.25885,18.176,,,
525,07/18/16 01:00:00 AM,1.25824,18.081,,,
526,07/18/16 01:15:00 AM,1.25885,18.010,,,
527,07/18/16 01:30:00 AM,1.25824,17.915,,,
528,07/18/16 01:45:00 AM,1.25763,17.843,,,
529,07/18/16 02:00:00 AM,1.25763,17.748,,,
530,07/18/16 02:15:00 AM,1.25763,17.653,,,
531,07/18/16 02:30:00 AM,1.25702,17.582,,,
532,07/18/16 02:45:00 AM,1.25763,17.486,,,
533,07/18/16 03:00:00 AM,1.25763,17.391,,,
534,07/18/16 03:15:00 AM,1.25702,17.320,,,
535,07/18/16 03:30:00 AM,1.25702,17.225,,,
536,07/18/16 03:45:00 AM,1.25702,17.153,,,
537,07/18/16 04:00:00 AM,1.25641,17.058,,,
538,07/18/16 04:15:00 AM,1.25641,16.987,,,
539,07/18/16 04:30:00 AM,1.25641,16.892,,,
540,07/18/16 04:45:00 AM,1.25580,16.820,,,
541,07/18/16 05:00:00 AM,1.25580,16.749,,,
542,07/18/16 05:15:00 AM,1.25580,16.654,,,
543,07/18/16 05:30:00 AM,1.25580,16.582,,,
544,07/18/16 05:45:00 AM,1.25580,16.511,,,
545,07/18/16 06:00:00 AM,1.25580,16.439,,,
546,07/18/16 06:15:00 AM,1.25641,16.415,,,
547,07/18/16 06:30:00 AM,1.25580,16.392,,,
548,07/18/16 06:45:00 AM,1.25580,16.344,,,
549,07/18/16 07:00:00 AM,1.25519,16.320,,,
550,07/18/16 07:15:00 AM,1.25519,16.344,,,
551,07/18/16 07:30:00 AM,1.25580,16.344,,,
552,07/18/16 07:45:00 AM,1.26557,16.392,,,
553,07/18/16 08:00:00 AM,1.26618,16.463,,,
554,07/18/16 08:15:00 AM,1.26557,16.558,,,
555,07/18/16 08:30:00 AM,1.26618,16.654,,,
556,07/18/16 08:45:00 AM,1.26618,16.796,,,
557,07/18/16 09:00:00 AM,1.26679,16.915,,,
558,07/18/16 09:15:00 AM,1.26679,16.987,,,
559,07/18/16 09:30:00 AM,1.26801,17.082,,,
560,07/18/16 09:45:00 AM,1.26740,17.177,,,
561,07/18/16 10:00:00 AM,1.26740,17.272,,,
562,07/18/16 10:15:00 AM,1.26801,17.368,,,
563,07/18/16 10:30:00 AM,1.26862,17.486,,,
564,07/18/16 10:45:00 AM,1.26862,17.605,,,
565,07/18/16 11:00:00 AM,1.26862,17.748,,,
566,07/18/16 11:15:00 AM,1.26923,17.915,,,
567,07/18/16 11:30:00 AM,1.26923,18.033,,,
568,07/18/16 11:45:00 AM,1.26923,18.152,,,
569,07/18/16 12:00:00 PM,1.26984,18.343,,,
570,07/18/16 12:15:00 PM,1.26984,18.533,,,
571,07/18/16 12:30:00 PM,1.26923,18.604,,,
572,07/18/16 12:45:00 PM,1.26923,18.699,,,
573,07/18/16 01:00:00 PM,1.26923,18.889,,,
574,07/18/16 01:15:00 PM,1.27045,19.032,,,
575,07/18/16 01:30:00 PM,1.27106,19.222,,,
576,07/18/16 01:45:00 PM,1.27045,19.341,,,
577,07/18/16 02:00:00 PM,1.27167,19.841,,,
578,07/18/16 02:15:00 PM,1.27167,20.198,,,
579,07/18/16 02:30:00 PM,1.27167,20.269,,,
580,07/18/16 02:45:00 PM,1.27228,20.412,,,
581,07/18/16 03:00:00 PM,1.26923,20.627,,,
582,07/18/16 03:15:00 PM,1.26862,20.841,,,
583,07/18/16 03:30:00 PM,1.26618,21.246,,,
584,07/18/16 03:45:00 PM,1.26007,21.461,,,
585,07/18/16 04:00:00 PM,1.26007,21.509,,,
586,07/18/16 04:15:00 PM,1.26129,21.652,,,
587,07/18/16 04:30:00 PM,1.26129,21.867,,,
588,07/18/16 04:45:00 PM,1.26190,22.034,,,
589,07/18/16 05:00:00 PM,1.26190,21.795,,,
590,07/18/16 05:15:00 PM,1.26190,22.106,,,
591,07/18/16 05:30:00 PM,1.26252,22.130,,,
592,07/18/16 05:45:00 PM,1.26313,22.154,,,
593,07/18/16 06:00:00 PM,1.26252,22.058,,,
594,07/18/16 06:15:00 PM,1.26313,21.843,,,
595,07/18/16 06:30:00 PM,1.26190,21.772,,,
596,07/18/16 06:45:00 PM,1.26252,21.795,,,
597,07/18/16 07:00:00 PM,1.26252,21.772,,,
598,07/18/16 07:15:00 PM,1.26190,21.748,,,
599,07/18/16 07:30:00 PM,1.26190,21.652,,,
600,07/18/16 07:45:00 PM,1.26129,21.533,,,
601,07/18/16 08:00:00 PM,1.26129,21.390,,,
602,07/18/16 08:15:00 PM,1.26068,21.246,,,
603,07/18/16 08:30:00 PM,1.26068,21.103,,,
604,07/18/16 08:45:00 PM,1.26007,20.960,,,
605,07/18/16 09:00:00 PM,1.26007,20.841,,,
606,07/18/16 09:15:00 PM,1.26007,20.698,,,
607,07/18/16 09:30:00 PM,1.26007,20.579,,,
608,07/18/16 09:45:00 PM,1.26068,20.436,,,
609,07/18/16 10:00:00 PM,1.26068,20.293,,,
610,07/18/16 10:15:00 PM,1.26068,20.150,,,
611,07/18/16 10:30:00 PM,1.26007,20.007,,,
612,07/18/16 10:45:00 PM,1.25946,19.865,,,
613,07/18/16 11:00:00 PM,1.25946,19.722,,,
614,07/18/16 11:15:00 PM,1.25946,19.603,,,
615,07/18/16 11:30:00 PM,1.25946,19.460,,,
616,07/18/16 11:45:00 PM,1.25885,19.341,,,
617,07/19/16 12:00:00 AM,1.25824,19.199,,,
618,07/19/16 12:15:00 AM,1.25824,19.103,,,
619,07/19/16 12:30:00 AM,1.25824,18.985,,,
620,07/19/16 12:45:00 AM,1.25763,18.889,,,
621,07/19/16 01:00:00 AM,1.25763,18.771,,,
622,07/19/16 01:15:00 AM,1.25763,18.675,,,
623,07/19/16 01:30:00 AM,1.25763,18.533,,,
624,07/19/16 01:45:00 AM,1.25763,18.461,,,
625,07/19/16 02:00:00 AM,1.25763,18.390,,,
626,07/19/16 02:15:00 AM,1.25763,18.271,,,
627,07/19/16 02:30:00 AM,1.25763,18.176,,,
628,07/19/16 02:45:00 AM,1.25763,18.105,,,
629,07/19/16 03:00:00 AM,1.25641,17.986,,,
630,07/19/16 03:15:00 AM,1.25702,17.915,,,
631,07/19/16 03:30:00 AM,1.25702,17.796,,,
632,07/19/16 03:45:00 AM,1.25580,17.724,,,
633,07/19/16 04:00:00 AM,1.25580,17.605,,,
634,07/19/16 04:15:00 AM,1.25580,17.534,,,
635,07/19/16 04:30:00 AM,1.25458,17.391,,,
636,07/19/16 04:45:00 AM,1.25458,17.344,,,
637,07/19/16 05:00:00 AM,1.25519,17.249,,,
638,07/19/16 05:15:00 AM,1.25519,17.177,,,
639,07/19/16 05:30:00 AM,1.25519,17.082,,,
640,07/19/16 05:45:00 AM,1.25397,17.011,,,
641,07/19/16 06:00:00 AM,1.25458,16.963,,,
642,07/19/16 06:15:00 AM,1.25458,16.892,,,
643,07/19/16 06:30:00 AM,1.25458,16.868,,,
644,07/19/16 06:45:00 AM,1.25458,16.844,,,
645,07/19/16 07:00:00 AM,1.25458,16.820,,,
646,07/19/16 07:15:00 AM,1.25458,16.796,,,
647,07/19/16 07:30:00 AM,1.25580,16.820,,,
648,07/19/16 07:45:00 AM,1.25580,16.868,,,
649,07/19/16 08:00:00 AM,1.25458,16.939,,,
650,07/19/16 08:15:00 AM,1.25458,17.034,,,
651,07/19/16 08:30:00 AM,1.25519,17.153,,,
652,07/19/16 08:45:00 AM,1.25519,17.272,,,
653,07/19/16 09:00:00 AM,1.25763,17.391,,,
654,07/19/16 09:15:00 AM,1.25702,17.486,,,
655,07/19/16 09:30:00 AM,1.25580,17.582,,,
656,07/19/16 09:45:00 AM,1.25580,17.677,,,
657,07/19/16 10:00:00 AM,1.25580,17.772,,,
658,07/19/16 10:15:00 AM,1.25641,17.867,,,
659,07/19/16 10:30:00 AM,1.25641,17.986,,,
660,07/19/16 10:45:00 AM,1.25641,18.129,,,
661,07/19/16 11:00:00 AM,1.25641,18.271,,,
662,07/19/16 11:15:00 AM,1.25702,18.390,,,
663,07/19/16 11:30:00 AM,1.25763,18.533,,,
664,07/19/16 11:45:00 AM,1.25702,18.699,,,
665,07/19/16 12:00:00 PM,1.25763,18.842,,,
666,07/19/16 12:15:00 PM,1.25763,19.008,,,
667,07/19/16 12:30:00 PM,1.25824,19.175,,,
668,07/19/16 12:45:00 PM,1.25763,19.341,,,
669,07/19/16 01:00:00 PM,1.26068,19.532,,,
670,07/19/16 01:15:00 PM,1.25824,19.722,,,
671,07/19/16 01:30:00 PM,1.26007,19.912,,,
672,07/19/16 01:45:00 PM,1.25885,20.103,,,
673,07/19/16 02:00:00 PM,1.25885,20.341,,,
674,07/19/16 02:15:00 PM,1.25946,20.650,,,
675,07/19/16 02:30:00 PM,1.25946,20.960,,,
676,07/19/16 02:45:00 PM,1.26068,21.366,,,
677,07/19/16 03:00:00 PM,1.26007,21.652,,,
678,07/19/16 03:15:00 PM,1.26007,22.082,,,
679,07/19/16 03:30:00 PM,1.26068,22.321,,,
680,07/19/16 03:45:00 PM,1.26129,22.465,,,
681,07/19/16 04:00:00 PM,1.26129,22.393,,,
682,07/19/16 04:15:00 PM,1.26190,22.609,,,
683,07/19/16 04:30:00 PM,1.26557,22.848,,,
684,07/19/16 04:45:00 PM,1.26679,22.944,,,
685,07/19/16 05:00:00 PM,1.26679,22.992,,,
686,07/19/16 05:15:00 PM,1.26618,22.920,,,
687,07/19/16 05:30:00 PM,1.26618,22.872,,,
688,07/19/16 05:45:00 PM,1.26496,23.016,,,
689,07/19/16 06:00:00 PM,1.26557,23.064,,,
690,07/19/16 06:15:00 PM,1.26618,22.968,,,
691,07/19/16 06:30:00 PM,1.26557,22.944,,,
692,07/19/16 06:45:00 PM,1.26618,22.872,,,
693,07/19/16 07:00:00 PM,1.26618,22.824,,,
694,07/19/16 07:15:00 PM,1.26618,22.776,,,
695,07/19/16 07:30:00 PM,1.26557,22.657,,,
696,07/19/16 07:45:00 PM,1.26496,22.561,,,
697,07/19/16 08:00:00 PM,1.26557,22.393,,,
698,07/19/16 08:15:00 PM,1.26435,22.226,,,
699,07/19/16 08:30:00 PM,1.26435,22.058,,,
700,07/19/16 08:45:00 PM,1.26435,21.891,,,
701,07/19/16 09:00:00 PM,1.26435,21.724,,,
702,07/19/16 09:15:00 PM,1.26374,21.581,,,
703,07/19/16 09:30:00 PM,1.26374,21.437,,,
704,07/19/16 09:45:00 PM,1.26374,21.294,,,
705,07/19/16 10:00:00 PM,1.26313,21.151,,,
706,07/19/16 10:15:00 PM,1.26313,21.008,,,
707,07/19/16 10:30:00 PM,1.26313,20.889,,,
708,07/19/16 10:45:00 PM,1.26252,20.722,,,
709,07/19/16 11:00:00 PM,1.26252,20.579,,,
710,07/19/16 11:15:00 PM,1.26190,20.460,,,
711,07/19/16 11:30:00 PM,1.26190,20.317,,,
712,07/19/16 11:45:00 PM,1.26129,20.198,,,
713,07/20/16 12:00:00 AM,1.26129,20.103,,,
714,07/20/16 12:15:00 AM,1.26129,19.984,,,
715,07/20/16 12:30:00 AM,1.26129,19.865,,,
716,07/20/16 12:45:00 AM,1.26068,19.770,,,
717,07/20/16 01:00:00 AM,1.26007,19.674,,,
718,07/20/16 01:15:00 AM,1.26068,19.555,,,
719,07/20/16 01:30:00 AM,1.26007,19.436,,,
720,07/20/16 01:45:00 AM,1.25946,19.365,,,
721,07/20/16 02:00:00 AM,1.25946,19.270,,,
722,07/20/16 02:15:00 AM,1.25946,19.175,,,
723,07/20/16 02:30:00 AM,1.25885,19.080,,,
724,07/20/16 02:45:00 AM,1.25885,18.985,,,
725,07/20/16 03:00:00 AM,1.25885,18.913,,,
726,07/20/16 03:15:00 AM,1.25946,18.794,,,
727,07/20/16 03:30:00 AM,1.25824,18.723,,,
728,07/20/16 03:45:00 AM,1.25824,18.628,,,
729,07/20/16 04:00:00 AM,1.25885,18.580,,,
730,07/20/16 04:15:00 AM,1.25763,18.485,,,
731,07/20/16 04:30:00 AM,1.25946,18.414,,,
732,07/20/16 04:45:00 AM,1.25763,18.343,,,
733,07/20/16 05:00:00 AM,1.25702,18.271,,,
734,07/20/16 05:15:00 AM,1.25885,18.200,,,
735,07/20/16 05:30:00 AM,1.25824,18.129,,,
736,07/20/16 05:45:00 AM,1.25519,18.081,,,
737,07/20/16 06:00:00 AM,1.25824,18.033,,,
738,07/20/16 06:15:00 AM,1.25702,17.986,,,
739,07/20/16 06:30:00 AM,1.25641,17.938,,,
740,07/20/16 06:45:00 AM,1.25702,17.915,,,
741,07/20/16 07:00:00 AM,1.25702,17.891,,,
742,07/20/16 07:15:00 AM,1.25641,17.891,,,
743,07/20/16 07:30:00 AM,1.25641,17.891,,,
744,07/20/16 07:45:00 AM,1.25824,17.938,,,
745,07/20/16 08:00:00 AM,1.25885,18.010,,,
746,07/20/16 08:15:00 AM,1.25885,18.081,,,
747,07/20/16 08:30:00 AM,1.25885,18.200,,,
748,07/20/16 08:45:00 AM,1.25946,18.319,,,
749,07/20/16 09:00:00 AM,1.25946,18.414,,,
750,07/20/16 09:15:00 AM,1.25946,18.533,,,
751,07/20/16 09:30:00 AM,1.25946,18.604,,,
752,07/20/16 09:45:00 AM,1.26007,18.723,,,
753,07/20/16 10:00:00 AM,1.26007,18.842,,,
754,07/20/16 10:15:00 AM,1.25885,18.937,,,
755,07/20/16 10:30:00 AM,1.25946,19.008,,,
756,07/20/16 10:45:00 AM,1.25885,19.127,,,
757,07/20/16 11:00:00 AM,1.26068,19.246,,,
758,07/20/16 11:15:00 AM,1.26068,19.365,,,
759,07/20/16 11:30:00 AM,1.26007,19.484,,,
760,07/20/16 11:45:00 AM,1.26129,19.532,,,
761,07/20/16 12:00:00 PM,1.26129,19.436,,,
762,07/20/16 12:15:00 PM,1.26129,19.341,,,
763,07/20/16 12:30:00 PM,1.26007,19.341,,,
764,07/20/16 12:45:00 PM,1.26068,19.365,,,
765,07/20/16 01:00:00 PM,1.26129,19.365,,,
766,07/20/16 01:15:00 PM,1.26068,19.341,,,
767,07/20/16 01:30:00 PM,1.26007,19.389,,,
768,07/20/16 01:45:00 PM,1.26007,19.460,,,
769,07/20/16 02:00:00 PM,1.26068,19.555,,,
770,07/20/16 02:15:00 PM,1.26129,19.722,,,
771,07/20/16 02:30:00 PM,1.25946,19.793,,,
772,07/20/16 02:45:00 PM,1.26129,19.936,,,
773,07/20/16 03:00:00 PM,1.26190,20.246,,,
774,07/20/16 03:15:00 PM,1.26190,20.269,,,
775,07/20/16 03:30:00 PM,1.26252,20.269,,,
776,07/20/16 03:45:00 PM,1.26252,20.246,,,
777,07/20/16 04:00:00 PM,1.26252,20.246,,,
778,07/20/16 04:15:00 PM,1.26252,20.436,,,
779,07/20/16 04:30:00 PM,1.26252,20.770,,,
780,07/20/16 04:45:00 PM,1.26252,20.555,,,
781,07/20/16 05:00:00 PM,1.26252,20.507,,,
782,07/20/16 05:15:00 PM,1.26252,20.460,,,
783,07/20/16 05:30:00 PM,1.26313,20.436,,,
784,07/20/16 05:45:00 PM,1.26313,20.484,,,
785,07/20/16 06:00:00 PM,1.26313,20.484,,,
786,07/20/16 06:15:00 PM,1.26313,20.484,,,
787,07/20/16 06:30:00 PM,1.26252,20.460,,,
788,07/20/16 06:45:00 PM,1.26252,20.436,,,
789,07/20/16 07:00:00 PM,1.26313,20.412,,,
790,07/20/16 07:15:00 PM,1.26313,20.365,,,
791,07/20/16 07:30:00 PM,1.26313,20.317,,,
792,07/20/16 07:45:00 PM,1.26313,20.269,,,
793,07/20/16 08:00:00 PM,1.26313,20.198,,,
794,07/20/16 08:15:00 PM,1.26252,20.126,,,
795,07/20/16 08:30:00 PM,1.26252,20.079,,,
796,07/20/16 08:45:00 PM,1.26190,20.007,,,
797,07/20/16 09:00:00 PM,1.26252,19.936,,,
798,07/20/16 09:15:00 PM,1.26190,19.865,,,
799,07/20/16 09:30:00 PM,1.26190,19.817,,,
800,07/20/16 09:45:00 PM,1.26129,19.746,,,
801,07/20/16 10:00:00 PM,1.26129,19.698,,,
802,07/20/16 10:15:00 PM,1.26129,19.651,,,
803,07/20/16 10:30:00 PM,1.26129,19.579,,,
804,07/20/16 10:45:00 PM,1.26190,19.532,,,
805,07/20/16 11:00:00 PM,1.26129,19.484,,,
806,07/20/16 11:15:00 PM,1.26190,19.436,,,
807,07/20/16 11:30:00 PM,1.26129,19.365,,,
808,07/20/16 11:45:00 PM,1.26129,19.318,,,
809,07/21/16 12:00:00 AM,1.26068,19.294,,,
810,07/21/16 12:15:00 AM,1.26129,19.222,,,
811,07/21/16 12:30:00 AM,1.26068,19.175,,,
812,07/21/16 12:45:00 AM,1.26129,19.127,,,
813,07/21/16 01:00:00 AM,1.26068,19.056,,,
814,07/21/16 01:15:00 AM,1.25824,19.008,,,
815,07/21/16 01:30:00 AM,1.26007,18.961,,,
816,07/21/16 01:45:00 AM,1.25946,18.889,,,
817,07/21/16 02:00:00 AM,1.26007,18.818,,,
818,07/21/16 02:15:00 AM,1.25946,18.771,,,
819,07/21/16 02:30:00 AM,1.25946,18.699,,,
820,07/21/16 02:45:00 AM,1.26007,18.652,,,
821,07/21/16 03:00:00 AM,1.25946,18.604,,,
822,07/21/16 03:15:00 AM,1.25946,18.533,,,
823,07/21/16 03:30:00 AM,1.25885,18.485,,,
824,07/21/16 03:45:00 AM,1.25946,18.414,,,
825,07/21/16 04:00:00 AM,1.25885,18.366,,,
826,07/21/16 04:15:00 AM,1.25885,18.295,,,
827,07/21/16 04:30:00 AM,1.25885,18.247,,,
828,07/21/16 04:45:00 AM,1.25885,18.152,,,
829,07/21/16 05:00:00 AM,1.25885,18.105,,,
830,07/21/16 05:15:00 AM,1.25885,18.057,,,
831,07/21/16 05:30:00 AM,1.25885,18.010,,,
832,07/21/16 05:45:00 AM,1.25885,17.962,,,
833,07/21/16 06:00:00 AM,1.25824,17.891,,,
834,07/21/16 06:15:00 AM,1.25885,17.843,,,
835,07/21/16 06:30:00 AM,1.25824,17.819,,,
836,07/21/16 06:45:00 AM,1.25885,17.796,,,
837,07/21/16 07:00:00 AM,1.25824,17.772,,,
838,07/21/16 07:15:00 AM,1.25824,17.772,,,
839,07/21/16 07:30:00 AM,1.25824,17.796,,,
840,07/21/16 07:45:00 AM,1.25824,17.819,,,
841,07/21/16 08:00:00 AM,1.25824,17.843,,,
842,07/21/16 08:15:00 AM,1.25824,17.915,,,
843,07/21/16 08:30:00 AM,1.25885,17.986,,,
844,07/21/16 08:45:00 AM,1.25763,18.033,,,
845,07/21/16 09:00:00 AM,1.25885,18.129,,,
846,07/21/16 09:15:00 AM,1.25885,18.224,,,
847,07/21/16 09:30:00 AM,1.25885,18.295,,,
848,07/21/16 09:45:00 AM,1.25885,18.295,,,
849,07/21/16 10:00:00 AM,1.25946,18.414,,,
850,07/21/16 10:15:00 AM,1.25885,18.461,,,
851,07/21/16 10:30:00 AM,1.25946,18.533,,,
852,07/21/16 10:45:00 AM,1.25946,18.699,,,
853,07/21/16 11:00:00 AM,1.25946,18.889,,,
854,07/21/16 11:15:00 AM,1.26068,18.913,,,
855,07/21/16 11:30:00 AM,1.26007,18.961,,,
856,07/21/16 11:45:00 AM,1.26007,19.032,,,
857,07/21/16 12:00:00 PM,1.26007,19.175,,,
858,07/21/16 12:15:00 PM,1.26007,19.341,,,
859,07/21/16 12:30:00 PM,1.26007,19.532,,,
860,07/21/16 12:45:00 PM,1.26007,19.722,,,
861,07/21/16 01:00:00 PM,1.26068,19.936,,,
862,07/21/16 01:15:00 PM,1.26129,20.150,,,
863,07/21/16 01:30:00 PM,1.26129,20.174,,,
864,07/21/16 01:45:00 PM,1.26129,20.150,,,
865,07/21/16 02:00:00 PM,1.26190,20.317,,,
866,07/21/16 02:15:00 PM,1.26190,20.269,,,
867,07/21/16 02:30:00 PM,1.26190,20.293,,,
868,07/21/16 02:45:00 PM,1.26190,20.317,,,
869,07/21/16 03:00:00 PM,1.26252,20.388,,,
870,07/21/16 03:15:00 PM,1.26252,20.460,,,
871,07/21/16 03:30:00 PM,1.26190,20.531,,,
872,07/21/16 03:45:00 PM,1.26190,20.555,,,
873,07/21/16 04:00:00 PM,1.26252,20.698,,,
874,07/21/16 04:15:00 PM,1.26252,20.793,,,
875,07/21/16 04:30:00 PM,1.26252,20.865,,,
876,07/21/16 04:45:00 PM,1.26252,20.913,,,
877,07/21/16 05:00:00 PM,1.26252,20.889,,,
878,07/21/16 05:15:00 PM,1.26252,20.865,,,
879,07/21/16 05:30:00 PM,1.26190,20.865,,,
880,07/21/16 05:45:00 PM,1.26190,20.817,,,
881,07/21/16 06:00:00 PM,1.26190,20.793,,,
882,07/21/16 06:15:00 PM,1.26190,20.746,,,
883,07/21/16 06:30:00 PM,1.26190,20.698,,,
884,07/21/16 06:45:00 PM,1.26190,20.627,,,
885,07/21/16 07:00:00 PM,1.26190,20.579,,,
886,07/21/16 07:15:00 PM,1.26252,20.555,,,
887,07/21/16 07:30:00 PM,1.26190,20.460,,,
888,07/21/16 07:45:00 PM,1.26190,20.388,,,
889,07/21/16 08:00:00 PM,1.26190,20.317,,,
890,07/21/16 08:15:00 PM,1.26129,20.246,,,
891,07/21/16 08:30:00 PM,1.26190,20.198,,,
892,07/21/16 08:45:00 PM,1.26190,20.126,,,
893,07/21/16 09:00:00 PM,1.26129,20.079,,,
894,07/21/16 09:15:00 PM,1.26129,20.007,,,
895,07/21/16 09:30:00 PM,1.26068,19.936,,,
896,07/21/16 09:45:00 PM,1.26129,19.865,,,
897,07/21/16 10:00:00 PM,1.26068,19.817,,,
898,07/21/16 10:15:00 PM,1.26129,19.722,,,
899,07/21/16 10:30:00 PM,1.26068,19.627,,,
900,07/21/16 10:45:00 PM,1.26068,19.555,,,
901,07/21/16 11:00:00 PM,1.26068,19.484,,,
902,07/21/16 11:15:00 PM,1.26007,19.389,,,
903,07/21/16 11:30:00 PM,1.26007,19.318,,,
904,07/21/16 11:45:00 PM,1.26007,19.246,,,
905,07/22/16 12:00:00 AM,1.26007,19.175,,,
906,07/22/16 12:15:00 AM,1.25946,19.103,,,
907,07/22/16 12:30:00 AM,1.25946,19.032,,,
908,07/22/16 12:45:00 AM,1.26007,18.961,,,
909,07/22/16 01:00:00 AM,1.25946,18.889,,,
910,07/22/16 01:15:00 AM,1.25946,18.794,,,
911,07/22/16 01:30:00 AM,1.25946,18.747,,,
912,07/22/16 01:45:00 AM,1.25885,18.675,,,
913,07/22/16 02:00:00 AM,1.25885,18.628,,,
914,07/22/16 02:15:00 AM,1.25885,18.557,,,
