"Titre de tracé : t1_2022"
"#","Date Heure, GMT+01:00","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp1)","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp2)","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp3)","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp4)","Bouton Bas (LGR S/N: 21065764)","Bouton Haut (LGR S/N: 21065764)","Hôte connecté (LGR S/N: 21065764)","Arrêté (LGR S/N: 21065764)","Fin de fichier (LGR S/N: 21065764)"
1,03/02/22 03:00:00 PM,473.187,479.084,464.779,360.745,,,,,
2,03/02/22 03:06:15 PM,,,,,Enregistré,,,,
3,03/02/22 03:06:16 PM,,,,,,Enregistré,,,
4,03/02/22 03:15:00 PM,46.108,45.664,-53.334,45.768,,,,,
5,03/02/22 03:30:00 PM,46.168,45.685,-56.331,45.779,,,,,
6,03/02/22 03:45:00 PM,46.281,45.709,-57.233,45.783,,,,,
7,03/02/22 04:00:00 PM,46.278,45.802,-55.898,45.784,,,,,
8,03/02/22 04:15:00 PM,46.341,45.828,-56.963,45.790,,,,,
9,03/02/22 04:30:00 PM,46.396,45.849,-56.483,45.797,,,,,
10,03/02/22 04:45:00 PM,46.443,45.878,-56.846,45.799,,,,,
11,03/02/22 05:00:00 PM,46.495,45.903,-57.176,45.802,,,,,
12,03/02/22 05:15:00 PM,46.542,45.932,-57.469,45.804,,,,,
13,03/02/22 05:30:00 PM,46.593,45.959,-57.546,45.808,,,,,
14,03/02/22 05:45:00 PM,46.643,45.988,-57.843,45.810,,,,,
15,03/02/22 06:00:00 PM,46.693,46.017,-58.083,45.813,,,,,
16,03/02/22 06:15:00 PM,46.742,46.047,-58.484,45.817,,,,,
17,03/02/22 06:30:00 PM,46.783,46.076,-59.013,45.819,,,,,
18,03/02/22 06:45:00 PM,46.823,46.103,-59.510,45.822,,,,,
19,03/02/22 07:00:00 PM,46.859,46.132,-60.099,45.824,,,,,
20,03/02/22 07:15:00 PM,46.890,46.161,-60.804,45.829,,,,,
21,03/02/22 07:30:00 PM,46.913,46.186,-61.395,45.833,,,,,
22,03/02/22 07:45:00 PM,46.933,46.211,-61.839,45.838,,,,,
23,03/02/22 08:00:00 PM,46.944,46.236,-62.243,45.842,,,,,
24,03/02/22 08:15:00 PM,46.949,46.267,-62.721,45.847,,,,,
25,03/02/22 08:30:00 PM,46.949,46.296,-63.020,45.849,,,,,
26,03/02/22 08:45:00 PM,46.947,46.317,-63.137,45.856,,,,,
27,03/02/22 09:00:00 PM,46.942,46.341,-63.184,45.858,,,,,
28,03/02/22 09:15:00 PM,46.929,46.362,-63.510,45.864,,,,,
29,03/02/22 09:30:00 PM,46.918,46.380,-63.323,45.869,,,,,
30,03/02/22 09:45:00 PM,46.902,46.398,-63.582,45.873,,,,,
31,03/02/22 10:00:00 PM,46.882,46.416,-63.535,45.878,,,,,
32,03/02/22 10:15:00 PM,46.863,46.431,-63.699,45.883,,,,,
33,03/02/22 10:30:00 PM,46.837,46.443,-63.983,45.889,,,,,
34,03/02/22 10:45:00 PM,46.807,46.458,-64.635,45.892,,,,,
35,03/02/22 11:00:00 PM,46.776,46.468,-64.610,45.898,,,,,
36,03/02/22 11:15:00 PM,46.742,46.477,-64.804,45.903,,,,,
37,03/02/22 11:30:00 PM,46.706,46.486,-65.148,45.909,,,,,
38,03/02/22 11:45:00 PM,46.666,46.492,-65.396,45.914,,,,,
39,03/03/22 12:00:00 AM,46.623,46.497,-65.297,45.923,,,,,
40,03/03/22 12:15:00 AM,46.578,46.503,-65.621,45.928,,,,,
41,03/03/22 12:30:00 AM,46.531,46.506,-65.772,45.934,,,,,
42,03/03/22 12:45:00 AM,46.483,46.506,-65.697,45.941,,,,,
43,03/03/22 01:00:00 AM,46.438,46.506,-65.371,45.946,,,,,
44,03/03/22 01:15:00 AM,46.393,46.506,-65.322,45.952,,,,,
45,03/03/22 01:30:00 AM,46.348,46.503,-65.371,45.957,,,,,
46,03/03/22 01:45:00 AM,46.303,46.497,-65.596,45.963,,,,,
47,03/03/22 02:00:00 AM,46.256,46.495,-65.621,45.968,,,,,
48,03/03/22 02:15:00 AM,46.207,46.488,-65.571,45.973,,,,,
49,03/03/22 02:30:00 AM,46.161,46.481,-65.546,45.979,,,,,
50,03/03/22 02:45:00 AM,46.116,46.476,-65.447,45.986,,,,,
51,03/03/22 03:00:00 AM,46.071,46.467,-65.421,45.991,,,,,
52,03/03/22 03:15:00 AM,46.024,46.456,-65.148,45.997,,,,,
53,03/03/22 03:30:00 AM,45.982,46.447,-64.829,46.002,,,,,
54,03/03/22 03:45:00 AM,45.948,46.436,-64.952,46.008,,,,,
55,03/03/22 04:00:00 AM,45.914,46.425,-64.415,46.013,,,,,
56,03/03/22 04:15:00 AM,45.883,46.411,-64.127,46.017,,,,,
57,03/03/22 04:30:00 AM,45.856,46.398,-63.960,46.022,,,,,
58,03/03/22 04:45:00 AM,45.833,46.387,-63.771,46.027,,,,,
59,03/03/22 05:00:00 AM,45.810,46.373,-63.605,46.033,,,,,
60,03/03/22 05:15:00 AM,45.790,46.362,-63.416,46.036,,,,,
61,03/03/22 05:30:00 AM,45.772,46.351,-63.323,46.042,,,,,
62,03/03/22 05:45:00 AM,45.754,46.337,-63.276,46.044,,,,,
63,03/03/22 06:00:00 AM,45.739,46.326,-63.252,46.051,,,,,
64,03/03/22 06:15:00 AM,45.725,46.315,-63.090,46.056,,,,,
65,03/03/22 06:30:00 AM,45.714,46.306,-63.020,46.058,,,,,
66,03/03/22 06:45:00 AM,45.705,46.296,-62.952,46.063,,,,,
67,03/03/22 07:00:00 AM,45.698,46.283,-62.952,46.067,,,,,
68,03/03/22 07:15:00 AM,45.693,46.276,-62.905,46.071,,,,,
69,03/03/22 07:30:00 AM,45.685,46.267,-62.698,46.076,,,,,
70,03/03/22 07:45:00 AM,45.684,46.258,-62.766,46.078,,,,,
71,03/03/22 08:00:00 AM,45.684,46.251,-62.606,46.081,,,,,
72,03/03/22 08:15:00 AM,45.684,46.242,-62.630,46.083,,,,,
73,03/03/22 08:30:00 AM,45.689,46.236,-62.221,46.087,,,,,
74,03/03/22 08:45:00 AM,45.698,46.233,-61.483,46.089,,,,,
75,03/03/22 09:00:00 AM,45.712,46.231,-60.869,46.092,,,,,
76,03/03/22 09:15:00 AM,45.725,46.231,-60.056,46.096,,,,,
77,03/03/22 09:30:00 AM,45.739,46.233,-58.707,46.098,,,,,
78,03/03/22 09:45:00 AM,45.759,46.231,-58.524,46.101,,,,,
79,03/03/22 10:00:00 AM,45.784,46.231,-57.136,46.103,,,,,
80,03/03/22 10:15:00 AM,45.822,46.225,-56.924,46.101,,,,,
81,03/03/22 10:30:00 AM,45.869,46.231,-55.230,46.107,,,,,
82,03/03/22 10:45:00 AM,45.928,46.227,-55.451,46.101,,,,,
83,03/03/22 11:00:00 AM,45.991,46.227,-55.266,46.103,,,,,
84,03/03/22 11:15:00 AM,46.062,46.231,-54.992,46.103,,,,,
85,03/03/22 11:30:00 AM,46.135,46.233,-56.216,46.103,,,,,
86,03/03/22 11:45:00 AM,46.206,46.238,-56.808,46.107,,,,,
87,03/03/22 12:00:00 PM,46.276,46.247,-57.041,46.108,,,,,
88,03/03/22 12:15:00 PM,46.346,46.258,-57.410,46.112,,,,,
89,03/03/22 12:30:00 PM,46.416,46.270,-57.645,46.116,,,,,
90,03/03/22 12:45:00 PM,46.486,46.287,-57.606,46.116,,,,,
91,03/03/22 01:00:00 PM,46.558,46.303,-57.645,46.117,,,,,
92,03/03/22 01:15:00 PM,46.632,46.321,-57.546,46.117,,,,,
93,03/03/22 01:30:00 PM,46.711,46.341,-57.546,46.121,,,,,
94,03/03/22 01:45:00 PM,46.787,46.360,-57.390,46.121,,,,,
95,03/03/22 02:00:00 PM,46.864,46.382,-57.118,46.121,,,,,
96,03/03/22 02:15:00 PM,46.947,46.405,-57.098,46.123,,,,,
97,03/03/22 02:30:00 PM,47.023,46.427,-57.001,46.123,,,,,
98,03/03/22 02:45:00 PM,47.100,46.452,-57.156,46.126,,,,,
99,03/03/22 03:00:00 PM,47.176,46.477,-57.273,46.126,,,,,
100,03/03/22 03:15:00 PM,47.246,46.506,-57.705,46.128,,,,,
101,03/03/22 03:30:00 PM,47.313,46.533,-57.962,46.132,,,,,
102,03/03/22 03:45:00 PM,47.377,46.562,-58.243,46.132,,,,,
103,03/03/22 04:00:00 PM,47.442,46.593,-58.142,46.135,,,,,
104,03/03/22 04:15:00 PM,47.503,46.623,-58.565,46.137,,,,,
105,03/03/22 04:30:00 PM,47.565,46.652,-58.484,46.141,,,,,
106,03/03/22 04:45:00 PM,47.624,46.683,-58.891,46.143,,,,,
107,03/03/22 05:00:00 PM,47.676,46.713,-59.138,46.146,,,,,
108,03/03/22 05:15:00 PM,47.727,46.744,-59.760,46.148,,,,,
109,03/03/22 05:30:00 PM,47.777,46.776,-59.489,46.152,,,,,
110,03/03/22 05:45:00 PM,47.826,46.807,-59.949,46.153,,,,,
111,03/03/22 06:00:00 PM,47.872,46.837,-59.802,46.157,,,,,
112,03/03/22 06:15:00 PM,47.914,46.868,-60.246,46.161,,,,,
113,03/03/22 06:30:00 PM,47.955,46.897,-60.826,46.166,,,,,
114,03/03/22 06:45:00 PM,47.993,46.927,-60.783,46.168,,,,,
115,03/03/22 07:00:00 PM,48.025,46.953,-61.352,46.173,,,,,
116,03/03/22 07:15:00 PM,48.056,46.980,-61.416,46.177,,,,,
117,03/03/22 07:30:00 PM,48.085,47.008,-61.505,46.182,,,,,
118,03/03/22 07:45:00 PM,48.110,47.035,-61.816,46.188,,,,,
119,03/03/22 08:00:00 PM,48.135,47.064,-61.861,46.191,,,,,
120,03/03/22 08:15:00 PM,48.153,47.089,-61.749,46.197,,,,,
121,03/03/22 08:30:00 PM,48.171,47.118,-61.771,46.202,,,,,
122,03/03/22 08:45:00 PM,48.187,47.143,-61.928,46.207,,,,,
123,03/03/22 09:00:00 PM,48.202,47.169,-61.661,46.213,,,,,
124,03/03/22 09:15:00 PM,48.213,47.190,-61.395,46.218,,,,,
125,03/03/22 09:30:00 PM,48.223,47.215,-61.996,46.225,,,,,
126,03/03/22 09:45:00 PM,48.232,47.237,-62.334,46.231,,,,,
127,03/03/22 10:00:00 PM,48.234,47.257,-62.928,46.236,,,,,
128,03/03/22 10:15:00 PM,48.232,47.277,-63.794,46.243,,,,,
129,03/03/22 10:30:00 PM,48.222,47.300,-64.008,46.251,,,,,
130,03/03/22 10:45:00 PM,48.204,47.320,-64.343,46.258,,,,,
131,03/03/22 11:00:00 PM,48.187,47.336,-63.864,46.263,,,,,
132,03/03/22 11:15:00 PM,48.171,47.352,-63.864,46.270,,,,,
133,03/03/22 11:30:00 PM,48.157,47.370,-63.535,46.278,,,,,
134,03/03/22 11:45:00 PM,48.141,47.383,-63.675,46.283,,,,,
135,03/04/22 12:00:00 AM,48.126,47.397,-63.605,46.292,,,,,
136,03/04/22 12:15:00 AM,48.112,47.412,-63.510,46.297,,,,,
137,03/04/22 12:30:00 AM,48.097,47.422,-63.299,46.306,,,,,
138,03/04/22 12:45:00 AM,48.085,47.431,-63.510,46.312,,,,,
139,03/04/22 01:00:00 AM,48.070,47.442,-63.675,46.321,,,,,
140,03/04/22 01:15:00 AM,48.054,47.451,-63.746,46.326,,,,,
141,03/04/22 01:30:00 AM,48.040,47.458,-63.486,46.335,,,,,
142,03/04/22 01:45:00 AM,48.024,47.464,-63.675,46.342,,,,,
143,03/04/22 02:00:00 AM,48.006,47.473,-63.675,46.348,,,,,
144,03/04/22 02:15:00 AM,47.989,47.478,-63.936,46.357,,,,,
145,03/04/22 02:30:00 AM,47.970,47.484,-63.913,46.366,,,,,
146,03/04/22 02:45:00 AM,47.953,47.487,-64.176,46.373,,,,,
147,03/04/22 03:00:00 AM,47.934,47.493,-64.248,46.380,,,,,
148,03/04/22 03:15:00 AM,47.917,47.494,-64.079,46.387,,,,,
149,03/04/22 03:30:00 AM,47.899,47.502,-64.032,46.396,,,,,
150,03/04/22 03:45:00 AM,47.883,47.503,-64.392,46.405,,,,,
151,03/04/22 04:00:00 AM,47.863,47.507,-64.271,46.411,,,,,
152,03/04/22 04:15:00 AM,47.847,47.507,-64.055,46.418,,,,,
153,03/04/22 04:30:00 AM,47.831,47.509,-64.055,46.427,,,,,
154,03/04/22 04:45:00 AM,47.813,47.509,-64.610,46.432,,,,,
155,03/04/22 05:00:00 AM,47.795,47.509,-64.295,46.441,,,,,
156,03/04/22 05:15:00 AM,47.777,47.509,-64.320,46.450,,,,,
157,03/04/22 05:30:00 AM,47.755,47.509,-64.755,46.458,,,,,
158,03/04/22 05:45:00 AM,47.736,47.509,-65.025,46.463,,,,,
159,03/04/22 06:00:00 AM,47.716,47.509,-64.658,46.472,,,,,
160,03/04/22 06:15:00 AM,47.691,47.509,-65.099,46.481,,,,,
161,03/04/22 06:30:00 AM,47.665,47.507,-65.747,46.486,,,,,
162,03/04/22 06:45:00 AM,47.635,47.503,-65.672,46.495,,,,,
163,03/04/22 07:00:00 AM,47.608,47.503,-65.999,46.503,,,,,
164,03/04/22 07:15:00 AM,47.577,47.502,-65.974,46.508,,,,,
165,03/04/22 07:30:00 AM,47.543,47.494,-65.823,46.517,,,,,
166,03/04/22 07:45:00 AM,47.512,47.493,-65.546,46.522,,,,,
167,03/04/22 08:00:00 AM,47.482,47.487,-65.447,46.528,,,,,
168,03/04/22 08:15:00 AM,47.451,47.484,-65.198,46.537,,,,,
169,03/04/22 08:30:00 AM,47.422,47.478,-65.000,46.542,,,,,
170,03/04/22 08:45:00 AM,47.395,47.473,-64.586,46.548,,,,,
171,03/04/22 09:00:00 AM,47.370,47.467,-64.248,46.553,,,,,
172,03/04/22 09:15:00 AM,47.347,47.458,-63.936,46.558,,,,,
173,03/04/22 09:30:00 AM,47.331,47.453,-64.008,46.566,,,,,
174,03/04/22 09:45:00 AM,47.313,47.446,-63.771,46.571,,,,,
175,03/04/22 10:00:00 AM,47.302,47.439,-63.393,46.576,,,,,
176,03/04/22 10:15:00 AM,47.296,47.431,-62.606,46.582,,,,,
177,03/04/22 10:30:00 AM,47.296,47.422,-61.996,46.587,,,,,
178,03/04/22 10:45:00 AM,47.305,47.417,-61.683,46.593,,,,,
179,03/04/22 11:00:00 AM,47.313,47.412,-61.683,46.598,,,,,
180,03/04/22 11:15:00 AM,47.327,47.406,-61.110,46.602,,,,,
181,03/04/22 11:30:00 AM,47.345,47.401,-60.653,46.607,,,,,
182,03/04/22 11:45:00 AM,47.370,47.397,-60.311,46.611,,,,,
183,03/04/22 12:00:00 PM,47.406,47.406,-59.552,46.616,,,,,
184,03/04/22 12:15:00 PM,47.448,47.408,-58.850,46.618,,,,,
185,03/04/22 12:30:00 PM,47.498,47.421,-57.784,46.623,,,,,
186,03/04/22 12:45:00 PM,47.545,47.428,-58.221,46.627,,,,,
187,03/04/22 01:00:00 PM,47.590,47.428,-57.685,46.629,,,,,
188,03/04/22 01:15:00 PM,47.638,47.422,-58.484,46.636,,,,,
189,03/04/22 01:30:00 PM,47.691,47.422,-56.731,46.638,,,,,
190,03/04/22 01:45:00 PM,47.764,47.413,-56.731,46.643,,,,,
191,03/04/22 02:00:00 PM,47.851,47.421,-57.527,46.647,,,,,
192,03/04/22 02:15:00 PM,47.934,47.431,-56.655,46.652,,,,,
193,03/04/22 02:30:00 PM,48.009,47.442,-57.626,46.652,,,,,
194,03/04/22 02:45:00 PM,48.076,47.457,-57.942,46.657,,,,,
195,03/04/22 03:00:00 PM,48.141,47.473,-57.293,46.663,,,,,
196,03/04/22 03:15:00 PM,48.204,47.493,-57.001,46.666,,,,,
197,03/04/22 03:30:00 PM,48.274,47.514,-56.771,46.668,,,,,
198,03/04/22 03:45:00 PM,48.346,47.532,-57.527,46.672,,,,,
199,03/04/22 04:00:00 PM,48.418,47.554,-56.828,46.677,,,,,
200,03/04/22 04:15:00 PM,48.488,47.577,-57.059,46.681,,,,,
201,03/04/22 04:30:00 PM,48.555,47.599,-56.789,46.683,,,,,
202,03/04/22 04:45:00 PM,48.616,47.620,-58.002,46.686,,,,,
203,03/04/22 05:00:00 PM,48.670,47.644,-58.585,46.688,,,,,
204,03/04/22 05:15:00 PM,48.713,47.669,-60.099,46.693,,,,,
205,03/04/22 05:30:00 PM,48.753,47.696,-60.439,46.699,,,,,
206,03/04/22 05:45:00 PM,48.780,47.721,-61.218,46.706,,,,,
207,03/04/22 06:00:00 PM,48.803,47.746,-62.448,46.711,,,,,
208,03/04/22 06:15:00 PM,48.819,47.772,-63.137,46.717,,,,,
209,03/04/22 06:30:00 PM,48.828,47.795,-64.440,46.726,,,,,
210,03/04/22 06:45:00 PM,48.828,47.820,-65.497,46.731,,,,,
211,03/04/22 07:00:00 PM,48.821,47.842,-65.747,46.737,,,,,
212,03/04/22 07:15:00 PM,48.808,47.863,-66.822,46.742,,,,,
213,03/04/22 07:30:00 PM,48.790,47.887,-67.373,46.747,,,,,
214,03/04/22 07:45:00 PM,48.772,47.908,-68.447,46.753,,,,,
215,03/04/22 08:00:00 PM,48.747,47.928,-67.691,46.758,,,,,
216,03/04/22 08:15:00 PM,48.717,47.943,-67.932,46.764,,,,,
217,03/04/22 08:30:00 PM,48.686,47.959,-68.694,46.773,,,,,
218,03/04/22 08:45:00 PM,48.652,47.973,-69.308,46.778,,,,,
219,03/04/22 09:00:00 PM,48.616,47.984,-69.083,46.783,,,,,
220,03/04/22 09:15:00 PM,48.578,47.993,-69.223,46.789,,,,,
221,03/04/22 09:30:00 PM,48.538,48.000,-69.419,46.794,,,,,
222,03/04/22 09:45:00 PM,48.493,48.009,-69.617,46.801,,,,,
223,03/04/22 10:00:00 PM,48.447,48.011,-70.276,46.807,,,,,
224,03/04/22 10:15:00 PM,48.394,48.015,-70.335,46.814,,,,,
225,03/04/22 10:30:00 PM,48.335,48.018,-70.276,46.821,,,,,
226,03/04/22 10:45:00 PM,48.277,48.018,-70.364,46.827,,,,,
227,03/04/22 11:00:00 PM,48.213,48.015,-70.744,46.832,,,,,
228,03/04/22 11:15:00 PM,48.142,48.011,-71.338,46.839,,,,,
229,03/04/22 11:30:00 PM,48.067,48.006,-71.068,46.846,,,,,
230,03/04/22 11:45:00 PM,47.989,48.000,-71.547,46.854,,,,,
231,03/05/22 12:00:00 AM,47.908,47.993,-71.729,46.859,,,,,
232,03/05/22 12:15:00 AM,47.820,47.984,-72.002,46.864,,,,,
233,03/05/22 12:30:00 AM,47.727,47.970,-72.126,46.873,,,,,
234,03/05/22 12:45:00 AM,47.633,47.955,-72.465,46.879,,,,,
235,03/05/22 01:00:00 AM,47.534,47.939,-72.839,46.884,,,,,
236,03/05/22 01:15:00 AM,47.437,47.923,-72.839,46.893,,,,,
237,03/05/22 01:30:00 AM,47.332,47.903,-72.935,46.899,,,,,
238,03/05/22 01:45:00 AM,47.230,47.881,-73.061,46.904,,,,,
239,03/05/22 02:00:00 AM,47.125,47.858,-73.156,46.909,,,,,
240,03/05/22 02:15:00 AM,47.017,47.833,-73.314,46.918,,,,,
241,03/05/22 02:30:00 AM,46.909,47.806,-73.188,46.924,,,,,
242,03/05/22 02:45:00 AM,46.803,47.775,-73.475,46.929,,,,,
243,03/05/22 03:00:00 AM,46.693,47.745,-73.635,46.935,,,,,
244,03/05/22 03:15:00 AM,46.587,47.714,-73.797,46.942,,,,,
245,03/05/22 03:30:00 AM,46.481,47.680,-73.894,46.947,,,,,
246,03/05/22 03:45:00 AM,46.373,47.644,-74.123,46.953,,,,,
247,03/05/22 04:00:00 AM,46.267,47.608,-74.123,46.958,,,,,
248,03/05/22 04:15:00 AM,46.162,47.570,-74.155,46.960,,,,,
249,03/05/22 04:30:00 AM,46.058,47.532,-74.321,46.967,,,,,
250,03/05/22 04:45:00 AM,45.954,47.493,-74.385,46.972,,,,,
251,03/05/22 05:00:00 AM,45.853,47.451,-74.385,46.974,,,,,
252,03/05/22 05:15:00 AM,45.752,47.408,-74.585,46.980,,,,,
253,03/05/22 05:30:00 AM,45.653,47.367,-74.551,46.983,,,,,
254,03/05/22 05:45:00 AM,45.550,47.325,-74.785,46.985,,,,,
255,03/05/22 06:00:00 AM,45.455,47.280,-74.551,46.989,,,,,
256,03/05/22 06:15:00 AM,45.358,47.235,-74.321,46.992,,,,,
257,03/05/22 06:30:00 AM,45.262,47.190,-74.385,46.994,,,,,
258,03/05/22 06:45:00 AM,45.169,47.145,-74.484,46.998,,,,,
259,03/05/22 07:00:00 AM,45.075,47.098,-74.684,46.999,,,,,
260,03/05/22 07:15:00 AM,44.985,47.053,-74.684,46.999,,,,,
261,03/05/22 07:30:00 AM,44.892,47.005,-74.785,47.003,,,,,
262,03/05/22 07:45:00 AM,44.803,46.958,-74.817,47.003,,,,,
263,03/05/22 08:00:00 AM,44.719,46.913,-74.187,47.003,,,,,
264,03/05/22 08:15:00 AM,44.636,46.864,-73.700,47.003,,,,,
265,03/05/22 08:30:00 AM,44.562,46.821,-70.218,46.998,,,,,
266,03/05/22 08:45:00 AM,44.497,46.778,-64.271,46.992,,,,,
267,03/05/22 09:00:00 AM,44.443,46.738,-59.301,46.989,,,,,
268,03/05/22 09:15:00 AM,44.397,46.702,-55.377,46.989,,,,,
269,03/05/22 09:30:00 AM,44.362,46.699,-53.248,46.992,,,,,
270,03/05/22 09:45:00 AM,44.341,46.661,-51.014,46.992,,,,,
271,03/05/22 10:00:00 AM,44.326,46.618,-50.658,46.985,,,,,
272,03/05/22 10:15:00 AM,44.323,46.602,-50.577,46.974,,,,,
273,03/05/22 10:30:00 AM,44.328,46.566,-51.655,46.958,,,,,
274,03/05/22 10:45:00 AM,44.346,46.497,-54.647,46.953,,,,,
275,03/05/22 11:00:00 AM,44.366,46.452,-56.616,46.949,,,,,
276,03/05/22 11:15:00 AM,44.402,46.416,-58.565,46.944,,,,,
277,03/05/22 11:30:00 AM,44.445,46.380,-58.707,46.944,,,,,
278,03/05/22 11:45:00 AM,44.505,46.357,-58.263,46.944,,,,,
279,03/05/22 12:00:00 PM,44.573,46.335,-57.764,46.944,,,,,
280,03/05/22 12:15:00 PM,44.645,46.312,-59.096,46.935,,,,,
281,03/05/22 12:30:00 PM,44.724,46.287,-59.489,46.929,,,,,
282,03/05/22 12:45:00 PM,44.812,46.276,-58.769,46.933,,,,,
283,03/05/22 01:00:00 PM,44.902,46.256,-60.246,46.918,,,,,
284,03/05/22 01:15:00 PM,44.996,46.242,-61.816,46.913,,,,,
285,03/05/22 01:30:00 PM,45.090,46.238,-61.571,46.913,,,,,
286,03/05/22 01:45:00 PM,45.180,46.238,-59.971,46.909,,,,,
287,03/05/22 02:00:00 PM,45.273,46.233,-61.550,46.902,,,,,
288,03/05/22 02:15:00 PM,45.367,46.242,-59.510,46.902,,,,,
289,03/05/22 02:30:00 PM,45.466,46.247,-60.268,46.897,,,,,
290,03/05/22 02:45:00 PM,45.561,46.252,-60.461,46.890,,,,,
291,03/05/22 03:00:00 PM,45.660,46.267,-58.484,46.882,,,,,
292,03/05/22 03:15:00 PM,45.759,46.281,-59.930,46.877,,,,,
293,03/05/22 03:30:00 PM,45.858,46.297,-59.656,46.872,,,,,
294,03/05/22 03:45:00 PM,45.957,46.312,-59.615,46.864,,,,,
295,03/05/22 04:00:00 PM,46.051,46.332,-59.530,46.859,,,,,
296,03/05/22 04:15:00 PM,46.137,46.351,-59.634,46.852,,,,,
297,03/05/22 04:30:00 PM,46.218,46.373,-58.994,46.846,,,,,
298,03/05/22 04:45:00 PM,46.297,46.396,-60.353,46.843,,,,,
299,03/05/22 05:00:00 PM,46.371,46.413,-61.661,46.834,,,,,
300,03/05/22 05:15:00 PM,46.438,46.436,-62.018,46.827,,,,,
301,03/05/22 05:30:00 PM,46.503,46.458,-62.018,46.818,,,,,
302,03/05/22 05:45:00 PM,46.562,46.483,-63.960,46.809,,,,,
303,03/05/22 06:00:00 PM,46.618,46.506,-65.472,46.803,,,,,
304,03/05/22 06:15:00 PM,46.668,46.526,-66.433,46.794,,,,,
305,03/05/22 06:30:00 PM,46.717,46.542,-66.717,46.789,,,,,
306,03/05/22 06:45:00 PM,46.762,46.558,-67.664,46.783,,,,,
307,03/05/22 07:00:00 PM,46.798,46.582,-67.959,46.778,,,,,
308,03/05/22 07:15:00 PM,46.832,46.603,-69.959,46.776,,,,,
309,03/05/22 07:30:00 PM,46.859,46.629,-69.279,46.773,,,,,
310,03/05/22 07:45:00 PM,46.879,46.652,-69.392,46.767,,,,,
311,03/05/22 08:00:00 PM,46.893,46.677,-70.744,46.764,,,,,
312,03/05/22 08:15:00 PM,46.899,46.702,-71.189,46.762,,,,,
313,03/05/22 08:30:00 PM,46.897,46.733,-71.608,46.758,,,,,
314,03/05/22 08:45:00 PM,46.888,46.756,-70.627,46.756,,,,,
315,03/05/22 09:00:00 PM,46.873,46.776,-71.457,46.753,,,,,
316,03/05/22 09:15:00 PM,46.854,46.792,-71.428,46.751,,,,,
317,03/05/22 09:30:00 PM,46.832,46.809,-72.310,46.747,,,,,
318,03/05/22 09:45:00 PM,46.803,46.823,-72.404,46.744,,,,,
319,03/05/22 10:00:00 PM,46.773,46.837,-72.778,46.744,,,,,
320,03/05/22 10:15:00 PM,46.733,46.848,-73.412,46.742,,,,,
321,03/05/22 10:30:00 PM,46.692,46.857,-73.991,46.738,,,,,
322,03/05/22 10:45:00 PM,46.647,46.864,-73.959,46.738,,,,,
323,03/05/22 11:00:00 PM,46.593,46.872,-73.797,46.737,,,,,
324,03/05/22 11:15:00 PM,46.537,46.873,-74.254,46.737,,,,,
325,03/05/22 11:30:00 PM,46.477,46.877,-74.420,46.737,,,,,
326,03/05/22 11:45:00 PM,46.413,46.877,-74.519,46.733,,,,,
327,03/06/22 12:00:00 AM,46.346,46.873,-74.684,46.733,,,,,
328,03/06/22 12:15:00 AM,46.272,46.872,-74.751,46.733,,,,,
329,03/06/22 12:30:00 AM,46.198,46.864,-74.852,46.733,,,,,
330,03/06/22 12:45:00 AM,46.117,46.857,-74.985,46.733,,,,,
331,03/06/22 01:00:00 AM,46.033,46.846,-75.053,46.733,,,,,
332,03/06/22 01:15:00 AM,45.946,46.834,-75.019,46.733,,,,,
333,03/06/22 01:30:00 AM,45.858,46.821,-74.918,46.733,,,,,
334,03/06/22 01:45:00 AM,45.772,46.807,-75.087,46.737,,,,,
335,03/06/22 02:00:00 AM,45.680,46.789,-75.087,46.737,,,,,
336,03/06/22 02:15:00 AM,45.588,46.769,-75.154,46.737,,,,,
337,03/06/22 02:30:00 AM,45.495,46.747,-75.392,46.737,,,,,
338,03/06/22 02:45:00 AM,45.405,46.726,-75.631,46.737,,,,,
339,03/06/22 03:00:00 AM,45.313,46.699,-75.323,46.737,,,,,
340,03/06/22 03:15:00 AM,45.226,46.674,-75.838,46.737,,,,,
341,03/06/22 03:30:00 AM,45.135,46.647,-75.597,46.738,,,,,
342,03/06/22 03:45:00 AM,45.046,46.618,-75.631,46.738,,,,,
343,03/06/22 04:00:00 AM,44.960,46.587,-75.667,46.738,,,,,
344,03/06/22 04:15:00 AM,44.872,46.557,-75.735,46.738,,,,,
345,03/06/22 04:30:00 AM,44.787,46.526,-75.563,46.738,,,,,
346,03/06/22 04:45:00 AM,44.701,46.492,-75.701,46.738,,,,,
347,03/06/22 05:00:00 AM,44.618,46.458,-75.770,46.738,,,,,
348,03/06/22 05:15:00 AM,44.537,46.425,-75.563,46.738,,,,,
349,03/06/22 05:30:00 AM,44.456,46.391,-75.392,46.737,,,,,
350,03/06/22 05:45:00 AM,44.380,46.353,-75.735,46.737,,,,,
351,03/06/22 06:00:00 AM,44.308,46.317,-75.426,46.737,,,,,
