"Titre de tracé : t1_2022"
"#","Date Heure, GMT+01:00","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp1)","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp2)","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp3)","Temp., °F (LGR S/N: 21065764, SEN S/N: 21065764, LBL: temp4)","Bouton Bas (LGR S/N: 21065764)","Bouton Haut (LGR S/N: 21065764)","Hôte connecté (LGR S/N: 21065764)","Arrêté (LGR S/N: 21065764)","Fin de fichier (LGR S/N: 21065764)"
1868,03/22/22 01:15:00 AM,50.295,50.023,-77.546,47.775,,,,,
1869,03/22/22 01:30:00 AM,50.245,49.996,-78.362,47.782,,,,,
1870,03/22/22 01:45:00 AM,50.193,49.966,-78.324,47.795,,,,,
1871,03/22/22 02:00:00 AM,50.135,49.888,-78.099,47.802,,,,,
1872,03/22/22 02:15:00 AM,50.074,49.845,-77.766,47.813,,,,,
1873,03/22/22 02:30:00 AM,50.013,49.836,-78.099,47.822,,,,,
1874,03/22/22 02:45:00 AM,49.946,49.791,-78.930,47.831,,,,,
1875,03/22/22 03:00:00 AM,49.881,49.703,-78.664,47.838,,,,,
1876,03/22/22 03:15:00 AM,49.809,49.662,-78.815,47.851,,,,,
1877,03/22/22 03:30:00 AM,49.737,49.645,-78.549,47.862,,,,,
1878,03/22/22 03:45:00 AM,49.662,49.626,-78.853,47.869,,,,,
1879,03/22/22 04:00:00 AM,49.588,49.613,-79.083,47.881,,,,,
1880,03/22/22 04:15:00 AM,49.512,49.595,-79.276,47.889,,,,,
1881,03/22/22 04:30:00 AM,49.435,49.582,-79.006,47.899,,,,,
1882,03/22/22 04:45:00 AM,49.357,49.564,-79.587,47.908,,,,,
1883,03/22/22 05:00:00 AM,49.280,49.546,-79.744,47.919,,,,,
1884,03/22/22 05:15:00 AM,49.203,49.523,-79.863,47.928,,,,,
1885,03/22/22 05:30:00 AM,49.125,49.498,-79.823,47.937,,,,,
1886,03/22/22 05:45:00 AM,49.050,49.480,-79.863,47.944,,,,,
1887,03/22/22 06:00:00 AM,48.972,49.449,-79.942,47.953,,,,,
1888,03/22/22 06:15:00 AM,48.897,49.420,-79.510,47.962,,,,,
1889,03/22/22 06:30:00 AM,48.821,49.397,-79.510,47.970,,,,,
1890,03/22/22 06:45:00 AM,48.747,49.363,-79.548,47.979,,,,,
1891,03/22/22 07:00:00 AM,48.670,49.332,-79.667,47.989,,,,,
1892,03/22/22 07:15:00 AM,48.594,49.307,-79.510,48.000,,,,,
1893,03/22/22 07:30:00 AM,48.522,49.282,-78.815,48.011,,,,,
1894,03/22/22 07:45:00 AM,48.447,49.260,-78.137,48.020,,,,,
1895,03/22/22 08:00:00 AM,48.376,49.235,-77.039,48.031,,,,,
1896,03/22/22 08:15:00 AM,48.310,49.204,-75.804,48.040,,,,,
1897,03/22/22 08:30:00 AM,48.249,49.728,-71.547,48.045,,,,,
1898,03/22/22 08:45:00 AM,48.198,49.712,-66.613,48.054,,,,,
1899,03/22/22 09:00:00 AM,48.160,49.687,-66.872,48.070,,,,,
1900,03/22/22 09:15:00 AM,48.123,49.660,-68.175,48.076,,,,,
1901,03/22/22 09:30:00 AM,48.097,49.636,-65.348,48.085,,,,,
1902,03/22/22 09:45:00 AM,48.085,49.420,-63.722,48.092,,,,,
1903,03/22/22 10:00:00 AM,48.081,49.343,-64.829,48.101,,,,,
1904,03/22/22 10:15:00 AM,48.087,49.312,-64.079,48.106,,,,,
1905,03/22/22 10:30:00 AM,48.105,49.269,-63.276,48.105,,,,,
1906,03/22/22 10:45:00 AM,48.126,49.158,-64.415,48.081,,,,,
1907,03/22/22 11:00:00 AM,48.151,49.127,-66.024,48.065,,,,,
1908,03/22/22 11:15:00 AM,48.196,49.107,-65.823,48.074,,,,,
1909,03/22/22 11:30:00 AM,48.249,49.089,-66.152,48.076,,,,,
1910,03/22/22 11:45:00 AM,48.295,49.059,-67.691,48.061,,,,,
1911,03/22/22 12:00:00 PM,48.355,49.039,-68.067,48.070,,,,,
1912,03/22/22 12:15:00 PM,48.432,49.041,-67.292,48.096,,,,,
1913,03/22/22 12:30:00 PM,48.510,49.044,-65.898,48.112,,,,,
1914,03/22/22 12:45:00 PM,48.591,49.041,-66.847,48.106,,,,,
1915,03/22/22 01:00:00 PM,48.675,49.041,-66.356,48.117,,,,,
1916,03/22/22 01:15:00 PM,48.760,49.044,-66.127,48.121,,,,,
1917,03/22/22 01:30:00 PM,48.850,49.050,-65.247,48.132,,,,,
1918,03/22/22 01:45:00 PM,48.942,49.059,-66.356,48.117,,,,,
1919,03/22/22 02:00:00 PM,49.033,49.066,-65.472,48.137,,,,,
1920,03/22/22 02:15:00 PM,49.127,49.082,-64.658,48.141,,,,,
1921,03/22/22 02:30:00 PM,49.228,49.096,-64.464,48.142,,,,,
1922,03/22/22 02:45:00 PM,49.323,49.113,-64.464,48.146,,,,,
1923,03/22/22 03:00:00 PM,49.420,49.136,-64.755,48.146,,,,,
1924,03/22/22 03:15:00 PM,49.521,49.156,-64.952,48.142,,,,,
1925,03/22/22 03:30:00 PM,49.618,49.177,-64.440,48.146,,,,,
1926,03/22/22 03:45:00 PM,49.719,49.203,-63.746,48.146,,,,,
1927,03/22/22 04:00:00 PM,49.820,49.230,-63.276,48.148,,,,,
1928,03/22/22 04:15:00 PM,49.919,49.260,-63.794,48.151,,,,,
1929,03/22/22 04:30:00 PM,50.011,49.291,-64.464,48.148,,,,,
1930,03/22/22 04:45:00 PM,50.095,49.318,-65.051,48.146,,,,,
1931,03/22/22 05:00:00 PM,50.176,49.348,-66.100,48.146,,,,,
1932,03/22/22 05:15:00 PM,50.250,49.379,-66.613,48.146,,,,,
1933,03/22/22 05:30:00 PM,50.320,49.413,-66.822,48.148,,,,,
1934,03/22/22 05:45:00 PM,50.385,49.446,-67.108,48.148,,,,,
1935,03/22/22 06:00:00 PM,50.445,49.480,-67.504,48.148,,,,,
1936,03/22/22 06:15:00 PM,50.497,49.512,-67.477,48.148,,,,,
1937,03/22/22 06:30:00 PM,50.545,49.546,-68.888,48.142,,,,,
1938,03/22/22 06:45:00 PM,50.585,49.570,-70.103,48.130,,,,,
1939,03/22/22 07:00:00 PM,50.621,49.593,-72.279,48.115,,,,,
1940,03/22/22 07:15:00 PM,50.653,49.618,-72.652,48.110,,,,,
1941,03/22/22 07:30:00 PM,50.684,49.649,-73.700,48.112,,,,,
1942,03/22/22 07:45:00 PM,50.706,49.678,-73.991,48.117,,,,,
1943,03/22/22 08:00:00 PM,50.722,49.707,-74.652,48.121,,,,,
1944,03/22/22 08:15:00 PM,50.733,49.734,-76.432,48.123,,,,,
1945,03/22/22 08:30:00 PM,50.738,49.762,-76.574,48.130,,,,,
1946,03/22/22 08:45:00 PM,50.738,49.789,-77.219,48.135,,,,,
1947,03/22/22 09:00:00 PM,50.738,49.815,-76.680,48.142,,,,,
1948,03/22/22 09:15:00 PM,50.731,49.842,-77.075,48.151,,,,,
1949,03/22/22 09:30:00 PM,50.720,49.867,-77.147,48.157,,,,,
1950,03/22/22 09:45:00 PM,50.704,49.888,-77.111,48.166,,,,,
1951,03/22/22 10:00:00 PM,50.686,49.910,-76.574,48.171,,,,,
1952,03/22/22 10:15:00 PM,50.668,49.930,-77.039,48.177,,,,,
1953,03/22/22 10:30:00 PM,50.643,49.946,-77.039,48.182,,,,,
1954,03/22/22 10:45:00 PM,50.617,49.960,-77.508,48.187,,,,,
1955,03/22/22 11:00:00 PM,50.590,49.975,-76.610,48.191,,,,,
1956,03/22/22 11:15:00 PM,50.560,49.986,-76.504,48.193,,,,,
1957,03/22/22 11:30:00 PM,50.524,49.996,-77.730,48.196,,,,,
1958,03/22/22 11:45:00 PM,50.486,50.002,-77.730,48.202,,,,,
1959,03/23/22 12:00:00 AM,50.445,50.000,-78.664,48.207,,,,,
1960,03/23/22 12:15:00 AM,50.400,49.959,-79.393,48.213,,,,,
1961,03/23/22 12:30:00 AM,50.353,49.928,-78.930,48.222,,,,,
1962,03/23/22 12:45:00 AM,50.301,49.908,-78.740,48.227,,,,,
1963,03/23/22 01:00:00 AM,50.245,49.892,-79.121,48.234,,,,,
1964,03/23/22 01:15:00 AM,50.187,49.887,-79.823,48.243,,,,,
1965,03/23/22 01:30:00 AM,50.126,49.881,-79.823,48.249,,,,,
1966,03/23/22 01:45:00 AM,50.059,49.878,-79.431,48.258,,,,,
1967,03/23/22 02:00:00 AM,49.991,49.869,-79.510,48.265,,,,,
1968,03/23/22 02:15:00 AM,49.923,49.861,-79.863,48.274,,,,,
1969,03/23/22 02:30:00 AM,49.847,49.851,-80.743,48.279,,,,,
1970,03/23/22 02:45:00 AM,49.773,49.840,-80.703,48.285,,,,,
1971,03/23/22 03:00:00 AM,49.696,49.827,-80.988,48.294,,,,,
1972,03/23/22 03:15:00 AM,49.613,49.816,-81.029,48.301,,,,,
1973,03/23/22 03:30:00 AM,49.532,49.800,-81.195,48.308,,,,,
1974,03/23/22 03:45:00 AM,49.446,49.786,-81.485,48.315,,,,,
1975,03/23/22 04:00:00 AM,49.363,49.770,-81.735,48.321,,,,,
1976,03/23/22 04:15:00 AM,49.276,49.750,-81.989,48.326,,,,,
1977,03/23/22 04:30:00 AM,49.188,49.732,-81.778,48.335,,,,,
1978,03/23/22 04:45:00 AM,49.100,49.708,-81.778,48.340,,,,,
1979,03/23/22 05:00:00 AM,49.008,49.687,-81.945,48.349,,,,,
1980,03/23/22 05:15:00 AM,48.918,49.665,-81.861,48.355,,,,,
1981,03/23/22 05:30:00 AM,48.828,49.636,-82.286,48.360,,,,,
1982,03/23/22 05:45:00 AM,48.736,49.609,-82.073,48.366,,,,,
1983,03/23/22 06:00:00 AM,48.641,49.582,-82.329,48.371,,,,,
1984,03/23/22 06:15:00 AM,48.549,49.552,-81.861,48.376,,,,,
1985,03/23/22 06:30:00 AM,48.456,49.518,-81.904,48.382,,,,,
1986,03/23/22 06:45:00 AM,48.364,49.485,-82.201,48.387,,,,,
1987,03/23/22 07:00:00 AM,48.270,49.455,-82.244,48.394,,,,,
1988,03/23/22 07:15:00 AM,48.177,49.420,-81.485,48.402,,,,,
1989,03/23/22 07:30:00 AM,48.087,49.384,-81.652,48.407,,,,,
1990,03/23/22 07:45:00 AM,47.998,49.352,-80.826,48.416,,,,,
1991,03/23/22 08:00:00 AM,47.914,49.491,-76.680,48.427,,,,,
1992,03/23/22 08:15:00 AM,47.836,49.462,-71.698,48.432,,,,,
1993,03/23/22 08:30:00 AM,47.766,49.460,-65.999,48.441,,,,,
1994,03/23/22 08:45:00 AM,47.701,49.444,-63.771,48.448,,,,,
1995,03/23/22 09:00:00 AM,47.651,49.300,-61.595,48.457,,,,,
1996,03/23/22 09:15:00 AM,47.613,49.564,-59.949,48.463,,,,,
1997,03/23/22 09:30:00 AM,47.583,49.651,-59.013,48.466,,,,,
1998,03/23/22 09:45:00 AM,47.552,49.260,-59.013,48.441,,,,,
1999,03/23/22 10:00:00 AM,47.532,49.258,-60.804,48.396,,,,,
2000,03/23/22 10:15:00 AM,47.529,49.228,-59.384,48.394,,,,,
2001,03/23/22 10:30:00 AM,47.534,49.204,-59.802,48.391,,,,,
2002,03/23/22 10:45:00 AM,47.552,49.179,-59.656,48.385,,,,,
2003,03/23/22 11:00:00 AM,47.563,49.131,-61.794,48.380,,,,,
2004,03/23/22 11:15:00 AM,47.613,49.122,-61.883,48.400,,,,,
2005,03/23/22 11:30:00 AM,47.669,49.105,-61.373,48.407,,,,,
2006,03/23/22 11:45:00 AM,47.710,49.059,-64.295,48.376,,,,,
2007,03/23/22 12:00:00 PM,47.775,49.039,-65.472,48.385,,,,,
2008,03/23/22 12:15:00 PM,47.856,49.039,-63.841,48.411,,,,,
2009,03/23/22 12:30:00 PM,47.944,49.046,-62.653,48.441,,,,,
2010,03/23/22 12:45:00 PM,48.029,49.041,-62.860,48.430,,,,,
2011,03/23/22 01:00:00 PM,48.121,49.035,-62.585,48.438,,,,,
2012,03/23/22 01:15:00 PM,48.213,49.035,-61.996,48.441,,,,,
2013,03/23/22 01:30:00 PM,48.304,49.041,-61.087,48.447,,,,,
2014,03/23/22 01:45:00 PM,48.396,49.041,-61.861,48.427,,,,,
2015,03/23/22 02:00:00 PM,48.492,49.050,-60.374,48.441,,,,,
2016,03/23/22 02:15:00 PM,48.591,49.066,-61.461,48.443,,,,,
2017,03/23/22 02:30:00 PM,48.697,49.080,-61.440,48.443,,,,,
2018,03/23/22 02:45:00 PM,48.799,49.091,-61.416,48.441,,,,,
2019,03/23/22 03:00:00 PM,48.906,49.107,-61.242,48.438,,,,,
2020,03/23/22 03:15:00 PM,49.010,49.122,-61.638,48.432,,,,,
2021,03/23/22 03:30:00 PM,49.118,49.141,-60.936,48.427,,,,,
2022,03/23/22 03:45:00 PM,49.228,49.168,-60.268,48.425,,,,,
2023,03/23/22 04:00:00 PM,49.336,49.188,-59.697,48.421,,,,,
2024,03/23/22 04:15:00 PM,49.440,49.215,-59.823,48.425,,,,,
2025,03/23/22 04:30:00 PM,49.541,49.244,-60.610,48.418,,,,,
2026,03/23/22 04:45:00 PM,49.631,49.271,-54.647,48.412,,,,,
2027,03/23/22 05:00:00 PM,49.717,49.300,-57.410,48.411,,,,,
2028,03/23/22 05:15:00 PM,49.798,49.330,-56.771,48.407,,,,,
2029,03/23/22 05:30:00 PM,49.876,49.366,-54.773,48.405,,,,,
2030,03/23/22 05:45:00 PM,49.946,49.404,-53.196,48.402,,,,,
2031,03/23/22 06:00:00 PM,50.013,49.438,-54.936,48.400,,,,,
2032,03/23/22 06:15:00 PM,50.077,49.471,-52.697,48.394,,,,,
2033,03/23/22 06:30:00 PM,50.137,49.512,-32.791,48.391,,,,,
2034,03/23/22 06:45:00 PM,50.187,49.546,-57.606,48.375,,,,,
2035,03/23/22 07:00:00 PM,50.234,49.584,-2.198,48.355,,,,,
2036,03/23/22 07:15:00 PM,50.279,49.618,-70.510,48.340,,,,,
2037,03/23/22 07:30:00 PM,50.320,49.645,-70.920,48.339,,,,,
2038,03/23/22 07:45:00 PM,50.353,49.678,-71.277,48.340,,,,,
2039,03/23/22 08:00:00 PM,50.380,49.712,-29.704,48.344,,,,,
2040,03/23/22 08:15:00 PM,50.400,49.744,-69.930,48.344,,,,,
2041,03/23/22 08:30:00 PM,50.414,49.779,-68.694,48.346,,,,,
2042,03/23/22 08:45:00 PM,50.425,49.806,-72.935,48.349,,,,,
2043,03/23/22 09:00:00 PM,50.427,49.836,-71.547,48.351,,,,,
2044,03/23/22 09:15:00 PM,50.425,49.867,-66.510,48.355,,,,,
2045,03/23/22 09:30:00 PM,50.419,49.892,-69.533,48.357,,,,,
2046,03/23/22 09:45:00 PM,50.410,49.917,-71.099,48.360,,,,,
2047,03/23/22 10:00:00 PM,50.400,49.939,-75.908,48.364,,,,,
2048,03/23/22 10:15:00 PM,50.383,49.960,-75.770,48.369,,,,,
2049,03/23/22 10:30:00 PM,50.367,49.980,-73.604,48.369,,,,,
2050,03/23/22 10:45:00 PM,50.347,49.996,-75.460,48.371,,,,,
2051,03/23/22 11:00:00 PM,50.322,50.013,-74.484,48.375,,,,,
2052,03/23/22 11:15:00 PM,50.295,50.027,-64.707,48.376,,,,,
2053,03/23/22 11:30:00 PM,50.265,50.041,-61.951,48.380,,,,,
2054,03/23/22 11:45:00 PM,50.232,50.052,-74.353,48.385,,,,,
2055,03/24/22 12:00:00 AM,50.193,50.059,-76.644,48.387,,,,,
2056,03/24/22 12:15:00 AM,50.151,50.068,-71.189,48.391,,,,,
2057,03/24/22 12:30:00 AM,50.104,50.077,-71.248,48.396,,,,,
2058,03/24/22 12:45:00 AM,50.058,50.083,-72.465,48.400,,,,,
2059,03/24/22 01:00:00 AM,50.005,50.085,-74.551,48.405,,,,,
2060,03/24/22 01:15:00 AM,49.950,50.088,-75.357,48.411,,,,,
2061,03/24/22 01:30:00 AM,49.894,50.088,-75.019,48.416,,,,,
2062,03/24/22 01:45:00 AM,49.836,50.088,-76.187,48.421,,,,,
2063,03/24/22 02:00:00 AM,49.773,50.085,-77.075,48.425,,,,,
2064,03/24/22 02:15:00 AM,49.708,50.079,-78.174,48.430,,,,,
2065,03/24/22 02:30:00 AM,49.645,50.074,-78.286,48.436,,,,,
2066,03/24/22 02:45:00 AM,49.577,50.068,-78.626,48.441,,,,,
2067,03/24/22 03:00:00 AM,49.501,50.058,-78.740,48.447,,,,,
2068,03/24/22 03:15:00 AM,49.429,50.047,-78.702,48.448,,,,,
2069,03/24/22 03:30:00 AM,49.354,50.036,-78.968,48.456,,,,,
2070,03/24/22 03:45:00 AM,49.280,50.022,-79.238,48.457,,,,,
2071,03/24/22 04:00:00 AM,49.203,50.005,-79.161,48.463,,,,,
2072,03/24/22 04:15:00 AM,49.122,49.987,-78.286,48.468,,,,,
2073,03/24/22 04:30:00 AM,49.041,49.971,-79.083,48.474,,,,,
2074,03/24/22 04:45:00 AM,48.961,49.950,-79.199,48.479,,,,,
2075,03/24/22 05:00:00 AM,48.877,49.928,-78.362,48.483,,,,,
2076,03/24/22 05:15:00 AM,48.794,49.908,-79.276,48.488,,,,,
2077,03/24/22 05:30:00 AM,48.711,49.883,-79.393,48.493,,,,,
2078,03/24/22 05:45:00 AM,48.625,49.858,-79.470,48.497,,,,,
2079,03/24/22 06:00:00 AM,48.538,49.833,-78.893,48.502,,,,,
2080,03/24/22 06:15:00 AM,48.452,49.804,-79.863,48.504,,,,,
2081,03/24/22 06:30:00 AM,48.366,49.779,-79.902,48.508,,,,,
2082,03/24/22 06:45:00 AM,48.283,49.748,-79.784,48.513,,,,,
2083,03/24/22 07:00:00 AM,48.198,49.717,-79.667,48.519,,,,,
2084,03/24/22 07:15:00 AM,48.112,49.687,-79.316,48.524,,,,,
2085,03/24/22 07:30:00 AM,48.029,49.656,-79.083,48.528,,,,,
2086,03/24/22 07:45:00 AM,47.944,49.626,-78.174,48.535,,,,,
2087,03/24/22 08:00:00 AM,47.869,49.599,-67.373,48.540,,,,,
2088,03/24/22 08:15:00 AM,47.802,49.577,-67.292,48.547,,,,,
2089,03/24/22 08:30:00 AM,47.739,49.552,-63.605,48.555,,,,,
2090,03/24/22 08:45:00 AM,47.689,49.528,-59.676,48.560,,,,,
2091,03/24/22 09:00:00 AM,47.651,49.482,-56.085,48.569,,,,,
2092,03/24/22 09:15:00 AM,47.626,49.050,-54.108,48.578,,,,,
2093,03/24/22 09:30:00 AM,47.613,49.014,-52.055,48.585,,,,,
2094,03/24/22 09:45:00 AM,47.593,48.978,-52.442,48.569,,,,,
2095,03/24/22 10:00:00 AM,47.593,48.938,-52.989,48.533,,,,,
2096,03/24/22 10:15:00 AM,47.602,48.900,-52.544,48.502,,,,,
2097,03/24/22 10:30:00 AM,47.619,48.859,-52.613,48.486,,,,,
2098,03/24/22 10:45:00 AM,47.626,48.799,-52.544,48.474,,,,,
2099,03/24/22 11:00:00 AM,47.660,48.758,-53.826,48.472,,,,,
2100,03/24/22 11:15:00 AM,47.730,48.754,-54.665,48.502,,,,,
2101,03/24/22 11:30:00 AM,47.797,48.736,-52.731,48.493,,,,,
2102,03/24/22 11:45:00 AM,47.858,48.702,-57.253,48.477,,,,,
2103,03/24/22 12:00:00 PM,47.939,48.686,-58.243,48.483,,,,,
2104,03/24/22 12:15:00 PM,48.036,48.688,-57.962,48.502,,,,,
2105,03/24/22 12:30:00 PM,48.142,48.702,-55.451,48.538,,,,,
2106,03/24/22 12:45:00 PM,48.247,48.702,-56.029,48.538,,,,,
2107,03/24/22 01:00:00 PM,48.351,48.702,-56.178,48.535,,,,,
2108,03/24/22 01:15:00 PM,48.457,48.706,-56.198,48.535,,,,,
2109,03/24/22 01:30:00 PM,48.571,48.717,-55.100,48.549,,,,,
2110,03/24/22 01:45:00 PM,48.677,48.722,-55.991,48.535,,,,,
2111,03/24/22 02:00:00 PM,48.790,48.733,-55.599,48.544,,,,,
2112,03/24/22 02:15:00 PM,48.913,48.754,-54.180,48.547,,,,,
2113,03/24/22 02:30:00 PM,49.030,48.772,-54.755,48.544,,,,,
2114,03/24/22 02:45:00 PM,49.143,48.790,-54.593,48.538,,,,,
2115,03/24/22 03:00:00 PM,49.264,48.814,-54.683,48.535,,,,,
2116,03/24/22 03:15:00 PM,49.379,48.839,-55.138,48.529,,,,,
2117,03/24/22 03:30:00 PM,49.496,48.864,-56.029,48.528,,,,,
2118,03/24/22 03:45:00 PM,49.615,48.897,-54.755,48.528,,,,,
2119,03/24/22 04:00:00 PM,49.728,48.927,-54.936,48.524,,,,,
2120,03/24/22 04:15:00 PM,49.845,48.963,-54.323,48.524,,,,,
2121,03/24/22 04:30:00 PM,49.955,48.997,-55.377,48.522,,,,,
2122,03/24/22 04:45:00 PM,50.052,49.030,-57.118,48.513,,,,,
2123,03/24/22 05:00:00 PM,50.146,49.064,-58.322,48.508,,,,,
2124,03/24/22 05:15:00 PM,50.238,49.096,-58.931,48.504,,,,,
2125,03/24/22 05:30:00 PM,50.328,49.136,-57.804,48.502,,,,,
2126,03/24/22 05:45:00 PM,50.410,49.177,-59.571,48.497,,,,,
2127,03/24/22 06:00:00 PM,50.491,49.215,-59.697,48.493,,,,,
2128,03/24/22 06:15:00 PM,50.556,49.249,-58.585,48.483,,,,,
2129,03/24/22 06:30:00 PM,50.621,49.280,-59.634,48.466,,,,,
2130,03/24/22 06:45:00 PM,50.684,49.312,-61.087,48.447,,,,,
2131,03/24/22 07:00:00 PM,50.742,49.348,-63.960,48.438,,,,,
2132,03/24/22 07:15:00 PM,50.799,49.388,-66.203,48.432,,,,,
2133,03/24/22 07:30:00 PM,50.850,49.429,-67.797,48.436,,,,,
2134,03/24/22 07:45:00 PM,50.893,49.469,-67.214,48.438,,,,,
2135,03/24/22 08:00:00 PM,50.929,49.510,-68.283,48.438,,,,,
2136,03/24/22 08:15:00 PM,50.959,49.548,-69.167,48.443,,,,,
2137,03/24/22 08:30:00 PM,50.981,49.590,-69.335,48.448,,,,,
2138,03/24/22 08:45:00 PM,50.997,49.626,-69.646,48.452,,,,,
2139,03/24/22 09:00:00 PM,51.008,49.662,-69.533,48.456,,,,,
2140,03/24/22 09:15:00 PM,51.017,49.696,-70.307,48.457,,,,,
2141,03/24/22 09:30:00 PM,51.017,49.728,-71.127,48.461,,,,,
2142,03/24/22 09:45:00 PM,51.017,49.762,-71.912,48.466,,,,,
2143,03/24/22 10:00:00 PM,51.008,49.789,-72.002,48.468,,,,,
2144,03/24/22 10:15:00 PM,51.001,49.816,-72.002,48.468,,,,,
2145,03/24/22 10:30:00 PM,50.986,49.842,-72.998,48.474,,,,,
2146,03/24/22 10:45:00 PM,50.972,49.867,-72.497,48.479,,,,,
2147,03/24/22 11:00:00 PM,50.954,49.888,-72.033,48.486,,,,,
2148,03/24/22 11:15:00 PM,50.932,49.910,-72.652,48.492,,,,,
2149,03/24/22 11:30:00 PM,50.907,49.930,-73.732,48.493,,,,,
2150,03/24/22 11:45:00 PM,50.877,49.946,-73.894,48.499,,,,,
2151,03/25/22 12:00:00 AM,50.846,49.964,-74.519,48.504,,,,,
2152,03/25/22 12:15:00 AM,50.810,49.977,-74.751,48.510,,,,,
2153,03/25/22 12:30:00 AM,50.772,49.987,-73.732,48.519,,,,,
2154,03/25/22 12:45:00 AM,50.727,50.000,-75.120,48.522,,,,,
2155,03/25/22 01:00:00 AM,50.680,50.007,-74.852,48.528,,,,,
2156,03/25/22 01:15:00 AM,50.628,50.013,-75.701,48.533,,,,,
2157,03/25/22 01:30:00 AM,50.576,50.018,-75.087,48.538,,,,,
2158,03/25/22 01:45:00 AM,50.518,50.023,-74.484,48.547,,,,,
2159,03/25/22 02:00:00 AM,50.457,50.027,-74.585,48.553,,,,,
2160,03/25/22 02:15:00 AM,50.394,50.027,-75.323,48.560,,,,,
2161,03/25/22 02:30:00 AM,50.328,50.023,-75.087,48.565,,,,,
2162,03/25/22 02:45:00 AM,50.259,50.022,-75.942,48.571,,,,,
2163,03/25/22 03:00:00 AM,50.187,50.016,-75.701,48.578,,,,,
2164,03/25/22 03:15:00 AM,50.115,50.011,-76.117,48.585,,,,,
2165,03/25/22 03:30:00 AM,50.041,50.002,-76.221,48.591,,,,,
2166,03/25/22 03:45:00 AM,49.964,49.991,-76.432,48.596,,,,,
2167,03/25/22 04:00:00 AM,49.887,49.980,-76.538,48.605,,,,,
2168,03/25/22 04:15:00 AM,49.806,49.966,-75.804,48.614,,,,,
2169,03/25/22 04:30:00 AM,49.723,49.950,-76.680,48.619,,,,,
2170,03/25/22 04:45:00 AM,49.642,49.933,-76.787,48.625,,,,,
2171,03/25/22 05:00:00 AM,49.559,49.917,-77.039,48.632,,,,,
2172,03/25/22 05:15:00 AM,49.474,49.897,-77.364,48.639,,,,,
2173,03/25/22 05:30:00 AM,49.390,49.876,-77.255,48.645,,,,,
2174,03/25/22 05:45:00 AM,49.305,49.852,-77.327,48.652,,,,,
2175,03/25/22 06:00:00 AM,49.219,49.831,-77.327,48.657,,,,,
2176,03/25/22 06:15:00 AM,49.132,49.806,-77.255,48.663,,,,,
2177,03/25/22 06:30:00 AM,49.046,49.780,-77.111,48.670,,,,,
2178,03/25/22 06:45:00 AM,48.961,49.753,-77.075,48.675,,,,,
2179,03/25/22 07:00:00 AM,48.875,49.726,-76.610,48.682,,,,,
2180,03/25/22 07:15:00 AM,48.789,49.698,-76.504,48.688,,,,,
2181,03/25/22 07:30:00 AM,48.708,49.667,-75.838,48.697,,,,,
2182,03/25/22 07:45:00 AM,48.627,49.640,-74.985,48.706,,,,,
2183,03/25/22 08:00:00 AM,48.553,49.613,-71.127,48.713,,,,,
2184,03/25/22 08:15:00 AM,48.486,49.588,-65.520,48.722,,,,,
2185,03/25/22 08:30:00 AM,48.425,49.563,-63.276,48.733,,,,,
2186,03/25/22 08:45:00 AM,48.375,49.537,-58.263,48.742,,,,,
2187,03/25/22 09:00:00 AM,48.335,49.512,-55.673,48.749,,,,,
2188,03/25/22 09:15:00 AM,48.310,49.474,-55.710,48.758,,,,,
2189,03/25/22 09:30:00 AM,48.290,49.438,-55.284,48.767,,,,,
2190,03/25/22 09:45:00 AM,48.279,49.415,-54.809,48.767,,,,,
2191,03/25/22 10:00:00 AM,48.277,49.384,-54.108,48.760,,,,,
2192,03/25/22 10:15:00 AM,48.285,49.352,-53.527,48.744,,,,,
2193,03/25/22 10:30:00 AM,48.294,49.316,-55.898,48.706,,,,,
2194,03/25/22 10:45:00 AM,48.315,49.276,-56.731,48.688,,,,,
2195,03/25/22 11:00:00 AM,48.339,49.235,-58.383,48.688,,,,,
2196,03/25/22 11:15:00 AM,48.396,49.219,-58.364,48.711,,,,,
2197,03/25/22 11:30:00 AM,48.461,49.210,-58.103,48.733,,,,,
2198,03/25/22 11:45:00 AM,48.519,49.183,-58.605,48.697,,,,,
2199,03/25/22 12:00:00 PM,48.580,49.149,-60.225,48.691,,,,,
2200,03/25/22 12:15:00 PM,48.670,49.156,-60.333,48.711,,,,,
2201,03/25/22 12:30:00 PM,48.767,49.163,-59.075,48.744,,,,,
2202,03/25/22 12:45:00 PM,48.861,49.161,-58.626,48.753,,,,,
2203,03/25/22 01:00:00 PM,48.958,49.161,-58.869,48.753,,,,,
2204,03/25/22 01:15:00 PM,49.055,49.163,-52.595,48.754,,,,,
2205,03/25/22 01:30:00 PM,49.158,49.172,-56.943,48.767,,,,,
2206,03/25/22 01:45:00 PM,49.255,49.177,-54.755,48.754,,,,,
2207,03/25/22 02:00:00 PM,49.354,49.185,-57.725,48.760,,,,,
2208,03/25/22 02:15:00 PM,49.462,49.204,-54.056,48.763,,,,,
2209,03/25/22 02:30:00 PM,49.570,49.221,-55.505,48.763,,,,,
