"Titre de tracé : p2_2022"
"#","Date Heure, GMT+01:00","Tension, V (LGR S/N: 21065765, SEN S/N: 21065765, LBL: tension)","Temp., °F (LGR S/N: 21065765, SEN S/N: 21065765, LBL: temperature)","Temp., °F (LGR S/N: 21065765, SEN S/N: 21065765, LBL: remperature boite)","Hôte connecté (LGR S/N: 21065765)","Arrêté (LGR S/N: 21065765)","Fin de fichier (LGR S/N: 21065765)"
1040,03/13/22 10:45:00 AM,1.51232,47.271,47.185,,,
1041,03/13/22 11:00:00 AM,1.51122,47.331,47.246,,,
1042,03/13/22 11:15:00 AM,1.51106,47.363,47.286,,,
1043,03/13/22 11:30:00 AM,1.51133,47.376,47.307,,,
1044,03/13/22 11:45:00 AM,1.51213,47.383,47.322,,,
1045,03/13/22 12:00:00 PM,1.51045,47.377,47.325,,,
1046,03/13/22 12:15:00 PM,1.51129,47.381,47.327,,,
1047,03/13/22 12:30:00 PM,1.51053,47.406,47.350,,,
1048,03/13/22 12:45:00 PM,1.51034,47.412,47.356,,,
1049,03/13/22 01:00:00 PM,1.51236,47.442,47.377,,,
1050,03/13/22 01:15:00 PM,1.51232,47.482,47.413,,,
1051,03/13/22 01:30:00 PM,1.51022,47.529,47.457,,,
1052,03/13/22 01:45:00 PM,1.51164,47.584,47.507,,,
1053,03/13/22 02:00:00 PM,1.51068,47.629,47.554,,,
1054,03/13/22 02:15:00 PM,1.51167,47.671,47.595,,,
1055,03/13/22 02:30:00 PM,1.51083,47.721,47.646,,,
1056,03/13/22 02:45:00 PM,1.51091,47.786,47.705,,,
1057,03/13/22 03:00:00 PM,1.51064,47.842,47.761,,,
1058,03/13/22 03:15:00 PM,1.51030,47.898,47.820,,,
1059,03/13/22 03:30:00 PM,1.51213,47.948,47.867,,,
1060,03/13/22 03:45:00 PM,1.51347,48.004,47.923,,,
1061,03/13/22 04:00:00 PM,1.51289,48.045,47.968,,,
1062,03/13/22 04:15:00 PM,1.51194,48.117,48.031,,,
1063,03/13/22 04:30:00 PM,1.51114,48.148,48.074,,,
1064,03/13/22 04:45:00 PM,1.51228,48.173,48.105,,,
1065,03/13/22 05:00:00 PM,1.51114,48.196,48.130,,,
1066,03/13/22 05:15:00 PM,1.51217,48.209,48.148,,,
1067,03/13/22 05:30:00 PM,1.51156,48.216,48.157,,,
1068,03/13/22 05:45:00 PM,1.51308,48.216,48.162,,,
1069,03/13/22 06:00:00 PM,1.51484,48.227,48.171,,,
1070,03/13/22 06:15:00 PM,1.51251,48.232,48.177,,,
1071,03/13/22 06:30:00 PM,1.51095,48.223,48.173,,,
1072,03/13/22 06:45:00 PM,1.51186,48.213,48.166,,,
1073,03/13/22 07:00:00 PM,1.51102,48.207,48.157,,,
1074,03/13/22 07:15:00 PM,1.51350,48.204,48.153,,,
1075,03/13/22 07:30:00 PM,1.51194,48.196,48.148,,,
1076,03/13/22 07:45:00 PM,1.51450,48.184,48.141,,,
1077,03/13/22 08:00:00 PM,1.51289,48.173,48.130,,,
1078,03/13/22 08:15:00 PM,1.51320,48.153,48.115,,,
1079,03/13/22 08:30:00 PM,1.51499,48.132,48.096,,,
1080,03/13/22 08:45:00 PM,1.51377,48.106,48.070,,,
1081,03/13/22 09:00:00 PM,1.51389,48.081,48.049,,,
1082,03/13/22 09:15:00 PM,1.51545,48.065,48.025,,,
1083,03/13/22 09:30:00 PM,1.51453,48.045,48.009,,,
1084,03/13/22 09:45:00 PM,1.51534,48.020,47.984,,,
1085,03/13/22 10:00:00 PM,1.51575,48.000,47.964,,,
1086,03/13/22 10:15:00 PM,1.51747,47.980,47.944,,,
1087,03/13/22 10:30:00 PM,1.51587,47.964,47.925,,,
1088,03/13/22 10:45:00 PM,1.51568,47.943,47.907,,,
1089,03/13/22 11:00:00 PM,1.51778,47.917,47.883,,,
1090,03/13/22 11:15:00 PM,1.51682,47.894,47.858,,,
1091,03/13/22 11:30:00 PM,1.51766,47.872,47.836,,,
1092,03/13/22 11:45:00 PM,1.51724,47.842,47.811,,,
1093,03/14/22 12:00:00 AM,1.51736,47.817,47.786,,,
1094,03/14/22 12:15:00 AM,1.51797,47.775,47.746,,,
1095,03/14/22 12:30:00 AM,1.51698,47.727,47.707,,,
1096,03/14/22 12:45:00 AM,1.51823,47.660,47.646,,,
1097,03/14/22 01:00:00 AM,1.51984,47.604,47.593,,,
1098,03/14/22 01:15:00 AM,1.52049,47.543,47.532,,,
1099,03/14/22 01:30:00 AM,1.52087,47.462,47.462,,,
1100,03/14/22 01:45:00 AM,1.51995,47.401,47.392,,,
1101,03/14/22 02:00:00 AM,1.52049,47.361,47.341,,,
1102,03/14/22 02:15:00 AM,1.52129,47.316,47.300,,,
1103,03/14/22 02:30:00 AM,1.52010,47.260,47.246,,,
1104,03/14/22 02:45:00 AM,1.52197,47.205,47.190,,,
1105,03/14/22 03:00:00 AM,1.52300,47.161,47.143,,,
1106,03/14/22 03:15:00 AM,1.52106,47.131,47.106,,,
1107,03/14/22 03:30:00 AM,1.52201,47.089,47.068,,,
1108,03/14/22 03:45:00 AM,1.52338,47.043,47.025,,,
1109,03/14/22 04:00:00 AM,1.52277,46.972,46.960,,,
1110,03/14/22 04:15:00 AM,1.52224,46.893,46.890,,,
1111,03/14/22 04:30:00 AM,1.52247,46.818,46.814,,,
1112,03/14/22 04:45:00 AM,1.52308,46.744,46.742,,,
1113,03/14/22 05:00:00 AM,1.52338,46.674,46.672,,,
1114,03/14/22 05:15:00 AM,1.52548,46.616,46.607,,,
1115,03/14/22 05:30:00 AM,1.52438,46.553,46.546,,,
1116,03/14/22 05:45:00 AM,1.52377,46.486,46.481,,,
1117,03/14/22 06:00:00 AM,1.52457,46.413,46.407,,,
1118,03/14/22 06:15:00 AM,1.52533,46.337,46.335,,,
1119,03/14/22 06:30:00 AM,1.52480,46.267,46.263,,,
1120,03/14/22 06:45:00 AM,1.52358,46.197,46.191,,,
1121,03/14/22 07:00:00 AM,1.52605,46.123,46.121,,,
1122,03/14/22 07:15:00 AM,1.52499,46.044,46.047,,,
1123,03/14/22 07:30:00 AM,1.52708,45.963,45.966,,,
1124,03/14/22 07:45:00 AM,1.52632,45.894,45.894,,,
1125,03/14/22 08:00:00 AM,1.52892,45.853,45.842,,,
1126,03/14/22 08:15:00 AM,1.52785,45.829,45.810,,,
1127,03/14/22 08:30:00 AM,1.52789,45.822,45.793,,,
1128,03/14/22 08:45:00 AM,1.52720,45.837,45.810,,,
1129,03/14/22 09:00:00 AM,1.52819,45.878,45.853,,,
1130,03/14/22 09:15:00 AM,1.52747,45.957,45.927,,,
1131,03/14/22 09:30:00 AM,1.52735,45.912,45.889,,,
1132,03/14/22 09:45:00 AM,1.52537,46.053,46.013,,,
1133,03/14/22 10:00:00 AM,1.52682,46.207,46.152,,,
1134,03/14/22 10:15:00 AM,1.52750,46.366,46.303,,,
1135,03/14/22 10:30:00 AM,1.52632,46.526,46.461,,,
1136,03/14/22 10:45:00 AM,1.52590,46.688,46.618,,,
1137,03/14/22 11:00:00 AM,1.52411,46.868,46.783,,,
1138,03/14/22 11:15:00 AM,1.52327,47.064,46.969,,,
1139,03/14/22 11:30:00 AM,1.52220,47.280,47.156,,,
1140,03/14/22 11:45:00 AM,1.52087,47.493,47.377,,,
1141,03/14/22 12:00:00 PM,1.52056,47.696,47.563,,,
1142,03/14/22 12:15:00 PM,1.51984,47.919,47.770,,,
1143,03/14/22 12:30:00 PM,1.51881,48.061,47.934,,,
1144,03/14/22 12:45:00 PM,1.52003,48.232,48.110,,,
1145,03/14/22 01:00:00 PM,1.51720,48.483,48.321,,,
1146,03/14/22 01:15:00 PM,1.51705,48.564,48.457,,,
1147,03/14/22 01:30:00 PM,1.51518,48.733,48.616,,,
1148,03/14/22 01:45:00 PM,1.51602,48.736,48.655,,,
1149,03/14/22 02:00:00 PM,1.51530,48.902,48.778,,,
1150,03/14/22 02:15:00 PM,1.51389,49.147,48.985,,,
1151,03/14/22 02:30:00 PM,1.51411,49.332,49.174,,,
1152,03/14/22 02:45:00 PM,1.51259,49.501,49.347,,,
1153,03/14/22 03:00:00 PM,1.51167,49.678,49.534,,,
1154,03/14/22 03:15:00 PM,1.51308,49.840,49.708,,,
1155,03/14/22 03:30:00 PM,1.51141,49.960,49.836,,,
1156,03/14/22 03:45:00 PM,1.51228,50.065,49.959,,,
1157,03/14/22 04:00:00 PM,1.51217,50.176,50.068,,,
1158,03/14/22 04:15:00 PM,1.50923,50.270,50.162,,,
1159,03/14/22 04:30:00 PM,1.51038,50.337,50.239,,,
1160,03/14/22 04:45:00 PM,1.50938,50.394,50.306,,,
1161,03/14/22 05:00:00 PM,1.50999,50.468,50.378,,,
1162,03/14/22 05:15:00 PM,1.51106,50.540,50.450,,,
1163,03/14/22 05:30:00 PM,1.50950,50.603,50.518,,,
1164,03/14/22 05:45:00 PM,1.50889,50.644,50.571,,,
1165,03/14/22 06:00:00 PM,1.50896,50.662,50.596,,,
1166,03/14/22 06:15:00 PM,1.50908,50.675,50.617,,,
1167,03/14/22 06:30:00 PM,1.51564,50.689,50.632,,,
1168,03/14/22 06:45:00 PM,1.51480,50.684,50.634,,,
1169,03/14/22 07:00:00 PM,1.51389,50.639,50.612,,,
1170,03/14/22 07:15:00 PM,1.51335,50.571,50.560,,,
1171,03/14/22 07:30:00 PM,1.51404,50.504,50.499,,,
1172,03/14/22 07:45:00 PM,1.51385,50.450,50.441,,,
1173,03/14/22 08:00:00 PM,1.51507,50.391,50.389,,,
1174,03/14/22 08:15:00 PM,1.51484,50.333,50.331,,,
1175,03/14/22 08:30:00 PM,1.51526,50.261,50.261,,,
1176,03/14/22 08:45:00 PM,1.51404,50.196,50.196,,,
1177,03/14/22 09:00:00 PM,1.51595,50.131,50.131,,,
1178,03/14/22 09:15:00 PM,1.51591,50.088,50.079,,,
1179,03/14/22 09:30:00 PM,1.51472,50.043,50.032,,,
1180,03/14/22 09:45:00 PM,1.51469,49.996,49.986,,,
1181,03/14/22 10:00:00 PM,1.51446,49.959,49.944,,,
1182,03/14/22 10:15:00 PM,1.51518,49.917,49.903,,,
1183,03/14/22 10:30:00 PM,0.00332,49.863,49.852,,,
1184,03/14/22 10:45:00 PM,0.00259,49.822,49.806,,,
1185,03/14/22 11:00:00 PM,0.00256,49.773,49.759,,,
1186,03/14/22 11:15:00 PM,0.00256,49.701,49.696,,,
1187,03/14/22 11:30:00 PM,0.00252,49.631,49.626,,,
1188,03/14/22 11:45:00 PM,0.00252,49.570,49.563,,,
1189,03/15/22 12:00:00 AM,0.00248,49.521,49.510,,,
1190,03/15/22 12:15:00 AM,0.00248,49.462,49.451,,,
1191,03/15/22 12:30:00 AM,0.00248,49.410,49.397,,,
1192,03/15/22 12:45:00 AM,0.00244,49.366,49.347,,,
1193,03/15/22 01:00:00 AM,0.00244,49.321,49.302,,,
1194,03/15/22 01:15:00 AM,0.00244,49.260,49.249,,,
1195,03/15/22 01:30:00 AM,0.00244,49.203,49.188,,,
1196,03/15/22 01:45:00 AM,0.00240,49.161,49.141,,,
1197,03/15/22 02:00:00 AM,0.00240,49.127,49.102,,,
1198,03/15/22 02:15:00 AM,0.00240,49.077,49.059,,,
1199,03/15/22 02:30:00 AM,0.00240,49.030,49.008,,,
1200,03/15/22 02:45:00 AM,0.00240,48.992,48.967,,,
1201,03/15/22 03:00:00 AM,0.00237,48.961,48.933,,,
1202,03/15/22 03:15:00 AM,0.00237,48.925,48.897,,,
1203,03/15/22 03:30:00 AM,0.00237,48.888,48.861,,,
1204,03/15/22 03:45:00 AM,0.00237,48.850,48.825,,,
1205,03/15/22 04:00:00 AM,0.00237,48.808,48.783,,,
1206,03/15/22 04:15:00 AM,0.00237,48.769,48.742,,,
1207,03/15/22 04:30:00 AM,0.00237,48.727,48.702,,,
1208,03/15/22 04:45:00 AM,0.00237,48.693,48.666,,,
1209,03/15/22 05:00:00 AM,0.00237,48.655,48.630,,,
1210,03/15/22 05:15:00 AM,0.00233,48.616,48.589,,,
1211,03/15/22 05:30:00 AM,0.00233,48.591,48.558,,,
1212,03/15/22 05:45:00 AM,0.00233,48.564,48.529,,,
1213,03/15/22 06:00:00 AM,0.00233,48.538,48.502,,,
1214,03/15/22 06:15:00 AM,0.00233,48.517,48.479,,,
1215,03/15/22 06:30:00 AM,0.00233,48.488,48.452,,,
1216,03/15/22 06:45:00 AM,0.00233,48.466,48.427,,,
1217,03/15/22 07:00:00 AM,0.00233,48.447,48.407,,,
1218,03/15/22 07:15:00 AM,0.00233,48.432,48.387,,,
1219,03/15/22 07:30:00 AM,0.00233,48.430,48.380,,,
1220,03/15/22 07:45:00 AM,0.00233,48.425,48.375,,,
1221,03/15/22 08:00:00 AM,0.00233,48.416,48.369,,,
1222,03/15/22 08:15:00 AM,0.00233,48.418,48.366,,,
1223,03/15/22 08:30:00 AM,0.00233,48.421,48.369,,,
1224,03/15/22 08:45:00 AM,0.00233,48.421,48.369,,,
1225,03/15/22 09:00:00 AM,0.00233,48.427,48.371,,,
1226,03/15/22 09:15:00 AM,0.00233,48.447,48.385,,,
1227,03/15/22 09:30:00 AM,0.00233,48.463,48.402,,,
1228,03/15/22 09:45:00 AM,0.00233,48.468,48.411,,,
1229,03/15/22 10:00:00 AM,0.00233,48.508,48.438,,,
1230,03/15/22 10:15:00 AM,0.00233,48.535,48.468,,,
1231,03/15/22 10:30:00 AM,0.00233,48.555,48.488,,,
1232,03/15/22 10:45:00 AM,0.00233,48.571,48.504,,,
1233,03/15/22 11:00:00 AM,0.00233,48.583,48.519,,,
1234,03/15/22 11:15:00 AM,0.00233,48.596,48.533,,,
1235,03/15/22 11:30:00 AM,0.00233,48.610,48.549,,,
1236,03/15/22 11:45:00 AM,0.00233,48.625,48.564,,,
1237,03/15/22 12:00:00 PM,0.00233,48.632,48.574,,,
1238,03/15/22 12:15:00 PM,0.00233,48.645,48.583,,,
1239,03/15/22 12:30:00 PM,0.00233,48.663,48.600,,,
1240,03/15/22 12:45:00 PM,0.00233,48.681,48.616,,,
1241,03/15/22 01:00:00 PM,0.00233,48.697,48.632,,,
1242,03/15/22 01:15:00 PM,0.00233,48.722,48.655,,,
1243,03/15/22 01:30:00 PM,0.00233,48.753,48.682,,,
1244,03/15/22 01:45:00 PM,0.00233,48.769,48.706,,,
1245,03/15/22 02:00:00 PM,0.00233,48.794,48.727,,,
1246,03/15/22 02:15:00 PM,0.00233,48.835,48.760,,,
1247,03/15/22 02:30:00 PM,0.00233,48.886,48.808,,,
1248,03/15/22 02:45:00 PM,0.00237,48.943,48.861,,,
1249,03/15/22 03:00:00 PM,0.00237,49.003,48.922,,,
1250,03/15/22 03:15:00 PM,0.00237,49.055,48.972,,,
1251,03/15/22 03:30:00 PM,0.00237,49.131,49.041,,,
1252,03/15/22 03:45:00 PM,0.00237,49.192,49.102,,,
1253,03/15/22 04:00:00 PM,0.00237,49.264,49.174,,,
1254,03/15/22 04:15:00 PM,0.00237,49.305,49.224,,,
1255,03/15/22 04:30:00 PM,0.00237,49.341,49.264,,,
1256,03/15/22 04:45:00 PM,0.00237,49.368,49.296,,,
1257,03/15/22 05:00:00 PM,0.00237,49.390,49.318,,,
1258,03/15/22 05:15:00 PM,0.00237,49.419,49.347,,,
1259,03/15/22 05:30:00 PM,0.00237,49.429,49.366,,,
1260,03/15/22 05:45:00 PM,0.00240,49.444,49.379,,,
1261,03/15/22 06:00:00 PM,0.00240,49.456,49.393,,,
1262,03/15/22 06:15:00 PM,0.00240,49.465,49.404,,,
1263,03/15/22 06:30:00 PM,0.00240,49.471,49.413,,,
1264,03/15/22 06:45:00 PM,0.00240,49.474,49.415,,,
1265,03/15/22 07:00:00 PM,0.00240,49.471,49.419,,,
1266,03/15/22 07:15:00 PM,0.00237,49.469,49.415,,,
1267,03/15/22 07:30:00 PM,0.00237,49.462,49.413,,,
1268,03/15/22 07:45:00 PM,0.00237,49.460,49.408,,,
1269,03/15/22 08:00:00 PM,0.00237,49.456,49.404,,,
1270,03/15/22 08:15:00 PM,0.00237,49.455,49.402,,,
1271,03/15/22 08:30:00 PM,0.00237,49.455,49.402,,,
1272,03/15/22 08:45:00 PM,0.00237,49.451,49.399,,,
1273,03/15/22 09:00:00 PM,0.00237,49.451,49.399,,,
1274,03/15/22 09:15:00 PM,0.00237,49.451,49.399,,,
1275,03/15/22 09:30:00 PM,0.00237,49.449,49.397,,,
1276,03/15/22 09:45:00 PM,0.00237,49.440,49.390,,,
1277,03/15/22 10:00:00 PM,0.00237,49.424,49.379,,,
1278,03/15/22 10:15:00 PM,0.00237,49.402,49.359,,,
1279,03/15/22 10:30:00 PM,0.00237,49.374,49.336,,,
1280,03/15/22 10:45:00 PM,0.00237,49.347,49.307,,,
1281,03/15/22 11:00:00 PM,0.00237,49.312,49.280,,,
1282,03/15/22 11:15:00 PM,0.00237,49.285,49.249,,,
1283,03/15/22 11:30:00 PM,0.00237,49.255,49.221,,,
1284,03/15/22 11:45:00 PM,0.00237,49.224,49.192,,,
1285,03/16/22 12:00:00 AM,0.00237,49.185,49.156,,,
1286,03/16/22 12:15:00 AM,0.00237,49.147,49.116,,,
1287,03/16/22 12:30:00 AM,0.00237,49.105,49.077,,,
1288,03/16/22 12:45:00 AM,0.00233,49.082,49.046,,,
1289,03/16/22 01:00:00 AM,0.00233,49.064,49.028,,,
1290,03/16/22 01:15:00 AM,0.00233,49.041,49.005,,,
1291,03/16/22 01:30:00 AM,0.00233,49.015,48.978,,,
1292,03/16/22 01:45:00 AM,0.00233,48.992,48.952,,,
1293,03/16/22 02:00:00 AM,0.00233,48.974,48.936,,,
1294,03/16/22 02:15:00 AM,0.00233,48.958,48.916,,,
1295,03/16/22 02:30:00 AM,0.00233,48.938,48.900,,,
1296,03/16/22 02:45:00 AM,0.00233,48.918,48.877,,,
1297,03/16/22 03:00:00 AM,0.00233,48.900,48.859,,,
1298,03/16/22 03:15:00 AM,0.00233,48.870,48.834,,,
1299,03/16/22 03:30:00 AM,0.00233,48.830,48.798,,,
1300,03/16/22 03:45:00 AM,0.00233,48.799,48.767,,,
1301,03/16/22 04:00:00 AM,0.00233,48.754,48.724,,,
1302,03/16/22 04:15:00 AM,0.00233,48.706,48.681,,,
1303,03/16/22 04:30:00 AM,0.00229,48.655,48.630,,,
1304,03/16/22 04:45:00 AM,0.00229,48.601,48.580,,,
1305,03/16/22 05:00:00 AM,0.00229,48.549,48.528,,,
1306,03/16/22 05:15:00 AM,0.00229,48.493,48.474,,,
1307,03/16/22 05:30:00 AM,0.00229,48.443,48.425,,,
1308,03/16/22 05:45:00 AM,0.00229,48.396,48.375,,,
1309,03/16/22 06:00:00 AM,0.00225,48.344,48.324,,,
1310,03/16/22 06:15:00 AM,0.00225,48.294,48.270,,,
1311,03/16/22 06:30:00 AM,0.00225,48.259,48.232,,,
1312,03/16/22 06:45:00 AM,0.00225,48.222,48.193,,,
1313,03/16/22 07:00:00 AM,0.00225,48.184,48.157,,,
1314,03/16/22 07:15:00 AM,0.00225,48.160,48.126,,,
1315,03/16/22 07:30:00 AM,0.00225,48.141,48.105,,,
1316,03/16/22 07:45:00 AM,0.00225,48.121,48.085,,,
1317,03/16/22 08:00:00 AM,0.00225,48.112,48.070,,,
1318,03/16/22 08:15:00 AM,0.00225,48.112,48.065,,,
1319,03/16/22 08:30:00 AM,0.00225,48.121,48.067,,,
1320,03/16/22 08:45:00 AM,0.00225,48.135,48.079,,,
1321,03/16/22 09:00:00 AM,0.00225,48.151,48.092,,,
1322,03/16/22 09:15:00 AM,0.00225,48.178,48.115,,,
1323,03/16/22 09:30:00 AM,0.00225,48.207,48.142,,,
1324,03/16/22 09:45:00 AM,0.00225,48.232,48.168,,,
1325,03/16/22 10:00:00 AM,0.00225,48.259,48.193,,,
1326,03/16/22 10:15:00 AM,0.00229,48.301,48.229,,,
1327,03/16/22 10:30:00 AM,0.00229,48.357,48.279,,,
1328,03/16/22 10:45:00 AM,0.00229,48.425,48.344,,,
1329,03/16/22 11:00:00 AM,0.00229,48.493,48.407,,,
1330,03/16/22 11:15:00 AM,0.00229,48.569,48.479,,,
1331,03/16/22 11:30:00 AM,0.00229,48.652,48.558,,,
1332,03/16/22 11:45:00 AM,0.00233,48.742,48.645,,,
1333,03/16/22 12:00:00 PM,0.00233,48.830,48.733,,,
1334,03/16/22 12:15:00 PM,0.00233,48.931,48.828,,,
1335,03/16/22 12:30:00 PM,0.00233,49.041,48.933,,,
1336,03/16/22 12:45:00 PM,0.00233,49.158,49.046,,,
1337,03/16/22 01:00:00 PM,0.00237,49.321,49.197,,,
1338,03/16/22 01:15:00 PM,0.00237,49.474,49.348,,,
1339,03/16/22 01:30:00 PM,0.00240,49.588,49.469,,,
1340,03/16/22 01:45:00 PM,0.00240,49.696,49.584,,,
1341,03/16/22 02:00:00 PM,0.00240,49.779,49.676,,,
1342,03/16/22 02:15:00 PM,0.00240,49.858,49.759,,,
1343,03/16/22 02:30:00 PM,0.00240,49.964,49.858,,,
1344,03/16/22 02:45:00 PM,0.00244,50.068,49.964,,,
1345,03/16/22 03:00:00 PM,0.00244,50.149,50.052,,,
1346,03/16/22 03:15:00 PM,0.00244,50.232,50.135,,,
1347,03/16/22 03:30:00 PM,0.00244,50.301,50.207,,,
1348,03/16/22 03:45:00 PM,0.00248,50.358,50.270,,,
1349,03/16/22 04:00:00 PM,0.00248,50.416,50.333,,,
1350,03/16/22 04:15:00 PM,0.00248,50.455,50.378,,,
1351,03/16/22 04:30:00 PM,0.00248,50.499,50.421,,,
1352,03/16/22 04:45:00 PM,0.00248,50.529,50.457,,,
1353,03/16/22 05:00:00 PM,0.00248,50.545,50.482,,,
1354,03/16/22 05:15:00 PM,0.00248,50.562,50.499,,,
1355,03/16/22 05:30:00 PM,0.00248,50.580,50.518,,,
1356,03/16/22 05:45:00 PM,0.00248,50.590,50.529,,,
1357,03/16/22 06:00:00 PM,0.00248,50.596,50.538,,,
1358,03/16/22 06:15:00 PM,0.00248,50.598,50.544,,,
1359,03/16/22 06:30:00 PM,0.00248,50.607,50.551,,,
1360,03/16/22 06:45:00 PM,0.00248,50.607,50.554,,,
1361,03/16/22 07:00:00 PM,0.00248,50.603,50.554,,,
1362,03/16/22 07:15:00 PM,0.00248,50.601,50.551,,,
1363,03/16/22 07:30:00 PM,0.00248,50.596,50.545,,,
1364,03/16/22 07:45:00 PM,0.00248,50.592,50.544,,,
1365,03/16/22 08:00:00 PM,0.00248,50.590,50.544,,,
1366,03/16/22 08:15:00 PM,0.00248,50.590,50.540,,,
1367,03/16/22 08:30:00 PM,0.00248,50.587,50.538,,,
1368,03/16/22 08:45:00 PM,0.00248,50.581,50.535,,,
1369,03/16/22 09:00:00 PM,0.00248,50.574,50.527,,,
1370,03/16/22 09:15:00 PM,0.00248,50.562,50.518,,,
1371,03/16/22 09:30:00 PM,0.00248,50.545,50.504,,,
1372,03/16/22 09:45:00 PM,0.00248,50.527,50.488,,,
1373,03/16/22 10:00:00 PM,0.00248,50.504,50.468,,,
1374,03/16/22 10:15:00 PM,0.00248,50.477,50.445,,,
1375,03/16/22 10:30:00 PM,0.00248,50.450,50.416,,,
1376,03/16/22 10:45:00 PM,0.00248,50.421,50.389,,,
1377,03/16/22 11:00:00 PM,0.00248,50.405,50.369,,,
1378,03/16/22 11:15:00 PM,0.00248,50.394,50.356,,,
1379,03/16/22 11:30:00 PM,0.00248,50.385,50.342,,,
1380,03/16/22 11:45:00 PM,0.00244,50.398,50.347,,,
1381,03/17/22 12:00:00 AM,0.00244,50.380,50.338,,,
1382,03/17/22 12:15:00 AM,0.00248,50.364,50.322,,,
1383,03/17/22 12:30:00 AM,0.00244,50.338,50.302,,,
1384,03/17/22 12:45:00 AM,0.00244,50.320,50.281,,,
1385,03/17/22 01:00:00 AM,0.00244,50.292,50.259,,,
1386,03/17/22 01:15:00 AM,0.00244,50.261,50.229,,,
1387,03/17/22 01:30:00 AM,0.00244,50.223,50.196,,,
1388,03/17/22 01:45:00 AM,0.00244,50.178,50.155,,,
1389,03/17/22 02:00:00 AM,0.00244,50.135,50.113,,,
1390,03/17/22 02:15:00 AM,0.00244,50.088,50.065,,,
1391,03/17/22 02:30:00 AM,0.00244,50.041,50.022,,,
1392,03/17/22 02:45:00 AM,0.00244,49.982,49.966,,,
1393,03/17/22 03:00:00 AM,0.00244,49.941,49.919,,,
1394,03/17/22 03:15:00 AM,0.00240,49.903,49.878,,,
1395,03/17/22 03:30:00 AM,0.00240,49.863,49.840,,,
1396,03/17/22 03:45:00 AM,0.00244,49.831,49.806,,,
1397,03/17/22 04:00:00 AM,0.00240,49.779,49.759,,,
1398,03/17/22 04:15:00 AM,0.00240,49.739,49.717,,,
1399,03/17/22 04:30:00 AM,0.00240,49.690,49.671,,,
1400,03/17/22 04:45:00 AM,0.00240,49.631,49.615,,,
1401,03/17/22 05:00:00 AM,0.00240,49.584,49.563,,,
1402,03/17/22 05:15:00 AM,0.00240,49.527,49.512,,,
1403,03/17/22 05:30:00 AM,0.00240,49.465,49.451,,,
1404,03/17/22 05:45:00 AM,0.00240,49.402,49.390,,,
1405,03/17/22 06:00:00 AM,0.00237,49.327,49.321,,,
1406,03/17/22 06:15:00 AM,0.00237,49.260,49.255,,,
1407,03/17/22 06:30:00 AM,0.00237,49.177,49.174,,,
1408,03/17/22 06:45:00 AM,0.00237,49.100,49.100,,,
1409,03/17/22 07:00:00 AM,0.00237,49.033,49.024,,,
1410,03/17/22 07:15:00 AM,0.00237,48.974,48.963,,,
1411,03/17/22 07:30:00 AM,0.00237,48.925,48.911,,,
1412,03/17/22 07:45:00 AM,0.00233,48.875,48.861,,,
1413,03/17/22 08:00:00 AM,0.00233,48.839,48.819,,,
1414,03/17/22 08:15:00 AM,0.00233,48.778,48.763,,,
1415,03/17/22 08:30:00 AM,0.00233,48.731,48.717,,,
1416,03/17/22 08:45:00 AM,0.00233,48.686,48.670,,,
1417,03/17/22 09:00:00 AM,0.00233,48.652,48.627,,,
1418,03/17/22 09:15:00 AM,0.00233,48.630,48.605,,,
1419,03/17/22 09:30:00 AM,0.00233,48.621,48.589,,,
1420,03/17/22 09:45:00 AM,0.00233,48.632,48.591,,,
1421,03/17/22 10:00:00 AM,0.00233,48.641,48.600,,,
1422,03/17/22 10:15:00 AM,0.00233,48.641,48.596,,,
1423,03/17/22 10:30:00 AM,0.00233,48.666,48.616,,,
1424,03/17/22 10:45:00 AM,0.00233,48.702,48.650,,,
1425,03/17/22 11:00:00 AM,0.00233,48.711,48.670,,,
1426,03/17/22 11:15:00 AM,0.00237,48.749,48.702,,,
1427,03/17/22 11:30:00 AM,0.00237,48.808,48.754,,,
1428,03/17/22 11:45:00 AM,0.00237,48.830,48.783,,,
1429,03/17/22 12:00:00 PM,0.00237,48.852,48.803,,,
1430,03/17/22 12:15:00 PM,0.00237,48.888,48.834,,,
1431,03/17/22 12:30:00 PM,0.00237,48.949,48.888,,,
1432,03/17/22 12:45:00 PM,0.00237,48.992,48.936,,,
1433,03/17/22 01:00:00 PM,0.00237,49.035,48.978,,,
1434,03/17/22 01:15:00 PM,0.00237,49.071,49.015,,,
1435,03/17/22 01:30:00 PM,0.00237,49.091,49.041,,,
1436,03/17/22 01:45:00 PM,0.00237,49.143,49.089,,,
1437,03/17/22 02:00:00 PM,0.00237,49.183,49.125,,,
1438,03/17/22 02:15:00 PM,0.00240,49.221,49.161,,,
1439,03/17/22 02:30:00 PM,0.00240,49.249,49.197,,,
1440,03/17/22 02:45:00 PM,0.00240,49.276,49.224,,,
1441,03/17/22 03:00:00 PM,0.00240,49.282,49.239,,,
1442,03/17/22 03:15:00 PM,0.00240,49.287,49.246,,,
1443,03/17/22 03:30:00 PM,0.00240,49.302,49.258,,,
1444,03/17/22 03:45:00 PM,0.00240,49.302,49.260,,,
