dates,tension,temperature_stream,dH
17-06-2019 12:00,1.280078149,14.957,-0.03229729936784354
17-06-2019 12:15,1.281610577,14.925,-0.03350340466287683
17-06-2019 12:30,1.282990957,14.874,-0.03462560025713129
17-06-2019 12:45,1.286161721,14.75,-0.037045766216357225
17-06-2019 13:00,1.289370407,14.628,-0.03948967829725883
17-06-2019 13:15,1.289359744,14.508,-0.03972956227812116
17-06-2019 13:30,1.290412054,14.352,-0.0407311552530298
17-06-2019 13:45,1.291374816,14.217,-0.041648555268479465
17-06-2019 14:00,1.289620261,14.101,-0.040686448485074585
17-06-2019 14:15,1.28843824,14.017,-0.040080718646593246
17-06-2019 14:30,1.285920397,13.951,-0.03854004768403081
17-06-2019 14:45,1.285497471,13.895,-0.038417790652906195
17-06-2019 15:00,1.285194699,13.85,-0.038362179339291244
17-06-2019 15:15,1.283812412,13.795,-0.0375735610457605
17-06-2019 15:30,1.28335289,13.73,-0.037420579227461226
17-06-2019 15:45,1.282448777,13.676,-0.03694675327833009
17-06-2019 16:00,1.280702406,13.62,-0.03589284293154824
17-06-2019 16:15,1.281150582,13.56,-0.03633695215126277
17-06-2019 16:30,1.279848803,13.493,-0.03558464349785952
17-06-2019 16:45,1.279037252,13.415,-0.03517138885598905
17-06-2019 17:00,1.276820061,13.345,-0.033781485777905296
17-06-2019 17:15,1.273255603,13.276,-0.03146164099664368
17-06-2019 17:30,1.273321901,13.21,-0.03161343569678231
17-06-2019 17:45,1.27226172,13.141,-0.030989895274842534
17-06-2019 18:00,1.271435424,13.072,-0.030518037239349836
17-06-2019 18:15,1.271832868,12.983,-0.030894692613558244
17-06-2019 18:30,1.27114782,12.904,-0.030512722596544768
17-06-2019 18:45,1.272418091,12.832,-0.031452266615265574
17-06-2019 19:00,1.272286417,12.77,-0.031414739904885074
17-06-2019 19:15,1.273991953,12.719,-0.03261400806625938
17-06-2019 19:30,1.273275766,12.671,-0.032146087123153755
17-06-2019 19:45,1.274087381,12.624,-0.03271365814911524
17-06-2019 20:00,1.275021482,12.58,-0.03335396295192901
17-06-2019 20:15,1.273890552,12.536,-0.03257446238679821
17-06-2019 20:30,1.27745913,12.493,-0.03499973698359122
17-06-2019 20:45,1.276592616,12.447,-0.034388145847931414
17-06-2019 21:00,1.277442154,12.402,-0.03494190143857919
17-06-2019 21:15,1.277734697,12.372,-0.03509302574766883
17-06-2019 21:30,1.279318788,12.334,-0.036128960633602956
17-06-2019 21:45,1.277920429,12.295,-0.03512064026408036
17-06-2019 22:00,1.278443806,12.251,-0.03542580566129565
17-06-2019 22:15,1.279109472,12.213,-0.03581710836250639
17-06-2019 22:30,1.277436615,12.169,-0.03461077124365914
17-06-2019 22:45,1.277763062,12.145,-0.034747191481510106
17-06-2019 23:00,1.27796401,12.121,-0.03479409811200374
17-06-2019 23:15,1.279374275,12.08,-0.03568178836209967
17-06-2019 23:30,1.279794289,12.031,-0.0358977503020402
17-06-2019 23:45,1.279944864,11.989,-0.03592030724450075
18-06-2019 00:00,1.278288797,11.951,-0.0347019314951843
18-06-2019 00:15,1.279859149,11.921,-0.035680584924292956
18-06-2019 00:30,1.283060666,11.897,-0.037768052174513796
18-06-2019 00:45,1.286625944,11.88,-0.04009727664976287
18-06-2019 01:00,1.289010067,11.869,-0.041613458165735195
18-06-2019 01:15,1.286555444,11.865,-0.039815209068365345
18-06-2019 01:30,1.287924525,11.865,-0.040629173845799955
18-06-2019 01:45,1.287039359,11.883,-0.03988592604168735
18-06-2019 02:00,1.287309554,11.915,-0.03992138538123451
