Titre de tracé : T46,,,,,,,,
#,"Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)",Hôte connecté (LGR S/N: 10117166),Arrêté (LGR S/N: 10117166),Fin de fichier (LGR S/N: 10117166)
689,03/09/2019 18:00,22.39784738,19.90413899,17.846222,16.236,,,
690,03/09/2019 18:15,22.393314,19.91331147,17.85570523,16.246,,,
691,03/09/2019 18:30,22.38739433,19.92230469,17.86531612,16.254,,,
692,03/09/2019 18:45,22.38009861,19.93109547,17.87501951,16.261,,,
693,03/09/2019 19:00,22.37133195,19.9396627,17.88478073,16.266,,,
694,03/09/2019 19:15,22.36106698,19.94798687,17.89456569,16.27,,,
695,03/09/2019 19:30,22.3493079,19.95604974,17.90434122,16.273,,,
696,03/09/2019 19:45,22.33605699,19.96383367,17.91407561,16.275,,,
697,03/09/2019 20:00,22.32128856,19.97132006,17.92373843,16.275,,,
698,03/09/2019 20:15,22.30526645,19.97848934,17.93330076,16.275,,,
699,03/09/2019 20:30,22.28823514,19.98532219,17.94273451,16.272,,,
700,03/09/2019 20:45,22.27038101,19.99180071,17.95201232,16.269,,,
701,03/09/2019 21:00,22.25189126,19.99790947,17.96110684,16.263,,,
702,03/09/2019 21:15,22.23295574,20.00363639,17.96999103,16.257,,,
703,03/09/2019 21:30,22.21371847,20.00897321,17.97863834,16.249,,,
704,03/09/2019 21:45,22.19424505,20.01391501,17.98702418,16.242,,,
705,03/09/2019 22:00,22.17467303,20.0184599,17.9951264,16.233,,,
706,03/09/2019 22:15,22.15508262,20.02260851,18.00292436,16.222,,,
707,03/09/2019 22:30,22.13570418,20.02636451,18.01039924,16.212,,,
708,03/09/2019 22:45,22.11658172,20.02973449,18.017534,16.2,,,
709,03/09/2019 23:00,22.0977616,20.03272744,18.02431415,16.189,,,
710,03/09/2019 23:15,22.07927329,20.03535395,18.03072806,16.177,,,
711,03/09/2019 23:30,22.0610607,20.03762526,18.03676641,16.164,,,
712,03/09/2019 23:45,22.04304831,20.03955185,18.04242239,16.152,,,
713,04/09/2019 00:00,22.02534411,20.04114364,18.04769097,16.138,,,
714,04/09/2019 00:15,22.00795933,20.04241047,18.05256878,16.125,,,
715,04/09/2019 00:30,21.99097203,20.04336314,18.05705393,16.111,,,
716,04/09/2019 00:45,21.97444213,20.04401435,18.06114639,16.098,,,
717,04/09/2019 01:00,21.95826778,20.0443783,18.06484783,16.084,,,
718,04/09/2019 01:15,21.94236587,20.04446911,18.06816178,16.071,,,
719,04/09/2019 01:30,21.92670243,20.04429952,18.07109261,16.056,,,
720,04/09/2019 01:45,21.91128646,20.04388028,18.0736451,16.042,,,
721,04/09/2019 02:00,21.89610974,20.04322007,18.07582528,16.029,,,
722,04/09/2019 02:15,21.88129119,20.04232661,18.07764042,16.015,,,
723,04/09/2019 02:30,21.86686916,20.04120802,18.07909783,16,,,
724,04/09/2019 02:45,21.85274131,20.03987262,18.08020529,15.987,,,
725,04/09/2019 03:00,21.83896168,20.03832887,18.08097054,15.972,,,
726,04/09/2019 03:15,21.82544144,20.03658453,18.08140128,15.958,,,
727,04/09/2019 03:30,21.81229195,20.03464647,18.08150539,15.944,,,
728,04/09/2019 03:45,21.79959257,20.03252096,18.08129049,15.929,,,
729,04/09/2019 04:00,21.78744961,20.0302144,18.08076465,15.916,,,
730,04/09/2019 04:15,21.77595813,20.02773406,18.07993662,15.902,,,
731,04/09/2019 04:30,21.7651508,20.02508835,18.07881595,15.889,,,
732,04/09/2019 04:45,21.75516115,20.02228736,18.07741237,15.875,,,
733,04/09/2019 05:00,21.74600822,20.01934278,18.07573565,15.862,,,
734,04/09/2019 05:15,21.73777491,20.0162673,18.07379631,15.85,,,
735,04/09/2019 05:30,21.73072303,20.0130743,18.07160587,15.838,,,
736,04/09/2019 05:45,21.72500054,20.0097772,18.06917643,15.826,,,
737,04/09/2019 06:00,21.72085733,20.0063902,18.06651997,15.814,,,
738,04/09/2019 06:15,21.71827891,20.00292907,18.0636484,15.803,,,
739,04/09/2019 06:30,21.71724922,19.99941248,18.0605748,15.794,,,
740,04/09/2019 06:45,21.7176187,19.99586214,18.05731333,15.784,,,
741,04/09/2019 07:00,21.71920225,19.9923016,18.05387931,15.776,,,
742,04/09/2019 07:15,21.72208242,19.98875551,18.05028957,15.769,,,
743,04/09/2019 07:30,21.72631893,19.98524891,18.04656261,15.763,,,
744,04/09/2019 07:45,21.73209745,19.98180664,18.04271834,15.758,,,
745,04/09/2019 08:00,21.73965874,19.97845306,18.03877786,15.754,,,
746,04/09/2019 08:15,21.74911378,19.97521263,18.034763,15.751,,,
747,04/09/2019 08:30,21.76040088,19.97210972,18.03069546,15.748,,,
748,04/09/2019 08:45,21.77349664,19.96916899,18.02659616,15.746,,,
749,04/09/2019 09:00,21.78834291,19.96641625,18.0224859,15.746,,,
750,04/09/2019 09:15,21.80462175,19.96387836,18.0183866,15.748,,,
751,04/09/2019 09:30,21.82205012,19.96158234,18.01432186,15.751,,,
752,04/09/2019 09:45,21.84030379,19.95955392,18.01031594,15.754,,,
753,04/09/2019 10:00,21.85917236,19.95781605,18.00639373,15.76,,,
754,04/09/2019 10:15,21.87868615,19.95638815,18.0025804,15.766,,,
755,04/09/2019 10:30,21.89885127,19.95528544,17.99890069,15.773,,,
756,04/09/2019 10:45,21.91980856,19.95451859,17.99537835,15.781,,,
757,04/09/2019 11:00,21.9418938,19.9540953,17.99203594,15.79,,,
758,04/09/2019 11:15,21.96510674,19.9540217,17.98889431,15.799,,,
759,04/09/2019 11:30,21.9892928,19.95430409,17.98597224,15.809,,,
760,04/09/2019 11:45,22.01412072,19.9549494,17.98328682,15.82,,,
761,04/09/2019 12:00,22.03922702,19.95596497,17.98085457,15.833,,,
762,04/09/2019 12:15,22.06425438,19.95735752,17.97869234,15.847,,,
763,04/09/2019 12:30,22.08896757,19.95913192,17.97681626,15.86,,,
764,04/09/2019 12:45,22.11307032,19.96128952,17.97524132,15.875,,,
765,04/09/2019 13:00,22.13632816,19.96382667,17.97398114,15.89,,,
766,04/09/2019 13:15,22.15859195,19.96673455,17.9730474,15.905,,,
767,04/09/2019 13:30,22.17970391,19.96999972,17.97245051,15.922,,,
768,04/09/2019 13:45,22.19958427,19.97360514,17.97219882,15.937,,,
769,04/09/2019 14:00,22.2181003,19.97753058,17.97229811,15.953,,,
770,04/09/2019 14:15,22.23525705,19.98175336,17.9727511,15.968,,,
771,04/09/2019 14:30,22.25093759,19.98624821,17.97355794,15.984,,,
772,04/09/2019 14:45,22.26523337,19.99098765,17.9747164,15.999,,,
773,04/09/2019 15:00,22.27822948,19.99594292,17.97622085,16.012,,,
774,04/09/2019 15:15,22.28997905,20.00108501,17.9780625,16.026,,,
775,04/09/2019 15:30,22.30038109,20.00638481,17.98023009,16.039,,,
776,04/09/2019 15:45,22.30938141,20.01181305,17.98271011,16.051,,,
777,04/09/2019 16:00,22.31691318,20.0173405,17.98548741,16.063,,,
778,04/09/2019 16:15,22.32295398,20.02293859,17.98854549,16.074,,,
779,04/09/2019 16:30,22.3274429,20.02857988,17.99186648,16.084,,,
780,04/09/2019 16:45,22.33031814,20.03423816,17.99543226,16.095,,,
781,04/09/2019 17:00,22.33155165,20.0398881,17.9992233,16.102,,,
782,04/09/2019 17:15,22.33117415,20.04550488,18.00321917,16.111,,,
783,04/09/2019 17:30,22.32922667,20.05106391,18.00739837,16.117,,,
784,04/09/2019 17:45,22.32576455,20.05654063,18.01173845,16.123,,,
785,04/09/2019 18:00,22.3207732,20.06191033,18.01621643,16.128,,,
786,04/09/2019 18:15,22.31426993,20.06714804,18.02080907,16.132,,,
787,04/09/2019 18:30,22.30637568,20.07222933,18.02549236,16.134,,,
788,04/09/2019 18:45,22.29715227,20.07713101,18.03024125,16.135,,,
789,04/09/2019 19:00,22.28661063,20.08183117,18.03503102,16.137,,,
790,04/09/2019 19:15,22.2748914,20.08630927,18.03983796,16.137,,,
791,04/09/2019 19:30,22.26209298,20.09054641,18.04463856,16.135,,,
792,04/09/2019 19:45,22.24825044,20.09452475,18.04940875,16.132,,,
793,04/09/2019 20:00,22.23345513,20.09822709,18.05412446,16.129,,,
794,04/09/2019 20:15,22.21789679,20.1016373,18.0587624,16.125,,,
795,04/09/2019 20:30,22.20165099,20.10474081,18.06330041,16.12,,,
796,04/09/2019 20:45,22.18485224,20.10752516,18.06771719,16.114,,,
797,04/09/2019 21:00,22.16765639,20.10998095,18.07199214,16.107,,,
798,04/09/2019 21:15,22.15005012,20.11210174,18.07610515,16.099,,,
799,04/09/2019 21:30,22.13199262,20.11388298,18.08003768,16.092,,,
800,04/09/2019 21:45,22.11358793,20.1153216,18.08377282,16.083,,,
801,04/09/2019 22:00,22.09486569,20.11641572,18.08729538,16.074,,,
802,04/09/2019 22:15,22.07588465,20.11716442,18.09059058,16.063,,,
803,04/09/2019 22:30,22.05676068,20.11756805,18.09364457,16.053,,,
804,04/09/2019 22:45,22.03758979,20.11762877,18.09644479,16.042,,,
805,04/09/2019 23:00,22.0184168,20.11735088,18.09898001,16.03,,,
806,04/09/2019 23:15,21.99922581,20.11674045,18.10123993,16.018,,,
807,04/09/2019 23:30,21.97992861,20.11580411,18.10321583,16.006,,,
808,04/09/2019 23:45,21.96049226,20.11454786,18.10490095,15.994,,,
809,05/09/2019 00:00,21.94092687,20.11297643,18.10629012,15.981,,,
810,05/09/2019 00:15,21.9213043,20.11109378,18.10737936,15.968,,,
811,05/09/2019 00:30,21.90166236,20.10890389,18.10816578,15.955,,,
812,05/09/2019 00:45,21.88201644,20.10641126,18.10864654,15.94,,,
813,05/09/2019 01:00,21.86237637,20.10362119,18.10881882,15.926,,,
814,05/09/2019 01:15,21.84273439,20.10053945,18.10867995,15.911,,,
815,05/09/2019 01:30,21.82311367,20.0971721,18.10822882,15.898,,,
816,05/09/2019 01:45,21.80357172,20.09352555,18.10746582,15.883,,,
817,05/09/2019 02:00,21.78408888,20.08960632,18.10639207,15.868,,,
818,05/09/2019 02:15,21.76473802,20.08542115,18.10500907,15.853,,,
819,05/09/2019 02:30,21.74558316,20.08097745,18.10331757,15.836,,,
820,05/09/2019 02:45,21.7265575,20.07628276,18.10131824,15.821,,,
821,05/09/2019 03:00,21.70762346,20.07134348,18.09901291,15.806,,,
822,05/09/2019 03:15,21.68897279,20.06616487,18.09640451,15.79,,,
823,05/09/2019 03:30,21.67074375,20.06075206,18.09349708,15.775,,,
824,05/09/2019 03:45,21.6530279,20.05511092,18.09029465,15.758,,,
825,05/09/2019 04:00,21.63593325,20.04924882,18.08680154,15.743,,,
826,05/09/2019 04:15,21.61962827,20.04317496,18.08302247,15.727,,,
827,05/09/2019 04:30,21.60434799,20.0369006,18.07896302,15.712,,,
828,05/09/2019 04:45,21.59032212,20.03043922,18.07462865,15.695,,,
829,05/09/2019 05:00,21.57781792,20.02380666,18.07002496,15.68,,,
830,05/09/2019 05:15,21.56712511,20.01702157,18.06515843,15.665,,,
831,05/09/2019 05:30,21.55834312,20.01010519,18.06003656,15.65,,,
832,05/09/2019 05:45,21.55156376,20.00308112,18.05466815,15.636,,,
833,05/09/2019 06:00,21.54702622,19.9959761,18.04906438,15.624,,,
834,05/09/2019 06:15,21.54482852,19.98882056,18.04323909,15.612,,,
835,05/09/2019 06:30,21.54497822,19.98164818,18.03720887,15.602,,,
836,05/09/2019 06:45,21.54762757,19.97449604,18.03099308,15.593,,,
837,05/09/2019 07:00,21.55276328,19.96740429,18.02461278,15.584,,,
838,05/09/2019 07:15,21.56032903,19.96041525,18.01809088,15.578,,,
839,05/09/2019 07:30,21.57032161,19.95357285,18.01145193,15.572,,,
840,05/09/2019 07:45,21.58262912,19.94692303,18.00472251,15.569,,,
841,05/09/2019 08:00,21.59675304,19.94051266,17.99793087,15.566,,,
842,05/09/2019 08:15,21.61223233,19.93438642,17.99110705,15.566,,,
843,05/09/2019 08:30,21.62883458,19.92858293,17.98428286,15.567,,,
844,05/09/2019 08:45,21.64669972,19.92313222,17.97749098,15.569,,,
845,05/09/2019 09:00,21.66619967,19.91805604,17.97076393,15.572,,,
846,05/09/2019 09:15,21.68773502,19.9133705,17.96413308,15.576,,,
847,05/09/2019 09:30,21.71152759,19.90908987,17.95762874,15.582,,,
848,05/09/2019 09:45,21.73753364,19.90522954,17.9512797,15.588,,,
849,05/09/2019 10:00,21.76543608,29.90180719,17.94511386,15.597,,,
850,05/09/2019 10:15,21.79481157,19.89884231,17.93915828,15.606,,,
851,05/09/2019 10:30,21.82513199,19.89635464,17.93343989,15.618,,,
852,05/09/2019 10:45,21.85596025,19.89436241,17.92798642,15.632,,,
853,05/09/2019 11:00,21.88718756,19.89288057,17.92282639,15.647,,,
854,05/09/2019 11:15,21.91895012,19.89191976,17.91798754,15.662,,,
855,05/09/2019 11:30,21.95154387,19.89148709,17.91349662,15.68,,,
856,05/09/2019 11:45,21.98510071,19.89158747,17.90937835,15.697,,,
857,05/09/2019 12:00,22.01967693,19.89222493,17.90565513,15.716,,,
858,05/09/2019 12:15,22.05481395,19.8934026,17.90234729,15.736,,,
859,05/09/2019 12:30,22.09011613,19.89512298,17.8994723,15.755,,,
860,05/09/2019 12:45,22.12513469,19.8973884,17.89704607,15.778,,,
861,05/09/2019 13:00,22.1591219,19.90019923,17.89508282,15.799,,,
862,05/09/2019 13:15,22.19125653,19.90354954,17.8935957,15.823,,,
863,05/09/2019 13:30,22.22097613,19.90742335,17.89259701,15.847,,,
864,05/09/2019 13:45,22.24783077,19.9117921,17.89209636,15.869,,,
865,05/09/2019 14:00,22.2715042,19.91661332,17.8921001,15.893,,,
866,05/09/2019 14:15,22.29220399,19.92183319,17.89261162,15.917,,,
867,05/09/2019 14:30,22.31027634,19.92739226,17.89363094,15.94,,,
868,05/09/2019 14:45,22.32608774,19.93323155,17.89515324,15.961,,,
869,05/09/2019 15:00,22.33994069,19.9392973,17.89716834,15.982,,,
870,05/09/2019 15:15,22.35199498,19.94554342,17.89966182,16.003,,,
871,05/09/2019 15:30,22.36232932,19.9519323,17.90261498,16.021,,,
872,05/09/2019 15:45,22.37101508,19.95843443,17.90600534,16.039,,,
873,05/09/2019 16:00,22.37799527,19.96502615,17.90980776,16.056,,,
874,05/09/2019 16:15,22.38331375,19.97168682,17.91399489,16.071,,,
875,05/09/2019 16:30,22.38694045,19.97839602,17.91853819,16.086,,,
876,05/09/2019 16:45,22.38885801,19.98513159,17.92340778,16.098,,,
877,05/09/2019 17:00,22.38922827,19.99187015,17.9285729,16.11,,,
878,05/09/2019 17:15,22.38812114,19.99858853,17.93400218,16.12,,,
879,05/09/2019 17:30,22.38550315,20.00526416,17.939664,16.129,,,
880,05/09/2019 17:45,22.38128142,20.01187411,17.94552696,16.137,,,
881,05/09/2019 18:00,22.37537786,20.01839382,17.95155981,16.143,,,
882,05/09/2019 18:15,22.36775744,20.02479629,17.95773074,16.147,,,
883,05/09/2019 18:30,22.35840158,20.03105211,17.96400856,16.152,,,
884,05/09/2019 18:45,22.34742975,20.03713049,17.97036336,16.155,,,
885,05/09/2019 19:00,22.33503919,20.04300122,17.97676589,16.156,,,
886,05/09/2019 19:15,22.32142489,20.04863618,17.98318704,16.156,,,
887,05/09/2019 19:30,22.30679511,20.05401023,17.98959846,16.156,,,
888,05/09/2019 19:45,22.29121109,20.05910088,17.99597207,16.153,,,
889,05/09/2019 20:00,22.27476696,20.06388756,18.00228018,16.15,,,
890,05/09/2019 20:15,22.25761076,20.06835195,18.0084965,16.147,,,
891,05/09/2019 20:30,22.23969877,20.07247772,18.01459569,16.141,,,
892,05/09/2019 20:45,22.22102751,20.0762503,18.02055431,16.137,,,
893,05/09/2019 21:00,22.20169296,20.07965725,18.02634984,16.129,,,
894,05/09/2019 21:15,22.18177248,20.08268877,18.03196066,16.122,,,
895,05/09/2019 21:30,22.16133813,20.08533754,18.03736634,16.114,,,
896,05/09/2019 21:45,22.1404945,20.08759806,18.04254778,16.105,,,
897,05/09/2019 22:00,22.11938489,20.08946612,18.04748745,16.096,,,
898,05/09/2019 22:15,22.09820885,20.0909389,18.05216946,16.086,,,
899,05/09/2019 22:30,22.07719664,20.0920158,18.05657907,16.075,,,
900,05/09/2019 22:45,22.05645383,20.0926992,18.06070212,16.063,,,
901,05/09/2019 23:00,22.03604884,20.09299483,18.06452636,16.053,,,
902,05/09/2019 23:15,22.01599399,20.09291179,18.06804179,16.041,,,
903,05/09/2019 23:30,21.99619918,20.09246167,18.07123907,16.027,,,
904,05/09/2019 23:45,21.97652346,20.09165702,18.07410991,16.015,,,
905,06/09/2019 00:00,21.95690697,20.09050996,18.07664821,16.003,,,
906,06/09/2019 00:15,21.93728876,20.08903145,18.07885014,15.99,,,
907,06/09/2019 00:30,21.91769311,20.08723139,18.08071298,15.976,,,
908,06/09/2019 00:45,21.89810244,20.08511904,18.08223566,15.964,,,
909,06/09/2019 01:00,21.87848921,20.08270305,18.08341832,15.95,,,
910,06/09/2019 01:15,21.85889448,20.07999178,18.08426107,15.935,,,
911,06/09/2019 01:30,21.83923696,20.07699284,18.08476455,15.922,,,
912,06/09/2019 01:45,21.81942199,20.07371209,18.08493049,15.908,,,
913,06/09/2019 02:00,21.79943452,20.07015321,18.08476104,15.893,,,
914,06/09/2019 02:15,21.77936087,20.06631867,18.08425821,15.878,,,
915,06/09/2019 02:30,21.75920069,20.06221053,18.0834239,15.863,,,
916,06/09/2019 02:45,21.73891678,20.05783042,18.08226025,15.848,,,
917,06/09/2019 03:00,21.71868213,20.0531803,18.08076997,15.833,,,
918,06/09/2019 03:15,21.69863934,20.04826365,18.07895586,15.817,,,
919,06/09/2019 03:30,21.67884922,20.04308574,18.07681993,15.8,,,
920,06/09/2019 03:45,21.65939237,20.03765305,18.07436434,15.785,,,
921,06/09/2019 04:00,21.64047754,20.03197318,18.07159204,15.769,,,
922,06/09/2019 04:15,21.62226949,20.0260545,18.06850624,15.752,,,
923,06/09/2019 04:30,21.60516904,20.01990709,18.06511043,15.736,,,
924,06/09/2019 04:45,21.58947111,20.01354397,18.06140826,15.719,,,
925,06/09/2019 05:00,21.57547432,20.00698208,18.05740396,15.703,,,
926,06/09/2019 05:15,21.56344333,20.00024277,18.0531028,15.687,,,
927,06/09/2019 05:30,21.55370816,19.99335198,18.04851179,15.672,,,
928,06/09/2019 05:45,21.54654277,19.9863404,18.04364101,15.659,,,
929,06/09/2019 06:00,21.54198255,19.97924293,18.0385032,15.645,,,
930,06/09/2019 06:15,21.53987273,19.9720981,18.03311296,15.632,,,
931,06/09/2019 06:30,21.53990615,19.96494678,18.02748703,15.621,,,
932,06/09/2019 06:45,21.54190749,19.95783023,18.02164528,15.612,,,
933,06/09/2019 07:00,21.54574392,19.95078831,18.01561042,15.603,,,
934,06/09/2019 07:15,21.55130055,19.94385795,18.00940748,15.596,,,
935,06/09/2019 07:30,21.55871389,29.93707322,18.0030639,15.591,,,
936,06/09/2019 07:45,21.56806957,19.9304664,17.99660911,15.587,,,
937,06/09/2019 08:00,21.57915321,19.92406836,17.99007368,15.584,,,
938,06/09/2019 08:15,21.59157191,19.91790839,17.98348766,15.581,,,
939,06/09/2019 08:30,21.60495227,19.91201319,17.97688074,15.581,,,
940,06/09/2019 08:45,21.61925379,19.90640625,17.97028207,15.581,,,
941,06/09/2019 09:00,21.63452731,19.90110787,17.96372109,15.584,,,
942,06/09/2019 09:15,21.6505727,19.89613477,17.95722613,15.585,,,
943,06/09/2019 09:30,21.66722205,19.89149989,17.95082466,15.59,,,
944,06/09/2019 09:45,21.68420898,19.88721246,17.94454296,15.594,,,
945,06/09/2019 10:00,21.70129855,19.88327896,17.93840604,15.6,,,
946,06/09/2019 10:15,21.71824867,19.87970337,17.93243733,15.606,,,
947,06/09/2019 10:30,21.73489765,19.8764868,17.92665901,15.614,,,
948,06/09/2019 10:45,21.75109162,19.87362633,17.92109137,15.621,,,
949,06/09/2019 11:00,21.76701472,19.87111511,17.91575229,15.629,,,
950,06/09/2019 11:15,21.78292341,19.86894359,17.9106575,15.638,,,
951,06/09/2019 11:30,21.79899031,19.86710072,17.90582071,15.647,,,
952,06/09/2019 11:45,21.81530047,19.86557554,17.9012522,15.654,,,
953,06/09/2019 12:00,21.83157895,19.86435807,17.89695893,15.663,,,
954,06/09/2019 12:15,21.84743618,19.86343967,17.89294556,15.672,,,
955,06/09/2019 12:30,21.86251516,19.86281216,17.88921635,15.683,,,
956,06/09/2019 12:45,21.87666498,19.86246633,17.88577491,15.692,,,
957,06/09/2019 13:00,21.88984704,19.86239053,17.88262438,15.703,,,
958,06/09/2019 13:15,21.90215879,19.86257069,17.87976704,15.713,,,
959,06/09/2019 13:30,21.9136528,19.8629912,17.87720319,15.722,,,
960,06/09/2019 13:45,21.92418936,19.8636352,17.87493052,15.731,,,
961,06/09/2019 14:00,21.93363756,19.86448474,17.87294445,15.74,,,
962,06/09/2019 14:15,21.94189145,19.865521,17.87123883,15.749,,,
963,06/09/2019 14:30,21.94874853,19.86672361,17.86980669,15.758,,,
964,06/09/2019 14:45,21.95410252,19.86806954,17.86864014,15.766,,,
965,06/09/2019 15:00,21.95809492,19.86953323,17.8677296,15.773,,,
966,06/09/2019 15:15,21.96088004,19.87108777,17.86706441,15.781,,,
967,06/09/2019 15:30,21.9625295,19.87270606,17.86663257,15.787,,,
968,06/09/2019 15:45,21.963126,19.87436187,17.86642071,15.793,,,
969,06/09/2019 16:00,21.96276786,19.87603113,17.86641345,15.797,,,
970,06/09/2019 16:15,21.96143851,19.87769235,17.86659415,15.802,,,
971,06/09/2019 16:30,21.95906036,19.87932561,17.86694572,15.806,,,
972,06/09/2019 16:45,21.95561841,19.88091099,17.86745077,15.809,,,
973,06/09/2019 17:00,21.95125838,19.88242847,17.86809126,15.811,,,
974,06/09/2019 17:15,21.94603819,19.88385826,17.86884941,15.814,,,
975,06/09/2019 17:30,21.94016524,19.88518281,17.86970707,15.814,,,
976,06/09/2019 17:45,21.93374992,19.88638883,17.8706459,15.815,,,
977,06/09/2019 18:00,21.92659832,19.88746668,17.87164782,15.815,,,
978,06/09/2019 18:15,21.9184742,19.88840755,17.87269558,15.815,,,
979,06/09/2019 18:30,21.90928389,19.88920103,17.87377276,15.814,,,
980,06/09/2019 18:45,21.89911495,19.88983492,17.87486333,15.812,,,
981,06/09/2019 19:00,21.88804527,19.89029614,17.87595093,15.809,,,
982,06/09/2019 19:15,21.8761567,19.8905719,17.87701914,15.806,,,
983,06/09/2019 19:30,21.86355399,19.89065095,17.87805223,15.803,,,
984,06/09/2019 19:45,21.85025288,19.8905243,17.87903549,15.799,,,
985,06/09/2019 20:00,21.83620841,19.89018483,17.87995472,15.794,,,
986,06/09/2019 20:15,21.82147729,19.88962662,17.88079567,15.788,,,
987,06/09/2019 20:30,21.80620446,19.88884483,17.88154413,15.782,,,
988,06/09/2019 20:45,21.7904502,19.88783509,17.88218616,15.775,,,
989,06/09/2019 21:00,21.77424485,19.88659254,17.88270797,15.767,,,
990,06/09/2019 21:15,21.75765068,19.88511125,17.88309677,15.76,,,
991,06/09/2019 21:30,21.74080807,19.88338488,17.88334062,15.751,,,
992,06/09/2019 21:45,21.72370532,19.88140708,17.88342823,15.742,,,
993,06/09/2019 22:00,21.70641392,19.87917209,17.88334796,15.731,,,
994,06/09/2019 22:15,21.68888168,19.8766747,17.8830882,15.721,,,
995,06/09/2019 22:30,21.67118024,19.87391082,17.88263788,15.71,,,
996,06/09/2019 22:45,21.65340396,19.8708789,17.88198752,15.7,,,
997,06/09/2019 23:00,21.63549891,19.86758057,17.88112945,15.689,,,
998,06/09/2019 23:15,21.61736997,19.86402003,17.88005703,15.677,,,
999,06/09/2019 23:30,21.59897342,19.8602029,17.87876415,15.665,,,
1000,06/09/2019 23:45,21.58019653,19.85613449,17.87724538,15.653,,,
1001,07/09/2019 00:00,21.56105665,19.85181885,17.87549641,15.641,,,
1002,07/09/2019 00:15,21.54173452,19.84725959,17.87351316,15.627,,,
1003,07/09/2019 00:30,21.52231486,19.8424612,17.87129176,15.614,,,
1004,07/09/2019 00:45,21.50285397,19.83742966,17.86882861,15.6,,,
1005,07/09/2019 01:00,21.48331937,19.83217191,17.86612003,15.585,,,
1006,07/09/2019 01:15,21.4636114,19.82669426,17.86316342,15.572,,,
1007,07/09/2019 01:30,21.44370063,19.82100096,17.85995735,15.557,,,
1008,07/09/2019 01:45,21.42363736,19.81509408,17.85649983,15.54,,,
1009,07/09/2019 02:00,21.40343268,19.80897391,17.85278865,15.525,,,
1010,07/09/2019 02:15,21.3830788,19.80263931,17.84882139,15.508,,,
1011,07/09/2019 02:30,21.36260515,19.79608824,17.84459661,15.493,,,
1012,07/09/2019 02:45,21.34204611,19.78931818,17.84011435,15.477,,,
1013,07/09/2019 03:00,21.32145229,19.78232658,17.83537468,15.459,,,
1014,07/09/2019 03:15,21.30095408,19.77511146,17.83037723,15.442,,,
1015,07/09/2019 03:30,21.28062829,19.76767173,17.82512227,15.426,,,
1016,07/09/2019 03:45,21.2607056,19.76000798,17.81961045,15.408,,,
1017,07/09/2019 04:00,21.24133798,19.75212304,17.81384277,15.391,,,
1018,07/09/2019 04:15,21.2227443,19.74402248,17.80782029,15.373,,,
1019,07/09/2019 04:30,21.20528531,19.73571533,17.80154452,15.356,,,
1020,07/09/2019 04:45,21.18936859,19.72721508,17.7950174,15.338,,,
1021,07/09/2019 05:00,21.1751583,19.7185395,17.78824222,15.322,,,
1022,07/09/2019 05:15,21.16279656,19.70971041,17.78122381,15.305,,,
1023,07/09/2019 05:30,21.1522185,19.70075332,17.77396912,15.29,,,
1024,07/09/2019 05:45,21.1432798,19.69169642,17.76648744,15.275,,,
1025,07/09/2019 06:00,21.13587048,19.6825684,17.75878968,15.26,,,
1026,07/09/2019 06:15,21.13030047,19.67339827,17.75088921,15.248,,,
1027,07/09/2019 06:30,21.12688918,19.66421675,17.74280089,15.234,,,
1028,07/09/2019 06:45,21.12579126,19.65505715,17.73454169,15.224,,,
1029,07/09/2019 07:00,21.12701395,19.64595448,17.72613042,15.213,,,
1030,07/09/2019 07:15,21.13077083,19.63694481,17.7175875,15.204,,,
1031,07/09/2019 07:30,21.13701466,19.62806468,17.70893543,15.197,,,
1032,07/09/2019 07:45,21.14543955,19.61935054,17.7001989,15.191,,,
1033,07/09/2019 08:00,21.15558658,19.6108378,17.69140415,15.186,,,
1034,07/09/2019 08:15,21.16712358,19.60256001,17.6825787,15.183,,,
1035,07/09/2019 08:30,21.17986848,19.59454801,17.67375158,15.182,,,
1036,07/09/2019 08:45,21.19396726,19.58682975,17.66495303,15.182,,,
1037,07/09/2019 09:00,21.20977226,19.57943047,17.65621359,15.183,,,
1038,07/09/2019 09:15,21.22776486,19.57237484,17.6475638,15.186,,,
1039,07/09/2019 09:30,21.2478577,19.56568841,17.63903328,15.189,,,
1040,07/09/2019 09:45,21.26988609,19.55939814,17.63065053,15.194,,,
1041,07/09/2019 10:00,21.29350041,19.5535315,17.62244362,15.201,,,
1042,07/09/2019 10:15,21.31830208,19.54811548,17.61444055,15.209,,,
1043,07/09/2019 10:30,21.3437654,19.54317503,17.60666897,15.218,,,
1044,07/09/2019 10:45,21.36947242,19.53873108,17.59915567,15.228,,,
1045,07/09/2019 11:00,21.39511175,19.53479836,17.59192675,15.24,,,
1046,07/09/2019 11:15,21.42049892,19.53138369,17.58500835,15.254,,,
1047,07/09/2019 11:30,21.44566655,19.52848609,17.57842618,15.268,,,
1048,07/09/2019 11:45,21.4706343,19.52609865,17.57220333,15.281,,,
