Titre de tracé : point_46,,,,,,,,,,,,,
#,"Date Heure, GMT+01:00","Tension, V (LGR S/N: 10831978, SEN S/N: 10831978, LBL: dh)","Temp., °C (LGR S/N: 10831978, SEN S/N: 10831978, LBL: T°C)",Hôte connecté (LGR S/N: 10831978),Arrêté (LGR S/N: 10831978),Fin de fichier (LGR S/N: 10831978),,,,,,,
1420,11/09/2019 08:45,1.33041649,23.855,,,,,,,,,,
1421,11/09/2019 09:00,1.33047192,23.986,,,,,,,,,,
1422,11/09/2019 09:15,1.332124012,23.835,,,,,,,,,,
1423,11/09/2019 09:30,1.329114453,23.968,,,,,,,,,,
1424,11/09/2019 09:45,1.327812532,24.227,,,,,,,,,,
1425,11/09/2019 10:00,1.329914842,24.293,,,,,,,,,,
1426,11/09/2019 10:15,1.328051875,24.271,,,,,,,,,,
1427,11/09/2019 10:30,1.329937251,24.329,,,,,,,,,,
1428,11/09/2019 10:45,1.325024863,24.233,,,,,,,,,,
1429,11/09/2019 11:00,1.32326308,23.941,,,,,,,,,,
1430,11/09/2019 11:15,1.326495528,24.151,,,,,,,,,,
1431,11/09/2019 11:30,1.326015841,24.14,,,,,,,,,,
1432,11/09/2019 11:45,1.327914315,24.239,,,,,,,,,,
1433,11/09/2019 12:00,1.32464217,24.265,,,,,,,,,,
1434,11/09/2019 12:15,1.328579465,24.618,,,,,,,,,,
1435,11/09/2019 12:30,1.324218812,24.808,,,,,,,,,,
1436,11/09/2019 12:45,1.327307495,24.807,,,,,,,,,,
1437,11/09/2019 13:00,1.324343624,24.69,,,,,,,,,,
1438,11/09/2019 13:15,1.327478394,24.627,,,,,,,,,,
1439,11/09/2019 13:30,1.324301108,24.605,,,,,,,,,,
1440,11/09/2019 13:45,1.321013829,24.546,,,,,,,,,,
1441,11/09/2019 14:00,1.32079541,24.479,,,,,,,,,,
1442,11/09/2019 14:15,1.316763938,24.404,,,,,,,,,,
1443,11/09/2019 14:30,1.318651418,24.355,,,,,,,,,,
1444,11/09/2019 14:45,1.31786758,24.325,,,,,,,,,,
1445,11/09/2019 15:00,1.31490833,24.281,,,,,,,,,,
1446,11/09/2019 15:15,1.312630115,24.233,,,,,,,,,,
1447,11/09/2019 15:30,1.312023015,24.212,,,,,,,,,,
1448,11/09/2019 15:45,1.309734572,24.194,,,,,,,,,,
1449,11/09/2019 16:00,1.31477012,24.217,,,,,,,,,,
1450,11/09/2019 16:15,1.312937955,24.251,,,,,,,,,,
1451,11/09/2019 16:30,1.312591121,24.251,,,,,,,,,,
1452,11/09/2019 16:45,1.310828551,24.229,,,,,,,,,,
1453,11/09/2019 17:00,1.312014438,24.197,,,,,,,,,,
1454,11/09/2019 17:15,1.308421355,24.164,,,,,,,,,,
1455,11/09/2019 17:30,1.307584691,24.131,,,,,,,,,,
1456,11/09/2019 17:45,1.305092679,24.089,,,,,,,,,,
1457,11/09/2019 18:00,1.304047189,24.026,,,,,,,,,,
1458,11/09/2019 18:15,1.303461747,23.962,,,,,,,,,,
1459,11/09/2019 18:30,1.301676584,23.909,,,,,,,,,,
1460,11/09/2019 18:45,1.304054631,23.873,,,,,,,,,,
1461,11/09/2019 19:00,1.303834744,23.846,,,,,,,,,,
1462,11/09/2019 19:15,1.300907947,23.813,,,,,,,,,,
1463,11/09/2019 19:30,1.299865412,23.769,,,,,,,,,,
1464,11/09/2019 19:45,1.302738628,23.72,,,,,,,,,,
1465,11/09/2019 20:00,1.298260758,23.672,,,,,,,,,,
1466,11/09/2019 20:15,1.297727409,23.631,,,,,,,,,,
1467,11/09/2019 20:30,1.295996644,23.588,,,,,,,,,,
1468,11/09/2019 20:45,1.295167903,23.538,,,,,,,,,,
1469,11/09/2019 21:00,1.293284095,23.487,,,,,,,,,,
1470,11/09/2019 21:15,1.291515254,23.437,,,,,,,,,,
1471,11/09/2019 21:30,1.293937551,23.389,,,,,,,,,,
1472,11/09/2019 21:45,1.287216322,23.338,,,,,,,,,,
1473,11/09/2019 22:00,1.287464409,23.293,,,,,,,,,,
1474,11/09/2019 22:15,1.285961641,23.255,,,,,,,,,,
1475,11/09/2019 22:30,1.283303037,23.226,,,,,,,,,,
1476,11/09/2019 22:45,1.282259582,23.207,,,,,,,,,,
1477,11/09/2019 23:00,1.28225119,23.187,,,,,,,,,,
1478,11/09/2019 23:15,1.283451092,23.171,,,,,,,,,,
1479,11/09/2019 23:30,1.282449586,23.153,,,,,,,,,,
1480,11/09/2019 23:45,1.282871923,23.135,,,,,,,,,,
1481,12/09/2019 00:00,1.277365081,23.121,,,,,,,,,,
1482,12/09/2019 00:15,1.279515781,23.112,,,,,,,,,,
1483,12/09/2019 00:30,1.275883703,23.097,,,,,,,,,,
1484,12/09/2019 00:45,1.273954542,23.088,,,,,,,,,,
1485,12/09/2019 01:00,1.276278843,23.074,,,,,,,,,,
1486,12/09/2019 01:15,1.274428323,23.061,,,,,,,,,,
1487,12/09/2019 01:30,1.275712123,23.047,,,,,,,,,,
1488,12/09/2019 01:45,1.273656933,23.04,,,,,,,,,,
1489,12/09/2019 02:00,1.270195969,23.038,,,,,,,,,,
1490,12/09/2019 02:15,1.269788565,23.047,,,,,,,,,,
1491,12/09/2019 02:30,1.271943972,23.059,,,,,,,,,,
1492,12/09/2019 02:45,1.267082307,23.073,,,,,,,,,,
1493,12/09/2019 03:00,1.271880915,23.086,,,,,,,,,,
1494,12/09/2019 03:15,1.265978933,23.095,,,,,,,,,,
1495,12/09/2019 03:30,1.266703402,23.151,,,,,,,,,,
1496,12/09/2019 03:45,1.267893642,23.249,,,,,,,,,,
1497,12/09/2019 04:00,1.26507694,23.3,,,,,,,,,,
1498,12/09/2019 04:15,1.262351975,23.388,,,,,,,,,,
1499,12/09/2019 04:30,1.264887419,23.49,,,,,,,,,,
1500,12/09/2019 04:45,1.266039667,23.529,,,,,,,,,,
1501,12/09/2019 05:00,1.262109444,23.58,,,,,,,,,,
1502,12/09/2019 05:15,1.261041662,23.627,,,,,,,,,,
1503,12/09/2019 05:30,1.26312148,23.709,,,,,,,,,,
1504,12/09/2019 05:45,1.26247615,23.884,,,,,,,,,,
1505,12/09/2019 06:00,1.263858996,24.056,,,,,,,,,,
1506,12/09/2019 06:15,1.265580567,24.25,,,,,,,,,,
1507,12/09/2019 06:30,1.263579989,24.446,,,,,,,,,,
1508,12/09/2019 06:45,1.261393813,24.576,,,,,,,,,,
1509,12/09/2019 07:00,1.25828846,24.683,,,,,,,,,,
1510,12/09/2019 07:15,1.260911672,24.781,,,,,,,,,,
1511,12/09/2019 07:30,1.260922468,24.835,,,,,,,,,,
1512,12/09/2019 07:45,1.260442246,24.938,,,,,,,,,,
1513,12/09/2019 08:00,1.263676529,25.098,,,,,,,,,,
1514,12/09/2019 08:15,1.263548965,25.291,,,,,,,,,,
1515,12/09/2019 08:30,1.266335014,25.528,,,,,,,,,,
1516,12/09/2019 08:45,1.265500516,25.784,,,,,,,,,,
1517,12/09/2019 09:00,1.269983308,26.046,,,,,,,,,,
1518,12/09/2019 09:15,1.264381071,26.194,,,,,,,,,,
1519,12/09/2019 09:30,1.264183059,26.317,,,,,,,,,,
1520,12/09/2019 09:45,1.265456813,26.328,,,,,,,,,,
1521,12/09/2019 10:00,1.265017155,26.42,,,,,,,,,,
1522,12/09/2019 10:15,1.265694536,26.615,,,,,,,,,,
1523,12/09/2019 10:30,1.269161889,26.791,,,,,,,,,,
1524,12/09/2019 10:45,1.266942243,26.888,,,,,,,,,,
1525,12/09/2019 11:00,1.269295693,26.975,,,,,,,,,,
1526,12/09/2019 11:15,1.268944254,27.001,,,,,,,,,,
1527,12/09/2019 11:30,1.268775008,27.136,,,,,,,,,,
1528,12/09/2019 11:45,1.271151601,27.239,,,,,,,,,,
1529,12/09/2019 12:00,1.269129968,27.213,,,,,,,,,,
1530,12/09/2019 12:15,1.270433873,27.248,,,,,,,,,,
1531,12/09/2019 12:30,1.270808172,27.196,,,,,,,,,,
1532,12/09/2019 12:45,1.272389466,27.084,,,,,,,,,,
1533,12/09/2019 13:00,1.270512215,27.103,,,,,,,,,,
1534,12/09/2019 13:15,1.270836372,27.124,,,,,,,,,,
1535,12/09/2019 13:30,1.268382171,27.146,,,,,,,,,,
1536,12/09/2019 13:45,1.26517465,27.152,,,,,,,,,,
1537,12/09/2019 14:00,1.26391326,27.202,,,,,,,,,,
1538,12/09/2019 14:15,1.263069419,27.265,,,,,,,,,,
1539,12/09/2019 14:30,1.26415352,27.221,,,,,,,,,,
1540,12/09/2019 14:45,1.264376244,27.121,,,,,,,,,,
1541,12/09/2019 15:00,1.261338438,27.029,,,,,,,,,,
1542,12/09/2019 15:15,1.258732195,26.966,,,,,,,,,,
1543,12/09/2019 15:30,1.25527537,26.901,,,,,,,,,,
1544,12/09/2019 15:45,1.254928802,26.844,,,,,,,,,,
1545,12/09/2019 16:00,1.253538598,26.773,,,,,,,,,,
1546,12/09/2019 16:15,1.253411535,26.654,,,,,,,,,,
1547,12/09/2019 16:30,1.255162191,26.553,,,,,,,,,,
1548,12/09/2019 16:45,1.254171831,26.48,,,,,,,,,,
1549,12/09/2019 17:00,1.254076488,26.392,,,,,,,,,,
1550,12/09/2019 17:15,1.252337413,26.277,,,,,,,,,,
1551,12/09/2019 17:30,1.25223054,26.155,,,,,,,,,,
1552,12/09/2019 17:45,1.250339991,26.039,,,,,,,,,,
1553,12/09/2019 18:00,1.250127931,25.948,,,,,,,,,,
1554,12/09/2019 18:15,1.246606564,25.851,,,,,,,,,,
1555,12/09/2019 18:30,1.248923473,25.74,,,,,,,,,,
1556,12/09/2019 18:45,1.246409787,25.642,,,,,,,,,,
1557,12/09/2019 19:00,1.246722683,25.572,,,,,,,,,,
1558,12/09/2019 19:15,1.244811492,25.521,,,,,,,,,,
1559,12/09/2019 19:30,1.24224628,25.484,,,,,,,,,,
1560,12/09/2019 19:45,1.242297072,25.443,,,,,,,,,,
1561,12/09/2019 20:00,1.244308829,25.39,,,,,,,,,,
1562,12/09/2019 20:15,1.239269677,25.316,,,,,,,,,,
1563,12/09/2019 20:30,1.242337421,25.239,,,,,,,,,,
1564,12/09/2019 20:45,1.241018114,25.176,,,,,,,,,,
1565,12/09/2019 21:00,1.241200925,25.119,,,,,,,,,,
1566,12/09/2019 21:15,1.238740167,25.071,,,,,,,,,,
1567,12/09/2019 21:30,1.238747259,25.027,,,,,,,,,,
1568,12/09/2019 21:45,1.238849311,24.982,,,,,,,,,,
1569,12/09/2019 22:00,1.240254616,24.94,,,,,,,,,,
1570,12/09/2019 22:15,1.238587558,24.902,,,,,,,,,,
1571,12/09/2019 22:30,1.238172497,24.871,,,,,,,,,,
1572,12/09/2019 22:45,1.236317271,24.837,,,,,,,,,,
1573,12/09/2019 23:00,1.236179712,24.805,,,,,,,,,,
1574,12/09/2019 23:15,1.238179672,24.775,,,,,,,,,,
1575,12/09/2019 23:30,1.234288711,24.751,,,,,,,,,,
1576,12/09/2019 23:45,1.234892209,24.721,,,,,,,,,,
1577,13/09/2019 00:00,1.234960889,24.69,,,,,,,,,,
1578,13/09/2019 00:15,1.235080643,24.66,,,,,,,,,,
1579,13/09/2019 00:30,1.233243304,24.636,,,,,,,,,,
1580,13/09/2019 00:45,1.229626162,24.612,,,,,,,,,,
1581,13/09/2019 01:00,1.23162225,24.588,,,,,,,,,,
1582,13/09/2019 01:15,1.228777047,24.57,,,,,,,,,,
1583,13/09/2019 01:30,1.23204689,24.557,,,,,,,,,,
1584,13/09/2019 01:45,1.228347234,24.543,,,,,,,,,,
1585,13/09/2019 02:00,1.221701243,24.531,,,,,,,,,,
1586,13/09/2019 02:15,1.22316934,24.519,,,,,,,,,,
1587,13/09/2019 02:30,1.222233108,24.513,,,,,,,,,,
1588,13/09/2019 02:45,1.220993742,24.51,,,,,,,,,,
1589,13/09/2019 03:00,1.218834282,24.509,,,,,,,,,,
1590,13/09/2019 03:15,1.22139866,24.519,,,,,,,,,,
1591,13/09/2019 03:30,1.218524792,24.536,,,,,,,,,,
1592,13/09/2019 03:45,1.220386191,24.551,,,,,,,,,,
1593,13/09/2019 04:00,1.21759078,24.569,,,,,,,,,,
1594,13/09/2019 04:15,1.217511405,24.593,,,,,,,,,,
1595,13/09/2019 04:30,1.215149678,24.632,,,,,,,,,,
1596,13/09/2019 04:45,1.215079346,24.708,,,,,,,,,,
1597,13/09/2019 05:00,1.215529832,24.868,,,,,,,,,,
1598,13/09/2019 05:15,1.214492032,25.043,,,,,,,,,,
1599,13/09/2019 05:30,1.215822869,25.14,,,,,,,,,,
1600,13/09/2019 05:45,1.217747625,25.269,,,,,,,,,,
1601,13/09/2019 06:00,1.216305993,25.306,,,,,,,,,,
1602,13/09/2019 06:15,1.217672036,25.339,,,,,,,,,,
1603,13/09/2019 06:30,1.216466611,25.406,,,,,,,,,,
1604,13/09/2019 06:45,1.217928265,25.47,,,,,,,,,,
1605,13/09/2019 07:00,1.216982456,25.526,,,,,,,,,,
1606,13/09/2019 07:15,1.220412733,25.618,,,,,,,,,,
1607,13/09/2019 07:30,1.222195508,25.736,,,,,,,,,,
1608,13/09/2019 07:45,1.220772698,25.857,,,,,,,,,,
1609,13/09/2019 08:00,1.222039828,25.949,,,,,,,,,,
1610,13/09/2019 08:15,1.224362209,26.037,,,,,,,,,,
1611,13/09/2019 08:30,1.225808195,26.13,,,,,,,,,,
1612,13/09/2019 08:45,1.223390419,26.204,,,,,,,,,,
1613,13/09/2019 09:00,1.226578317,26.285,,,,,,,,,,
1614,13/09/2019 09:15,1.225477628,26.383,,,,,,,,,,
1615,13/09/2019 09:30,1.227057386,26.462,,,,,,,,,,
1616,13/09/2019 09:45,1.227273969,26.579,,,,,,,,,,
1617,13/09/2019 10:00,1.228597062,26.688,,,,,,,,,,
1618,13/09/2019 10:15,1.228925007,26.755,,,,,,,,,,
1619,13/09/2019 10:30,1.227709437,26.8,,,,,,,,,,
1620,13/09/2019 10:45,1.230067676,26.856,,,,,,,,,,
1621,13/09/2019 11:00,1.226794613,26.907,,,,,,,,,,
1622,13/09/2019 11:15,1.231145988,26.92,,,,,,,,,,
1623,13/09/2019 11:30,1.229264216,26.913,,,,,,,,,,
1624,13/09/2019 11:45,1.22780478,26.888,,,,,,,,,,
1625,13/09/2019 12:00,1.228848502,26.85,,,,,,,,,,
1626,13/09/2019 12:15,1.226876558,26.813,,,,,,,,,,
1627,13/09/2019 12:30,1.227144934,26.812,,,,,,,,,,
1628,13/09/2019 12:45,1.230521084,26.837,,,,,,,,,,
1629,13/09/2019 13:00,1.228404406,26.864,,,,,,,,,,
1630,13/09/2019 13:15,1.227645379,26.904,,,,,,,,,,
1631,13/09/2019 13:30,1.22989169,26.926,,,,,,,,,,
1632,13/09/2019 13:45,1.227769572,26.952,,,,,,,,,,
1633,13/09/2019 14:00,1.229289761,26.963,,,,,,,,,,
1634,13/09/2019 14:15,1.227918928,26.961,,,,,,,,,,
1635,13/09/2019 14:30,1.228331772,26.953,,,,,,,,,,
1636,13/09/2019 14:45,1.227852818,26.922,,,,,,,,,,
1637,13/09/2019 15:00,1.228245005,26.88,,,,,,,,,,
1638,13/09/2019 15:15,1.227329881,26.846,,,,,,,,,,
1639,13/09/2019 15:30,1.225878189,26.809,,,,,,,,,,
1640,13/09/2019 15:45,1.22721822,26.755,,,,,,,,,,
1641,13/09/2019 16:00,1.2241842,26.709,,,,,,,,,,
1642,13/09/2019 16:15,1.226380253,26.658,,,,,,,,,,
1643,13/09/2019 16:30,1.22409116,26.608,,,,,,,,,,
1644,13/09/2019 16:45,1.222816938,26.56,,,,,,,,,,
1645,13/09/2019 17:00,1.222209003,26.512,,,,,,,,,,
1646,13/09/2019 17:15,1.22145485,26.469,,,,,,,,,,
1647,13/09/2019 17:30,1.221514952,26.423,,,,,,,,,,
1648,13/09/2019 17:45,1.223144935,26.377,,,,,,,,,,
1649,13/09/2019 18:00,1.222248616,26.328,,,,,,,,,,
1650,13/09/2019 18:15,1.221647689,26.288,,,,,,,,,,
1651,13/09/2019 18:30,1.219188317,26.252,,,,,,,,,,
1652,13/09/2019 18:45,1.220210097,26.215,,,,,,,,,,
1653,13/09/2019 19:00,1.21959829,26.173,,,,,,,,,,
1654,13/09/2019 19:15,1.218141342,26.13,,,,,,,,,,
1655,13/09/2019 19:30,1.218792961,26.082,,,,,,,,,,
1656,13/09/2019 19:45,1.217759735,26.033,,,,,,,,,,
1657,13/09/2019 20:00,1.216175189,25.985,,,,,,,,,,
1658,13/09/2019 20:15,1.215494235,25.937,,,,,,,,,,
1659,13/09/2019 20:30,1.215800772,25.891,,,,,,,,,,
1660,13/09/2019 20:45,1.214437031,25.845,,,,,,,,,,
1661,13/09/2019 21:00,1.214575591,25.8,,,,,,,,,,
1662,13/09/2019 21:15,1.212687728,25.76,,,,,,,,,,
1663,13/09/2019 21:30,1.212086801,25.72,,,,,,,,,,
1664,13/09/2019 21:45,1.211916606,25.682,,,,,,,,,,
1665,13/09/2019 22:00,1.210492295,25.645,,,,,,,,,,
1666,13/09/2019 22:15,1.208642508,25.612,,,,,,,,,,
1667,13/09/2019 22:30,1.209109097,25.582,,,,,,,,,,
1668,13/09/2019 22:45,1.209287303,25.551,,,,,,,,,,
1669,13/09/2019 23:00,1.207738531,25.523,,,,,,,,,,
1670,13/09/2019 23:15,1.208499127,25.49,,,,,,,,,,
1671,13/09/2019 23:30,1.206674971,25.455,,,,,,,,,,
1672,13/09/2019 23:45,1.206475272,25.425,,,,,,,,,,
1673,14/09/2019 00:00,1.206738943,25.403,,,,,,,,,,
1674,14/09/2019 00:15,1.206078832,25.384,,,,,,,,,,
1675,14/09/2019 00:30,1.2065268,25.364,,,,,,,,,,
1676,14/09/2019 00:45,1.20513651,25.345,,,,,,,,,,
1677,14/09/2019 01:00,1.204701074,25.322,,,,,,,,,,
1678,14/09/2019 01:15,1.203058911,25.302,,,,,,,,,,
1679,14/09/2019 01:30,1.201968069,25.281,,,,,,,,,,
1680,14/09/2019 01:45,1.201145419,25.264,,,,,,,,,,
1681,14/09/2019 02:00,1.201921598,25.254,,,,,,,,,,
1682,14/09/2019 02:15,1.202918399,25.251,,,,,,,,,,
1683,14/09/2019 02:30,1.198307409,25.249,,,,,,,,,,
1684,14/09/2019 02:45,1.198581042,25.254,,,,,,,,,,
1685,14/09/2019 03:00,1.198770777,25.257,,,,,,,,,,
1686,14/09/2019 03:15,1.197306553,25.263,,,,,,,,,,
1687,14/09/2019 03:30,1.197773058,25.285,,,,,,,,,,
1688,14/09/2019 03:45,1.200059015,25.321,,,,,,,,,,
1689,14/09/2019 04:00,1.197888323,25.427,,,,,,,,,,
1690,14/09/2019 04:15,1.198548736,25.587,,,,,,,,,,
1691,14/09/2019 04:30,1.198620751,25.664,,,,,,,,,,
1692,14/09/2019 04:45,1.199235695,25.72,,,,,,,,,,
1693,14/09/2019 05:00,1.201990191,25.822,,,,,,,,,,
1694,14/09/2019 05:15,1.201671039,25.963,,,,,,,,,,
1695,14/09/2019 05:30,1.200682096,26.1,,,,,,,,,,
1696,14/09/2019 05:45,1.202254028,26.243,,,,,,,,,,
1697,14/09/2019 06:00,1.2038904,26.371,,,,,,,,,,
1698,14/09/2019 06:15,1.200844148,26.509,,,,,,,,,,
1699,14/09/2019 06:30,1.205050338,26.648,,,,,,,,,,
1700,14/09/2019 06:45,1.20377071,26.797,,,,,,,,,,
1701,14/09/2019 07:00,1.205507948,26.962,,,,,,,,,,
1702,14/09/2019 07:15,1.205594547,27.139,,,,,,,,,,
1703,14/09/2019 07:30,1.206648998,27.306,,,,,,,,,,
1704,14/09/2019 07:45,1.208443953,27.49,,,,,,,,,,
1705,14/09/2019 08:00,1.211259587,27.667,,,,,,,,,,
1706,14/09/2019 08:15,1.211168063,27.823,,,,,,,,,,
1707,14/09/2019 08:30,1.212180748,27.984,,,,,,,,,,
1708,14/09/2019 08:45,1.212547155,28.147,,,,,,,,,,
1709,14/09/2019 09:00,1.211511658,28.309,,,,,,,,,,
1710,14/09/2019 09:15,1.2147677,28.473,,,,,,,,,,
1711,14/09/2019 09:30,1.215031403,28.649,,,,,,,,,,
1712,14/09/2019 09:45,1.217813016,28.808,,,,,,,,,,
1713,14/09/2019 10:00,1.218517863,28.951,,,,,,,,,,
1714,14/09/2019 10:15,1.221334414,29.103,,,,,,,,,,
1715,14/09/2019 10:30,1.219720751,29.152,,,,,,,,,,
1716,14/09/2019 10:45,1.223288771,29.271,,,,,,,,,,
1717,14/09/2019 11:00,1.219283611,29.424,,,,,,,,,,
1718,14/09/2019 11:15,1.22289745,29.538,,,,,,,,,,
1719,14/09/2019 11:30,1.22288335,29.574,,,,,,,,,,
1720,14/09/2019 11:45,1.22320946,29.691,,,,,,,,,,
1721,14/09/2019 12:00,1.223919363,29.746,,,,,,,,,,
1722,14/09/2019 12:15,1.222714939,29.736,,,,,,,,,,
1723,14/09/2019 12:30,1.223376084,29.876,,,,,,,,,,
1724,14/09/2019 12:45,1.221833753,29.772,,,,,,,,,,
1725,14/09/2019 13:00,1.224346006,29.561,,,,,,,,,,
1726,14/09/2019 13:15,1.222034687,29.47,,,,,,,,,,
1727,14/09/2019 13:30,1.220927343,29.451,,,,,,,,,,
1728,14/09/2019 13:45,1.219899555,29.403,,,,,,,,,,
1729,14/09/2019 14:00,1.220798327,29.236,,,,,,,,,,
1730,14/09/2019 14:15,1.218888789,29.14,,,,,,,,,,
1731,14/09/2019 14:30,1.220650507,29.036,,,,,,,,,,
1732,14/09/2019 14:45,1.21772498,28.869,,,,,,,,,,
1733,14/09/2019 15:00,1.216824958,28.722,,,,,,,,,,
1734,14/09/2019 15:15,1.214594584,28.614,,,,,,,,,,
1735,14/09/2019 15:30,1.212589619,28.482,,,,,,,,,,
1736,14/09/2019 15:45,1.214313994,28.351,,,,,,,,,,
1737,14/09/2019 16:00,1.214012596,28.257,,,,,,,,,,
1738,14/09/2019 16:15,1.211860412,28.207,,,,,,,,,,
1739,14/09/2019 16:30,1.211915808,28.14,,,,,,,,,,
1740,14/09/2019 16:45,1.210595851,28.045,,,,,,,,,,
1741,14/09/2019 17:00,1.209628167,27.951,,,,,,,,,,
1742,14/09/2019 17:15,1.21010572,27.871,,,,,,,,,,
1743,14/09/2019 17:30,1.209017447,27.78,,,,,,,,,,
1744,14/09/2019 17:45,1.206233265,27.691,,,,,,,,,,
1745,14/09/2019 18:00,1.208518188,27.606,,,,,,,,,,
1746,14/09/2019 18:15,1.204722272,27.529,,,,,,,,,,
1747,14/09/2019 18:30,1.205628435,27.459,,,,,,,,,,
1748,14/09/2019 18:45,1.205083556,27.384,,,,,,,,,,
1749,14/09/2019 19:00,1.200079345,27.303,,,,,,,,,,
1750,14/09/2019 19:15,1.198317594,27.209,,,,,,,,,,
1751,14/09/2019 19:30,1.195820227,27.114,,,,,,,,,,
1752,14/09/2019 19:45,1.19763634,27.02,,,,,,,,,,
1753,14/09/2019 20:00,1.195544075,26.929,,,,,,,,,,
1754,14/09/2019 20:15,1.194809645,26.846,,,,,,,,,,
1755,14/09/2019 20:30,1.195084279,26.774,,,,,,,,,,
1756,14/09/2019 20:45,1.194194134,26.706,,,,,,,,,,
1757,14/09/2019 21:00,1.194769782,26.639,,,,,,,,,,
1758,14/09/2019 21:15,1.192085082,26.575,,,,,,,,,,
1759,14/09/2019 21:30,1.193069704,26.506,,,,,,,,,,
1760,14/09/2019 21:45,1.191708449,26.442,,,,,,,,,,
1761,14/09/2019 22:00,1.190798114,26.377,,,,,,,,,,
1762,14/09/2019 22:15,1.188847462,26.307,,,,,,,,,,
1763,14/09/2019 22:30,1.188045086,26.235,,,,,,,,,,
1764,14/09/2019 22:45,1.18685568,26.164,,,,,,,,,,
1765,14/09/2019 23:00,1.18531243,26.085,,,,,,,,,,
1766,14/09/2019 23:15,1.184174284,26.01,,,,,,,,,,
1767,14/09/2019 23:30,1.182480945,25.942,,,,,,,,,,
1768,14/09/2019 23:45,1.18164538,25.879,,,,,,,,,,
1769,15/09/2019 00:00,1.180406099,25.824,,,,,,,,,,
1770,15/09/2019 00:15,1.180269275,25.772,,,,,,,,,,
1771,15/09/2019 00:30,1.178316137,25.72,,,,,,,,,,
1772,15/09/2019 00:45,1.176894128,25.67,,,,,,,,,,
1773,15/09/2019 01:00,1.177147838,25.621,,,,,,,,,,
1774,15/09/2019 01:15,1.175200139,25.57,,,,,,,,,,
1775,15/09/2019 01:30,1.178002092,25.523,,,,,,,,,,
1776,15/09/2019 01:45,1.174243335,25.478,,,,,,,,,,
1777,15/09/2019 02:00,1.175816434,25.44,,,,,,,,,,
1778,15/09/2019 02:15,1.173831493,25.409,,,,,,,,,,
1779,15/09/2019 02:30,1.173925618,25.381,,,,,,,,,,
1780,15/09/2019 02:45,1.174961414,25.36,,,,,,,,,,
1781,15/09/2019 03:00,1.173578134,25.349,,,,,,,,,,
1782,15/09/2019 03:15,1.172544641,25.357,,,,,,,,,,
1783,15/09/2019 03:30,1.173352539,25.378,,,,,,,,,,
1784,15/09/2019 03:45,1.17329806,25.42,,,,,,,,,,
1785,15/09/2019 04:00,1.1739969,25.478,,,,,,,,,,
1786,15/09/2019 04:15,1.173002785,25.557,,,,,,,,,,
1787,15/09/2019 04:30,1.173676647,25.649,,,,,,,,,,
1788,15/09/2019 04:45,1.175147528,25.76,,,,,,,,,,
1789,15/09/2019 05:00,1.175308613,25.897,,,,,,,,,,
1790,15/09/2019 05:15,1.17571328,26.062,,,,,,,,,,
1791,15/09/2019 05:30,1.177259397,26.212,,,,,,,,,,
1792,15/09/2019 05:45,1.178791499,26.346,,,,,,,,,,
1793,15/09/2019 06:00,1.180062416,26.484,,,,,,,,,,
1794,15/09/2019 06:15,1.179863669,26.627,,,,,,,,,,
1795,15/09/2019 06:30,1.178993013,26.774,,,,,,,,,,
1796,15/09/2019 06:45,1.180498567,26.935,,,,,,,,,,
1797,15/09/2019 07:00,1.17926928,27.105,,,,,,,,,,
1798,15/09/2019 07:15,1.182666102,27.263,,,,,,,,,,
1799,15/09/2019 07:30,1.182922064,27.451,,,,,,,,,,
1800,15/09/2019 07:45,1.18436069,27.645,,,,,,,,,,
1801,15/09/2019 08:00,1.187407458,27.841,,,,,,,,,,
1802,15/09/2019 08:15,1.186896551,28.034,,,,,,,,,,
1803,15/09/2019 08:30,1.187745046,28.242,,,,,,,,,,
1804,15/09/2019 08:45,1.191117439,28.419,,,,,,,,,,
1805,15/09/2019 09:00,1.192771616,28.609,,,,,,,,,,
1806,15/09/2019 09:15,1.193212608,28.779,,,,,,,,,,
1807,15/09/2019 09:30,1.193117863,28.973,,,,,,,,,,
1808,15/09/2019 09:45,1.192926776,29.156,,,,,,,,,,
1809,15/09/2019 10:00,1.195298497,29.342,,,,,,,,,,
1810,15/09/2019 10:15,1.196612013,29.513,,,,,,,,,,
1811,15/09/2019 10:30,1.198657273,29.691,,,,,,,,,,
1812,15/09/2019 10:45,1.199905514,29.85,,,,,,,,,,
1813,15/09/2019 11:00,1.20056279,29.996,,,,,,,,,,
1814,15/09/2019 11:15,1.200653343,30.115,,,,,,,,,,
1815,15/09/2019 11:30,1.202324924,30.179,,,,,,,,,,
1816,15/09/2019 11:45,1.199624854,30.285,,,,,,,,,,
1817,15/09/2019 12:00,1.201797881,30.364,,,,,,,,,,
1818,15/09/2019 12:15,1.202845123,30.429,,,,,,,,,,
1819,15/09/2019 12:30,1.20386203,30.475,,,,,,,,,,
1820,15/09/2019 12:45,1.203208742,30.469,,,,,,,,,,
1821,15/09/2019 13:00,1.204319309,30.45,,,,,,,,,,
1822,15/09/2019 13:15,1.202553419,30.419,,,,,,,,,,
1823,15/09/2019 13:30,1.205272209,30.35,,,,,,,,,,
1824,15/09/2019 13:45,1.202165255,30.252,,,,,,,,,,
1825,15/09/2019 14:00,1.201954945,30.163,,,,,,,,,,
