Plot Title: p13RG_2024,,,,,,,
#,"Date Heure, GMT+02:00","Tension, V (LGR S/N: 22065191, SEN S/N: 22065191, LBL: pression)","Temp., °C (LGR S/N: 22065191, SEN S/N: 22065191, LBL: temperatue)","Temp., °C (LGR S/N: 22065191, SEN S/N: 22065191, LBL: temperature_in)",Hôte connecté (LGR S/N: 22065191),Arrêté (LGR S/N: 22065191),Fin de fichier (LGR S/N: 22065191)
2900,2011/6/24 16:24,1.5576,11.341,11.307,,,
2901,2011/6/24 16:39,1.55917,11.338,11.303,,,
2902,2011/6/24 16:54,1.55837,11.333,11.297,,,
2903,2011/6/24 17:09,1.5573,11.327,11.291,,,
2904,2011/6/24 17:24,1.5584,11.321,11.285,,,
2905,2011/6/24 17:39,1.55917,11.318,11.282,,,
2906,2011/6/24 17:54,1.55882,11.314,11.277,,,
2907,2011/6/24 18:09,1.55882,11.309,11.272,,,
2908,2011/6/24 18:24,1.55852,11.306,11.269,,,
2909,2011/6/24 18:39,1.55901,11.303,11.265,,,
2910,2011/6/24 18:54,1.5605,11.298,11.26,,,
2911,2011/6/24 19:09,1.55951,11.295,11.257,,,
2912,2011/6/24 19:24,1.56054,11.292,11.254,,,
2913,2011/6/24 19:39,1.55966,11.289,11.251,,,
2914,2011/6/24 19:54,1.56058,11.286,11.248,,,
2915,2011/6/24 20:09,1.55951,11.283,11.245,,,
2916,2011/6/24 20:24,1.55905,11.279,11.241,,,
2917,2011/6/24 20:39,1.55924,11.274,11.234,,,
2918,2011/6/24 20:54,1.56001,11.269,11.23,,,
2919,2011/6/24 21:09,1.55592,11.265,11.224,,,
2920,2011/6/24 21:24,1.55966,11.259,11.218,,,
2921,2011/6/24 21:39,1.55997,11.254,11.21,,,
2922,2011/6/24 21:54,1.55875,11.248,11.204,,,
2923,2011/6/24 22:09,1.55943,11.242,11.198,,,
2924,2011/6/24 22:24,1.5602,11.236,11.19,,,
2925,2011/6/24 22:39,1.55955,11.23,11.184,,,
2926,2011/6/24 22:54,1.55924,11.224,11.178,,,
2927,2011/6/24 23:09,1.55978,11.218,11.172,,,
2928,2011/6/24 23:24,1.55993,11.212,11.166,,,
2929,2011/6/24 23:39,1.55932,11.207,11.16,,,
2930,2011/6/24 23:54,1.55943,11.203,11.155,,,
2931,2011/7/24 0:09,1.56012,11.198,11.149,,,
2932,2011/7/24 0:24,1.55955,11.193,11.145,,,
2933,2011/7/24 0:39,1.55856,11.189,11.142,,,
2934,2011/7/24 0:54,1.55924,11.184,11.137,,,
2935,2011/7/24 1:09,1.5589,11.181,11.134,,,
2936,2011/7/24 1:24,1.55913,11.178,11.132,,,
2937,2011/7/24 1:39,1.55928,11.175,11.131,,,
2938,2011/7/24 1:54,1.55932,11.174,11.129,,,
2939,2011/7/24 2:09,1.55829,11.172,11.128,,,
2940,2011/7/24 2:24,1.55886,11.171,11.128,,,
2941,2011/7/24 2:39,1.55711,11.171,11.128,,,
2942,2011/7/24 2:54,1.55825,11.171,11.128,,,
2943,2011/7/24 3:09,1.55928,11.171,11.129,,,
2944,2011/7/24 3:24,1.55764,11.171,11.131,,,
2945,2011/7/24 3:39,1.55844,11.172,11.134,,,
2946,2011/7/24 3:54,1.55859,11.174,11.136,,,
2947,2011/7/24 4:09,1.55833,11.175,11.139,,,
2948,2011/7/24 4:24,1.55863,11.178,11.142,,,
2949,2011/7/24 4:39,1.55787,11.18,11.143,,,
2950,2011/7/24 4:54,1.55844,11.183,11.146,,,
2951,2011/7/24 5:09,1.55749,11.184,11.149,,,
2952,2011/7/24 5:24,1.55833,11.187,11.152,,,
2953,2011/7/24 5:39,1.55837,11.19,11.157,,,
2954,2011/7/24 5:54,1.55833,11.193,11.16,,,
2955,2011/7/24 6:09,1.55825,11.196,11.163,,,
2956,2011/7/24 6:24,1.55707,11.198,11.166,,,
2957,2011/7/24 6:39,1.55665,11.201,11.169,,,
2958,2011/7/24 6:54,1.55829,11.204,11.172,,,
2959,2011/7/24 7:09,1.5584,11.207,11.177,,,
2960,2011/7/24 7:24,1.55833,11.21,11.18,,,
2961,2011/7/24 7:39,1.55772,11.215,11.184,,,
2962,2011/7/24 7:54,1.55566,11.218,11.189,,,
2963,2011/7/24 8:09,1.55711,11.222,11.193,,,
2964,2011/7/24 8:24,1.55829,11.225,11.198,,,
2965,2011/7/24 8:39,1.55787,11.23,11.203,,,
2966,2011/7/24 8:54,1.55875,11.234,11.209,,,
2967,2011/7/24 9:09,1.55879,11.241,11.215,,,
2968,2011/7/24 9:24,1.55749,11.247,11.222,,,
2969,2011/7/24 9:39,1.55867,11.253,11.23,,,
2970,2011/7/24 9:54,1.5594,11.259,11.238,,,
2971,2011/7/24 10:09,1.55879,11.266,11.245,,,
2972,2011/7/24 10:24,1.55764,11.272,11.251,,,
2973,2011/7/24 10:39,1.55756,11.279,11.257,,,
2974,2011/7/24 10:54,1.55707,11.286,11.266,,,
2975,2011/7/24 11:09,1.55745,11.294,11.276,,,
2976,2011/7/24 11:24,1.55673,11.303,11.286,,,
2977,2011/7/24 11:39,1.55779,11.312,11.297,,,
2978,2011/7/24 11:54,1.55947,11.323,11.309,,,
2979,2011/7/24 12:09,1.5565,11.333,11.32,,,
2980,2011/7/24 12:24,1.55753,11.344,11.332,,,
2981,2011/7/24 12:39,1.55562,11.355,11.346,,,
2982,2011/7/24 12:54,1.55322,11.367,11.358,,,
2983,2011/7/24 13:09,1.55215,11.379,11.371,,,
2984,2011/7/24 13:24,1.55184,11.391,11.385,,,
2985,2011/7/24 13:39,1.55085,11.403,11.397,,,
2986,2011/7/24 13:54,1.55108,11.415,11.411,,,
2987,2011/7/24 14:09,1.55097,11.429,11.426,,,
2988,2011/7/24 14:24,1.55055,11.441,11.438,,,
2989,2011/7/24 14:39,1.55066,11.453,11.452,,,
2990,2011/7/24 14:54,1.55192,11.464,11.463,,,
2991,2011/7/24 15:09,1.55146,11.475,11.473,,,
2992,2011/7/24 15:24,1.55165,11.485,11.484,,,
2993,2011/7/24 15:39,1.55859,11.494,11.491,,,
2994,2011/7/24 15:54,1.55444,11.502,11.499,,,
2995,2011/7/24 16:09,1.55253,11.51,11.505,,,
2996,2011/7/24 16:24,1.55119,11.516,11.513,,,
2997,2011/7/24 16:39,1.55051,11.523,11.519,,,
2998,2011/7/24 16:54,1.55001,11.528,11.522,,,
2999,2011/7/24 17:09,1.54952,11.532,11.525,,,
3000,2011/7/24 17:24,1.54932,11.535,11.526,,,
3001,2011/7/24 17:39,1.5499,11.537,11.528,,,
3002,2011/7/24 17:54,1.55039,11.54,11.529,,,
3003,2011/7/24 18:09,1.55867,11.54,11.529,,,
3004,2011/7/24 18:24,1.55581,11.542,11.532,,,
3005,2011/7/24 18:39,1.55337,11.546,11.537,,,
3006,2011/7/24 18:54,1.55222,11.549,11.54,,,
3007,2011/7/24 19:09,1.55188,11.552,11.538,,,
3008,2011/7/24 19:24,1.55154,11.551,11.537,,,
3009,2011/7/24 19:39,1.55299,11.549,11.532,,,
3010,2011/7/24 19:54,1.55398,11.546,11.525,,,
3011,2011/7/24 20:09,1.55272,11.54,11.514,,,
3012,2011/7/24 20:24,1.55261,11.531,11.502,,,
3013,2011/7/24 20:39,1.55245,11.52,11.488,,,
3014,2011/7/24 20:54,1.55344,11.507,11.467,,,
3015,2011/7/24 21:09,1.55226,11.488,11.443,,,
3016,2011/7/24 21:24,1.55341,11.469,11.417,,,
3017,2011/7/24 21:39,1.55322,11.446,11.388,,,
3018,2011/7/24 21:54,1.55264,11.42,11.356,,,
3019,2011/7/24 22:09,1.55333,11.391,11.321,,,
3020,2011/7/24 22:24,1.55463,11.362,11.289,,,
3021,2011/7/24 22:39,1.55783,11.335,11.26,,,
3022,2011/7/24 22:54,1.55627,11.309,11.234,,,
3023,2011/7/24 23:09,1.55512,11.285,11.206,,,
3024,2011/7/24 23:24,1.55383,11.257,11.175,,,
3025,2011/7/24 23:39,1.55505,11.23,11.145,,,
3026,2011/7/24 23:54,1.55386,11.203,11.114,,,
3027,2011/8/24 0:09,1.55428,11.175,11.085,,,
3028,2011/8/24 0:24,1.55436,11.148,11.055,,,
3029,2011/8/24 0:39,1.55249,11.122,11.026,,,
3030,2011/8/24 0:54,1.55459,11.094,10.998,,,
3031,2011/8/24 1:09,1.55398,11.07,10.971,,,
3032,2011/8/24 1:24,1.55547,11.044,10.944,,,
3033,2011/8/24 1:39,1.5539,11.02,10.918,,,
3034,2011/8/24 1:54,1.55539,10.994,10.89,,,
3035,2011/8/24 2:09,1.55604,10.969,10.863,,,
3036,2011/8/24 2:24,1.55573,10.944,10.837,,,
3037,2011/8/24 2:39,1.55661,10.919,10.811,,,
3038,2011/8/24 2:54,1.55707,10.893,10.785,,,
3039,2011/8/24 3:09,1.55684,10.87,10.764,,,
3040,2011/8/24 3:24,1.5568,10.85,10.744,,,
3041,2011/8/24 3:39,1.5576,10.832,10.725,,,
3042,2011/8/24 3:54,1.55699,10.814,10.709,,,
3043,2011/8/24 4:09,1.55726,10.797,10.69,,,
3044,2011/8/24 4:24,1.55531,10.78,10.675,,,
3045,2011/8/24 4:39,1.55478,10.764,10.658,,,
3046,2011/8/24 4:54,1.5573,10.748,10.643,,,
3047,2011/8/24 5:09,1.5573,10.733,10.629,,,
3048,2011/8/24 5:24,1.55642,10.719,10.615,,,
3049,2011/8/24 5:39,1.55795,10.705,10.602,,,
3050,2011/8/24 5:54,1.55802,10.692,10.589,,,
3051,2011/8/24 6:09,1.55776,10.68,10.579,,,
3052,2011/8/24 6:24,1.55825,10.667,10.568,,,
3053,2011/8/24 6:39,1.55776,10.655,10.556,,,
3054,2011/8/24 6:54,1.55756,10.644,10.545,,,
3055,2011/8/24 7:09,1.55642,10.634,10.536,,,
3056,2011/8/24 7:24,1.55665,10.625,10.527,,,
3057,2011/8/24 7:39,1.55684,10.615,10.518,,,
3058,2011/8/24 7:54,1.55695,10.606,10.51,,,
3059,2011/8/24 8:09,1.5581,10.597,10.502,,,
3060,2011/8/24 8:24,1.55776,10.589,10.495,,,
3061,2011/8/24 8:39,1.55768,10.583,10.488,,,
3062,2011/8/24 8:54,1.5573,10.576,10.482,,,
3063,2011/8/24 9:09,1.5576,10.569,10.478,,,
3064,2011/8/24 9:24,1.55795,10.563,10.475,,,
3065,2011/8/24 9:39,1.55882,10.56,10.472,,,
3066,2011/8/24 9:54,1.55825,10.556,10.47,,,
3067,2011/8/24 10:09,1.5576,10.554,10.467,,,
3068,2011/8/24 10:24,1.5581,10.551,10.466,,,
3069,2011/8/24 10:39,1.55768,10.55,10.464,,,
3070,2011/8/24 10:54,1.55829,10.547,10.462,,,
3071,2011/8/24 11:09,1.55825,10.545,10.461,,,
3072,2011/8/24 11:24,1.55833,10.542,10.459,,,
3073,2011/8/24 11:39,1.55802,10.539,10.458,,,
3074,2011/8/24 11:54,1.55715,10.539,10.459,,,
3075,2011/8/24 12:09,1.55692,10.537,10.459,,,
3076,2011/8/24 12:24,1.55779,10.537,10.461,,,
3077,2011/8/24 12:39,1.55688,10.539,10.462,,,
3078,2011/8/24 12:54,1.5576,10.539,10.466,,,
3079,2011/8/24 13:09,1.55722,10.54,10.469,,,
3080,2011/8/24 13:24,1.55776,10.544,10.472,,,
3081,2011/8/24 13:39,1.54822,10.531,10.447,,,
3082,2011/8/24 13:54,1.54726,10.531,10.456,,,
3083,2011/8/24 14:09,1.54582,10.537,10.462,,,
3084,2011/8/24 14:24,1.54562,10.542,10.469,,,
3085,2011/8/24 14:39,1.54528,10.545,10.473,,,
3086,2011/8/24 14:54,1.54486,10.55,10.479,,,
3087,2011/8/24 15:09,1.54669,10.553,10.485,,,
3088,2011/8/24 15:24,1.54524,10.559,10.492,,,
3089,2011/8/24 15:39,1.54364,10.566,10.496,,,
3090,2011/8/24 15:54,1.54299,10.569,10.499,,,
3091,2011/8/24 16:09,,,,Logged,,
3092,2011/8/24 16:09,1.54822,9.29,9.992,,,
3093,2011/8/24 16:09,,,,,Logged,Logged
