"Titre de tracé : tHobo31"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161)","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161)","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161)","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161)"
430,07/28/15 01:15:00 AM,16.654,16.558,16.106,15.485
431,07/28/15 01:30:00 AM,16.677,16.534,16.106,15.461
432,07/28/15 01:45:00 AM,16.654,16.534,16.129,15.485
433,07/28/15 02:00:00 AM,16.677,16.534,16.129,15.438
434,07/28/15 02:15:00 AM,16.677,16.511,16.106,15.438
435,07/28/15 02:30:00 AM,16.677,16.582,16.129,15.414
436,07/28/15 02:45:00 AM,16.677,16.606,16.129,15.414
437,07/28/15 03:00:00 AM,16.654,16.677,16.106,15.390
438,07/28/15 03:15:00 AM,16.677,16.534,16.129,15.390
439,07/28/15 03:30:00 AM,16.654,16.582,16.296,15.366
440,07/28/15 03:45:00 AM,16.654,16.582,16.272,15.342
441,07/28/15 04:00:00 AM,16.654,16.511,16.272,15.318
442,07/28/15 04:15:00 AM,16.654,16.487,16.296,15.318
443,07/28/15 04:30:00 AM,16.654,16.463,16.296,15.294
444,07/28/15 04:45:00 AM,16.654,16.511,16.272,15.270
445,07/28/15 05:00:00 AM,16.654,16.439,16.296,15.247
446,07/28/15 05:15:00 AM,16.630,16.463,16.296,15.223
447,07/28/15 05:30:00 AM,16.630,16.392,16.272,15.199
448,07/28/15 05:45:00 AM,16.630,16.368,16.272,15.175
449,07/28/15 06:00:00 AM,16.630,16.296,16.272,15.175
450,07/28/15 06:15:00 AM,16.630,16.320,16.272,15.151
451,07/28/15 06:30:00 AM,16.606,16.296,16.272,15.127
452,07/28/15 06:45:00 AM,16.606,16.272,16.272,15.103
453,07/28/15 07:00:00 AM,16.606,16.439,16.272,15.103
454,07/28/15 07:15:00 AM,16.606,16.249,16.272,15.103
455,07/28/15 07:30:00 AM,16.582,16.272,16.272,15.079
456,07/28/15 07:45:00 AM,16.582,16.320,16.272,15.079
457,07/28/15 08:00:00 AM,16.582,16.249,16.272,15.055
458,07/28/15 08:15:00 AM,16.582,16.320,16.272,15.055
459,07/28/15 08:30:00 AM,16.558,16.225,16.249,15.031
460,07/28/15 08:45:00 AM,16.558,16.296,16.249,15.031
461,07/28/15 09:00:00 AM,16.558,16.296,16.249,15.008
462,07/28/15 09:15:00 AM,16.534,16.320,16.249,15.055
463,07/28/15 09:30:00 AM,16.534,16.225,16.249,15.127
464,07/28/15 09:45:00 AM,16.534,16.225,16.249,15.127
465,07/28/15 10:00:00 AM,16.534,16.153,16.249,15.151
466,07/28/15 10:15:00 AM,16.511,16.153,16.225,15.031
467,07/28/15 10:30:00 AM,16.511,16.177,16.225,15.055
468,07/28/15 10:45:00 AM,16.511,16.201,16.225,15.103
469,07/28/15 11:00:00 AM,16.511,16.368,16.225,15.079
470,07/28/15 11:15:00 AM,16.487,16.272,16.225,15.055
471,07/28/15 11:30:00 AM,16.487,16.201,16.201,15.079
472,07/28/15 11:45:00 AM,16.487,16.201,16.201,15.079
473,07/28/15 12:00:00 PM,16.487,16.368,16.201,15.103
474,07/28/15 12:15:00 PM,16.487,16.201,16.201,15.103
475,07/28/15 12:30:00 PM,16.463,16.272,16.201,15.127
476,07/28/15 12:45:00 PM,16.463,16.129,16.201,15.151
477,07/28/15 01:00:00 PM,16.463,16.177,16.201,15.127
478,07/28/15 01:15:00 PM,16.463,16.487,16.177,15.103
479,07/28/15 01:30:00 PM,16.463,16.463,16.177,15.151
480,07/28/15 01:45:00 PM,16.463,16.463,16.177,15.127
481,07/28/15 02:00:00 PM,16.463,16.487,16.177,15.127
482,07/28/15 02:15:00 PM,16.463,16.463,16.177,15.151
483,07/28/15 02:30:00 PM,16.439,16.463,16.177,15.103
484,07/28/15 02:45:00 PM,16.439,16.463,16.177,15.103
485,07/28/15 03:00:00 PM,16.439,16.439,16.177,15.127
486,07/28/15 03:15:00 PM,16.439,16.439,16.177,15.127
487,07/28/15 03:30:00 PM,16.439,16.439,16.153,15.127
488,07/28/15 03:45:00 PM,16.439,16.439,16.177,15.103
489,07/28/15 04:00:00 PM,16.439,16.439,16.177,15.103
490,07/28/15 04:15:00 PM,16.439,16.439,16.177,15.079
491,07/28/15 04:30:00 PM,16.439,16.439,16.177,15.103
492,07/28/15 04:45:00 PM,16.415,16.439,16.153,15.079
493,07/28/15 05:00:00 PM,16.415,16.439,16.153,15.055
494,07/28/15 05:15:00 PM,16.415,16.415,16.153,15.055
495,07/28/15 05:30:00 PM,16.415,16.415,16.153,15.055
496,07/28/15 05:45:00 PM,16.415,16.392,16.153,15.055
497,07/28/15 06:00:00 PM,16.415,16.392,16.153,15.031
498,07/28/15 06:15:00 PM,16.415,16.463,16.153,15.008
499,07/28/15 06:30:00 PM,16.415,16.392,16.153,14.984
500,07/28/15 06:45:00 PM,16.415,16.368,16.153,14.984
501,07/28/15 07:00:00 PM,16.392,16.368,16.129,14.960
502,07/28/15 07:15:00 PM,16.392,16.368,16.153,14.960
503,07/28/15 07:30:00 PM,16.392,16.368,16.129,14.936
504,07/28/15 07:45:00 PM,16.392,16.368,16.129,14.936
505,07/28/15 08:00:00 PM,16.392,16.344,16.129,14.912
506,07/28/15 08:15:00 PM,16.368,16.344,16.129,14.912
507,07/28/15 08:30:00 PM,16.368,16.344,16.106,14.912
508,07/28/15 08:45:00 PM,16.368,16.392,16.129,14.912
509,07/28/15 09:00:00 PM,16.368,16.344,16.129,14.888
510,07/28/15 09:15:00 PM,16.368,16.320,16.129,14.888
511,07/28/15 09:30:00 PM,16.344,16.320,16.106,14.864
512,07/28/15 09:45:00 PM,16.344,16.320,16.106,14.864
513,07/28/15 10:00:00 PM,16.344,16.320,16.106,14.840
514,07/28/15 10:15:00 PM,16.344,16.320,16.106,14.840
515,07/28/15 10:30:00 PM,16.344,16.320,16.082,14.816
516,07/28/15 10:45:00 PM,16.344,16.296,16.082,14.816
517,07/28/15 11:00:00 PM,16.320,16.296,16.082,14.816
518,07/28/15 11:15:00 PM,16.320,16.296,16.082,14.912
519,07/28/15 11:30:00 PM,16.296,16.272,16.082,14.864
520,07/28/15 11:45:00 PM,16.296,16.272,16.058,14.912
521,07/29/15 12:00:00 AM,16.296,16.272,16.058,14.936
522,07/29/15 12:15:00 AM,16.296,16.272,16.058,14.912
523,07/29/15 12:30:00 AM,16.296,16.272,16.058,14.912
524,07/29/15 12:45:00 AM,16.272,16.249,16.058,14.912
525,07/29/15 01:00:00 AM,16.272,16.249,16.034,14.912
526,07/29/15 01:15:00 AM,16.272,16.225,16.034,14.888
527,07/29/15 01:30:00 AM,16.272,16.225,16.034,14.864
528,07/29/15 01:45:00 AM,16.272,16.201,16.034,14.816
529,07/29/15 02:00:00 AM,16.249,16.201,16.034,14.792
530,07/29/15 02:15:00 AM,16.249,16.201,16.010,14.745
531,07/29/15 02:30:00 AM,16.249,16.177,16.010,14.768
532,07/29/15 02:45:00 AM,16.225,16.177,16.010,14.745
533,07/29/15 03:00:00 AM,16.225,16.153,16.010,14.721
534,07/29/15 03:15:00 AM,16.201,16.153,16.010,14.721
535,07/29/15 03:30:00 AM,16.201,16.129,16.010,14.697
536,07/29/15 03:45:00 AM,16.201,16.106,15.986,14.649
537,07/29/15 04:00:00 AM,16.177,16.153,15.986,14.625
538,07/29/15 04:15:00 AM,16.177,16.106,15.986,14.625
539,07/29/15 04:30:00 AM,16.177,16.129,15.986,14.625
540,07/29/15 04:45:00 AM,16.177,16.106,15.986,14.601
541,07/29/15 05:00:00 AM,16.153,16.082,15.963,14.601
542,07/29/15 05:15:00 AM,16.153,16.082,15.963,14.553
543,07/29/15 05:30:00 AM,16.129,16.058,15.963,14.553
544,07/29/15 05:45:00 AM,16.129,16.058,15.963,14.553
545,07/29/15 06:00:00 AM,16.129,16.058,15.939,14.553
546,07/29/15 06:15:00 AM,16.129,16.034,15.939,14.529
547,07/29/15 06:30:00 AM,16.106,16.010,15.939,14.505
548,07/29/15 06:45:00 AM,16.082,16.034,15.915,14.505
549,07/29/15 07:00:00 AM,16.082,16.010,15.915,14.505
550,07/29/15 07:15:00 AM,16.058,15.939,15.915,14.457
551,07/29/15 07:30:00 AM,16.058,15.939,15.915,14.505
552,07/29/15 07:45:00 AM,16.058,15.939,15.891,14.481
553,07/29/15 08:00:00 AM,16.058,15.939,15.891,14.505
554,07/29/15 08:15:00 AM,16.058,15.915,15.891,14.505
555,07/29/15 08:30:00 AM,16.034,15.939,15.891,14.577
556,07/29/15 08:45:00 AM,16.034,15.915,15.915,14.577
557,07/29/15 09:00:00 AM,16.010,15.939,15.891,14.625
558,07/29/15 09:15:00 AM,16.010,15.939,15.891,14.649
559,07/29/15 09:30:00 AM,15.986,15.772,15.867,14.649
560,07/29/15 09:45:00 AM,15.986,15.772,15.867,14.625
561,07/29/15 10:00:00 AM,15.986,15.724,15.867,14.577
562,07/29/15 10:15:00 AM,15.986,15.748,15.867,14.745
563,07/29/15 10:30:00 AM,18.081,15.629,18.461,17.320
564,07/29/15 10:45:00 AM,20.650,21.079,21.939,24.171
