"Titre de tracé : T520"
"#","Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)","Temp., °C (LGR S/N: 10117166, SEN S/N: 10117166, LBL: Température)","Hôte connecté (LGR S/N: 10117166)","Arrêté (LGR S/N: 10117166)","Fin de fichier (LGR S/N: 10117166)"
1222,07/10/16 05:15:00 AM,15.557,15.390,15.055,14.553,,,
1223,07/10/16 05:30:00 AM,15.509,15.366,15.055,14.553,,,
1224,07/10/16 05:45:00 AM,15.461,15.342,15.055,14.577,,,
1225,07/10/16 06:00:00 AM,15.438,15.342,15.055,14.577,,,
1226,07/10/16 06:15:00 AM,15.390,15.318,15.055,14.577,,,
1227,07/10/16 06:30:00 AM,15.342,15.294,15.031,14.577,,,
1228,07/10/16 06:45:00 AM,15.294,15.270,15.031,14.577,,,
1229,07/10/16 07:00:00 AM,15.270,15.270,15.031,14.577,,,
1230,07/10/16 07:15:00 AM,15.223,15.247,15.031,14.577,,,
1231,07/10/16 07:30:00 AM,15.199,15.223,15.008,14.577,,,
1232,07/10/16 07:45:00 AM,15.175,15.199,15.008,14.577,,,
1233,07/10/16 08:00:00 AM,15.151,15.175,14.984,14.577,,,
1234,07/10/16 08:15:00 AM,15.127,15.151,14.984,14.577,,,
1235,07/10/16 08:30:00 AM,15.103,15.151,14.984,14.577,,,
1236,07/10/16 08:45:00 AM,15.079,15.127,14.960,14.577,,,
1237,07/10/16 09:00:00 AM,15.055,15.103,14.960,14.577,,,
1238,07/10/16 09:15:00 AM,15.055,15.079,14.960,14.577,,,
1239,07/10/16 09:30:00 AM,15.055,15.055,14.936,14.577,,,
1240,07/10/16 09:45:00 AM,15.031,15.055,14.936,14.577,,,
1241,07/10/16 10:00:00 AM,15.031,15.031,14.936,14.553,,,
1242,07/10/16 10:15:00 AM,15.031,15.031,14.912,14.553,,,
1243,07/10/16 10:30:00 AM,15.031,15.008,14.912,14.553,,,
1244,07/10/16 10:45:00 AM,15.031,15.008,14.888,14.553,,,
1245,07/10/16 11:00:00 AM,15.055,14.984,14.888,14.553,,,
1246,07/10/16 11:15:00 AM,15.055,14.984,14.888,14.553,,,
1247,07/10/16 11:30:00 AM,15.079,14.960,14.864,14.529,,,
1248,07/10/16 11:45:00 AM,15.103,14.960,14.864,14.529,,,
1249,07/10/16 12:00:00 PM,15.127,14.960,14.864,14.529,,,
1250,07/10/16 12:15:00 PM,15.151,14.960,14.864,14.529,,,
1251,07/10/16 12:30:00 PM,15.175,14.960,14.840,14.529,,,
1252,07/10/16 12:45:00 PM,15.199,14.960,14.840,14.505,,,
1253,07/10/16 01:00:00 PM,15.247,14.984,14.840,14.505,,,
1254,07/10/16 01:15:00 PM,15.294,14.960,14.840,14.529,,,
1255,07/10/16 01:30:00 PM,15.318,14.984,14.840,14.529,,,
1256,07/10/16 01:45:00 PM,15.366,14.984,14.816,14.529,,,
1257,07/10/16 02:00:00 PM,15.414,15.008,14.816,14.529,,,
1258,07/10/16 02:15:00 PM,15.438,15.008,14.816,14.529,,,
1259,07/10/16 02:30:00 PM,15.485,15.031,14.816,14.529,,,
1260,07/10/16 02:45:00 PM,15.533,15.031,14.840,14.529,,,
1261,07/10/16 03:00:00 PM,15.581,15.055,14.840,14.505,,,
1262,07/10/16 03:15:00 PM,15.652,15.079,14.840,14.505,,,
1263,07/10/16 03:30:00 PM,15.700,15.079,14.840,14.529,,,
1264,07/10/16 03:45:00 PM,15.748,15.103,14.840,14.529,,,
1265,07/10/16 04:00:00 PM,15.796,15.127,14.864,14.529,,,
1266,07/10/16 04:15:00 PM,15.867,15.151,14.864,14.505,,,
1267,07/10/16 04:30:00 PM,15.915,15.175,14.864,14.505,,,
1268,07/10/16 04:45:00 PM,15.986,15.199,14.864,14.529,,,
1269,07/10/16 05:00:00 PM,16.034,15.223,14.888,14.529,,,
1270,07/10/16 05:15:00 PM,16.082,15.247,14.912,14.529,,,
1271,07/10/16 05:30:00 PM,16.129,15.270,14.912,14.529,,,
1272,07/10/16 05:45:00 PM,16.177,15.294,14.912,14.529,,,
1273,07/10/16 06:00:00 PM,16.225,15.342,14.936,14.529,,,
1274,07/10/16 06:15:00 PM,16.296,15.366,14.936,14.529,,,
1275,07/10/16 06:30:00 PM,16.344,15.390,14.960,14.529,,,
1276,07/10/16 06:45:00 PM,16.392,15.414,14.984,14.553,,,
1277,07/10/16 07:00:00 PM,16.439,15.438,14.984,14.553,,,
1278,07/10/16 07:15:00 PM,16.487,15.485,15.008,14.553,,,
1279,07/10/16 07:30:00 PM,16.534,15.509,15.031,14.553,,,
1280,07/10/16 07:45:00 PM,16.582,15.533,15.031,14.577,,,
1281,07/10/16 08:00:00 PM,16.606,15.581,15.055,14.577,,,
1282,07/10/16 08:15:00 PM,16.654,15.605,15.079,14.577,,,
1283,07/10/16 08:30:00 PM,16.677,15.629,15.079,14.601,,,
1284,07/10/16 08:45:00 PM,16.701,15.652,15.103,14.601,,,
1285,07/10/16 09:00:00 PM,16.725,15.676,15.127,14.601,,,
1286,07/10/16 09:15:00 PM,16.749,15.700,15.127,14.625,,,
1287,07/10/16 09:30:00 PM,16.749,15.748,15.151,14.625,,,
1288,07/10/16 09:45:00 PM,16.773,15.748,15.175,14.649,,,
1289,07/10/16 10:00:00 PM,16.773,15.796,15.199,14.649,,,
1290,07/10/16 10:15:00 PM,16.773,15.819,15.199,14.649,,,
1291,07/10/16 10:30:00 PM,16.796,15.843,15.223,14.673,,,
1292,07/10/16 10:45:00 PM,16.773,15.843,15.247,14.673,,,
1293,07/10/16 11:00:00 PM,16.773,15.867,15.247,14.673,,,
1294,07/10/16 11:15:00 PM,16.773,15.891,15.270,14.697,,,
1295,07/10/16 11:30:00 PM,16.773,15.891,15.294,14.697,,,
1296,07/10/16 11:45:00 PM,16.749,15.915,15.318,14.721,,,
1297,07/11/16 12:00:00 AM,16.749,15.915,15.318,14.721,,,
1298,07/11/16 12:15:00 AM,16.749,15.915,15.342,14.721,,,
1299,07/11/16 12:30:00 AM,16.725,15.939,15.342,14.745,,,
1300,07/11/16 12:45:00 AM,16.701,15.939,15.342,14.745,,,
1301,07/11/16 01:00:00 AM,16.677,15.939,15.366,14.768,,,
1302,07/11/16 01:15:00 AM,16.677,15.963,15.366,14.768,,,
1303,07/11/16 01:30:00 AM,16.654,15.963,15.390,14.792,,,
1304,07/11/16 01:45:00 AM,16.630,15.963,15.390,14.792,,,
1305,07/11/16 02:00:00 AM,16.606,15.963,15.414,14.792,,,
1306,07/11/16 02:15:00 AM,16.582,15.963,15.414,14.816,,,
1307,07/11/16 02:30:00 AM,16.558,15.963,15.414,14.816,,,
1308,07/11/16 02:45:00 AM,16.511,15.939,15.438,14.816,,,
1309,07/11/16 03:00:00 AM,16.487,15.939,15.438,14.840,,,
1310,07/11/16 03:15:00 AM,16.463,15.939,15.438,14.840,,,
1311,07/11/16 03:30:00 AM,16.439,15.939,15.438,14.864,,,
1312,07/11/16 03:45:00 AM,16.392,15.939,15.438,14.864,,,
1313,07/11/16 04:00:00 AM,16.368,15.915,15.438,14.864,,,
1314,07/11/16 04:15:00 AM,16.320,15.915,15.438,14.864,,,
1315,07/11/16 04:30:00 AM,16.296,15.915,15.438,14.864,,,
1316,07/11/16 04:45:00 AM,16.249,15.891,15.438,14.888,,,
1317,07/11/16 05:00:00 AM,16.225,15.891,15.438,14.888,,,
1318,07/11/16 05:15:00 AM,16.201,15.867,15.438,14.888,,,
1319,07/11/16 05:30:00 AM,16.153,15.867,15.438,14.888,,,
1320,07/11/16 05:45:00 AM,16.106,15.843,15.438,14.912,,,
1321,07/11/16 06:00:00 AM,16.082,15.843,15.438,14.912,,,
1322,07/11/16 06:15:00 AM,16.034,15.819,15.438,14.912,,,
1323,07/11/16 06:30:00 AM,16.010,15.772,15.438,14.912,,,
1324,07/11/16 06:45:00 AM,15.963,15.772,15.438,14.912,,,
1325,07/11/16 07:00:00 AM,15.939,15.748,15.438,14.912,,,
1326,07/11/16 07:15:00 AM,15.915,15.748,15.438,14.912,,,
1327,07/11/16 07:30:00 AM,15.867,15.724,15.414,14.912,,,
1328,07/11/16 07:45:00 AM,15.843,15.700,15.414,14.912,,,
1329,07/11/16 08:00:00 AM,15.796,15.676,15.414,14.936,,,
1330,07/11/16 08:15:00 AM,15.772,15.676,15.414,14.912,,,
1331,07/11/16 08:30:00 AM,15.748,15.652,15.390,14.912,,,
1332,07/11/16 08:45:00 AM,15.724,15.629,15.390,14.936,,,
1333,07/11/16 09:00:00 AM,15.700,15.629,15.390,14.912,,,
1334,07/11/16 09:15:00 AM,15.676,15.605,15.390,14.912,,,
1335,07/11/16 09:30:00 AM,15.652,15.581,15.366,14.912,,,
1336,07/11/16 09:45:00 AM,15.629,15.581,15.342,14.912,,,
1337,07/11/16 10:00:00 AM,15.605,15.557,15.342,14.912,,,
1338,07/11/16 10:15:00 AM,15.605,15.533,15.342,14.912,,,
1339,07/11/16 10:30:00 AM,15.581,15.533,15.318,14.912,,,
1340,07/11/16 10:45:00 AM,15.557,15.509,15.318,14.912,,,
1341,07/11/16 11:00:00 AM,15.557,15.485,15.318,14.912,,,
1342,07/11/16 11:15:00 AM,15.533,15.485,15.294,14.912,,,
1343,07/11/16 11:30:00 AM,15.533,15.461,15.294,14.912,,,
1344,07/11/16 11:45:00 AM,15.533,15.461,15.294,14.888,,,
1345,07/11/16 12:00:00 PM,15.509,15.438,15.294,14.888,,,
1346,07/11/16 12:15:00 PM,15.509,15.438,15.270,14.888,,,
1347,07/11/16 12:30:00 PM,15.509,15.438,15.270,14.912,,,
1348,07/11/16 12:45:00 PM,15.485,15.414,15.247,14.888,,,
1349,07/11/16 01:00:00 PM,15.485,15.414,15.247,14.888,,,
1350,07/11/16 01:15:00 PM,15.485,15.390,15.247,14.888,,,
1351,07/11/16 01:30:00 PM,15.485,15.390,15.247,14.888,,,
1352,07/11/16 01:45:00 PM,15.485,15.390,15.223,14.864,,,
1353,07/11/16 02:00:00 PM,15.485,15.366,15.223,14.864,,,
1354,07/11/16 02:15:00 PM,15.485,15.366,15.223,14.864,,,
1355,07/11/16 02:30:00 PM,15.485,15.366,15.199,14.864,,,
1356,07/11/16 02:45:00 PM,15.509,15.342,15.223,14.864,,,
1357,07/11/16 03:00:00 PM,15.509,15.366,15.199,14.864,,,
1358,07/11/16 03:15:00 PM,15.509,15.342,15.199,14.864,,,
1359,07/11/16 03:30:00 PM,15.509,15.342,15.199,14.840,,,
1360,07/11/16 03:45:00 PM,15.509,15.342,15.175,14.840,,,
1361,07/11/16 04:00:00 PM,15.533,15.342,15.175,14.840,,,
1362,07/11/16 04:15:00 PM,15.533,15.342,15.175,14.840,,,
1363,07/11/16 04:30:00 PM,15.533,15.342,15.175,14.840,,,
1364,07/11/16 04:45:00 PM,15.557,15.318,15.175,14.840,,,
1365,07/11/16 05:00:00 PM,15.557,15.342,15.175,14.840,,,
1366,07/11/16 05:15:00 PM,15.581,15.342,15.175,14.816,,,
1367,07/11/16 05:30:00 PM,15.581,15.342,15.151,14.816,,,
1368,07/11/16 05:45:00 PM,15.581,15.342,15.151,14.816,,,
1369,07/11/16 06:00:00 PM,15.581,15.342,15.151,14.816,,,
1370,07/11/16 06:15:00 PM,15.605,15.342,15.151,14.816,,,
1371,07/11/16 06:30:00 PM,15.605,15.342,15.151,14.816,,,
1372,07/11/16 06:45:00 PM,15.605,15.342,15.151,14.816,,,
1373,07/11/16 07:00:00 PM,15.629,15.342,15.151,14.816,,,
1374,07/11/16 07:15:00 PM,15.629,15.342,15.151,14.816,,,
1375,07/11/16 07:30:00 PM,15.629,15.342,15.151,14.816,,,
1376,07/11/16 07:45:00 PM,15.629,15.342,15.151,14.816,,,
1377,07/11/16 08:00:00 PM,15.629,15.342,15.151,14.816,,,
1378,07/11/16 08:15:00 PM,15.629,15.342,15.151,14.816,,,
1379,07/11/16 08:30:00 PM,15.629,15.342,15.151,14.816,,,
1380,07/11/16 08:45:00 PM,15.629,15.342,15.151,14.816,,,
1381,07/11/16 09:00:00 PM,15.629,15.366,15.151,14.792,,,
1382,07/11/16 09:15:00 PM,15.629,15.366,15.151,14.816,,,
1383,07/11/16 09:30:00 PM,15.629,15.342,15.151,14.792,,,
1384,07/11/16 09:45:00 PM,15.629,15.366,15.151,14.816,,,
1385,07/11/16 10:00:00 PM,15.605,15.366,15.151,14.792,,,
1386,07/11/16 10:15:00 PM,15.581,15.366,15.151,14.792,,,
1387,07/11/16 10:30:00 PM,15.581,15.342,15.151,14.792,,,
1388,07/11/16 10:45:00 PM,15.557,15.342,15.151,14.792,,,
1389,07/11/16 11:00:00 PM,15.533,15.342,15.151,14.792,,,
1390,07/11/16 11:15:00 PM,15.533,15.342,15.151,14.792,,,
1391,07/11/16 11:30:00 PM,15.509,15.342,15.151,14.792,,,
1392,07/11/16 11:45:00 PM,15.485,15.342,15.151,14.792,,,
1393,07/12/16 12:00:00 AM,15.461,15.342,15.151,14.792,,,
1394,07/12/16 12:15:00 AM,15.438,15.318,15.151,14.792,,,
1395,07/12/16 12:30:00 AM,15.414,15.318,15.151,14.816,,,
1396,07/12/16 12:45:00 AM,15.390,15.294,15.151,14.792,,,
1397,07/12/16 01:00:00 AM,15.366,15.294,15.127,14.792,,,
1398,07/12/16 01:15:00 AM,15.342,15.294,15.127,14.792,,,
1399,07/12/16 01:30:00 AM,15.318,15.270,15.127,14.792,,,
1400,07/12/16 01:45:00 AM,15.294,15.270,15.127,14.792,,,
1401,07/12/16 02:00:00 AM,15.247,15.247,15.103,14.792,,,
1402,07/12/16 02:15:00 AM,15.223,15.247,15.103,14.792,,,
1403,07/12/16 02:30:00 AM,15.199,15.223,15.103,14.792,,,
1404,07/12/16 02:45:00 AM,15.175,15.223,15.103,14.792,,,
1405,07/12/16 03:00:00 AM,15.151,15.199,15.103,14.792,,,
1406,07/12/16 03:15:00 AM,15.103,15.199,15.103,14.792,,,
1407,07/12/16 03:30:00 AM,15.079,15.175,15.079,14.768,,,
1408,07/12/16 03:45:00 AM,15.055,15.151,15.079,14.792,,,
1409,07/12/16 04:00:00 AM,15.008,15.151,15.079,14.768,,,
1410,07/12/16 04:15:00 AM,14.984,15.127,15.055,14.768,,,
1411,07/12/16 04:30:00 AM,14.960,15.103,15.055,14.768,,,
1412,07/12/16 04:45:00 AM,14.912,15.103,15.055,14.768,,,
1413,07/12/16 05:00:00 AM,14.888,15.079,15.031,14.768,,,
1414,07/12/16 05:15:00 AM,14.864,15.055,15.031,14.768,,,
1415,07/12/16 05:30:00 AM,14.816,15.031,15.031,14.745,,,
1416,07/12/16 05:45:00 AM,14.792,15.008,15.008,14.745,,,
1417,07/12/16 06:00:00 AM,14.768,15.008,15.008,14.745,,,
1418,07/12/16 06:15:00 AM,14.745,14.984,14.984,14.745,,,
1419,07/12/16 06:30:00 AM,14.697,14.960,14.984,14.745,,,
1420,07/12/16 06:45:00 AM,14.673,14.936,14.960,14.721,,,
1421,07/12/16 07:00:00 AM,14.649,14.936,14.960,14.721,,,
1422,07/12/16 07:15:00 AM,14.625,14.912,14.936,14.721,,,
1423,07/12/16 07:30:00 AM,14.601,14.888,14.936,14.721,,,
1424,07/12/16 07:45:00 AM,14.577,14.864,14.912,14.697,,,
1425,07/12/16 08:00:00 AM,14.553,14.864,14.912,14.697,,,
1426,07/12/16 08:15:00 AM,14.529,14.840,14.888,14.697,,,
1427,07/12/16 08:30:00 AM,14.529,14.816,14.888,14.697,,,
1428,07/12/16 08:45:00 AM,14.505,14.792,14.864,14.697,,,
1429,07/12/16 09:00:00 AM,14.505,14.768,14.864,14.673,,,
1430,07/12/16 09:15:00 AM,14.481,14.768,14.840,14.673,,,
1431,07/12/16 09:30:00 AM,14.481,14.745,14.840,14.673,,,
1432,07/12/16 09:45:00 AM,14.457,14.745,14.816,14.649,,,
1433,07/12/16 10:00:00 AM,14.457,14.721,14.816,14.649,,,
1434,07/12/16 10:15:00 AM,14.457,14.697,14.792,14.649,,,
1435,07/12/16 10:30:00 AM,15.008,14.792,14.816,14.649,,,
1436,07/12/16 10:45:00 AM,17.320,17.296,17.034,17.130,,,
1437,07/12/16 10:49:31 AM,,,,,Enregistré,,
1438,07/12/16 10:49:47 AM,,,,,,Enregistré,Enregistré
