"Titre de tracé : Hobo33"
"#","Date Heure, GMT+02:00","Tension, V (LGR S/N: 10117169, SEN S/N: 10117169)","Temp., °C (LGR S/N: 10117169, SEN S/N: 10117169)"
524,07/29/15 12:45:00 AM,0.55067,14.577
525,07/29/15 01:00:00 AM,0.55067,14.577
526,07/29/15 01:15:00 AM,0.55006,14.553
527,07/29/15 01:30:00 AM,0.55006,14.529
528,07/29/15 01:45:00 AM,0.55006,14.505
529,07/29/15 02:00:00 AM,0.55006,14.505
530,07/29/15 02:15:00 AM,0.55067,14.457
531,07/29/15 02:30:00 AM,0.55006,14.433
532,07/29/15 02:45:00 AM,0.55006,14.409
533,07/29/15 03:00:00 AM,0.55067,14.409
534,07/29/15 03:15:00 AM,0.55006,14.385
535,07/29/15 03:30:00 AM,0.55006,14.361
536,07/29/15 03:45:00 AM,0.55006,14.337
537,07/29/15 04:00:00 AM,0.55006,14.314
538,07/29/15 04:15:00 AM,0.55006,14.290
539,07/29/15 04:30:00 AM,0.55006,14.266
540,07/29/15 04:45:00 AM,0.55006,14.242
541,07/29/15 05:00:00 AM,0.55006,14.218
542,07/29/15 05:15:00 AM,0.55006,14.194
543,07/29/15 05:30:00 AM,0.55006,14.194
544,07/29/15 05:45:00 AM,0.55006,14.170
545,07/29/15 06:00:00 AM,0.54945,14.146
546,07/29/15 06:15:00 AM,0.54945,14.122
547,07/29/15 06:30:00 AM,0.54945,14.098
548,07/29/15 06:45:00 AM,0.54945,14.098
549,07/29/15 07:00:00 AM,0.54945,14.098
550,07/29/15 07:15:00 AM,0.54945,14.074
551,07/29/15 07:30:00 AM,0.54945,14.098
552,07/29/15 07:45:00 AM,0.54945,14.098
553,07/29/15 08:00:00 AM,0.54945,14.098
554,07/29/15 08:15:00 AM,0.54884,14.098
555,07/29/15 08:30:00 AM,0.54884,14.098
556,07/29/15 08:45:00 AM,0.54945,14.146
557,07/29/15 09:00:00 AM,0.54945,14.146
558,07/29/15 09:15:00 AM,0.54884,14.170
559,07/29/15 09:30:00 AM,0.54884,14.194
560,07/29/15 09:45:00 AM,0.54884,14.242
561,07/29/15 10:00:00 AM,0.54884,14.194
562,07/29/15 10:15:00 AM,0.54884,14.625
563,07/29/15 10:30:00 AM,0.55189,28.617
