"Titre de tracé : 21065769"
"#","Date Heure, GMT+01:00","Tension, V (LGR S/N: 21065769, SEN S/N: 21065769, LBL: tension)","Temp., °F (LGR S/N: 21065769, SEN S/N: 21065769, LBL: temperature)","Temp., °F (LGR S/N: 21065769, SEN S/N: 21065769, LBL: temperature boite)","Hôte connecté (LGR S/N: 21065769)","Arrêté (LGR S/N: 21065769)","Fin de fichier (LGR S/N: 21065769)"
991,03/12/22 10:30:00 PM,1.50267,47.782,223.612,,,
992,03/12/22 10:45:00 PM,1.50408,47.750,223.612,,,
993,03/12/22 11:00:00 PM,1.50214,47.727,223.560,,,
994,03/12/22 11:15:00 PM,1.50282,47.705,223.491,,,
995,03/12/22 11:30:00 PM,1.50397,47.683,223.219,,,
996,03/12/22 11:45:00 PM,1.50397,47.658,223.322,,,
997,03/13/22 12:00:00 AM,1.50645,47.635,226.274,,,
998,03/13/22 12:15:00 AM,1.50542,47.613,224.382,,,
999,03/13/22 12:30:00 AM,1.50401,47.584,223.491,,,
1000,03/13/22 12:45:00 AM,1.50553,47.559,223.203,,,
1001,03/13/22 01:00:00 AM,1.50519,47.534,223.084,,,
1002,03/13/22 01:15:00 AM,1.50618,47.503,222.899,,,
1003,03/13/22 01:30:00 AM,1.50584,47.487,222.780,,,
1004,03/13/22 01:45:00 AM,1.50580,47.462,222.764,,,
1005,03/13/22 02:00:00 AM,1.50320,47.442,222.714,,,
1006,03/13/22 02:15:00 AM,1.50698,47.426,223.084,,,
1007,03/13/22 02:30:00 AM,1.50652,47.406,223.153,,,
1008,03/13/22 02:45:00 AM,1.50713,47.392,223.135,,,
1009,03/13/22 03:00:00 AM,1.50519,47.367,222.883,,,
1010,03/13/22 03:15:00 AM,1.50710,47.327,222.865,,,
1011,03/13/22 03:30:00 AM,1.50584,47.266,222.984,,,
1012,03/13/22 03:45:00 AM,1.50530,47.241,222.748,,,
1013,03/13/22 04:00:00 AM,1.50431,47.169,222.780,,,
1014,03/13/22 04:15:00 AM,1.50717,47.106,222.730,,,
1015,03/13/22 04:30:00 AM,1.50744,47.043,222.579,,,
1016,03/13/22 04:45:00 AM,1.50858,46.974,222.429,,,
1017,03/13/22 05:00:00 AM,1.50752,46.909,222.480,,,
1018,03/13/22 05:15:00 AM,1.50961,46.848,222.496,,,
1019,03/13/22 05:30:00 AM,1.50950,46.787,222.579,,,
1020,03/13/22 05:45:00 AM,1.51034,46.728,222.613,,,
1021,03/13/22 06:00:00 AM,1.51091,46.674,222.530,,,
1022,03/13/22 06:15:00 AM,1.51301,46.603,222.462,,,
1023,03/13/22 06:30:00 AM,1.51247,46.537,222.361,,,
1024,03/13/22 06:45:00 AM,1.51186,46.492,222.462,,,
1025,03/13/22 07:00:00 AM,1.51400,46.458,223.306,,,
1026,03/13/22 07:15:00 AM,1.51511,46.416,222.629,,,
1027,03/13/22 07:30:00 AM,1.51423,46.382,222.445,,,
1028,03/13/22 07:45:00 AM,1.51652,46.371,222.262,,,
1029,03/13/22 08:00:00 AM,1.51808,46.386,222.161,,,
1030,03/13/22 08:15:00 AM,1.51625,46.386,222.028,,,
1031,03/13/22 08:30:00 AM,1.51732,46.362,222.161,,,
1032,03/13/22 08:45:00 AM,1.51545,46.441,222.228,,,
1033,03/13/22 09:00:00 AM,1.51648,46.531,222.246,,,
1034,03/13/22 09:15:00 AM,1.51438,46.596,222.262,,,
1035,03/13/22 09:30:00 AM,1.51335,46.711,222.361,,,
1036,03/13/22 09:45:00 AM,1.51339,46.818,222.512,,,
1037,03/13/22 10:00:00 AM,1.51305,46.902,222.647,,,
1038,03/13/22 10:15:00 AM,1.51469,47.034,222.748,,,
1039,03/13/22 10:30:00 AM,1.51297,47.084,222.832,,,
1040,03/13/22 10:45:00 AM,1.51270,47.161,223.119,,,
1041,03/13/22 11:00:00 AM,1.51160,47.224,223.102,,,
1042,03/13/22 11:15:00 AM,1.51072,47.257,223.203,,,
1043,03/13/22 11:30:00 AM,1.51259,47.271,223.254,,,
1044,03/13/22 11:45:00 AM,1.50835,47.277,223.169,,,
1045,03/13/22 12:00:00 PM,1.50961,47.271,223.203,,,
1046,03/13/22 12:15:00 PM,1.50992,47.277,223.338,,,
1047,03/13/22 12:30:00 PM,1.50988,47.302,223.491,,,
1048,03/13/22 12:45:00 PM,1.51320,47.307,224.832,,,
1049,03/13/22 01:00:00 PM,1.51045,47.338,224.452,,,
1050,03/13/22 01:15:00 PM,1.51118,47.377,224.505,,,
1051,03/13/22 01:30:00 PM,1.51076,47.426,225.270,,,
1052,03/13/22 01:45:00 PM,1.50870,47.482,224.004,,,
1053,03/13/22 02:00:00 PM,1.51022,47.527,224.296,,,
1054,03/13/22 02:15:00 PM,1.50847,47.570,224.434,,,
1055,03/13/22 02:30:00 PM,1.50816,47.619,224.937,,,
1056,03/13/22 02:45:00 PM,1.50805,47.683,224.400,,,
1057,03/13/22 03:00:00 PM,1.50813,47.739,224.400,,,
1058,03/13/22 03:15:00 PM,1.50935,47.795,224.694,,,
1059,03/13/22 03:30:00 PM,1.51034,47.844,224.659,,,
1060,03/13/22 03:45:00 PM,1.50488,47.899,227.511,,,
1061,03/13/22 04:00:00 PM,1.50484,47.944,224.937,,,
1062,03/13/22 04:15:00 PM,1.50828,48.018,229.665,,,
1063,03/13/22 04:30:00 PM,1.50683,48.049,231.238,,,
1064,03/13/22 04:45:00 PM,1.50946,48.074,227.313,,,
1065,03/13/22 05:00:00 PM,1.50591,48.096,226.310,,,
1066,03/13/22 05:15:00 PM,1.50755,48.110,225.990,,,
1067,03/13/22 05:30:00 PM,1.50641,48.115,225.637,,,
1068,03/13/22 05:45:00 PM,1.50805,48.117,225.478,,,
1069,03/13/22 06:00:00 PM,1.50755,48.126,225.286,,,
1070,03/13/22 06:15:00 PM,1.50649,48.132,225.129,,,
1071,03/13/22 06:30:00 PM,1.50801,48.126,230.855,,,
1072,03/13/22 06:45:00 PM,1.50973,48.112,226.737,,,
1073,03/13/22 07:00:00 PM,1.51217,48.106,226.026,,,
1074,03/13/22 07:15:00 PM,1.51247,48.106,225.743,,,
1075,03/13/22 07:30:00 PM,1.51343,48.097,225.743,,,
1076,03/13/22 07:45:00 PM,1.51190,48.087,225.514,,,
1077,03/13/22 08:00:00 PM,1.51385,48.074,232.029,,,
1078,03/13/22 08:15:00 PM,1.51438,48.054,230.797,,,
1079,03/13/22 08:30:00 PM,1.51389,48.031,227.295,,,
1080,03/13/22 08:45:00 PM,1.51461,48.006,226.791,,,
1081,03/13/22 09:00:00 PM,1.51816,47.980,226.326,,,
1082,03/13/22 09:15:00 PM,1.51740,47.964,225.867,,,
1083,03/13/22 09:30:00 PM,1.51625,47.944,225.743,,,
1084,03/13/22 09:45:00 PM,1.51656,47.919,225.549,,,
1085,03/13/22 10:00:00 PM,1.51858,47.899,225.673,,,
1086,03/13/22 10:15:00 PM,1.51831,47.878,225.356,,,
1087,03/13/22 10:30:00 PM,1.51835,47.863,226.486,,,
1088,03/13/22 10:45:00 PM,1.51701,47.842,225.392,,,
1089,03/13/22 11:00:00 PM,1.51827,47.817,225.304,,,
1090,03/13/22 11:15:00 PM,1.52010,47.791,225.356,,,
1091,03/13/22 11:30:00 PM,1.52049,47.772,225.234,,,
1092,03/13/22 11:45:00 PM,1.51911,47.741,225.234,,,
1093,03/14/22 12:00:00 AM,1.52296,47.716,225.059,,,
1094,03/14/22 12:15:00 AM,1.52140,47.674,224.832,,,
1095,03/14/22 12:30:00 AM,1.52152,47.626,224.798,,,
1096,03/14/22 12:45:00 AM,1.52537,47.559,224.659,,,
1097,03/14/22 01:00:00 AM,1.52682,47.503,224.677,,,
1098,03/14/22 01:15:00 AM,1.52720,47.439,224.348,,,
1099,03/14/22 01:30:00 AM,1.52625,47.361,224.262,,,
1100,03/14/22 01:45:00 AM,1.52918,47.300,224.022,,,
1101,03/14/22 02:00:00 AM,1.52811,47.257,223.954,,,
1102,03/14/22 02:15:00 AM,1.52712,47.214,223.765,,,
1103,03/14/22 02:30:00 AM,1.52785,47.156,224.296,,,
1104,03/14/22 02:45:00 AM,1.52811,47.104,225.286,,,
1105,03/14/22 03:00:00 AM,1.52796,47.059,223.254,,,
1106,03/14/22 03:15:00 AM,1.53025,47.028,222.562,,,
1107,03/14/22 03:30:00 AM,1.52918,46.989,222.798,,,
1108,03/14/22 03:45:00 AM,1.53071,46.942,222.748,,,
1109,03/14/22 04:00:00 AM,1.53136,46.868,222.798,,,
1110,03/14/22 04:15:00 AM,1.53273,46.794,223.050,,,
1111,03/14/22 04:30:00 AM,1.53048,46.717,222.679,,,
1112,03/14/22 04:45:00 AM,1.53498,46.643,223.306,,,
1113,03/14/22 05:00:00 AM,1.53319,46.571,222.462,,,
1114,03/14/22 05:15:00 AM,1.53189,46.512,222.129,,,
1115,03/14/22 05:30:00 AM,1.53357,46.450,222.062,,,
1116,03/14/22 05:45:00 AM,1.53429,46.382,222.044,,,
1117,03/14/22 06:00:00 AM,1.53407,46.308,221.961,,,
1118,03/14/22 06:15:00 AM,1.53464,46.233,221.878,,,
1119,03/14/22 06:30:00 AM,1.53460,46.166,221.779,,,
1120,03/14/22 06:45:00 AM,1.53643,46.092,221.763,,,
1121,03/14/22 07:00:00 AM,1.53410,46.022,221.895,,,
1122,03/14/22 07:15:00 AM,1.53655,45.943,221.796,,,
1123,03/14/22 07:30:00 AM,1.53723,45.858,221.796,,,
1124,03/14/22 07:45:00 AM,1.53571,45.790,221.614,,,
1125,03/14/22 08:00:00 AM,1.53784,45.745,221.515,,,
1126,03/14/22 08:15:00 AM,1.53765,45.720,221.448,,,
1127,03/14/22 08:30:00 AM,1.54208,45.700,221.481,,,
1128,03/14/22 08:45:00 AM,1.53834,45.703,220.176,,,
1129,03/14/22 09:00:00 AM,1.53964,45.743,220.435,,,
1130,03/14/22 09:15:00 AM,1.53773,45.824,221.697,,,
1131,03/14/22 09:30:00 AM,1.53769,45.790,220.890,,,
1132,03/14/22 09:45:00 AM,1.53803,45.921,221.103,,,
1133,03/14/22 10:00:00 AM,1.53731,46.076,221.218,,,
1134,03/14/22 10:15:00 AM,1.53532,46.231,221.349,,,
1135,03/14/22 10:30:00 AM,1.53254,46.391,221.662,,,
1136,03/14/22 10:45:00 AM,1.53296,46.558,221.995,,,
1137,03/14/22 11:00:00 AM,1.53132,46.744,222.195,,,
1138,03/14/22 11:15:00 AM,1.53174,46.942,222.278,,,
1139,03/14/22 11:30:00 AM,1.53059,47.156,224.159,,,
1140,03/14/22 11:45:00 AM,1.52937,47.367,223.000,,,
1141,03/14/22 12:00:00 PM,1.52796,47.583,223.084,,,
1142,03/14/22 12:15:00 PM,1.52693,47.811,223.441,,,
1143,03/14/22 12:30:00 PM,1.52308,47.964,224.056,,,
1144,03/14/22 12:45:00 PM,1.52308,48.137,224.245,,,
1145,03/14/22 01:00:00 PM,1.52167,48.387,224.434,,,
1146,03/14/22 01:15:00 PM,1.52090,48.461,224.746,,,
1147,03/14/22 01:30:00 PM,1.51831,48.641,225.007,,,
1148,03/14/22 01:45:00 PM,1.51583,48.639,225.883,,,
1149,03/14/22 02:00:00 PM,1.51648,48.799,225.408,,,
1150,03/14/22 02:15:00 PM,1.51553,49.050,225.426,,,
1151,03/14/22 02:30:00 PM,1.51225,49.235,225.725,,,
1152,03/14/22 02:45:00 PM,1.51106,49.408,226.008,,,
1153,03/14/22 03:00:00 PM,1.51122,49.588,226.202,,,
1154,03/14/22 03:15:00 PM,1.50954,49.750,226.791,,,
1155,03/14/22 03:30:00 PM,1.50752,49.869,226.953,,,
1156,03/14/22 03:45:00 PM,1.50530,49.977,227.439,,,
1157,03/14/22 04:00:00 PM,1.50446,50.094,227.948,,,
1158,03/14/22 04:15:00 PM,1.50389,50.191,228.423,,,
1159,03/14/22 04:30:00 PM,1.50458,50.256,228.663,,,
1160,03/14/22 04:45:00 PM,1.50267,50.311,228.112,,,
1161,03/14/22 05:00:00 PM,1.50332,50.383,228.976,,,
1162,03/14/22 05:15:00 PM,1.50290,50.457,228.699,,,
1163,03/14/22 05:30:00 PM,1.50237,50.518,235.620,,,
1164,03/14/22 05:45:00 PM,1.50008,50.556,236.674,,,
1165,03/14/22 06:00:00 PM,1.50122,50.576,238.771,,,
1166,03/14/22 06:15:00 PM,1.50092,50.590,236.032,,,
1167,03/14/22 06:30:00 PM,1.50153,50.603,236.613,,,
1168,03/14/22 06:45:00 PM,1.50237,50.596,234.865,,,
1169,03/14/22 07:00:00 PM,1.50237,50.554,235.069,,,
1170,03/14/22 07:15:00 PM,1.50198,50.486,235.027,,,
1171,03/14/22 07:30:00 PM,1.50271,50.419,233.481,,,
1172,03/14/22 07:45:00 PM,1.50336,50.364,233.343,,,
1173,03/14/22 08:00:00 PM,1.50526,50.308,234.502,,,
1174,03/14/22 08:15:00 PM,1.50553,50.248,233.501,,,
1175,03/14/22 08:30:00 PM,1.50484,50.176,233.244,,,
1176,03/14/22 08:45:00 PM,1.50580,50.110,231.816,,,
1177,03/14/22 09:00:00 PM,1.50744,50.047,231.546,,,
1178,03/14/22 09:15:00 PM,1.50752,50.000,232.399,,,
1179,03/14/22 09:30:00 PM,1.50763,49.959,232.029,,,
1180,03/14/22 09:45:00 PM,1.50706,49.908,232.106,,,
1181,03/14/22 10:00:00 PM,1.50675,49.869,231.816,,,
1182,03/14/22 10:15:00 PM,1.50923,49.825,231.314,,,
1183,03/14/22 10:30:00 PM,1.50946,49.770,230.932,,,
1184,03/14/22 10:45:00 PM,1.51068,49.732,230.646,,,
1185,03/14/22 11:00:00 PM,1.51003,49.678,230.988,,,
1186,03/14/22 11:15:00 PM,1.50931,49.606,230.400,,,
1187,03/14/22 11:30:00 PM,1.51007,49.537,230.077,,,
1188,03/14/22 11:45:00 PM,1.51015,49.476,230.324,,,
1189,03/15/22 12:00:00 AM,1.51240,49.426,230.418,,,
1190,03/15/22 12:15:00 AM,1.51137,49.366,227.984,,,
1191,03/15/22 12:30:00 AM,1.51293,49.312,227.241,,,
1192,03/15/22 12:45:00 AM,1.51141,49.269,226.899,,,
1193,03/15/22 01:00:00 AM,1.51209,49.221,243.595,,,
1194,03/15/22 01:15:00 AM,1.51118,49.163,246.074,,,
1195,03/15/22 01:30:00 AM,1.51144,49.102,245.595,,,
1196,03/15/22 01:45:00 AM,1.51369,49.060,241.408,,,
1197,03/15/22 02:00:00 AM,1.51389,49.028,236.570,,,
1198,03/15/22 02:15:00 AM,1.51373,48.978,233.800,,,
1199,03/15/22 02:30:00 AM,1.51514,48.931,234.140,,,
1200,03/15/22 02:45:00 AM,1.51400,48.891,230.760,,,
1201,03/15/22 03:00:00 AM,1.51339,48.861,229.516,,,
1202,03/15/22 03:15:00 AM,1.51202,48.825,227.928,,,
1203,03/15/22 03:30:00 AM,1.51217,48.789,227.007,,,
1204,03/15/22 03:45:00 AM,1.51278,48.747,226.220,,,
1205,03/15/22 04:00:00 AM,1.51339,48.706,225.883,,,
1206,03/15/22 04:15:00 AM,1.51438,48.670,225.549,,,
1207,03/15/22 04:30:00 AM,1.51411,48.627,226.486,,,
1208,03/15/22 04:45:00 AM,1.51362,48.594,226.044,,,
1209,03/15/22 05:00:00 AM,1.51667,48.555,225.444,,,
1210,03/15/22 05:15:00 AM,1.51556,48.517,225.025,,,
1211,03/15/22 05:30:00 AM,1.51507,48.488,224.764,,,
1212,03/15/22 05:45:00 AM,1.51453,48.461,224.659,,,
1213,03/15/22 06:00:00 AM,1.51659,48.436,224.730,,,
1214,03/15/22 06:15:00 AM,1.51652,48.416,225.813,,,
1215,03/15/22 06:30:00 AM,1.51495,48.385,224.245,,,
1216,03/15/22 06:45:00 AM,1.51320,48.366,224.004,,,
1217,03/15/22 07:00:00 AM,1.51545,48.346,223.714,,,
1218,03/15/22 07:15:00 AM,1.51472,48.330,224.521,,,
1219,03/15/22 07:30:00 AM,1.51518,48.326,227.856,,,
1220,03/15/22 07:45:00 AM,1.51854,48.321,226.666,,,
1221,03/15/22 08:00:00 AM,1.51556,48.313,224.022,,,
1222,03/15/22 08:15:00 AM,1.51797,48.315,225.163,,,
1223,03/15/22 08:30:00 AM,1.51740,48.315,223.799,,,
1224,03/15/22 08:45:00 AM,1.51698,48.319,223.799,,,
1225,03/15/22 09:00:00 AM,1.51717,48.324,224.038,,,
1226,03/15/22 09:15:00 AM,1.51854,48.344,223.680,,,
1227,03/15/22 09:30:00 AM,1.52041,48.357,225.743,,,
1228,03/15/22 09:45:00 AM,1.51930,48.366,223.612,,,
1229,03/15/22 10:00:00 AM,1.51854,48.405,223.407,,,
1230,03/15/22 10:15:00 AM,1.51816,48.432,223.322,,,
1231,03/15/22 10:30:00 AM,1.51854,48.452,223.203,,,
1232,03/15/22 10:45:00 AM,1.51820,48.468,223.491,,,
1233,03/15/22 11:00:00 AM,1.51873,48.479,225.867,,,
1234,03/15/22 11:15:00 AM,1.51637,48.493,225.919,,,
1235,03/15/22 11:30:00 AM,1.51843,48.508,225.901,,,
1236,03/15/22 11:45:00 AM,1.51858,48.522,224.746,,,
1237,03/15/22 12:00:00 PM,1.51781,48.529,224.764,,,
1238,03/15/22 12:15:00 PM,1.51797,48.540,223.833,,,
1239,03/15/22 12:30:00 PM,1.51949,48.560,223.457,,,
1240,03/15/22 12:45:00 PM,1.51652,48.578,223.169,,,
1241,03/15/22 01:00:00 PM,1.51759,48.594,223.169,,,
1242,03/15/22 01:15:00 PM,1.51839,48.619,225.444,,,
1243,03/15/22 01:30:00 PM,1.51759,48.650,223.833,,,
1244,03/15/22 01:45:00 PM,1.51514,48.666,223.509,,,
1245,03/15/22 02:00:00 PM,1.51579,48.691,223.187,,,
1246,03/15/22 02:15:00 PM,1.51602,48.733,223.153,,,
1247,03/15/22 02:30:00 PM,1.51335,48.783,223.509,,,
1248,03/15/22 02:45:00 PM,1.51488,48.841,223.954,,,
1249,03/15/22 03:00:00 PM,1.51556,48.900,223.441,,,
1250,03/15/22 03:15:00 PM,1.51297,48.952,223.441,,,
1251,03/15/22 03:30:00 PM,1.51350,49.028,223.254,,,
1252,03/15/22 03:45:00 PM,1.51301,49.089,223.135,,,
1253,03/15/22 04:00:00 PM,1.51411,49.163,223.034,,,
1254,03/15/22 04:15:00 PM,1.51461,49.203,223.254,,,
1255,03/15/22 04:30:00 PM,1.51186,49.239,223.594,,,
1256,03/15/22 04:45:00 PM,1.51068,49.269,223.407,,,
1257,03/15/22 05:00:00 PM,1.50992,49.287,223.867,,,
1258,03/15/22 05:15:00 PM,1.51278,49.316,223.407,,,
1259,03/15/22 05:30:00 PM,1.51106,49.330,224.487,,,
1260,03/15/22 05:45:00 PM,1.51289,49.343,224.816,,,
1261,03/15/22 06:00:00 PM,1.51144,49.357,223.731,,,
1262,03/15/22 06:15:00 PM,1.51179,49.366,223.356,,,
1263,03/15/22 06:30:00 PM,1.51354,49.372,223.425,,,
1264,03/15/22 06:45:00 PM,1.51263,49.374,222.899,,,
1265,03/15/22 07:00:00 PM,1.51331,49.372,222.814,,,
1266,03/15/22 07:15:00 PM,1.51396,49.368,222.967,,,
1267,03/15/22 07:30:00 PM,1.51221,49.363,222.899,,,
1268,03/15/22 07:45:00 PM,1.51446,49.359,222.764,,,
1269,03/15/22 08:00:00 PM,1.51427,49.357,222.496,,,
1270,03/15/22 08:15:00 PM,1.51610,49.354,222.411,,,
1271,03/15/22 08:30:00 PM,1.51358,49.354,222.294,,,
1272,03/15/22 08:45:00 PM,1.51389,49.352,223.765,,,
1273,03/15/22 09:00:00 PM,1.51484,49.352,222.899,,,
1274,03/15/22 09:15:00 PM,1.51305,49.352,222.697,,,
1275,03/15/22 09:30:00 PM,1.51343,49.348,222.832,,,
1276,03/15/22 09:45:00 PM,1.51305,49.341,222.798,,,
1277,03/15/22 10:00:00 PM,1.51457,49.323,222.764,,,
1278,03/15/22 10:15:00 PM,1.51492,49.305,223.219,,,
1279,03/15/22 10:30:00 PM,1.51415,49.275,222.764,,,
1280,03/15/22 10:45:00 PM,1.51415,49.246,222.629,,,
1281,03/15/22 11:00:00 PM,1.51667,49.213,223.203,,,
1282,03/15/22 11:15:00 PM,1.51499,49.185,222.798,,,
1283,03/15/22 11:30:00 PM,1.51675,49.156,223.068,,,
1284,03/15/22 11:45:00 PM,1.51385,49.125,239.378,,,
1285,03/16/22 12:00:00 AM,1.51591,49.086,226.827,,,
1286,03/16/22 12:15:00 AM,1.51740,49.046,224.782,,,
1287,03/16/22 12:30:00 AM,1.51541,49.005,225.408,,,
1288,03/16/22 12:45:00 AM,1.51785,48.983,224.850,,,
1289,03/16/22 01:00:00 AM,1.51919,48.963,223.747,,,
1290,03/16/22 01:15:00 AM,1.51614,48.942,223.169,,,
1291,03/16/22 01:30:00 AM,1.51896,48.913,223.322,,,
1292,03/16/22 01:45:00 AM,1.51686,48.888,222.613,,,
1293,03/16/22 02:00:00 AM,1.51717,48.875,223.018,,,
1294,03/16/22 02:15:00 AM,1.51755,48.859,222.496,,,
1295,03/16/22 02:30:00 AM,1.51926,48.839,222.361,,,
1296,03/16/22 02:45:00 AM,1.51694,48.819,223.988,,,
1297,03/16/22 03:00:00 AM,1.51434,48.798,222.597,,,
1298,03/16/22 03:15:00 AM,1.51637,48.769,222.312,,,
1299,03/16/22 03:30:00 AM,1.51911,48.731,223.237,,,
1300,03/16/22 03:45:00 AM,1.51942,48.697,222.530,,,
1301,03/16/22 04:00:00 AM,1.51740,48.652,223.119,,,
1302,03/16/22 04:15:00 AM,1.51537,48.601,223.612,,,
1303,03/16/22 04:30:00 AM,1.51934,48.555,223.525,,,
1304,03/16/22 04:45:00 AM,1.51892,48.502,223.322,,,
1305,03/16/22 05:00:00 AM,1.51881,48.448,223.799,,,
1306,03/16/22 05:15:00 AM,1.52163,48.394,224.227,,,
1307,03/16/22 05:30:00 AM,1.52232,48.344,225.322,,,
1308,03/16/22 05:45:00 AM,1.52045,48.295,226.558,,,
1309,03/16/22 06:00:00 AM,1.52296,48.243,228.477,,,
1310,03/16/22 06:15:00 AM,1.52140,48.191,228.976,,,
1311,03/16/22 06:30:00 AM,1.52388,48.157,229.348,,,
1312,03/16/22 06:45:00 AM,1.52354,48.117,229.534,,,
1313,03/16/22 07:00:00 AM,1.52632,48.085,228.681,,,
1314,03/16/22 07:15:00 AM,1.52594,48.060,233.580,,,
1315,03/16/22 07:30:00 AM,1.52560,48.036,231.028,,,
1316,03/16/22 07:45:00 AM,1.52640,48.018,229.384,,,
1317,03/16/22 08:00:00 AM,1.52697,48.009,228.699,,,
1318,03/16/22 08:15:00 AM,1.52613,48.009,229.161,,,
1319,03/16/22 08:30:00 AM,1.52659,48.015,230.173,,,
1320,03/16/22 08:45:00 AM,1.52724,48.031,229.928,,,
1321,03/16/22 09:00:00 AM,1.52579,48.049,230.533,,,
1322,03/16/22 09:15:00 AM,1.52445,48.074,228.902,,,
1323,03/16/22 09:30:00 AM,1.52461,48.105,229.815,,,
1324,03/16/22 09:45:00 AM,1.52632,48.130,228.772,,,
1325,03/16/22 10:00:00 AM,1.52312,48.157,228.571,,,
1326,03/16/22 10:15:00 AM,1.52476,48.198,228.405,,,
1327,03/16/22 10:30:00 AM,1.52377,48.254,228.699,,,
1328,03/16/22 10:45:00 AM,1.52487,48.321,229.683,,,
1329,03/16/22 11:00:00 AM,1.52361,48.387,228.625,,,
1330,03/16/22 11:15:00 AM,1.52377,48.463,228.625,,,
1331,03/16/22 11:30:00 AM,1.52674,48.547,228.405,,,
1332,03/16/22 11:45:00 AM,1.52293,48.639,227.584,,,
1333,03/16/22 12:00:00 PM,1.52163,48.724,226.540,,,
1334,03/16/22 12:15:00 PM,1.52358,48.825,225.901,,,
1335,03/16/22 12:30:00 PM,1.51968,48.936,225.795,,,
1336,03/16/22 12:45:00 PM,1.51919,49.051,225.637,,,
1337,03/16/22 01:00:00 PM,1.51785,49.219,226.238,,,
1338,03/16/22 01:15:00 PM,1.51686,49.368,225.990,,,
1339,03/16/22 01:30:00 PM,1.51431,49.482,226.486,,,
1340,03/16/22 01:45:00 PM,1.51209,49.593,225.532,,,
1341,03/16/22 02:00:00 PM,1.51278,49.676,225.444,,,
1342,03/16/22 02:15:00 PM,1.51007,49.755,225.077,,,
1343,03/16/22 02:30:00 PM,1.50862,49.861,224.973,,,
1344,03/16/22 02:45:00 PM,1.50996,49.966,225.095,,,
1345,03/16/22 03:00:00 PM,1.50896,50.047,224.902,,,
1346,03/16/22 03:15:00 PM,1.51030,50.130,225.129,,,
1347,03/16/22 03:30:00 PM,1.50782,50.198,225.567,,,
1348,03/16/22 03:45:00 PM,1.50816,50.259,225.252,,,
1349,03/16/22 04:00:00 PM,1.50797,50.317,225.972,,,
1350,03/16/22 04:15:00 PM,1.50774,50.356,225.937,,,
1351,03/16/22 04:30:00 PM,1.50668,50.403,228.515,,,
1352,03/16/22 04:45:00 PM,1.50587,50.430,225.707,,,
1353,03/16/22 05:00:00 PM,1.50381,50.450,225.619,,,
1354,03/16/22 05:15:00 PM,1.50412,50.466,225.567,,,
1355,03/16/22 05:30:00 PM,1.50683,50.482,225.514,,,
1356,03/16/22 05:45:00 PM,1.50340,50.493,225.867,,,
1357,03/16/22 06:00:00 PM,1.50511,50.499,225.867,,,
1358,03/16/22 06:15:00 PM,1.50198,50.504,227.025,,,
1359,03/16/22 06:30:00 PM,1.50416,50.509,228.790,,,
1360,03/16/22 06:45:00 PM,1.50504,50.509,228.477,,,
1361,03/16/22 07:00:00 PM,1.50683,50.509,225.990,,,
1362,03/16/22 07:15:00 PM,1.50443,50.504,225.338,,,
1363,03/16/22 07:30:00 PM,1.50484,50.502,224.937,,,
1364,03/16/22 07:45:00 PM,1.50641,50.499,224.505,,,
1365,03/16/22 08:00:00 PM,1.50572,50.497,224.227,,,
1366,03/16/22 08:15:00 PM,1.50679,50.497,223.954,,,
1367,03/16/22 08:30:00 PM,1.50595,50.491,223.920,,,
1368,03/16/22 08:45:00 PM,1.50694,50.486,223.815,,,
1369,03/16/22 09:00:00 PM,1.50782,50.479,223.696,,,
1370,03/16/22 09:15:00 PM,1.50851,50.468,223.680,,,
1371,03/16/22 09:30:00 PM,1.50862,50.452,223.543,,,
1372,03/16/22 09:45:00 PM,1.51106,50.432,223.390,,,
1373,03/16/22 10:00:00 PM,1.50614,50.410,223.322,,,
1374,03/16/22 10:15:00 PM,1.51194,50.383,222.883,,,
1375,03/16/22 10:30:00 PM,1.51091,50.356,222.328,,,
1376,03/16/22 10:45:00 PM,1.51186,50.328,222.312,,,
1377,03/16/22 11:00:00 PM,1.51247,50.311,222.361,,,
1378,03/16/22 11:15:00 PM,1.51274,50.297,222.579,,,
1379,03/16/22 11:30:00 PM,1.51320,50.292,222.462,,,
1380,03/16/22 11:45:00 PM,1.51751,50.301,222.328,,,
1381,03/17/22 12:00:00 AM,1.51766,50.284,222.512,,,
1382,03/17/22 12:15:00 AM,1.51846,50.266,222.395,,,
1383,03/17/22 12:30:00 AM,1.51411,50.243,222.798,,,
1384,03/17/22 12:45:00 AM,1.51846,50.223,222.849,,,
1385,03/17/22 01:00:00 AM,1.51896,50.196,222.462,,,
1386,03/17/22 01:15:00 AM,1.51751,50.166,222.345,,,
1387,03/17/22 01:30:00 AM,1.52007,50.126,222.328,,,
1388,03/17/22 01:45:00 AM,1.51865,50.083,222.278,,,
1389,03/17/22 02:00:00 AM,1.52079,50.038,222.145,,,
1390,03/17/22 02:15:00 AM,1.52232,49.987,222.028,,,
1391,03/17/22 02:30:00 AM,1.52083,49.941,223.714,,,
1392,03/17/22 02:45:00 AM,1.52113,49.887,222.094,,,
1393,03/17/22 03:00:00 AM,1.52239,49.842,221.812,,,
1394,03/17/22 03:15:00 AM,1.52434,49.804,222.078,,,
1395,03/17/22 03:30:00 AM,1.52422,49.768,221.796,,,
