dates,Temp_profondeur_10,Temp_profondeur_20,Temp_profondeur_30,Temp_profondeur_40
23-07-2015 14:00,18.319,17.938,18.247,18.39
23-07-2015 14:15,18.224,17.653,17.915,17.986
23-07-2015 14:30,18.105,17.558,17.796,17.796
23-07-2015 14:45,18.081,17.534,17.748,17.748
23-07-2015 15:00,18.057,17.51,17.724,17.724
23-07-2015 15:15,18.057,17.51,17.701,17.701
23-07-2015 15:30,18.057,17.51,17.701,17.677
23-07-2015 15:45,18.057,17.486,17.677,17.677
23-07-2015 16:00,18.057,17.486,17.677,17.653
23-07-2015 16:15,18.057,17.486,17.677,17.653
23-07-2015 16:30,18.033,17.486,17.677,17.629
23-07-2015 16:45,18.057,17.486,17.653,17.629
23-07-2015 17:00,18.057,17.486,17.653,17.629
23-07-2015 17:15,18.057,17.486,17.653,17.629
23-07-2015 17:30,18.057,17.486,17.653,17.629
23-07-2015 17:45,18.057,17.486,17.653,17.629
23-07-2015 18:00,18.057,17.486,17.653,17.605
23-07-2015 18:15,18.057,17.486,17.653,17.605
23-07-2015 18:30,18.057,17.51,17.653,17.605
23-07-2015 18:45,18.081,17.486,17.629,17.605
23-07-2015 19:00,18.081,17.486,17.629,17.605
23-07-2015 19:15,18.057,17.51,17.629,17.605
23-07-2015 19:30,18.081,17.486,17.629,17.582
23-07-2015 19:45,18.057,17.486,17.629,17.605
23-07-2015 20:00,18.057,17.51,17.629,17.605
23-07-2015 20:15,18.057,17.486,17.629,17.582
23-07-2015 20:30,18.057,17.486,17.629,17.582
23-07-2015 20:45,18.057,17.51,17.629,17.582
23-07-2015 21:00,18.033,17.486,17.629,17.582
23-07-2015 21:15,18.033,17.486,17.629,17.582
23-07-2015 21:30,18.01,17.486,17.629,17.582
23-07-2015 21:45,18.01,17.486,17.629,17.582
23-07-2015 22:00,17.986,17.486,17.629,17.582
23-07-2015 22:15,17.986,17.486,17.629,17.582
23-07-2015 22:30,17.962,17.463,17.629,17.582
23-07-2015 22:45,17.962,17.463,17.605,17.582
23-07-2015 23:00,17.915,17.463,17.605,17.582
