"Date Heure, GMT+01:00",Température 1 (°C),Température 2 (°C),Température 3 (°C),Température 4 (°C)
16/06/28 19:15,14.888,14.314,14.098,13.882
16/06/28 19:30,14.912,14.337,14.098,13.882
16/06/28 19:45,14.936,14.361,14.098,13.882
16/06/28 20:00,14.96,14.361,14.122,13.882
16/06/28 20:15,14.984,14.385,14.122,13.882
16/06/28 20:30,15.008,14.409,14.146,13.882
16/06/28 20:45,15.008,14.433,14.146,13.882
16/06/28 21:00,15.031,14.457,14.146,13.906
16/06/28 21:15,15.031,14.457,14.17,13.906
16/06/28 21:30,15.055,14.481,14.17,13.906
16/06/28 21:45,15.055,14.481,14.194,13.906
16/06/28 22:00,15.055,14.505,14.194,13.906
16/06/28 22:15,15.055,14.505,14.218,13.906
16/06/28 22:30,15.055,14.529,14.218,13.93
16/06/28 22:45,15.031,14.529,14.218,13.93
16/06/28 23:00,15.031,14.553,14.242,13.93
16/06/28 23:15,15.031,14.553,14.242,13.93
16/06/28 23:30,15.008,14.553,14.242,13.954
16/06/28 23:45,15.008,14.553,14.266,13.954
16/06/29 00:00,14.984,14.577,14.266,13.954
16/06/29 00:15,14.984,14.577,14.29,13.954
16/06/29 00:30,14.96,14.577,14.29,13.978
16/06/29 00:45,14.936,14.577,14.29,13.978
16/06/29 01:00,14.936,14.577,14.29,13.978
16/06/29 01:15,14.912,14.577,14.314,13.978
16/06/29 01:30,14.888,14.577,14.314,14.002
16/06/29 01:45,14.864,14.577,14.314,14.002
16/06/29 02:00,14.864,14.577,14.314,14.002
16/06/29 02:15,14.84,14.577,14.314,14.002
16/06/29 02:30,14.816,14.577,14.314,14.002
16/06/29 02:45,14.792,14.553,14.314,14.002
16/06/29 03:00,14.768,14.553,14.337,14.002
16/06/29 03:15,14.745,14.553,14.337,14.002
16/06/29 03:30,14.721,14.553,14.337,14.026
16/06/29 03:45,14.721,14.553,14.337,14.026
16/06/29 04:00,14.673,14.529,14.337,14.026
16/06/29 04:15,14.649,14.529,14.337,14.026
16/06/29 04:30,14.625,14.529,14.337,14.026
16/06/29 04:45,14.601,14.505,14.314,14.026
16/06/29 05:00,14.577,14.505,14.337,14.026
16/06/29 05:15,14.553,14.481,14.337,14.026
16/06/29 05:30,14.505,14.481,14.314,14.026
16/06/29 05:45,14.481,14.481,14.314,14.026
16/06/29 06:00,14.457,14.457,14.314,14.05
16/06/29 06:15,14.409,14.457,14.314,14.026
16/06/29 06:30,14.385,14.433,14.314,14.05
16/06/29 06:45,14.361,14.433,14.29,14.05
16/06/29 07:00,14.337,14.409,14.314,14.05
16/06/29 07:15,14.314,14.385,14.29,14.05
16/06/29 07:30,14.266,14.385,14.29,14.026
16/06/29 07:45,14.242,14.361,14.266,14.026
16/06/29 08:00,14.242,14.361,14.266,14.05
16/06/29 08:15,14.194,14.337,14.266,14.026
16/06/29 08:30,14.194,14.314,14.266,14.026
