"Titre de tracé : p36_t"
"#","Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10117164, SEN S/N: 10117164)","Temp., °C (LGR S/N: 10117164, SEN S/N: 10117164)","Temp., °C (LGR S/N: 10117164, SEN S/N: 10117164)","Temp., °C (LGR S/N: 10117164, SEN S/N: 10117164)","Hôte connecté (LGR S/N: 10117164)","Arrêté (LGR S/N: 10117164)","Fin de fichier (LGR S/N: 10117164)"
1507,07/28/16 06:30:00 AM,17.011,16.939,16.725,379.278,,,
1508,07/28/16 06:45:00 AM,16.987,16.939,16.725,379.278,,,
1509,07/28/16 07:00:00 AM,16.987,16.915,16.725,424.791,,,
1510,07/28/16 07:15:00 AM,16.963,16.915,16.701,379.278,,,
1511,07/28/16 07:30:00 AM,16.939,16.892,16.701,424.791,,,
1512,07/28/16 07:45:00 AM,16.939,16.892,16.701,379.278,,,
1513,07/28/16 08:00:00 AM,16.915,16.868,16.701,379.278,,,
1514,07/28/16 08:15:00 AM,16.892,16.868,16.701,379.278,,,
1515,07/28/16 08:30:00 AM,16.892,16.844,16.677,379.278,,,
1516,07/28/16 08:45:00 AM,16.892,16.844,16.677,379.278,,,
1517,07/28/16 09:00:00 AM,16.868,16.820,16.677,379.278,,,
1518,07/28/16 09:15:00 AM,16.868,16.820,16.677,379.278,,,
1519,07/28/16 09:30:00 AM,16.844,16.796,16.654,379.278,,,
1520,07/28/16 09:45:00 AM,16.844,16.796,16.654,379.278,,,
1521,07/28/16 10:00:00 AM,16.844,16.796,16.654,379.278,,,
1522,07/28/16 10:15:00 AM,16.844,16.773,16.654,379.278,,,
1523,07/28/16 10:30:00 AM,16.844,16.773,16.630,379.278,,,
1524,07/28/16 10:45:00 AM,16.844,16.773,16.630,379.278,,,
1525,07/28/16 11:00:00 AM,16.844,16.773,16.630,379.278,,,
1526,07/28/16 11:15:00 AM,16.844,16.749,16.606,379.278,,,
1527,07/28/16 11:30:00 AM,16.844,16.749,16.606,379.278,,,
1528,07/28/16 11:45:00 AM,16.868,16.749,16.606,379.278,,,
1529,07/28/16 12:00:00 PM,16.868,16.749,16.606,424.791,,,
1530,07/28/16 12:15:00 PM,16.892,16.749,16.606,379.278,,,
1531,07/28/16 12:30:00 PM,16.892,16.725,16.582,379.278,,,
1532,07/28/16 12:45:00 PM,16.915,16.725,16.582,379.278,,,
1533,07/28/16 01:00:00 PM,16.915,16.725,16.582,379.278,,,
1534,07/28/16 01:15:00 PM,16.939,16.725,16.582,379.278,,,
1535,07/28/16 01:30:00 PM,16.963,16.749,16.582,379.278,,,
1536,07/28/16 01:45:00 PM,16.987,16.749,16.558,379.278,,,
1537,07/28/16 02:00:00 PM,17.011,16.725,16.558,379.278,,,
1538,07/28/16 02:15:00 PM,17.034,16.749,16.558,379.278,,,
1539,07/28/16 02:30:00 PM,17.058,16.749,16.558,379.278,,,
1540,07/28/16 02:45:00 PM,17.082,16.749,16.558,424.791,,,
1541,07/28/16 03:00:00 PM,17.130,16.749,16.558,379.278,,,
1542,07/28/16 03:15:00 PM,17.153,16.773,16.558,379.278,,,
1543,07/28/16 03:30:00 PM,17.201,16.773,16.558,379.278,,,
1544,07/28/16 03:45:00 PM,17.225,16.773,16.558,379.278,,,
1545,07/28/16 04:00:00 PM,17.249,16.796,16.558,379.278,,,
1546,07/28/16 04:15:00 PM,17.296,16.796,16.558,379.278,,,
1547,07/28/16 04:30:00 PM,17.344,16.820,16.534,379.278,,,
1548,07/28/16 04:45:00 PM,17.368,16.844,16.558,379.278,,,
1549,07/28/16 05:00:00 PM,17.415,16.844,16.558,379.278,,,
1550,07/28/16 05:15:00 PM,17.439,16.868,16.558,379.278,,,
1551,07/28/16 05:30:00 PM,17.463,16.892,16.558,379.278,,,
1552,07/28/16 05:45:00 PM,17.486,16.892,16.558,379.278,,,
1553,07/28/16 06:00:00 PM,17.510,16.915,16.558,379.278,,,
1554,07/28/16 06:15:00 PM,17.558,16.939,16.582,379.278,,,
1555,07/28/16 06:30:00 PM,17.582,16.939,16.582,379.278,,,
1556,07/28/16 06:45:00 PM,17.605,16.963,16.582,379.278,,,
1557,07/28/16 07:00:00 PM,17.629,16.987,16.582,379.278,,,
1558,07/28/16 07:15:00 PM,17.629,16.987,16.582,379.278,,,
1559,07/28/16 07:30:00 PM,17.677,17.011,16.582,379.278,,,
1560,07/28/16 07:45:00 PM,17.677,17.034,16.582,379.278,,,
1561,07/28/16 08:00:00 PM,17.701,17.034,16.606,379.278,,,
1562,07/28/16 08:15:00 PM,17.701,17.058,16.606,379.278,,,
1563,07/28/16 08:30:00 PM,17.724,17.058,16.630,379.278,,,
1564,07/28/16 08:45:00 PM,17.724,17.082,16.606,379.278,,,
1565,07/28/16 09:00:00 PM,17.724,17.082,16.630,379.278,,,
1566,07/28/16 09:15:00 PM,17.724,17.106,16.630,379.278,,,
1567,07/28/16 09:30:00 PM,17.724,17.130,16.630,379.278,,,
1568,07/28/16 09:45:00 PM,17.724,17.130,16.654,379.278,,,
1569,07/28/16 10:00:00 PM,17.724,17.130,16.654,379.278,,,
1570,07/28/16 10:15:00 PM,17.724,17.153,16.654,379.278,,,
1571,07/28/16 10:30:00 PM,17.724,17.153,16.654,379.278,,,
1572,07/28/16 10:45:00 PM,17.701,17.153,16.677,379.278,,,
1573,07/28/16 11:00:00 PM,17.677,17.153,16.677,379.278,,,
1574,07/28/16 11:15:00 PM,17.677,17.153,16.677,379.278,,,
1575,07/28/16 11:30:00 PM,17.653,17.177,16.677,379.278,,,
1576,07/28/16 11:45:00 PM,17.653,17.153,16.677,379.278,,,
1577,07/29/16 12:00:00 AM,17.629,17.153,16.701,424.791,,,
1578,07/29/16 12:15:00 AM,17.605,17.153,16.701,424.791,,,
1579,07/29/16 12:30:00 AM,17.605,17.153,16.701,379.278,,,
1580,07/29/16 12:45:00 AM,17.582,17.153,16.701,379.278,,,
1581,07/29/16 01:00:00 AM,17.558,17.153,16.701,379.278,,,
1582,07/29/16 01:15:00 AM,17.558,17.153,16.725,379.278,,,
1583,07/29/16 01:30:00 AM,17.534,17.153,16.725,379.278,,,
1584,07/29/16 01:45:00 AM,17.510,17.153,16.725,424.791,,,
1585,07/29/16 02:00:00 AM,17.486,17.153,16.725,379.278,,,
1586,07/29/16 02:15:00 AM,17.463,17.130,16.725,379.278,,,
1587,07/29/16 02:30:00 AM,17.463,17.130,16.725,379.278,,,
1588,07/29/16 02:45:00 AM,17.439,17.130,16.725,379.278,,,
1589,07/29/16 03:00:00 AM,17.415,17.106,16.725,379.278,,,
1590,07/29/16 03:15:00 AM,17.415,17.106,16.725,379.278,,,
1591,07/29/16 03:30:00 AM,17.391,17.106,16.725,379.278,,,
1592,07/29/16 03:45:00 AM,17.368,17.106,16.725,379.278,,,
1593,07/29/16 04:00:00 AM,17.344,17.082,16.725,379.278,,,
1594,07/29/16 04:15:00 AM,17.320,17.082,16.725,379.278,,,
1595,07/29/16 04:30:00 AM,17.296,17.058,16.725,379.278,,,
1596,07/29/16 04:45:00 AM,17.296,17.058,16.725,379.278,,,
1597,07/29/16 05:00:00 AM,17.272,17.058,16.725,379.278,,,
1598,07/29/16 05:15:00 AM,17.272,17.034,16.725,379.278,,,
1599,07/29/16 05:30:00 AM,17.249,17.034,16.725,424.791,,,
1600,07/29/16 05:45:00 AM,17.225,17.034,16.725,379.278,,,
1601,07/29/16 06:00:00 AM,17.201,17.011,16.701,379.278,,,
1602,07/29/16 06:15:00 AM,17.177,17.011,16.701,379.278,,,
1603,07/29/16 06:30:00 AM,17.177,17.011,16.701,379.278,,,
1604,07/29/16 06:45:00 AM,17.153,16.987,16.701,379.278,,,
1605,07/29/16 07:00:00 AM,17.153,16.987,16.701,424.791,,,
1606,07/29/16 07:15:00 AM,17.130,16.963,16.701,424.791,,,
1607,07/29/16 07:30:00 AM,17.106,16.963,16.701,379.278,,,
1608,07/29/16 07:45:00 AM,17.106,16.963,16.701,424.791,,,
1609,07/29/16 08:00:00 AM,17.082,16.939,16.701,424.791,,,
1610,07/29/16 08:15:00 AM,17.082,16.939,16.677,379.278,,,
1611,07/29/16 08:30:00 AM,17.058,16.939,16.677,379.278,,,
1612,07/29/16 08:45:00 AM,17.058,16.915,16.677,424.791,,,
1613,07/29/16 09:00:00 AM,17.058,16.915,16.677,424.791,,,
1614,07/29/16 09:15:00 AM,17.058,16.892,16.677,424.791,,,
1615,07/29/16 09:30:00 AM,17.058,16.892,16.677,379.278,,,
1616,07/29/16 09:45:00 AM,17.058,16.892,16.654,379.278,,,
1617,07/29/16 10:00:00 AM,17.058,16.892,16.654,379.278,,,
1618,07/29/16 10:15:00 AM,17.058,16.868,16.654,379.278,,,
1619,07/29/16 10:30:00 AM,17.082,16.868,16.654,379.278,,,
1620,07/29/16 10:45:00 AM,17.082,16.868,16.654,379.278,,,
1621,07/29/16 11:00:00 AM,17.106,16.868,16.654,424.791,,,
1622,07/29/16 11:15:00 AM,17.106,16.868,16.630,379.278,,,
1623,07/29/16 11:30:00 AM,17.130,16.868,16.630,424.791,,,
1624,07/29/16 11:45:00 AM,17.153,16.868,16.630,379.278,,,
1625,07/29/16 12:00:00 PM,17.153,16.868,16.630,424.791,,,
1626,07/29/16 12:15:00 PM,17.177,16.868,16.630,379.278,,,
1627,07/29/16 12:30:00 PM,17.201,16.868,16.630,379.278,,,
1628,07/29/16 12:45:00 PM,17.225,16.868,16.630,379.278,,,
1629,07/29/16 01:00:00 PM,17.225,16.868,16.630,379.278,,,
1630,07/29/16 01:15:00 PM,17.249,16.892,16.606,379.278,,,
1631,07/29/16 01:30:00 PM,17.272,16.892,16.606,379.278,,,
1632,07/29/16 01:45:00 PM,17.296,16.892,16.606,379.278,,,
1633,07/29/16 02:00:00 PM,17.320,16.892,16.606,379.278,,,
1634,07/29/16 02:15:00 PM,17.368,16.915,16.606,379.278,,,
1635,07/29/16 02:30:00 PM,17.391,16.915,16.606,424.791,,,
1636,07/29/16 02:45:00 PM,17.415,16.939,16.606,379.278,,,
1637,07/29/16 03:00:00 PM,17.439,16.939,16.606,379.278,,,
1638,07/29/16 03:15:00 PM,17.486,16.939,16.606,379.278,,,
1639,07/29/16 03:30:00 PM,17.510,16.963,16.606,379.278,,,
1640,07/29/16 03:45:00 PM,17.558,16.963,16.630,379.278,,,
1641,07/29/16 04:00:00 PM,17.582,16.987,16.606,379.278,,,
1642,07/29/16 04:15:00 PM,17.629,16.987,16.630,379.278,,,
1643,07/29/16 04:30:00 PM,17.677,17.011,16.630,379.278,,,
1644,07/29/16 04:45:00 PM,17.653,17.034,16.630,379.278,,,
1645,07/29/16 05:00:00 PM,17.629,17.034,16.630,379.278,,,
1646,07/29/16 05:15:00 PM,17.915,17.058,16.630,379.278,,,
1647,07/29/16 05:30:00 PM,17.938,17.082,16.630,379.278,,,
1648,07/29/16 05:45:00 PM,17.986,17.106,16.630,379.278,,,
1649,07/29/16 06:00:00 PM,17.986,17.130,16.654,379.278,,,
1650,07/29/16 06:15:00 PM,18.033,17.130,16.654,379.278,,,
1651,07/29/16 06:30:00 PM,18.057,17.153,16.654,379.278,,,
1652,07/29/16 06:45:00 PM,18.081,17.177,16.654,379.278,,,
1653,07/29/16 07:00:00 PM,18.081,17.177,16.677,424.791,,,
1654,07/29/16 07:15:00 PM,18.105,17.201,16.677,379.278,,,
1655,07/29/16 07:30:00 PM,18.129,17.225,16.677,379.278,,,
1656,07/29/16 07:45:00 PM,18.057,17.249,16.701,379.278,,,
1657,07/29/16 08:00:00 PM,18.057,17.249,16.701,379.278,,,
1658,07/29/16 08:15:00 PM,18.081,17.272,16.701,379.278,,,
1659,07/29/16 08:30:00 PM,18.105,17.296,16.725,379.278,,,
1660,07/29/16 08:45:00 PM,18.105,17.320,16.725,379.278,,,
1661,07/29/16 09:00:00 PM,18.105,17.320,16.725,379.278,,,
1662,07/29/16 09:15:00 PM,18.057,17.344,16.749,379.278,,,
1663,07/29/16 09:30:00 PM,18.033,17.368,16.749,379.278,,,
1664,07/29/16 09:45:00 PM,18.010,17.368,16.749,379.278,,,
1665,07/29/16 10:00:00 PM,18.010,17.368,16.773,379.278,,,
1666,07/29/16 10:15:00 PM,17.986,17.391,16.773,379.278,,,
1667,07/29/16 10:30:00 PM,17.962,17.391,16.773,379.278,,,
1668,07/29/16 10:45:00 PM,17.962,17.391,16.796,379.278,,,
1669,07/29/16 11:00:00 PM,17.938,17.415,16.796,379.278,,,
1670,07/29/16 11:15:00 PM,17.938,17.415,16.796,379.278,,,
1671,07/29/16 11:30:00 PM,17.915,17.415,16.820,379.278,,,
1672,07/29/16 11:45:00 PM,17.891,17.415,16.820,379.278,,,
1673,07/30/16 12:00:00 AM,17.867,17.415,16.820,379.278,,,
1674,07/30/16 12:15:00 AM,17.843,17.415,16.820,424.791,,,
1675,07/30/16 12:30:00 AM,17.819,17.415,16.844,379.278,,,
1676,07/30/16 12:45:00 AM,17.796,17.415,16.844,379.278,,,
1677,07/30/16 01:00:00 AM,17.772,17.415,16.844,424.791,,,
1678,07/30/16 01:15:00 AM,17.748,17.415,16.844,379.278,,,
1679,07/30/16 01:30:00 AM,17.724,17.391,16.844,424.791,,,
1680,07/30/16 01:45:00 AM,17.701,17.391,16.868,379.278,,,
1681,07/30/16 02:00:00 AM,17.677,17.391,16.868,379.278,,,
1682,07/30/16 02:15:00 AM,17.653,17.391,16.868,379.278,,,
1683,07/30/16 02:30:00 AM,17.629,17.368,16.868,424.791,,,
1684,07/30/16 02:45:00 AM,17.605,17.368,16.868,379.278,,,
1685,07/30/16 03:00:00 AM,17.582,17.368,16.868,379.278,,,
1686,07/30/16 03:15:00 AM,17.534,17.344,16.868,424.791,,,
1687,07/30/16 03:30:00 AM,17.510,17.344,16.868,379.278,,,
1688,07/30/16 03:45:00 AM,17.486,17.344,16.868,379.278,,,
1689,07/30/16 04:00:00 AM,17.558,17.320,16.868,379.278,,,
1690,07/30/16 04:15:00 AM,17.558,17.320,16.868,379.278,,,
1691,07/30/16 04:30:00 AM,17.558,17.296,16.868,379.278,,,
1692,07/30/16 04:45:00 AM,17.510,17.296,16.868,379.278,,,
1693,07/30/16 05:00:00 AM,17.486,17.272,16.868,379.278,,,
1694,07/30/16 05:15:00 AM,17.463,17.272,16.868,379.278,,,
1695,07/30/16 05:30:00 AM,17.439,17.249,16.868,379.278,,,
1696,07/30/16 05:45:00 AM,17.391,17.249,16.868,424.791,,,
1697,07/30/16 06:00:00 AM,17.320,17.225,16.868,379.278,,,
1698,07/30/16 06:15:00 AM,17.272,17.225,16.868,379.278,,,
1699,07/30/16 06:30:00 AM,17.130,17.201,16.868,424.791,,,
1700,07/30/16 06:45:00 AM,17.106,17.177,16.844,379.278,,,
1701,07/30/16 07:00:00 AM,17.106,17.177,16.844,379.278,,,
1702,07/30/16 07:15:00 AM,17.082,17.153,16.844,424.791,,,
1703,07/30/16 07:30:00 AM,17.058,17.153,16.844,379.278,,,
1704,07/30/16 07:45:00 AM,17.034,17.130,16.844,379.278,,,
1705,07/30/16 08:00:00 AM,17.011,17.106,16.820,379.278,,,
1706,07/30/16 08:15:00 AM,16.987,17.106,16.820,379.278,,,
1707,07/30/16 08:30:00 AM,16.963,17.082,16.820,379.278,,,
1708,07/30/16 08:45:00 AM,16.963,17.082,16.820,424.791,,,
1709,07/30/16 09:00:00 AM,16.939,17.058,16.820,424.791,,,
1710,07/30/16 09:15:00 AM,16.915,17.034,16.796,379.278,,,
1711,07/30/16 09:30:00 AM,16.915,17.034,16.796,379.278,,,
1712,07/30/16 09:45:00 AM,16.939,17.011,16.796,379.278,,,
1713,07/30/16 10:00:00 AM,16.939,17.011,16.796,379.278,,,
1714,07/30/16 10:15:00 AM,16.939,16.987,16.773,379.278,,,
1715,07/30/16 10:30:00 AM,16.939,16.987,16.773,424.791,,,
1716,07/30/16 10:45:00 AM,16.939,16.987,16.773,424.791,,,
1717,07/30/16 11:00:00 AM,16.963,16.963,16.749,424.791,,,
1718,07/30/16 11:15:00 AM,16.987,16.963,16.749,379.278,,,
1719,07/30/16 11:30:00 AM,16.987,16.963,16.749,379.278,,,
1720,07/30/16 11:45:00 AM,16.987,16.963,16.749,379.278,,,
1721,07/30/16 12:00:00 PM,17.011,16.963,16.749,424.791,,,
1722,07/30/16 12:15:00 PM,17.011,16.963,16.725,379.278,,,
1723,07/30/16 12:30:00 PM,17.011,16.963,16.725,424.791,,,
1724,07/30/16 12:45:00 PM,17.082,16.963,16.725,379.278,,,
1725,07/30/16 01:00:00 PM,17.058,16.963,16.725,379.278,,,
1726,07/30/16 01:15:00 PM,17.082,16.963,16.725,379.278,,,
1727,07/30/16 01:30:00 PM,17.082,16.963,16.725,379.278,,,
1728,07/30/16 01:45:00 PM,17.106,16.963,16.701,379.278,,,
1729,07/30/16 02:00:00 PM,17.130,16.963,16.701,424.791,,,
1730,07/30/16 02:15:00 PM,17.130,16.987,16.701,379.278,,,
1731,07/30/16 02:30:00 PM,17.177,16.987,16.701,379.278,,,
1732,07/30/16 02:45:00 PM,17.201,16.987,16.701,379.278,,,
1733,07/30/16 03:00:00 PM,17.225,17.011,16.701,379.278,,,
1734,07/30/16 03:15:00 PM,17.272,17.011,16.701,379.278,,,
1735,07/30/16 03:30:00 PM,17.296,17.034,16.701,379.278,,,
1736,07/30/16 03:45:00 PM,17.320,17.058,16.701,379.278,,,
1737,07/30/16 04:00:00 PM,17.368,17.058,16.701,379.278,,,
1738,07/30/16 04:15:00 PM,17.391,17.058,16.701,379.278,,,
1739,07/30/16 04:30:00 PM,17.415,17.082,16.701,379.278,,,
1740,07/30/16 04:45:00 PM,17.439,17.082,16.701,379.278,,,
1741,07/30/16 05:00:00 PM,17.463,17.106,16.701,379.278,,,
1742,07/30/16 05:15:00 PM,17.486,17.130,16.701,379.278,,,
1743,07/30/16 05:30:00 PM,17.510,17.130,16.725,379.278,,,
1744,07/30/16 05:45:00 PM,17.534,17.153,16.725,379.278,,,
1745,07/30/16 06:00:00 PM,17.558,17.153,16.725,379.278,,,
1746,07/30/16 06:15:00 PM,17.582,17.177,16.725,379.278,,,
1747,07/30/16 06:30:00 PM,17.605,17.201,16.725,379.278,,,
1748,07/30/16 06:45:00 PM,17.629,17.201,16.725,379.278,,,
1749,07/30/16 07:00:00 PM,17.629,17.225,16.749,379.278,,,
1750,07/30/16 07:15:00 PM,17.653,17.225,16.749,379.278,,,
1751,07/30/16 07:30:00 PM,17.653,17.249,16.749,379.278,,,
1752,07/30/16 07:45:00 PM,17.677,17.249,16.749,379.278,,,
1753,07/30/16 08:00:00 PM,17.677,17.272,16.773,379.278,,,
1754,07/30/16 08:15:00 PM,17.701,17.272,16.773,424.791,,,
1755,07/30/16 08:30:00 PM,17.701,17.296,16.773,379.278,,,
1756,07/30/16 08:45:00 PM,17.701,17.296,16.773,379.278,,,
1757,07/30/16 09:00:00 PM,17.701,17.296,16.773,379.278,,,
1758,07/30/16 09:15:00 PM,17.701,17.320,16.796,379.278,,,
1759,07/30/16 09:30:00 PM,17.701,17.320,16.796,379.278,,,
1760,07/30/16 09:45:00 PM,17.677,17.320,16.796,379.278,,,
1761,07/30/16 10:00:00 PM,17.677,17.344,16.820,379.278,,,
1762,07/30/16 10:15:00 PM,17.653,17.344,16.820,379.278,,,
1763,07/30/16 10:30:00 PM,17.653,17.344,16.820,379.278,,,
1764,07/30/16 10:45:00 PM,17.629,17.344,16.820,424.791,,,
1765,07/30/16 11:00:00 PM,17.629,17.344,16.820,424.791,,,
1766,07/30/16 11:15:00 PM,17.605,17.344,16.820,379.278,,,
1767,07/30/16 11:30:00 PM,17.582,17.344,16.844,379.278,,,
1768,07/30/16 11:45:00 PM,17.582,17.344,16.844,424.791,,,
1769,07/31/16 12:00:00 AM,17.558,17.344,16.844,424.791,,,
1770,07/31/16 12:15:00 AM,17.534,17.320,16.844,379.278,,,
1771,07/31/16 12:30:00 AM,17.534,17.320,16.844,379.278,,,
1772,07/31/16 12:45:00 AM,17.510,17.320,16.844,379.278,,,
1773,07/31/16 01:00:00 AM,17.486,17.320,16.844,379.278,,,
1774,07/31/16 01:15:00 AM,17.486,17.320,16.844,424.791,,,
1775,07/31/16 01:30:00 AM,17.463,17.296,16.868,379.278,,,
1776,07/31/16 01:45:00 AM,17.439,17.296,16.868,379.278,,,
1777,07/31/16 02:00:00 AM,17.415,17.296,16.868,424.791,,,
1778,07/31/16 02:15:00 AM,17.415,17.272,16.868,424.791,,,
1779,07/31/16 02:30:00 AM,17.368,17.272,16.868,379.278,,,
1780,07/31/16 02:45:00 AM,17.368,17.249,16.868,424.791,,,
1781,07/31/16 03:00:00 AM,17.344,17.249,16.844,379.278,,,
1782,07/31/16 03:15:00 AM,17.320,17.225,16.844,424.791,,,
1783,07/31/16 03:30:00 AM,17.272,17.225,16.844,379.278,,,
1784,07/31/16 03:45:00 AM,17.249,17.201,16.844,379.278,,,
1785,07/31/16 04:00:00 AM,17.225,17.201,16.844,379.278,,,
1786,07/31/16 04:15:00 AM,17.177,17.177,16.844,424.791,,,
1787,07/31/16 04:30:00 AM,17.130,17.177,16.844,379.278,,,
1788,07/31/16 04:45:00 AM,17.106,17.153,16.844,379.278,,,
1789,07/31/16 05:00:00 AM,17.082,17.130,16.844,424.791,,,
1790,07/31/16 05:15:00 AM,17.034,17.130,16.844,424.791,,,
1791,07/31/16 05:30:00 AM,16.987,17.106,16.820,424.791,,,
1792,07/31/16 05:45:00 AM,16.963,17.082,16.820,424.791,,,
1793,07/31/16 06:00:00 AM,16.915,17.082,16.820,379.278,,,
1794,07/31/16 06:15:00 AM,16.892,17.058,16.820,379.278,,,
1795,07/31/16 06:30:00 AM,16.868,17.058,16.820,424.791,,,
1796,07/31/16 06:45:00 AM,16.820,17.034,16.796,379.278,,,
1797,07/31/16 07:00:00 AM,16.796,17.011,16.796,379.278,,,
1798,07/31/16 07:15:00 AM,16.773,17.011,16.796,424.791,,,
1799,07/31/16 07:30:00 AM,16.749,16.987,16.773,379.278,,,
1800,07/31/16 07:45:00 AM,16.725,16.963,16.773,424.791,,,
1801,07/31/16 08:00:00 AM,16.701,16.939,16.773,379.278,,,
1802,07/31/16 08:15:00 AM,16.701,16.939,16.773,379.278,,,
1803,07/31/16 08:30:00 AM,16.677,16.915,16.749,379.278,,,
1804,07/31/16 08:45:00 AM,16.677,16.915,16.749,379.278,,,
1805,07/31/16 09:00:00 AM,16.677,16.892,16.749,424.791,,,
1806,07/31/16 09:15:00 AM,16.677,16.892,16.749,424.791,,,
1807,07/31/16 09:30:00 AM,16.677,16.868,16.725,379.278,,,
1808,07/31/16 09:45:00 AM,16.701,16.844,16.725,379.278,,,
1809,07/31/16 10:00:00 AM,16.701,16.844,16.701,379.278,,,
1810,07/31/16 10:15:00 AM,16.701,16.844,16.701,379.278,,,
1811,07/31/16 10:30:00 AM,16.677,16.820,16.701,379.278,,,
1812,07/31/16 10:45:00 AM,16.701,16.796,16.701,379.278,,,
1813,07/31/16 11:00:00 AM,16.677,16.796,16.677,379.278,,,
1814,07/31/16 11:15:00 AM,16.701,16.796,16.677,379.278,,,
1815,07/31/16 11:30:00 AM,16.701,16.796,16.677,379.278,,,
1816,07/31/16 11:45:00 AM,16.725,16.796,16.654,424.791,,,
1817,07/31/16 12:00:00 PM,16.701,16.773,16.654,379.278,,,
1818,07/31/16 12:15:00 PM,16.725,16.773,16.654,424.791,,,
1819,07/31/16 12:30:00 PM,16.725,16.773,16.654,424.791,,,
1820,07/31/16 12:45:00 PM,16.725,16.773,16.630,379.278,,,
1821,07/31/16 01:00:00 PM,16.749,16.773,16.630,379.278,,,
1822,07/31/16 01:15:00 PM,16.749,16.796,16.630,379.278,,,
1823,07/31/16 01:30:00 PM,16.773,16.796,16.630,379.278,,,
1824,07/31/16 01:45:00 PM,16.796,16.796,16.630,379.278,,,
1825,07/31/16 02:00:00 PM,16.820,16.796,16.606,379.278,,,
1826,07/31/16 02:15:00 PM,16.844,16.796,16.606,379.278,,,
1827,07/31/16 02:30:00 PM,16.868,16.820,16.606,379.278,,,
1828,07/31/16 02:45:00 PM,16.892,16.820,16.606,379.278,,,
1829,07/31/16 03:00:00 PM,16.915,16.820,16.606,379.278,,,
1830,07/31/16 03:15:00 PM,16.939,16.844,16.606,379.278,,,
1831,07/31/16 03:30:00 PM,16.963,16.844,16.606,379.278,,,
1832,07/31/16 03:45:00 PM,16.987,16.868,16.606,379.278,,,
1833,07/31/16 04:00:00 PM,17.011,16.868,16.606,379.278,,,
1834,07/31/16 04:15:00 PM,17.034,16.892,16.606,424.791,,,
1835,07/31/16 04:30:00 PM,17.082,16.892,16.606,379.278,,,
1836,07/31/16 04:45:00 PM,17.082,16.892,16.606,379.278,,,
1837,07/31/16 05:00:00 PM,17.106,16.915,16.606,379.278,,,
1838,07/31/16 05:15:00 PM,17.130,16.939,16.606,424.791,,,
1839,07/31/16 05:30:00 PM,17.153,16.939,16.606,424.791,,,
1840,07/31/16 05:45:00 PM,17.177,16.963,16.606,379.278,,,
1841,07/31/16 06:00:00 PM,17.201,16.963,16.606,379.278,,,
1842,07/31/16 06:15:00 PM,17.225,16.963,16.630,379.278,,,
1843,07/31/16 06:30:00 PM,17.225,16.987,16.630,379.278,,,
1844,07/31/16 06:45:00 PM,17.249,16.987,16.630,379.278,,,
1845,07/31/16 07:00:00 PM,17.272,17.011,16.630,379.278,,,
1846,07/31/16 07:15:00 PM,17.296,17.011,16.630,379.278,,,
1847,07/31/16 07:30:00 PM,17.296,17.034,16.630,379.278,,,
1848,07/31/16 07:45:00 PM,17.320,17.034,16.630,424.791,,,
1849,07/31/16 08:00:00 PM,17.320,17.034,16.654,379.278,,,
1850,07/31/16 08:15:00 PM,17.344,17.058,16.630,379.278,,,
1851,07/31/16 08:30:00 PM,17.344,17.058,16.654,424.791,,,
1852,07/31/16 08:45:00 PM,17.368,17.058,16.654,379.278,,,
1853,07/31/16 09:00:00 PM,17.368,17.082,16.654,379.278,,,
1854,07/31/16 09:15:00 PM,17.368,17.082,16.654,379.278,,,
1855,07/31/16 09:30:00 PM,17.368,17.106,16.654,379.278,,,
1856,07/31/16 09:45:00 PM,17.368,17.106,16.677,379.278,,,
1857,07/31/16 10:00:00 PM,17.344,17.106,16.677,379.278,,,
1858,07/31/16 10:15:00 PM,17.344,17.106,16.677,379.278,,,
1859,07/31/16 10:30:00 PM,17.320,17.106,16.677,424.791,,,
1860,07/31/16 10:45:00 PM,17.320,17.106,16.677,379.278,,,
1861,07/31/16 11:00:00 PM,17.296,17.106,16.701,424.791,,,
1862,07/31/16 11:15:00 PM,17.272,17.130,16.701,379.278,,,
1863,07/31/16 11:30:00 PM,17.249,17.106,16.701,379.278,,,
1864,07/31/16 11:45:00 PM,17.225,17.106,16.701,379.278,,,
1865,08/01/16 12:00:00 AM,17.201,17.106,16.701,379.278,,,
1866,08/01/16 12:15:00 AM,17.177,17.106,16.701,424.791,,,
1867,08/01/16 12:30:00 AM,17.153,17.106,16.701,379.278,,,
1868,08/01/16 12:45:00 AM,17.130,17.082,16.725,379.278,,,
1869,08/01/16 01:00:00 AM,17.106,17.082,16.701,424.791,,,
1870,08/01/16 01:15:00 AM,17.082,17.058,16.725,379.278,,,
1871,08/01/16 01:30:00 AM,17.034,17.058,16.725,379.278,,,
1872,08/01/16 01:45:00 AM,17.011,17.058,16.701,379.278,,,
1873,08/01/16 02:00:00 AM,16.987,17.034,16.701,424.791,,,
1874,08/01/16 02:15:00 AM,16.963,17.011,16.701,379.278,,,
1875,08/01/16 02:30:00 AM,16.939,17.011,16.701,424.791,,,
1876,08/01/16 02:45:00 AM,16.892,16.987,16.701,379.278,,,
1877,08/01/16 03:00:00 AM,16.868,16.987,16.701,424.791,,,
1878,08/01/16 03:15:00 AM,16.844,16.963,16.701,424.791,,,
