Plot Title: Hobo8,,,,,,,,
#,"Date Heure, GMT+01:00","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)",Hôte connecté (LGR S/N: 21101045),Arrêté (LGR S/N: 21101045),Fin de fichier (LGR S/N: 21101045)
2016,09/16/24 10:00:00 AM,-9.782,13.616,13.407,13.079,,,
2017,09/16/24 10:15:00 AM,-9.718,13.613,13.403,13.085,,,
2018,09/16/24 10:30:00 AM,-9.624,13.611,13.404,13.093,,,
2019,09/16/24 10:45:00 AM,-9.549,13.61,13.404,13.102,,,
2020,09/16/24 11:00:00 AM,-9.466,13.61,13.406,13.111,,,
2021,09/16/24 11:15:00 AM,-9.429,13.605,13.404,13.121,,,
2022,09/16/24 11:30:00 AM,-9.342,13.605,13.406,13.132,,,
2023,09/16/24 11:45:00 AM,-9.302,13.604,13.407,13.145,,,
2024,09/16/24 12:00:00 PM,-9.23,13.604,13.412,13.16,,,
2025,09/16/24 12:15:00 PM,-9.141,13.605,13.418,13.175,,,
2026,09/16/24 12:30:00 PM,-9.056,13.61,13.425,13.194,,,
2027,09/16/24 12:45:00 PM,-8.964,13.61,13.433,13.213,,,
2028,09/16/24 01:00:00 PM,-8.869,13.611,13.439,13.234,,,
2029,09/16/24 01:15:00 PM,-8.748,13.614,13.448,13.255,,,
2030,09/16/24 01:30:00 PM,-8.271,13.616,13.457,13.276,,,
2031,09/16/24 01:45:00 PM,-9.536,13.619,13.467,13.299,,,
2032,09/16/24 02:00:00 PM,-9.397,13.622,13.479,13.323,,,
2033,09/16/24 02:15:00 PM,-9.342,13.623,13.488,13.345,,,
2034,09/16/24 02:30:00 PM,-9.308,13.625,13.497,13.368,,,
2035,09/16/24 02:45:00 PM,-9.255,13.629,13.509,13.391,,,
2036,09/16/24 03:00:00 PM,-9.185,13.632,13.523,13.412,,,
2037,09/16/24 03:15:00 PM,-9.006,13.637,13.535,13.434,,,
2038,09/16/24 03:30:00 PM,-8.802,13.642,13.545,13.457,,,
2039,09/16/24 03:45:00 PM,-8.622,13.645,13.554,13.478,,,
2040,09/16/24 04:00:00 PM,-8.553,13.649,13.563,13.497,,,
2041,09/16/24 04:15:00 PM,-8.516,13.654,13.574,13.517,,,
2042,09/16/24 04:30:00 PM,-8.462,13.66,13.587,13.538,,,
2043,09/16/24 04:45:00 PM,-8.458,13.666,13.598,13.557,,,
2044,09/16/24 05:00:00 PM,-8.398,13.67,13.608,13.58,,,
2045,09/16/24 05:15:00 PM,-8.439,13.676,13.62,13.601,,,
2046,09/16/24 05:30:00 PM,-8.348,13.682,13.634,13.622,,,
2047,09/16/24 05:45:00 PM,-8.348,13.69,13.646,13.643,,,
2048,09/16/24 06:00:00 PM,-8.059,13.696,13.658,13.664,,,
2049,09/16/24 06:15:00 PM,-7.643,13.703,13.669,13.687,,,
2050,09/16/24 06:30:00 PM,-8.25,13.708,13.679,13.708,,,
2051,09/16/24 06:45:00 PM,-8.259,13.714,13.691,13.729,,,
2052,09/16/24 07:00:00 PM,-8.215,13.721,13.702,13.75,,,
2053,09/16/24 07:15:00 PM,-8.137,13.729,13.714,13.769,,,
2054,09/16/24 07:30:00 PM,-7.948,13.736,13.726,13.79,,,
2055,09/16/24 07:45:00 PM,-7.929,13.744,13.738,13.81,,,
2056,09/16/24 08:00:00 PM,-7.558,13.75,13.75,13.829,,,
2057,09/16/24 08:15:00 PM,-7.586,13.757,13.76,13.847,,,
2058,09/16/24 08:30:00 PM,-7.523,13.765,13.771,13.865,,,
2059,09/16/24 08:45:00 PM,-7.584,13.771,13.78,13.882,,,
2060,09/16/24 09:00:00 PM,-7.556,13.778,13.79,13.898,,,
2061,09/16/24 09:15:00 PM,-7.509,13.787,13.805,13.913,,,
2062,09/16/24 09:30:00 PM,-7.554,13.798,13.82,13.928,,,
2063,09/16/24 09:45:00 PM,-7.464,13.808,13.835,13.94,,,
2064,09/16/24 10:00:00 PM,-7.517,13.817,13.846,13.952,,,
2065,09/16/24 10:15:00 PM,-7.533,13.826,13.861,13.963,,,
2066,09/16/24 10:30:00 PM,-7.458,13.834,13.871,13.972,,,
2067,09/16/24 10:45:00 PM,-7.491,13.843,13.88,13.982,,,
2068,09/16/24 11:00:00 PM,-7.539,13.85,13.889,13.991,,,
2069,09/16/24 11:15:00 PM,-7.517,13.859,13.9,14,,,
2070,09/16/24 11:30:00 PM,-7.468,13.867,13.91,14.009,,,
2071,09/16/24 11:45:00 PM,-7.355,13.876,13.919,14.017,,,
2072,09/17/24 12:00:00 AM,-7.381,13.883,13.927,14.023,,,
2073,09/17/24 12:15:00 AM,-7.44,13.891,13.936,14.03,,,
2074,09/17/24 12:30:00 AM,-7.381,13.897,13.943,14.036,,,
2075,09/17/24 12:45:00 AM,-7.359,13.904,13.951,14.041,,,
2076,09/17/24 01:00:00 AM,-7.341,13.912,13.958,14.047,,,
2077,09/17/24 01:15:00 AM,-7.012,13.921,13.966,14.051,,,
2078,09/17/24 01:30:00 AM,-7.109,13.927,13.972,14.054,,,
2079,09/17/24 01:45:00 AM,-7.185,13.936,13.979,14.057,,,
2080,09/17/24 02:00:00 AM,-7.129,13.94,13.987,14.06,,,
2081,09/17/24 02:15:00 AM,-7.57,13.948,13.991,14.062,,,
2082,09/17/24 02:30:00 AM,-7.389,13.955,13.999,14.065,,,
2083,09/17/24 02:45:00 AM,-7.312,13.963,14.005,14.068,,,
2084,09/17/24 03:00:00 AM,-7.499,13.97,14.012,14.069,,,
2085,09/17/24 03:15:00 AM,-7.466,13.976,14.018,14.071,,,
2086,09/17/24 03:30:00 AM,-7.359,13.982,14.024,14.072,,,
2087,09/17/24 03:45:00 AM,-7.375,13.988,14.029,14.075,,,
2088,09/17/24 04:00:00 AM,-7.323,13.994,14.035,14.077,,,
2089,09/17/24 04:15:00 AM,-7.403,14,14.038,14.078,,,
2090,09/17/24 04:30:00 AM,-7.45,14.005,14.042,14.081,,,
2091,09/17/24 04:45:00 AM,-7.302,14.009,14.047,14.083,,,
2092,09/17/24 05:00:00 AM,-7.345,14.014,14.051,14.086,,,
2093,09/17/24 05:15:00 AM,-7.296,14.018,14.054,14.089,,,
2094,09/17/24 05:30:00 AM,-7.23,14.023,14.057,14.09,,,
2095,09/17/24 05:45:00 AM,-7.312,14.027,14.062,14.093,,,
2096,09/17/24 06:00:00 AM,-7.193,14.032,14.063,14.095,,,
2097,09/17/24 06:15:00 AM,-7.222,14.035,14.066,14.096,,,
2098,09/17/24 06:30:00 AM,-7.185,14.038,14.068,14.099,,,
2099,09/17/24 06:45:00 AM,-6.904,14.042,14.069,14.101,,,
2100,09/17/24 07:00:00 AM,-7.087,14.045,14.074,14.102,,,
2101,09/17/24 07:15:00 AM,-7.025,14.051,14.078,14.104,,,
2102,09/17/24 07:30:00 AM,-6.98,14.056,14.083,14.105,,,
2103,09/17/24 07:45:00 AM,-7.28,14.062,14.09,14.105,,,
2104,09/17/24 08:00:00 AM,-7.387,14.068,14.096,14.105,,,
2105,09/17/24 08:15:00 AM,-7.493,14.074,14.102,14.105,,,
2106,09/17/24 08:30:00 AM,-7.373,14.077,14.105,14.105,,,
2107,09/17/24 08:45:00 AM,-7.222,14.083,14.111,14.107,,,
2108,09/17/24 09:00:00 AM,-7.163,14.09,14.12,14.108,,,
2109,09/17/24 09:15:00 AM,-7.145,14.098,14.128,14.11,,,
2110,09/17/24 09:30:00 AM,-7.131,14.101,14.129,14.111,,,
2111,09/17/24 09:45:00 AM,-7.191,14.104,14.132,14.116,,,
2112,09/17/24 10:00:00 AM,-7.155,14.108,14.135,14.12,,,
2113,09/17/24 10:15:00 AM,-7.212,14.111,14.138,14.126,,,
2114,09/17/24 10:30:00 AM,-7.061,14.116,14.143,14.134,,,
2115,09/17/24 10:45:00 AM,-6.912,14.12,14.147,14.141,,,
2116,09/17/24 11:00:00 AM,-6.97,14.125,14.153,14.152,,,
2117,09/17/24 11:15:00 AM,-6.912,14.129,14.159,14.164,,,
2118,09/17/24 11:30:00 AM,-6.938,14.134,14.167,14.177,,,
2119,09/17/24 11:45:00 AM,-6.89,14.138,14.171,14.191,,,
2120,09/17/24 12:00:00 PM,-6.878,14.141,14.18,14.204,,,
2121,09/17/24 12:15:00 PM,-6.846,14.144,14.185,14.219,,,
2122,09/17/24 12:30:00 PM,-6.87,14.147,14.191,14.234,,,
2123,09/17/24 12:45:00 PM,-6.744,14.153,14.201,14.249,,,
2124,09/17/24 01:00:00 PM,-6.623,14.158,14.21,14.262,,,
2125,09/17/24 01:15:00 PM,-6.603,14.162,14.219,14.274,,,
2126,09/17/24 01:30:00 PM,-6.585,14.17,14.228,14.288,,,
2127,09/17/24 01:45:00 PM,-6.524,14.174,14.237,14.301,,,
2128,09/17/24 02:00:00 PM,-6.45,14.179,14.246,14.315,,,
2129,09/17/24 02:15:00 PM,-6.009,14.185,14.255,14.328,,,
2130,09/17/24 02:30:00 PM,-7.794,14.191,14.267,14.342,,,
2131,09/17/24 02:45:00 PM,-7.649,14.195,14.274,14.357,,,
2132,09/17/24 03:00:00 PM,-7.796,14.2,14.283,14.373,,,
2133,09/17/24 03:15:00 PM,-7.719,14.204,14.291,14.39,,,
2134,09/17/24 03:30:00 PM,-7.841,14.21,14.301,14.408,,,
2135,09/17/24 03:45:00 PM,-7.774,14.217,14.312,14.423,,,
2136,09/17/24 04:00:00 PM,-7.712,14.225,14.322,14.441,,,
2137,09/17/24 04:15:00 PM,-7.397,14.231,14.333,14.456,,,
2138,09/17/24 04:30:00 PM,-7.25,14.238,14.345,14.472,,,
2139,09/17/24 04:45:00 PM,-6.958,14.246,14.357,14.489,,,
2140,09/17/24 05:00:00 PM,-6.806,14.252,14.366,14.505,,,
2141,09/17/24 05:15:00 PM,-7.95,14.258,14.376,14.52,,,
2142,09/17/24 05:30:00 PM,-7.87,14.264,14.385,14.536,,,
2143,09/17/24 05:45:00 PM,-7.741,14.268,14.393,14.553,,,
2144,09/17/24 06:00:00 PM,-7.77,14.276,14.403,14.568,,,
2145,09/17/24 06:15:00 PM,-7.827,14.282,14.412,14.583,,,
2146,09/17/24 06:30:00 PM,-7.823,14.288,14.417,14.599,,,
2147,09/17/24 06:45:00 PM,-7.774,14.292,14.424,14.613,,,
2148,09/17/24 07:00:00 PM,-7.845,14.298,14.432,14.626,,,
2149,09/17/24 07:15:00 PM,-7.845,14.304,14.439,14.64,,,
2150,09/17/24 07:30:00 PM,-7.778,14.31,14.447,14.652,,,
2151,09/17/24 07:45:00 PM,-7.753,14.316,14.456,14.664,,,
2152,09/17/24 08:00:00 PM,-7.77,14.324,14.465,14.676,,,
2153,09/17/24 08:15:00 PM,-7.766,14.331,14.475,14.686,,,
2154,09/17/24 08:30:00 PM,-7.78,14.34,14.486,14.698,,,
2155,09/17/24 08:45:00 PM,-7.717,14.348,14.495,14.707,,,
2156,09/17/24 09:00:00 PM,-7.684,14.357,14.505,14.716,,,
2157,09/17/24 09:15:00 PM,-7.745,14.364,14.514,14.725,,,
2158,09/17/24 09:30:00 PM,-7.696,14.372,14.523,14.732,,,
2159,09/17/24 09:45:00 PM,-7.714,14.378,14.53,14.74,,,
2160,09/17/24 10:00:00 PM,-7.537,14.384,14.538,14.746,,,
2161,09/17/24 10:15:00 PM,-7.442,14.39,14.545,14.752,,,
2162,09/17/24 10:30:00 PM,-7.509,14.396,14.551,14.756,,,
2163,09/17/24 10:45:00 PM,-7.436,14.403,14.557,14.761,,,
2164,09/17/24 11:00:00 PM,-7.377,14.409,14.563,14.764,,,
2165,09/17/24 11:15:00 PM,-7.527,14.417,14.569,14.765,,,
2166,09/17/24 11:30:00 PM,-7.487,14.423,14.577,14.767,,,
2167,09/17/24 11:45:00 PM,-7.515,14.43,14.583,14.768,,,
2168,09/18/24 12:00:00 AM,-7.505,14.438,14.589,14.768,,,
2169,09/18/24 12:15:00 AM,-7.515,14.445,14.593,14.768,,,
2170,09/18/24 12:30:00 AM,-7.497,14.45,14.599,14.767,,,
2171,09/18/24 12:45:00 AM,-7.45,14.457,14.602,14.764,,,
2172,09/18/24 01:00:00 AM,-7.304,14.462,14.605,14.761,,,
2173,09/18/24 01:15:00 AM,-7.107,14.468,14.608,14.758,,,
2174,09/18/24 01:30:00 AM,-7.298,14.472,14.611,14.755,,,
2175,09/18/24 01:45:00 AM,-7.206,14.477,14.614,14.752,,,
2176,09/18/24 02:00:00 AM,-7.278,14.481,14.616,14.747,,,
2177,09/18/24 02:15:00 AM,-7.191,14.487,14.617,14.743,,,
2178,09/18/24 02:30:00 AM,-6.766,14.492,14.62,14.738,,,
2179,09/18/24 02:45:00 AM,-6.924,14.495,14.62,14.732,,,
2180,09/18/24 03:00:00 AM,-7.002,14.499,14.622,14.728,,,
2181,09/18/24 03:15:00 AM,-6.97,14.503,14.622,14.722,,,
2182,09/18/24 03:30:00 AM,-7.049,14.506,14.623,14.717,,,
2183,09/18/24 03:45:00 AM,-6.998,14.509,14.622,14.711,,,
2184,09/18/24 04:00:00 AM,-6.912,14.511,14.62,14.707,,,
2185,09/18/24 04:15:00 AM,-6.928,14.515,14.62,14.701,,,
2186,09/18/24 04:30:00 AM,-7.006,14.518,14.62,14.695,,,
2187,09/18/24 04:45:00 AM,-7.075,14.52,14.619,14.691,,,
2188,09/18/24 05:00:00 AM,-7.002,14.523,14.617,14.686,,,
2189,09/18/24 05:15:00 AM,-6.994,14.524,14.617,14.68,,,
2190,09/18/24 05:30:00 AM,-6.948,14.527,14.616,14.676,,,
2191,09/18/24 05:45:00 AM,-6.982,14.529,14.614,14.67,,,
2192,09/18/24 06:00:00 AM,-6.918,14.53,14.613,14.665,,,
2193,09/18/24 06:15:00 AM,-6.924,14.532,14.611,14.661,,,
2194,09/18/24 06:30:00 AM,-6.958,14.535,14.61,14.656,,,
2195,09/18/24 06:45:00 AM,-6.95,14.536,14.608,14.652,,,
2196,09/18/24 07:00:00 AM,-6.942,14.536,14.607,14.647,,,
2197,09/18/24 07:15:00 AM,-6.814,14.538,14.605,14.643,,,
2198,09/18/24 07:30:00 AM,-6.804,14.544,14.61,14.64,,,
2199,09/18/24 07:45:00 AM,-6.81,14.551,14.614,14.637,,,
2200,09/18/24 08:00:00 AM,-6.621,14.56,14.622,14.632,,,
2201,09/18/24 08:15:00 AM,-6.683,14.565,14.626,14.629,,,
2202,09/18/24 08:30:00 AM,-6.647,14.568,14.626,14.626,,,
2203,09/18/24 08:45:00 AM,-6.421,14.571,14.628,14.625,,,
2204,09/18/24 09:00:00 AM,-6.353,14.572,14.629,14.622,,,
2205,09/18/24 09:15:00 AM,-6.198,14.572,14.628,14.622,,,
2206,09/18/24 09:30:00 AM,-6.099,14.571,14.628,14.623,,,
2207,09/18/24 09:45:00 AM,-7.169,14.571,14.625,14.626,,,
2208,09/18/24 10:00:00 AM,-7.185,14.572,14.625,14.629,,,
2209,09/18/24 10:15:00 AM,-7.165,14.574,14.626,14.635,,,
2210,09/18/24 10:30:00 AM,-6.988,14.574,14.628,14.641,,,
2211,09/18/24 10:45:00 AM,-6.76,14.575,14.629,14.65,,,
2212,09/18/24 11:00:00 AM,-6.964,14.575,14.632,14.661,,,
2213,09/18/24 11:15:00 AM,-6.239,14.577,14.635,14.674,,,
2214,09/18/24 11:30:00 AM,-4.324,14.581,14.64,14.689,,,
2215,09/18/24 11:45:00 AM,-4.861,14.581,14.643,14.708,,,
2216,09/18/24 12:00:00 PM,-4.441,14.583,14.649,14.726,,,
2217,09/18/24 12:15:00 PM,-4.772,14.587,14.656,14.744,,,
2218,09/18/24 12:30:00 PM,-4.032,14.59,14.662,14.764,,,
2219,09/18/24 12:45:00 PM,-4.397,14.593,14.671,14.783,,,
2220,09/18/24 01:00:00 PM,-3.513,14.598,14.682,14.803,,,
2221,09/18/24 01:15:00 PM,-3.848,14.601,14.691,14.824,,,
2222,09/18/24 01:30:00 PM,14.315,14.61,14.704,14.846,,,
2223,09/18/24 01:45:00 PM,14.324,14.614,14.713,14.867,,,
2224,09/18/24 02:00:00 PM,14.333,14.62,14.726,14.885,,,
2225,09/18/24 02:15:00 PM,14.337,14.628,14.737,14.901,,,
2226,09/18/24 02:30:00 PM,14.337,14.629,14.746,14.916,,,
2227,09/18/24 02:45:00 PM,14.343,14.638,14.759,14.93,,,
2228,09/18/24 03:00:00 PM,14.346,14.643,14.768,14.943,,,
2229,09/18/24 03:15:00 PM,14.346,14.649,14.78,14.961,,,
2230,09/18/24 03:30:00 PM,14.354,14.653,14.788,14.976,,,
2231,09/18/24 03:45:00 PM,14.358,14.658,14.797,14.992,,,
2232,09/18/24 04:00:00 PM,14.361,14.664,14.804,15.009,,,
2233,09/18/24 04:15:00 PM,14.364,14.673,14.818,15.024,,,
2234,09/18/24 04:30:00 PM,14.369,14.679,14.827,15.039,,,
2235,09/18/24 04:45:00 PM,14.373,14.685,14.837,15.055,,,
2236,09/18/24 05:00:00 PM,14.373,14.692,14.849,15.07,,,
2237,09/18/24 05:15:00 PM,14.373,14.695,14.856,15.088,,,
2238,09/18/24 05:30:00 PM,14.387,14.698,14.862,15.105,,,
2239,09/18/24 05:45:00 PM,14.393,14.704,14.868,15.121,,,
2240,09/18/24 06:00:00 PM,14.391,14.71,14.879,15.14,,,
2241,09/18/24 06:15:00 PM,14.361,14.714,14.885,15.157,,,
2242,09/18/24 06:30:00 PM,14.385,14.719,14.891,15.173,,,
2243,09/18/24 06:45:00 PM,14.387,14.72,14.894,15.19,,,
2244,09/18/24 07:00:00 PM,14.376,14.725,14.9,15.206,,,
2245,09/18/24 07:15:00 PM,14.375,14.731,14.907,15.221,,,
2246,09/18/24 07:30:00 PM,14.376,14.735,14.916,15.236,,,
2247,09/18/24 07:45:00 PM,14.376,14.743,14.927,15.249,,,
2248,09/18/24 08:00:00 PM,14.378,14.75,14.936,15.261,,,
2249,09/18/24 08:15:00 PM,14.382,14.758,14.948,15.275,,,
2250,09/18/24 08:30:00 PM,14.388,14.765,14.958,15.287,,,
2251,09/18/24 08:45:00 PM,14.391,14.774,14.969,15.299,,,
2252,09/18/24 09:00:00 PM,14.396,14.782,14.979,15.308,,,
2253,09/18/24 09:15:00 PM,14.403,14.789,14.989,15.317,,,
2254,09/18/24 09:30:00 PM,14.409,14.798,15,15.324,,,
2255,09/18/24 09:45:00 PM,14.381,14.806,15.01,15.331,,,
2256,09/18/24 10:00:00 PM,14.415,14.816,15.019,15.337,,,
2257,09/18/24 10:15:00 PM,14.426,14.822,15.03,15.342,,,
2258,09/18/24 10:30:00 PM,14.43,14.831,15.037,15.343,,,
2259,09/18/24 10:45:00 PM,14.439,14.837,15.048,15.346,,,
2260,09/18/24 11:00:00 PM,14.45,14.848,15.055,15.348,,,
2261,09/18/24 11:15:00 PM,14.459,14.855,15.064,15.351,,,
2262,09/18/24 11:30:00 PM,14.474,14.862,15.072,15.352,,,
2263,09/18/24 11:45:00 PM,14.48,14.87,15.076,15.352,,,
2264,09/19/24 12:00:00 AM,14.483,14.874,15.081,15.352,,,
2265,09/19/24 12:15:00 AM,14.489,14.882,15.088,15.351,,,
2266,09/19/24 12:30:00 AM,14.498,14.889,15.091,15.349,,,
2267,09/19/24 12:45:00 AM,14.503,14.897,15.097,15.346,,,
2268,09/19/24 01:00:00 AM,14.508,14.903,15.102,15.345,,,
2269,09/19/24 01:15:00 AM,14.514,14.909,15.105,15.342,,,
2270,09/19/24 01:30:00 AM,14.52,14.913,15.108,15.337,,,
2271,09/19/24 01:45:00 AM,14.521,14.918,15.109,15.334,,,
2272,09/19/24 02:00:00 AM,14.527,14.921,15.109,15.331,,,
2273,09/19/24 02:15:00 AM,14.53,14.925,15.111,15.327,,,
2274,09/19/24 02:30:00 AM,14.538,14.93,15.112,15.323,,,
2275,09/19/24 02:45:00 AM,14.539,14.934,15.113,15.318,,,
2276,09/19/24 03:00:00 AM,14.545,14.937,15.115,15.314,,,
2277,09/19/24 03:15:00 AM,14.548,14.942,15.116,15.309,,,
2278,09/19/24 03:30:00 AM,14.556,14.946,15.115,15.303,,,
2279,09/19/24 03:45:00 AM,14.556,14.948,15.115,15.299,,,
2280,09/19/24 04:00:00 AM,14.559,14.948,15.112,15.293,,,
2281,09/19/24 04:15:00 AM,14.557,14.951,15.111,15.287,,,
2282,09/19/24 04:30:00 AM,14.562,14.951,15.108,15.282,,,
2283,09/19/24 04:45:00 AM,14.563,14.952,15.106,15.275,,,
2284,09/19/24 05:00:00 AM,14.562,14.954,15.105,15.269,,,
2285,09/19/24 05:15:00 AM,14.569,14.955,15.102,15.261,,,
2286,09/19/24 05:30:00 AM,14.574,14.957,15.1,15.254,,,
2287,09/19/24 05:45:00 AM,14.58,14.96,15.099,15.248,,,
2288,09/19/24 06:00:00 AM,14.572,14.961,15.096,15.239,,,
2289,09/19/24 06:15:00 AM,14.578,14.963,15.094,15.23,,,
2290,09/19/24 06:30:00 AM,14.583,14.964,15.091,15.221,,,
2291,09/19/24 06:45:00 AM,14.575,14.966,15.09,15.211,,,
2292,09/19/24 07:00:00 AM,14.578,14.967,15.087,15.2,,,
2293,09/19/24 07:15:00 AM,14.581,14.969,15.085,15.191,,,
2294,09/19/24 07:30:00 AM,14.586,14.973,15.084,15.182,,,
2295,09/19/24 07:45:00 AM,14.581,14.982,15.087,15.172,,,
2296,09/19/24 08:00:00 AM,14.605,14.987,15.093,15.161,,,
2297,09/19/24 08:15:00 AM,14.614,14.994,15.097,15.149,,,
2298,09/19/24 08:30:00 AM,14.619,15,15.1,15.14,,,
2299,09/19/24 08:45:00 AM,14.619,15.003,15.097,15.13,,,
2300,09/19/24 09:00:00 AM,14.622,15.004,15.094,15.122,,,
2301,09/19/24 09:15:00 AM,14.626,15.003,15.091,15.115,,,
2302,09/19/24 09:30:00 AM,14.631,15.003,15.088,15.109,,,
2303,09/19/24 09:45:00 AM,14.638,15.003,15.085,15.103,,,
2304,09/19/24 10:00:00 AM,14.64,15.004,15.084,15.1,,,
2305,09/19/24 10:15:00 AM,14.644,15.006,15.081,15.1,,,
2306,09/19/24 10:30:00 AM,14.643,15.006,15.078,15.102,,,
2307,09/19/24 10:45:00 AM,14.641,15.004,15.076,15.105,,,
2308,09/19/24 11:00:00 AM,14.643,15.004,15.075,15.111,,,
2309,09/19/24 11:15:00 AM,14.643,15.004,15.075,15.119,,,
2310,09/19/24 11:30:00 AM,14.644,15.004,15.076,15.128,,,
2311,09/19/24 11:45:00 AM,14.649,15.004,15.078,15.139,,,
2312,09/19/24 12:00:00 PM,14.643,15.006,15.079,15.152,,,
2313,09/19/24 12:15:00 PM,14.646,15.006,15.084,15.166,,,
2314,09/19/24 12:30:00 PM,14.643,15.007,15.087,15.181,,,
2315,09/19/24 12:45:00 PM,14.643,15.007,15.091,15.197,,,
2316,09/19/24 01:00:00 PM,14.653,15.01,15.097,15.215,,,
2317,09/19/24 01:15:00 PM,14.647,15.012,15.102,15.231,,,
2318,09/19/24 01:30:00 PM,14.646,15.013,15.108,15.249,,,
2319,09/19/24 01:45:00 PM,14.643,15.016,15.116,15.267,,,
2320,09/19/24 02:00:00 PM,14.647,15.018,15.124,15.285,,,
2321,09/19/24 02:15:00 PM,14.652,15.021,15.133,15.302,,,
2322,09/19/24 02:30:00 PM,14.659,15.024,15.142,15.321,,,
2323,09/19/24 02:45:00 PM,14.656,15.028,15.152,15.337,,,
2324,09/19/24 03:00:00 PM,14.661,15.033,15.161,15.355,,,
2325,09/19/24 03:15:00 PM,14.656,15.034,15.17,15.373,,,
2326,09/19/24 03:30:00 PM,14.664,15.036,15.181,15.391,,,
2327,09/19/24 03:45:00 PM,14.662,15.04,15.19,15.409,,,
2328,09/19/24 04:00:00 PM,14.676,15.045,15.199,15.426,,,
2329,09/19/24 04:15:00 PM,14.668,15.049,15.209,15.44,,,
2330,09/19/24 04:30:00 PM,14.671,15.054,15.218,15.455,,,
2331,09/19/24 04:45:00 PM,14.674,15.06,15.227,15.47,,,
2332,09/19/24 05:00:00 PM,14.679,15.064,15.234,15.487,,,
2333,09/19/24 05:15:00 PM,14.683,15.069,15.243,15.499,,,
2334,09/19/24 05:30:00 PM,14.696,15.076,15.254,15.512,,,
2335,09/19/24 05:45:00 PM,14.71,15.076,15.254,15.527,,,
2336,09/19/24 06:00:00 PM,14.698,15.078,15.258,15.539,,,
2337,09/19/24 06:15:00 PM,14.692,15.078,15.257,15.555,,,
2338,09/19/24 06:30:00 PM,14.68,15.076,15.257,15.575,,,
2339,09/19/24 06:45:00 PM,14.677,15.078,15.263,15.588,,,
2340,09/19/24 07:00:00 PM,14.676,15.081,15.266,15.6,,,
2341,09/19/24 07:15:00 PM,14.68,15.084,15.272,15.611,,,
2342,09/19/24 07:30:00 PM,14.68,15.087,15.278,15.622,,,
2343,09/19/24 07:45:00 PM,14.682,15.093,15.285,15.631,,,
2344,09/19/24 08:00:00 PM,14.691,15.099,15.293,15.642,,,
2345,09/19/24 08:15:00 PM,14.694,15.105,15.302,15.649,,,
2346,09/19/24 08:30:00 PM,14.696,15.111,15.311,15.655,,,
2347,09/19/24 08:45:00 PM,14.704,15.118,15.32,15.663,,,
2348,09/19/24 09:00:00 PM,14.71,15.125,15.327,15.667,,,
2349,09/19/24 09:15:00 PM,14.732,15.13,15.334,15.67,,,
2350,09/19/24 09:30:00 PM,14.741,15.137,15.342,15.672,,,
2351,09/19/24 09:45:00 PM,14.726,15.143,15.349,15.673,,,
2352,09/19/24 10:00:00 PM,14.731,15.149,15.355,15.672,,,
2353,09/19/24 10:15:00 PM,14.735,15.155,15.36,15.669,,,
2354,09/19/24 10:30:00 PM,14.741,15.16,15.364,15.666,,,
2355,09/19/24 10:45:00 PM,14.746,15.166,15.369,15.661,,,
2356,09/19/24 11:00:00 PM,14.75,15.172,15.373,15.655,,,
2357,09/19/24 11:15:00 PM,14.755,15.176,15.376,15.648,,,
2358,09/19/24 11:30:00 PM,14.764,15.181,15.378,15.637,,,
2359,09/19/24 11:45:00 PM,14.767,15.185,15.379,15.627,,,
2360,09/20/24 12:00:00 AM,14.77,15.19,15.381,15.613,,,
2361,09/20/24 12:15:00 AM,14.776,15.193,15.379,15.6,,,
2362,09/20/24 12:30:00 AM,14.78,15.196,15.378,15.587,,,
2363,09/20/24 12:45:00 AM,14.783,15.199,15.376,15.572,,,
2364,09/20/24 01:00:00 AM,14.789,15.202,15.373,15.555,,,
2365,09/20/24 01:15:00 AM,14.795,15.205,15.37,15.539,,,
2366,09/20/24 01:30:00 AM,14.795,15.206,15.366,15.52,,,
2367,09/20/24 01:45:00 AM,14.803,15.208,15.361,15.502,,,
2368,09/20/24 02:00:00 AM,14.804,15.209,15.355,15.481,,,
2369,09/20/24 02:15:00 AM,14.807,15.209,15.349,15.461,,,
2370,09/20/24 02:30:00 AM,14.813,15.211,15.343,15.44,,,
2371,09/20/24 02:45:00 AM,14.816,15.209,15.334,15.418,,,
2372,09/20/24 03:00:00 AM,14.816,15.208,15.327,15.397,,,
2373,09/20/24 03:15:00 AM,14.815,15.206,15.318,15.376,,,
2374,09/20/24 03:30:00 AM,14.819,15.205,15.309,15.354,,,
2375,09/20/24 03:45:00 AM,14.821,15.202,15.299,15.331,,,
2376,09/20/24 04:00:00 AM,14.824,15.2,15.288,15.311,,,
2377,09/20/24 04:15:00 AM,14.824,15.196,15.278,15.29,,,
2378,09/20/24 04:30:00 AM,14.828,15.193,15.267,15.267,,,
2379,09/20/24 04:45:00 AM,14.828,15.188,15.257,15.246,,,
2380,09/20/24 05:00:00 AM,14.83,15.185,15.245,15.225,,,
2381,09/20/24 05:15:00 AM,14.828,15.179,15.233,15.205,,,
