Plot Title: Hobo8,,,,,,,,
#,"Date Heure, GMT+01:00","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)","Temp., °C (LGR S/N: 21101045, SEN S/N: 21101045)",Hôte connecté (LGR S/N: 21101045),Arrêté (LGR S/N: 21101045),Fin de fichier (LGR S/N: 21101045)
3120,09/27/24 10:00:00 PM,7.632,15.131,15.151,15.317,,,
3121,09/27/24 10:15:00 PM,7.654,15.13,15.149,15.306,,,
3122,09/27/24 10:30:00 PM,7.616,15.124,15.146,15.305,,,
3123,09/27/24 10:45:00 PM,7.666,15.122,15.142,15.3,,,
3124,09/27/24 11:00:00 PM,7.586,15.125,15.139,15.294,,,
3125,09/27/24 11:15:00 PM,7.635,15.127,15.134,15.29,,,
3126,09/27/24 11:30:00 PM,7.567,15.127,15.133,15.282,,,
3127,09/27/24 11:45:00 PM,7.611,15.128,15.13,15.273,,,
3128,09/28/24 12:00:00 AM,7.586,15.128,15.127,15.263,,,
3129,09/28/24 12:15:00 AM,7.616,15.128,15.122,15.257,,,
3130,09/28/24 12:30:00 AM,7.629,15.13,15.121,15.258,,,
3131,09/28/24 12:45:00 AM,7.569,15.13,15.118,15.242,,,
3132,09/28/24 01:00:00 AM,7.644,15.128,15.115,15.239,,,
3133,09/28/24 01:15:00 AM,7.619,15.13,15.112,15.24,,,
3134,09/28/24 01:30:00 AM,7.564,15.13,15.108,15.227,,,
3135,09/28/24 01:45:00 AM,7.575,15.128,15.103,15.223,,,
3136,09/28/24 02:00:00 AM,7.603,15.127,15.1,15.218,,,
3137,09/28/24 02:15:00 AM,7.53,15.127,15.094,15.205,,,
3138,09/28/24 02:30:00 AM,7.458,15.124,15.09,15.196,,,
3139,09/28/24 02:45:00 AM,7.464,15.122,15.085,15.194,,,
3140,09/28/24 03:00:00 AM,7.517,15.119,15.081,15.182,,,
3141,09/28/24 03:15:00 AM,7.525,15.116,15.073,15.172,,,
3142,09/28/24 03:30:00 AM,7.53,15.112,15.067,15.167,,,
3143,09/28/24 03:45:00 AM,7.505,15.109,15.063,15.161,,,
3144,09/28/24 04:00:00 AM,7.533,15.106,15.057,15.143,,,
3145,09/28/24 04:15:00 AM,7.517,15.102,15.049,15.128,,,
3146,09/28/24 04:30:00 AM,7.531,15.097,15.043,15.121,,,
3147,09/28/24 04:45:00 AM,7.544,15.094,15.036,15.116,,,
3148,09/28/24 05:00:00 AM,7.544,15.09,15.028,15.105,,,
3149,09/28/24 05:15:00 AM,7.501,15.087,15.021,15.087,,,
3150,09/28/24 05:30:00 AM,7.459,15.082,15.012,15.076,,,
3151,09/28/24 05:45:00 AM,7.44,15.078,15.004,15.07,,,
3152,09/28/24 06:00:00 AM,7.479,15.075,14.997,15.049,,,
3153,09/28/24 06:15:00 AM,7.483,15.07,14.988,15.036,,,
3154,09/28/24 06:30:00 AM,7.627,15.067,14.981,15.022,,,
3155,09/28/24 06:45:00 AM,7.608,15.063,14.972,15.016,,,
3156,09/28/24 07:00:00 AM,7.503,15.058,14.964,15.001,,,
3157,09/28/24 07:15:00 AM,7.481,15.054,14.954,14.982,,,
3158,09/28/24 07:30:00 AM,7.578,15.051,14.948,14.964,,,
3159,09/28/24 07:45:00 AM,7.575,15.048,14.94,14.955,,,
3160,09/28/24 08:00:00 AM,7.536,15.051,14.945,14.946,,,
3161,09/28/24 08:15:00 AM,7.596,15.055,14.951,14.936,,,
3162,09/28/24 08:30:00 AM,7.583,15.055,14.954,14.918,,,
3163,09/28/24 08:45:00 AM,7.668,15.055,14.943,14.894,,,
3164,09/28/24 09:00:00 AM,7.613,15.051,14.933,14.891,,,
3165,09/28/24 09:15:00 AM,7.669,15.042,14.919,14.88,,,
3166,09/28/24 09:30:00 AM,7.578,15.034,14.906,14.855,,,
3167,09/28/24 09:45:00 AM,7.611,15.027,14.894,14.834,,,
3168,09/28/24 10:00:00 AM,7.597,15.021,14.883,14.828,,,
3169,09/28/24 10:15:00 AM,7.647,15.013,14.871,14.801,,,
3170,09/28/24 10:30:00 AM,7.677,15.007,14.859,14.783,,,
3171,09/28/24 10:45:00 AM,7.694,15,14.851,14.794,,,
3172,09/28/24 11:00:00 AM,7.571,14.994,14.843,14.77,,,
3173,09/28/24 11:15:00 AM,7.687,14.989,14.834,14.759,,,
3174,09/28/24 11:30:00 AM,7.688,14.984,14.825,14.776,,,
3175,09/28/24 11:45:00 AM,7.737,14.978,14.818,14.753,,,
3176,09/28/24 12:00:00 PM,7.718,14.973,14.812,14.74,,,
3177,09/28/24 12:15:00 PM,7.723,14.967,14.804,14.731,,,
3178,09/28/24 12:30:00 PM,7.704,14.963,14.797,14.747,,,
3179,09/28/24 12:45:00 PM,7.768,14.954,14.791,14.723,,,
3180,09/28/24 01:00:00 PM,7.724,14.945,14.785,14.728,,,
3181,09/28/24 01:15:00 PM,7.677,14.94,14.777,14.74,,,
3182,09/28/24 01:30:00 PM,7.674,14.933,14.77,14.738,,,
3183,09/28/24 01:45:00 PM,7.632,14.922,14.764,14.714,,,
3184,09/28/24 02:00:00 PM,7.625,14.91,14.758,14.717,,,
3185,09/28/24 02:15:00 PM,7.655,14.898,14.75,14.72,,,
3186,09/28/24 02:30:00 PM,7.701,14.892,14.749,14.741,,,
3187,09/28/24 02:45:00 PM,7.674,14.889,14.75,14.734,,,
3188,09/28/24 03:00:00 PM,7.644,14.888,14.75,14.738,,,
3189,09/28/24 03:15:00 PM,7.588,14.882,14.746,14.758,,,
3190,09/28/24 03:30:00 PM,7.635,14.877,14.743,14.755,,,
3191,09/28/24 03:45:00 PM,7.589,14.87,14.738,14.74,,,
3192,09/28/24 04:00:00 PM,7.665,14.865,14.735,14.75,,,
3193,09/28/24 04:15:00 PM,7.619,14.861,14.735,14.785,,,
3194,09/28/24 04:30:00 PM,7.691,14.856,14.735,14.792,,,
3195,09/28/24 04:45:00 PM,7.63,14.853,14.737,14.786,,,
3196,09/28/24 05:00:00 PM,7.676,14.851,14.737,14.786,,,
3197,09/28/24 05:15:00 PM,7.6,14.848,14.738,14.797,,,
3198,09/28/24 05:30:00 PM,7.566,14.843,14.741,14.816,,,
3199,09/28/24 05:45:00 PM,7.556,14.84,14.743,14.845,,,
3200,09/28/24 06:00:00 PM,7.539,14.837,14.746,14.853,,,
3201,09/28/24 06:15:00 PM,7.528,14.836,14.747,14.843,,,
3202,09/28/24 06:30:00 PM,7.544,14.831,14.749,14.848,,,
3203,09/28/24 06:45:00 PM,7.591,14.83,14.75,14.858,,,
3204,09/28/24 07:00:00 PM,7.571,14.827,14.75,14.87,,,
3205,09/28/24 07:15:00 PM,7.501,14.825,14.752,14.879,,,
3206,09/28/24 07:30:00 PM,7.527,14.824,14.753,14.9,,,
3207,09/28/24 07:45:00 PM,7.556,14.822,14.755,14.895,,,
3208,09/28/24 08:00:00 PM,7.484,14.821,14.756,14.882,,,
3209,09/28/24 08:15:00 PM,7.508,14.821,14.758,14.886,,,
3210,09/28/24 08:30:00 PM,7.475,14.821,14.759,14.883,,,
3211,09/28/24 08:45:00 PM,7.476,14.821,14.759,14.879,,,
3212,09/28/24 09:00:00 PM,7.506,14.819,14.759,14.879,,,
3213,09/28/24 09:15:00 PM,7.472,14.819,14.759,14.885,,,
3214,09/28/24 09:30:00 PM,7.458,14.818,14.758,14.885,,,
3215,09/28/24 09:45:00 PM,7.456,14.818,14.758,14.873,,,
3216,09/28/24 10:00:00 PM,7.462,14.816,14.756,14.852,,,
3217,09/28/24 10:15:00 PM,7.437,14.816,14.753,14.846,,,
3218,09/28/24 10:30:00 PM,7.403,14.815,14.749,14.837,,,
3219,09/28/24 10:45:00 PM,7.475,14.813,14.746,14.824,,,
3220,09/28/24 11:00:00 PM,7.437,14.812,14.741,14.806,,,
3221,09/28/24 11:15:00 PM,7.434,14.81,14.735,14.788,,,
3222,09/28/24 11:30:00 PM,7.377,14.809,14.729,14.768,,,
3223,09/28/24 11:45:00 PM,7.41,14.806,14.722,14.744,,,
3224,09/29/24 12:00:00 AM,7.371,14.803,14.714,14.731,,,
3225,09/29/24 12:15:00 AM,7.365,14.8,14.705,14.716,,,
3226,09/29/24 12:30:00 AM,7.313,14.795,14.696,14.695,,,
3227,09/29/24 12:45:00 AM,7.264,14.792,14.688,14.664,,,
3228,09/29/24 01:00:00 AM,7.337,14.788,14.677,14.637,,,
3229,09/29/24 01:15:00 AM,7.36,14.783,14.667,14.622,,,
3230,09/29/24 01:30:00 AM,7.33,14.777,14.655,14.601,,,
3231,09/29/24 01:45:00 AM,7.299,14.773,14.643,14.58,,,
3232,09/29/24 02:00:00 AM,7.286,14.767,14.631,14.557,,,
3233,09/29/24 02:15:00 AM,7.321,14.761,14.617,14.532,,,
3234,09/29/24 02:30:00 AM,7.255,14.753,14.604,14.492,,,
3235,09/29/24 02:45:00 AM,7.343,14.747,14.589,14.468,,,
3236,09/29/24 03:00:00 AM,7.352,14.738,14.575,14.442,,,
3237,09/29/24 03:15:00 AM,7.382,14.731,14.559,14.423,,,
3238,09/29/24 03:30:00 AM,7.338,14.723,14.545,14.397,,,
3239,09/29/24 03:45:00 AM,7.337,14.714,14.529,14.372,,,
3240,09/29/24 04:00:00 AM,7.316,14.705,14.512,14.354,,,
3241,09/29/24 04:15:00 AM,7.365,14.698,14.496,14.319,,,
3242,09/29/24 04:30:00 AM,7.278,14.689,14.48,14.288,,,
3243,09/29/24 04:45:00 AM,7.297,14.677,14.463,14.259,,,
3244,09/29/24 05:00:00 AM,7.318,14.668,14.445,14.243,,,
3245,09/29/24 05:15:00 AM,7.333,14.659,14.43,14.228,,,
3246,09/29/24 05:30:00 AM,7.285,14.649,14.412,14.195,,,
3247,09/29/24 05:45:00 AM,7.335,14.638,14.394,14.161,,,
3248,09/29/24 06:00:00 AM,7.346,14.628,14.378,14.14,,,
3249,09/29/24 06:15:00 AM,7.307,14.617,14.36,14.117,,,
3250,09/29/24 06:30:00 AM,7.333,14.605,14.342,14.101,,,
3251,09/29/24 06:45:00 AM,7.335,14.595,14.325,14.075,,,
3252,09/29/24 07:00:00 AM,7.324,14.583,14.307,14.044,,,
3253,09/29/24 07:15:00 AM,7.332,14.572,14.291,14.014,,,
3254,09/29/24 07:30:00 AM,7.403,14.562,14.273,13.991,,,
3255,09/29/24 07:45:00 AM,7.318,14.551,14.258,13.963,,,
3256,09/29/24 08:00:00 AM,7.237,14.541,14.243,13.942,,,
3257,09/29/24 08:15:00 AM,7.33,14.53,14.228,13.927,,,
3258,09/29/24 08:30:00 AM,7.319,14.521,14.214,13.916,,,
3259,09/29/24 08:45:00 AM,7.236,14.511,14.203,13.898,,,
3260,09/29/24 09:00:00 AM,7.283,14.502,14.191,13.859,,,
3261,09/29/24 09:15:00 AM,7.261,14.493,14.177,13.84,,,
3262,09/29/24 09:30:00 AM,7.285,14.481,14.164,13.829,,,
3263,09/29/24 09:45:00 AM,7.286,14.471,14.15,13.819,,,
3264,09/29/24 10:00:00 AM,7.283,14.462,14.135,13.798,,,
3265,09/29/24 10:15:00 AM,7.332,14.448,14.12,13.775,,,
3266,09/29/24 10:30:00 AM,7.285,14.436,14.105,13.759,,,
3267,09/29/24 10:45:00 AM,7.275,14.424,14.092,13.745,,,
3268,09/29/24 11:00:00 AM,7.252,14.412,14.078,13.744,,,
3269,09/29/24 11:15:00 AM,7.27,14.4,14.065,13.742,,,
3270,09/29/24 11:30:00 AM,7.207,14.391,14.054,13.73,,,
3271,09/29/24 11:45:00 AM,7.274,14.379,14.042,13.72,,,
3272,09/29/24 12:00:00 PM,7.233,14.369,14.033,13.72,,,
3273,09/29/24 12:15:00 PM,7.302,14.358,14.024,13.732,,,
3274,09/29/24 12:30:00 PM,7.236,14.348,14.017,13.73,,,
3275,09/29/24 12:45:00 PM,7.228,14.337,14.009,13.727,,,
3276,09/29/24 01:00:00 PM,7.201,14.327,14,13.72,,,
3277,09/29/24 01:15:00 PM,7.231,14.316,13.994,13.712,,,
3278,09/29/24 01:30:00 PM,7.138,14.307,13.988,13.715,,,
3279,09/29/24 01:45:00 PM,7.214,14.297,13.982,13.726,,,
3280,09/29/24 02:00:00 PM,7.187,14.286,13.976,13.744,,,
3281,09/29/24 02:15:00 PM,7.148,14.279,13.972,13.744,,,
3282,09/29/24 02:30:00 PM,7.176,14.274,13.969,13.741,,,
3283,09/29/24 02:45:00 PM,7.217,14.264,13.964,13.739,,,
3284,09/29/24 03:00:00 PM,7.151,14.256,13.961,13.76,,,
3285,09/29/24 03:15:00 PM,7.127,14.252,13.96,13.772,,,
3286,09/29/24 03:30:00 PM,7.116,14.244,13.96,13.784,,,
3287,09/29/24 03:45:00 PM,7.179,14.238,13.958,13.792,,,
3288,09/29/24 04:00:00 PM,7.141,14.232,13.957,13.796,,,
3289,09/29/24 04:15:00 PM,7.129,14.228,13.957,13.805,,,
3290,09/29/24 04:30:00 PM,7.141,14.225,13.958,13.826,,,
3291,09/29/24 04:45:00 PM,7.126,14.219,13.96,13.832,,,
3292,09/29/24 05:00:00 PM,7.122,14.214,13.961,13.844,,,
3293,09/29/24 05:15:00 PM,7.108,14.21,13.963,13.849,,,
3294,09/29/24 05:30:00 PM,7.165,14.204,13.964,13.858,,,
3295,09/29/24 05:45:00 PM,7.135,14.2,13.966,13.877,,,
3296,09/29/24 06:00:00 PM,7.11,14.194,13.967,13.897,,,
3297,09/29/24 06:15:00 PM,7.026,14.186,13.967,13.916,,,
3298,09/29/24 06:30:00 PM,7.045,14.182,13.969,13.912,,,
3299,09/29/24 06:45:00 PM,7.096,14.179,13.972,13.927,,,
3300,09/29/24 07:00:00 PM,7.028,14.174,13.973,13.952,,,
3301,09/29/24 07:15:00 PM,7.059,14.173,13.976,13.969,,,
3302,09/29/24 07:30:00 PM,7.017,14.17,13.979,13.973,,,
3303,09/29/24 07:45:00 PM,7.031,14.168,13.984,13.988,,,
3304,09/29/24 08:00:00 PM,7.012,14.168,13.99,14,,,
3305,09/29/24 08:15:00 PM,7.056,14.168,13.996,14.021,,,
3306,09/29/24 08:30:00 PM,6.993,14.17,14.002,14.03,,,
3307,09/29/24 08:45:00 PM,7.031,14.17,14.009,14.027,,,
3308,09/29/24 09:00:00 PM,7.009,14.171,14.014,14.051,,,
3309,09/29/24 09:15:00 PM,7.042,14.173,14.02,14.057,,,
3310,09/29/24 09:30:00 PM,7.003,14.174,14.024,14.066,,,
3311,09/29/24 09:45:00 PM,7.053,14.176,14.03,14.075,,,
3312,09/29/24 10:00:00 PM,7.031,14.177,14.036,14.078,,,
3313,09/29/24 10:15:00 PM,7.063,14.18,14.042,14.086,,,
3314,09/29/24 10:30:00 PM,7.029,14.182,14.048,14.101,,,
3315,09/29/24 10:45:00 PM,7.02,14.183,14.053,14.104,,,
3316,09/29/24 11:00:00 PM,7.028,14.185,14.057,14.113,,,
3317,09/29/24 11:15:00 PM,7.014,14.186,14.062,14.116,,,
3318,09/29/24 11:30:00 PM,7.042,14.191,14.066,14.117,,,
3319,09/29/24 11:45:00 PM,7.1,14.191,14.072,14.129,,,
3320,09/30/24 12:00:00 AM,7.018,14.192,14.077,14.135,,,
3321,09/30/24 12:15:00 AM,7.045,14.195,14.08,14.137,,,
3322,09/30/24 12:30:00 AM,7.055,14.195,14.084,14.137,,,
3323,09/30/24 12:45:00 AM,7.074,14.197,14.087,14.14,,,
3324,09/30/24 01:00:00 AM,7.083,14.198,14.092,14.143,,,
3325,09/30/24 01:15:00 AM,7.048,14.2,14.095,14.15,,,
3326,09/30/24 01:30:00 AM,7.026,14.201,14.098,14.147,,,
3327,09/30/24 01:45:00 AM,7.02,14.201,14.099,14.146,,,
3328,09/30/24 02:00:00 AM,7.058,14.204,14.102,14.143,,,
3329,09/30/24 02:15:00 AM,7.08,14.206,14.104,14.144,,,
3330,09/30/24 02:30:00 AM,7.045,14.207,14.105,14.147,,,
3331,09/30/24 02:45:00 AM,6.974,14.207,14.107,14.149,,,
3332,09/30/24 03:00:00 AM,7.018,14.208,14.11,14.146,,,
3333,09/30/24 03:15:00 AM,7.056,14.21,14.111,14.146,,,
3334,09/30/24 03:30:00 AM,7.006,14.211,14.113,14.144,,,
3335,09/30/24 03:45:00 AM,6.982,14.211,14.113,14.144,,,
3336,09/30/24 04:00:00 AM,7.025,14.213,14.113,14.14,,,
3337,09/30/24 04:15:00 AM,7.063,14.213,14.113,14.138,,,
3338,09/30/24 04:30:00 AM,7.001,14.213,14.114,14.135,,,
3339,09/30/24 04:45:00 AM,7.092,14.211,14.111,14.132,,,
3340,09/30/24 05:00:00 AM,7.034,14.211,14.111,14.135,,,
3341,09/30/24 05:15:00 AM,7.067,14.211,14.11,14.129,,,
3342,09/30/24 05:30:00 AM,7.028,14.211,14.11,14.131,,,
3343,09/30/24 05:45:00 AM,7.048,14.211,14.108,14.131,,,
3344,09/30/24 06:00:00 AM,7.047,14.211,14.108,14.123,,,
3345,09/30/24 06:15:00 AM,7.047,14.211,14.107,14.122,,,
3346,09/30/24 06:30:00 AM,7.056,14.211,14.107,14.125,,,
3347,09/30/24 06:45:00 AM,6.976,14.211,14.105,14.117,,,
3348,09/30/24 07:00:00 AM,7.055,14.21,14.105,14.117,,,
3349,09/30/24 07:15:00 AM,7.115,14.21,14.105,14.12,,,
3350,09/30/24 07:30:00 AM,6.95,14.21,14.105,14.114,,,
3351,09/30/24 07:45:00 AM,7.144,14.21,14.105,14.113,,,
3352,09/30/24 08:00:00 AM,7.14,14.21,14.105,14.111,,,
3353,09/30/24 08:15:00 AM,7.127,14.208,14.105,14.11,,,
3354,09/30/24 08:30:00 AM,6.99,14.208,14.104,14.116,,,
3355,09/30/24 08:45:00 AM,7.078,14.208,14.102,14.116,,,
3356,09/30/24 09:00:00 AM,7.08,14.207,14.104,14.116,,,
3357,09/30/24 09:15:00 AM,7.072,14.207,14.104,14.111,,,
3358,09/30/24 09:30:00 AM,7.018,14.206,14.104,14.119,,,
3359,09/30/24 09:45:00 AM,7.165,14.206,14.104,14.123,,,
3360,09/30/24 10:00:00 AM,7.1,14.206,14.105,14.122,,,
3361,09/30/24 10:15:00 AM,7.122,14.206,14.107,14.123,,,
3362,09/30/24 10:30:00 AM,7.091,14.206,14.11,14.137,,,
3363,09/30/24 10:45:00 AM,7.092,14.204,14.111,14.138,,,
3364,09/30/24 11:00:00 AM,7.063,14.204,14.113,14.14,,,
3365,09/30/24 11:15:00 AM,7.16,14.204,14.114,14.147,,,
3366,09/30/24 11:30:00 AM,7.099,14.204,14.116,14.155,,,
3367,09/30/24 11:45:00 AM,7.162,14.204,14.117,14.164,,,
3368,09/30/24 12:00:00 PM,7.171,14.207,14.122,14.171,,,
3369,09/30/24 12:15:00 PM,7.135,14.206,14.123,14.183,,,
3370,09/30/24 12:30:00 PM,7.138,14.206,14.126,14.186,,,
3371,09/30/24 12:45:00 PM,7.075,14.207,14.132,14.195,,,
3372,09/30/24 01:00:00 PM,7.064,14.208,14.135,14.206,,,
3373,09/30/24 01:15:00 PM,7.223,14.207,14.138,14.216,,,
3374,09/30/24 01:30:00 PM,7.118,14.207,14.141,14.226,,,
3375,09/30/24 01:45:00 PM,7.102,14.206,14.147,14.24,,,
3376,09/30/24 02:00:00 PM,7.129,14.207,14.153,14.252,,,
3377,09/30/24 02:15:00 PM,7.173,14.21,14.159,14.258,,,
3378,09/30/24 02:30:00 PM,7.151,14.21,14.164,14.27,,,
3379,09/30/24 02:45:00 PM,7.115,14.211,14.17,14.28,,,
3380,09/30/24 03:00:00 PM,7.089,14.214,14.176,14.295,,,
3381,09/30/24 03:15:00 PM,7.181,14.216,14.182,14.31,,,
3382,09/30/24 03:30:00 PM,7.115,14.219,14.189,14.325,,,
3383,09/30/24 03:45:00 PM,7.162,14.222,14.197,14.339,,,
3384,09/30/24 04:00:00 PM,7.187,14.225,14.203,14.354,,,
3385,09/30/24 04:15:00 PM,7.187,14.226,14.208,14.361,,,
3386,09/30/24 04:30:00 PM,7.138,14.228,14.214,14.373,,,
3387,09/30/24 04:45:00 PM,7.16,14.231,14.222,14.388,,,
3388,09/30/24 05:00:00 PM,7.058,14.232,14.228,14.397,,,
3389,09/30/24 05:15:00 PM,7.137,14.237,14.234,14.411,,,
3390,09/30/24 05:30:00 PM,7.029,14.24,14.241,14.43,,,
3391,09/30/24 05:45:00 PM,7.127,14.243,14.249,14.442,,,
3392,09/30/24 06:00:00 PM,7.148,14.246,14.256,14.454,,,
3393,09/30/24 06:15:00 PM,7.132,14.25,14.264,14.46,,,
3394,09/30/24 06:30:00 PM,7.122,14.253,14.271,14.477,,,
3395,09/30/24 06:45:00 PM,7.015,14.258,14.279,14.499,,,
3396,09/30/24 07:00:00 PM,7.089,14.261,14.286,14.514,,,
3397,09/30/24 07:15:00 PM,7.074,14.264,14.294,14.526,,,
3398,09/30/24 07:30:00 PM,7.04,14.268,14.301,14.536,,,
3399,09/30/24 07:45:00 PM,6.971,14.273,14.307,14.544,,,
3400,09/30/24 08:00:00 PM,6.99,14.277,14.316,14.554,,,
3401,09/30/24 08:15:00 PM,6.985,14.282,14.324,14.571,,,
3402,09/30/24 08:30:00 PM,6.985,14.288,14.331,14.583,,,
3403,09/30/24 08:45:00 PM,6.976,14.292,14.34,14.596,,,
3404,09/30/24 09:00:00 PM,7.01,14.298,14.348,14.604,,,
3405,09/30/24 09:15:00 PM,7.051,14.304,14.355,14.613,,,
3406,09/30/24 09:30:00 PM,7.018,14.309,14.363,14.62,,,
3407,09/30/24 09:45:00 PM,7.063,14.315,14.372,14.628,,,
3408,09/30/24 10:00:00 PM,7.088,14.319,14.379,14.638,,,
3409,09/30/24 10:15:00 PM,7.025,14.325,14.388,14.647,,,
3410,09/30/24 10:30:00 PM,7.1,14.33,14.394,14.661,,,
3411,09/30/24 10:45:00 PM,7.058,14.334,14.4,14.665,,,
3412,09/30/24 11:00:00 PM,7.007,14.339,14.408,14.673,,,
3413,09/30/24 11:15:00 PM,7.01,14.345,14.415,14.68,,,
3414,09/30/24 11:30:00 PM,6.996,14.351,14.423,14.685,,,
3415,09/30/24 11:45:00 PM,7.058,14.357,14.429,14.695,,,
3416,2010/1/24 0:00,6.979,14.361,14.436,14.699,,,
3417,2010/1/24 0:15,7.051,14.367,14.442,14.704,,,
3418,2010/1/24 0:30,7.069,14.372,14.448,14.713,,,
3419,2010/1/24 0:45,7.031,14.376,14.453,14.722,,,
3420,2010/1/24 1:00,7.08,14.381,14.459,14.723,,,
3421,2010/1/24 1:15,7.036,14.385,14.463,14.731,,,
3422,2010/1/24 1:30,7.044,14.39,14.469,14.731,,,
3423,2010/1/24 1:45,7.045,14.394,14.472,14.732,,,
3424,2010/1/24 2:00,6.889,14.397,14.474,14.732,,,
3425,2010/1/24 2:15,6.965,14.4,14.477,14.729,,,
3426,2010/1/24 2:30,6.938,14.406,14.481,14.729,,,
3427,2010/1/24 2:45,7.044,14.409,14.484,14.729,,,
3428,2010/1/24 3:00,7.012,14.415,14.487,14.729,,,
3429,2010/1/24 3:15,7.094,14.418,14.49,14.725,,,
3430,2010/1/24 3:30,7.081,14.423,14.493,14.723,,,
3431,2010/1/24 3:45,7.044,14.424,14.493,14.716,,,
3432,2010/1/24 4:00,7.083,14.427,14.495,14.714,,,
3433,2010/1/24 4:15,7.063,14.429,14.495,14.708,,,
3434,2010/1/24 4:30,7.026,14.43,14.493,14.702,,,
3435,2010/1/24 4:45,7.086,14.432,14.492,14.695,,,
3436,2010/1/24 5:00,7.055,14.433,14.49,14.688,,,
3437,2010/1/24 5:15,7.089,14.435,14.487,14.674,,,
3438,2010/1/24 5:30,7.091,14.436,14.486,14.665,,,
3439,2010/1/24 5:45,7.037,14.438,14.483,14.661,,,
3440,2010/1/24 6:00,7.072,14.439,14.481,14.655,,,
3441,2010/1/24 6:15,7.064,14.441,14.48,14.647,,,
3442,2010/1/24 6:30,7.034,14.444,14.478,14.635,,,
3443,2010/1/24 6:45,7.047,14.445,14.477,14.623,,,
3444,2010/1/24 7:00,7.045,14.445,14.474,14.613,,,
3445,2010/1/24 7:15,7.048,14.445,14.471,14.604,,,
3446,2010/1/24 7:30,7.097,14.445,14.466,14.593,,,
3447,2010/1/24 7:45,7.074,14.447,14.465,14.584,,,
3448,2010/1/24 8:00,7.115,14.448,14.463,14.572,,,
3449,2010/1/24 8:15,7.059,14.448,14.46,14.556,,,
3450,2010/1/24 8:30,7.091,14.448,14.457,14.548,,,
3451,2010/1/24 8:45,7.08,14.448,14.453,14.536,,,
3452,2010/1/24 9:00,6.984,14.447,14.448,14.527,,,
3453,2010/1/24 9:15,7.11,14.447,14.444,14.514,,,
3454,2010/1/24 9:30,7.178,14.445,14.439,14.505,,,
3455,2010/1/24 9:45,7.126,14.444,14.435,14.495,,,
3456,2010/1/24 10:00,7.053,14.442,14.429,14.483,,,
3457,2010/1/24 10:15,7.129,14.439,14.421,14.469,,,
3458,2010/1/24 10:30,7.118,14.436,14.415,14.46,,,
3459,2010/1/24 10:45,7.138,14.435,14.411,14.451,,,
3460,2010/1/24 11:00,7.217,14.433,14.406,14.444,,,
3461,2010/1/24 11:15,7.133,14.432,14.403,14.436,,,
3462,2010/1/24 11:30,7.11,14.429,14.397,14.426,,,
3463,2010/1/24 11:45,7.149,14.424,14.39,14.421,,,
3464,2010/1/24 12:00,7.097,14.421,14.385,14.415,,,
3465,2010/1/24 12:15,7.115,14.42,14.381,14.412,,,
3466,2010/1/24 12:30,7.126,14.414,14.375,14.408,,,
3467,2010/1/24 12:45,7.171,14.411,14.37,14.409,,,
3468,2010/1/24 13:00,7.203,14.408,14.369,14.408,,,
3469,2010/1/24 13:15,7.126,14.405,14.367,14.408,,,
3470,2010/1/24 13:30,7.156,14.402,14.364,14.409,,,
3471,2010/1/24 13:45,7.104,14.397,14.361,14.408,,,
3472,2010/1/24 14:00,7.144,14.394,14.358,14.409,,,
3473,2010/1/24 14:15,7.162,14.387,14.355,14.415,,,
3474,2010/1/24 14:30,7.171,14.385,14.355,14.417,,,
3475,2010/1/24 14:45,7.267,14.382,14.355,14.418,,,
3476,2010/1/24 15:00,7.222,14.379,14.351,14.426,,,
3477,2010/1/24 15:15,7.2,14.375,14.348,14.432,,,
3478,2010/1/24 15:30,7.214,14.373,14.348,14.441,,,
3479,2010/1/24 15:45,7.192,14.372,14.348,14.45,,,
3480,2010/1/24 16:00,7.222,14.367,14.346,14.456,,,
3481,2010/1/24 16:15,7.211,14.364,14.346,14.462,,,
3482,2010/1/24 16:30,7.113,14.361,14.346,14.469,,,
3483,2010/1/24 16:45,7.198,14.36,14.346,14.472,,,
3484,2010/1/24 17:00,7.156,14.358,14.345,14.481,,,
3485,2010/1/24 17:15,7.138,14.357,14.346,14.489,,,
3486,2010/1/24 17:30,7.127,14.357,14.348,14.496,,,
3487,2010/1/24 17:45,7.193,14.357,14.351,14.505,,,
3488,2010/1/24 18:00,7.225,14.357,14.352,14.511,,,
3489,2010/1/24 18:15,7.129,14.357,14.355,14.515,,,
3490,2010/1/24 18:30,7.167,14.357,14.355,14.523,,,
3491,2010/1/24 18:45,7.108,14.354,14.357,14.529,,,
3492,2010/1/24 19:00,7.124,14.352,14.357,14.535,,,
3493,2010/1/24 19:15,7.056,14.352,14.358,14.539,,,
3494,2010/1/24 19:30,7.088,14.354,14.363,14.545,,,
3495,2010/1/24 19:45,7.121,14.355,14.366,14.551,,,
3496,2010/1/24 20:00,7.026,14.357,14.369,14.557,,,
3497,2010/1/24 20:15,7.022,14.355,14.369,14.562,,,
3498,2010/1/24 20:30,7.037,14.355,14.369,14.565,,,
3499,2010/1/24 20:45,7.059,14.354,14.367,14.563,,,
3500,2010/1/24 21:00,7.059,14.355,14.369,14.568,,,
