Titre de trace : point_46,,,,,,,,,,,,,,,
#,"Date Heure, GMT+01:00","Tension, V (LGR S/N: 10831978, SEN S/N: 10831978, LBL: dh)","Temp., °C (LGR S/N: 10831978, SEN S/N: 10831978, LBL: T°C)",Hôte connecté (LGR S/N: 10831978),Arrêté (LGR S/N: 10831978),Fin de fichier (LGR S/N: 10831978),,,,,,,,,
501,22/06/2019 17:00,1.19301072,12.986,,,,,,,,,,,,
502,22/06/2019 17:15,1.181994566,12.947,,,,,,,,,,,,
503,22/06/2019 17:30,1.175843028,12.915,,,,,,,,,,,,
504,22/06/2019 17:45,1.175835241,12.883,,,,,,,,,,,,
505,22/06/2019 18:00,1.17039142,12.862,,,,,,,,,,,,
506,22/06/2019 18:15,1.171724873,12.835,,,,,,,,,,,,
507,22/06/2019 18:30,1.164338471,12.8,,,,,,,,,,,,
508,22/06/2019 18:45,1.154886034,12.766,,,,,,,,,,,,
509,22/06/2019 19:00,1.162189735,12.73,,,,,,,,,,,,
510,22/06/2019 19:15,1.151605796,12.698,,,,,,,,,,,,
511,22/06/2019 19:30,1.149237026,12.671,,,,,,,,,,,,
512,22/06/2019 19:45,1.145980363,12.642,,,,,,,,,,,,
513,22/06/2019 20:00,1.151617703,12.618,,,,,,,,,,,,
514,22/06/2019 20:15,1.139430154,12.598,,,,,,,,,,,,
515,22/06/2019 20:30,1.140942493,12.586,,,,,,,,,,,,
516,22/06/2019 20:45,1.139585466,12.574,,,,,,,,,,,,
517,22/06/2019 21:00,1.135680534,12.56,,,,,,,,,,,,
518,22/06/2019 21:15,1.135214415,12.547,,,,,,,,,,,,
519,22/06/2019 21:30,1.13258191,12.527,,,,,,,,,,,,
520,22/06/2019 21:45,1.13293218,12.502,,,,,,,,,,,,
521,22/06/2019 22:00,1.131394258,12.477,,,,,,,,,,,,
522,22/06/2019 22:15,1.130127139,12.455,,,,,,,,,,,,
523,22/06/2019 22:30,1.133590059,12.432,,,,,,,,,,,,
524,22/06/2019 22:45,1.145162452,12.417,,,,,,,,,,,,
525,22/06/2019 23:00,1.130430731,12.414,,,,,,,,,,,,
526,22/06/2019 23:15,1.135683898,12.409,,,,,,,,,,,,
527,22/06/2019 23:30,1.140371636,12.399,,,,,,,,,,,,
528,22/06/2019 23:45,1.14044644,12.387,,,,,,,,,,,,
529,23/06/2019 00:00,1.138398486,12.37,,,,,,,,,,,,
530,23/06/2019 00:15,1.14153729,12.363,,,,,,,,,,,,
531,23/06/2019 00:30,1.138761528,12.355,,,,,,,,,,,,
532,23/06/2019 00:45,1.142740259,12.358,,,,,,,,,,,,
533,23/06/2019 01:00,1.145193159,12.341,,,,,,,,,,,,
534,23/06/2019 01:15,1.14520019,12.334,,,,,,,,,,,,
535,23/06/2019 01:30,1.145148205,12.346,,,,,,,,,,,,
536,23/06/2019 01:45,1.148998459,12.369,,,,,,,,,,,,
537,23/06/2019 02:00,1.148884802,12.414,,,,,,,,,,,,
538,23/06/2019 02:15,1.161361309,12.453,,,,,,,,,,,,
539,23/06/2019 02:30,1.161908693,12.493,,,,,,,,,,,,
540,23/06/2019 02:45,1.157104284,12.551,,,,,,,,,,,,
541,23/06/2019 03:00,1.163533767,12.63,,,,,,,,,,,,
542,23/06/2019 03:15,1.162694597,12.659,,,,,,,,,,,,
543,23/06/2019 03:30,1.162942655,12.696,,,,,,,,,,,,
544,23/06/2019 03:45,1.16021347,12.812,,,,,,,,,,,,
545,23/06/2019 04:00,1.161148437,12.858,,,,,,,,,,,,
546,23/06/2019 04:15,1.159816707,12.906,,,,,,,,,,,,
547,23/06/2019 04:30,1.160621476,12.951,,,,,,,,,,,,
548,23/06/2019 04:45,1.162887353,13.035,,,,,,,,,,,,
549,23/06/2019 05:00,1.164317755,13.15,,,,,,,,,,,,
550,23/06/2019 05:15,1.16443555,13.311,,,,,,,,,,,,
551,23/06/2019 05:30,1.160710943,13.356,,,,,,,,,,,,
552,23/06/2019 05:45,1.16481026,13.415,,,,,,,,,,,,
553,23/06/2019 06:00,1.161719138,13.437,,,,,,,,,,,,
554,23/06/2019 06:15,1.16352072,13.421,,,,,,,,,,,,
555,23/06/2019 06:30,1.162203855,13.67,,,,,,,,,,,,
556,23/06/2019 06:45,1.166759184,13.877,,,,,,,,,,,,
557,23/06/2019 07:00,1.16505691,13.885,,,,,,,,,,,,
558,23/06/2019 07:15,1.164667078,14.08,,,,,,,,,,,,
559,23/06/2019 07:30,1.165109661,14.071,,,,,,,,,,,,
560,23/06/2019 07:45,1.162605669,14.048,,,,,,,,,,,,
561,23/06/2019 08:00,1.166765442,14.132,,,,,,,,,,,,
562,23/06/2019 08:15,1.167240501,14.244,,,,,,,,,,,,
563,23/06/2019 08:30,1.167855952,14.415,,,,,,,,,,,,
564,23/06/2019 08:45,1.166115111,14.433,,,,,,,,,,,,
565,23/06/2019 09:00,1.165667606,14.339,,,,,,,,,,,,
566,23/06/2019 09:15,1.163858375,14.232,,,,,,,,,,,,
567,23/06/2019 09:30,1.167163873,14.343,,,,,,,,,,,,
568,23/06/2019 09:45,1.16693796,14.46,,,,,,,,,,,,
569,23/06/2019 10:00,1.167254694,14.599,,,,,,,,,,,,
570,23/06/2019 10:15,1.169258413,14.643,,,,,,,,,,,,
571,23/06/2019 10:30,1.167415314,14.547,,,,,,,,,,,,
572,23/06/2019 10:45,1.166955369,14.596,,,,,,,,,,,,
573,23/06/2019 11:00,1.167943999,14.475,,,,,,,,,,,,
574,23/06/2019 11:15,1.166125589,14.468,,,,,,,,,,,,
575,23/06/2019 11:30,1.170469085,14.477,,,,,,,,,,,,
576,23/06/2019 11:45,1.171620962,14.432,,,,,,,,,,,,
577,23/06/2019 12:00,1.171764505,14.397,,,,,,,,,,,,
578,23/06/2019 12:15,1.173658935,14.334,,,,,,,,,,,,
579,23/06/2019 12:30,1.170622341,14.279,,,,,,,,,,,,
580,23/06/2019 12:45,1.17206547,14.228,,,,,,,,,,,,
581,23/06/2019 13:00,1.172399916,14.179,,,,,,,,,,,,
582,23/06/2019 13:15,1.172877657,14.135,,,,,,,,,,,,
583,23/06/2019 13:30,1.172235232,14.059,,,,,,,,,,,,
584,23/06/2019 13:45,1.173394103,13.99,,,,,,,,,,,,
585,23/06/2019 14:00,1.173141271,13.918,,,,,,,,,,,,
586,23/06/2019 14:15,1.173660915,13.855,,,,,,,,,,,,
587,23/06/2019 14:30,1.175255771,13.829,,,,,,,,,,,,
588,23/06/2019 14:45,1.174978867,13.798,,,,,,,,,,,,
589,23/06/2019 15:00,1.173270419,13.744,,,,,,,,,,,,
590,23/06/2019 15:15,1.175803108,13.693,,,,,,,,,,,,
591,23/06/2019 15:30,1.174519161,13.648,,,,,,,,,,,,
592,23/06/2019 15:45,1.177348844,13.608,,,,,,,,,,,,
593,23/06/2019 16:00,1.176748793,13.575,,,,,,,,,,,,
594,23/06/2019 16:15,1.178656032,13.539,,,,,,,,,,,,
595,23/06/2019 16:30,1.179845509,13.502,,,,,,,,,,,,
596,23/06/2019 16:45,1.17844209,13.451,,,,,,,,,,,,
597,23/06/2019 17:00,1.178601705,13.4,,,,,,,,,,,,
598,23/06/2019 17:15,1.178246266,13.362,,,,,,,,,,,,
599,23/06/2019 17:30,1.182568197,13.33,,,,,,,,,,,,
600,23/06/2019 17:45,1.182385902,13.29,,,,,,,,,,,,
601,23/06/2019 18:00,1.182400214,13.236,,,,,,,,,,,,
602,23/06/2019 18:15,1.185153406,13.204,,,,,,,,,,,,
603,23/06/2019 18:30,1.184761086,13.18,,,,,,,,,,,,
604,23/06/2019 18:45,1.185483152,13.154,,,,,,,,,,,,
605,23/06/2019 19:00,1.185752877,13.124,,,,,,,,,,,,
606,23/06/2019 19:15,1.187470181,13.084,,,,,,,,,,,,
607,23/06/2019 19:30,1.189787823,13.054,,,,,,,,,,,,
608,23/06/2019 19:45,1.190728669,13.026,,,,,,,,,,,,
609,23/06/2019 20:00,1.189931651,12.996,,,,,,,,,,,,
610,23/06/2019 20:15,1.190555378,12.96,,,,,,,,,,,,
611,23/06/2019 20:30,1.192745151,12.921,,,,,,,,,,,,
612,23/06/2019 20:45,1.193280297,12.888,,,,,,,,,,,,
613,23/06/2019 21:00,1.194522155,12.867,,,,,,,,,,,,
614,23/06/2019 21:15,1.194363397,12.849,,,,,,,,,,,,
615,23/06/2019 21:30,1.194308969,12.818,,,,,,,,,,,,
616,23/06/2019 21:45,1.196618574,12.796,,,,,,,,,,,,
617,23/06/2019 22:00,1.197200397,12.779,,,,,,,,,,,,
618,23/06/2019 22:15,1.19771477,12.761,,,,,,,,,,,,
619,23/06/2019 22:30,1.198731821,12.748,,,,,,,,,,,,
620,23/06/2019 22:45,1.200662597,12.734,,,,,,,,,,,,
621,23/06/2019 23:00,1.200526657,12.716,,,,,,,,,,,,
622,23/06/2019 23:15,1.201121538,12.686,,,,,,,,,,,,
623,23/06/2019 23:30,1.203965035,12.672,,,,,,,,,,,,
624,23/06/2019 23:45,1.20114866,12.659,,,,,,,,,,,,
625,24/06/2019 00:00,1.205072677,12.654,,,,,,,,,,,,
626,24/06/2019 00:15,1.204837105,12.65,,,,,,,,,,,,
627,24/06/2019 00:30,1.204858919,12.651,,,,,,,,,,,,
628,24/06/2019 00:45,1.206398812,12.657,,,,,,,,,,,,
629,24/06/2019 01:00,1.206670297,12.665,,,,,,,,,,,,
630,24/06/2019 01:15,1.205814299,12.671,,,,,,,,,,,,
631,24/06/2019 01:30,1.206756832,12.647,,,,,,,,,,,,
632,24/06/2019 01:45,1.208117592,12.678,,,,,,,,,,,,
633,24/06/2019 02:00,1.208741788,12.704,,,,,,,,,,,,
634,24/06/2019 02:15,1.209737496,12.752,,,,,,,,,,,,
635,24/06/2019 02:30,1.209986126,12.743,,,,,,,,,,,,
636,24/06/2019 02:45,1.211768908,12.723,,,,,,,,,,,,
637,24/06/2019 03:00,1.212064648,12.775,,,,,,,,,,,,
638,24/06/2019 03:15,1.210668445,12.802,,,,,,,,,,,,
639,24/06/2019 03:30,1.211021913,12.859,,,,,,,,,,,,
640,24/06/2019 03:45,1.212425728,12.938,,,,,,,,,,,,
641,24/06/2019 04:00,1.211621577,13.023,,,,,,,,,,,,
642,24/06/2019 04:15,1.211521127,13.123,,,,,,,,,,,,
643,24/06/2019 04:30,1.211869101,13.123,,,,,,,,,,,,
644,24/06/2019 04:45,1.213526707,13.097,,,,,,,,,,,,
645,24/06/2019 05:00,1.210737499,13.233,,,,,,,,,,,,
646,24/06/2019 05:15,1.209772581,13.302,,,,,,,,,,,,
647,24/06/2019 05:30,1.211364793,13.449,,,,,,,,,,,,
648,24/06/2019 05:45,1.212308948,13.554,,,,,,,,,,,,
649,24/06/2019 06:00,1.211644941,13.738,,,,,,,,,,,,
650,24/06/2019 06:15,1.210876566,13.918,,,,,,,,,,,,
651,24/06/2019 06:30,1.210025203,14.05,,,,,,,,,,,,
652,24/06/2019 06:45,1.211286231,14.203,,,,,,,,,,,,
653,24/06/2019 07:00,1.210200487,14.415,,,,,,,,,,,,
654,24/06/2019 07:15,1.21036894,14.571,,,,,,,,,,,,
655,24/06/2019 07:30,1.210339709,14.708,,,,,,,,,,,,
656,24/06/2019 07:45,1.209581913,14.815,,,,,,,,,,,,
657,24/06/2019 08:00,1.210029518,14.801,,,,,,,,,,,,
658,24/06/2019 08:15,1.209005482,14.997,,,,,,,,,,,,
659,24/06/2019 08:30,1.209376809,14.934,,,,,,,,,,,,
660,24/06/2019 08:45,1.206764331,15.019,,,,,,,,,,,,
661,24/06/2019 09:00,1.205148427,15.242,,,,,,,,,,,,
662,24/06/2019 09:15,1.204107885,15.409,,,,,,,,,,,,
663,24/06/2019 09:30,1.206155268,15.472,,,,,,,,,,,,
664,24/06/2019 09:45,1.204624996,15.57,,,,,,,,,,,,
665,24/06/2019 10:00,1.206519831,15.694,,,,,,,,,,,,
666,24/06/2019 10:15,1.20629402,15.703,,,,,,,,,,,,
667,24/06/2019 10:30,1.20610954,15.739,,,,,,,,,,,,
668,24/06/2019 10:45,1.204369233,15.694,,,,,,,,,,,,
669,24/06/2019 11:00,1.206603168,15.594,,,,,,,,,,,,
670,24/06/2019 11:15,1.207113238,15.603,,,,,,,,,,,,
671,24/06/2019 11:30,1.205950164,15.591,,,,,,,,,,,,
672,24/06/2019 11:45,1.206616365,15.49,,,,,,,,,,,,
673,24/06/2019 12:00,1.204586022,15.393,,,,,,,,,,,,
674,24/06/2019 12:15,1.203952923,15.285,,,,,,,,,,,,
675,24/06/2019 12:30,1.204333328,15.23,,,,,,,,,,,,
676,24/06/2019 12:45,1.202346649,15.152,,,,,,,,,,,,
677,24/06/2019 13:00,1.204225615,15.076,,,,,,,,,,,,
678,24/06/2019 13:15,1.204694849,14.978,,,,,,,,,,,,
679,24/06/2019 13:30,1.204628219,14.891,,,,,,,,,,,,
680,24/06/2019 13:45,1.204952187,14.807,,,,,,,,,,,,
681,24/06/2019 14:00,1.205898305,14.734,,,,,,,,,,,,
682,24/06/2019 14:15,1.206375327,14.668,,,,,,,,,,,,
683,24/06/2019 14:30,1.204115191,14.601,,,,,,,,,,,,
684,24/06/2019 14:45,1.205495856,14.527,,,,,,,,,,,,
685,24/06/2019 15:00,1.204624606,14.463,,,,,,,,,,,,
686,24/06/2019 15:15,1.20641969,14.391,,,,,,,,,,,,
687,24/06/2019 15:30,1.206269539,14.319,,,,,,,,,,,,
688,24/06/2019 15:45,1.206273087,14.253,,,,,,,,,,,,
689,24/06/2019 16:00,1.205720248,14.173,,,,,,,,,,,,
690,24/06/2019 16:15,1.206114678,14.087,,,,,,,,,,,,
691,24/06/2019 16:30,1.206625853,13.987,,,,,,,,,,,,
692,24/06/2019 16:45,1.207347735,13.876,,,,,,,,,,,,
693,24/06/2019 17:00,1.206891476,13.768,,,,,,,,,,,,
694,24/06/2019 17:15,1.208234827,13.663,,,,,,,,,,,,
695,24/06/2019 17:30,1.208740657,13.574,,,,,,,,,,,,
696,24/06/2019 17:45,1.208416357,13.505,,,,,,,,,,,,
697,24/06/2019 18:00,1.2065569,13.448,,,,,,,,,,,,
698,24/06/2019 18:15,1.208923477,13.392,,,,,,,,,,,,
699,24/06/2019 18:30,1.208432097,13.336,,,,,,,,,,,,
700,24/06/2019 18:45,1.208532981,13.281,,,,,,,,,,,,
701,24/06/2019 19:00,1.209216406,13.231,,,,,,,,,,,,
702,24/06/2019 19:15,1.210063935,13.188,,,,,,,,,,,,
703,24/06/2019 19:30,1.210493026,13.147,,,,,,,,,,,,
704,24/06/2019 19:45,1.210140277,13.112,,,,,,,,,,,,
705,24/06/2019 20:00,1.211565325,13.079,,,,,,,,,,,,
706,24/06/2019 20:15,1.211173004,13.055,,,,,,,,,,,,
707,24/06/2019 20:30,1.214262118,13.035,,,,,,,,,,,,
708,24/06/2019 20:45,1.213133916,13.011,,,,,,,,,,,,
709,24/06/2019 21:00,1.214575755,12.984,,,,,,,,,,,,
710,24/06/2019 21:15,1.215165613,12.959,,,,,,,,,,,,
711,24/06/2019 21:30,1.214647794,12.935,,,,,,,,,,,,
712,24/06/2019 21:45,1.214213532,12.913,,,,,,,,,,,,
713,24/06/2019 22:00,1.216608705,12.891,,,,,,,,,,,,
714,24/06/2019 22:15,1.216065376,12.864,,,,,,,,,,,,
715,24/06/2019 22:30,1.218647434,12.832,,,,,,,,,,,,
716,24/06/2019 22:45,1.220342962,12.808,,,,,,,,,,,,
717,24/06/2019 23:00,1.219886565,12.791,,,,,,,,,,,,
718,24/06/2019 23:15,1.220612686,12.778,,,,,,,,,,,,
719,24/06/2019 23:30,1.22102036,12.764,,,,,,,,,,,,
720,24/06/2019 23:45,1.221598165,12.751,,,,,,,,,,,,
721,25/06/2019 00:00,1.221573301,12.736,,,,,,,,,,,,
722,25/06/2019 00:15,1.224223167,12.716,,,,,,,,,,,,
723,25/06/2019 00:30,1.224717413,12.701,,,,,,,,,,,,
724,25/06/2019 00:45,1.224055331,12.69,,,,,,,,,,,,
725,25/06/2019 01:00,1.226626376,12.686,,,,,,,,,,,,
726,25/06/2019 01:15,1.22448586,12.693,,,,,,,,,,,,
727,25/06/2019 01:30,1.226946225,12.714,,,,,,,,,,,,
728,25/06/2019 01:45,1.226369425,12.726,,,,,,,,,,,,
729,25/06/2019 02:00,1.227693552,12.731,,,,,,,,,,,,
730,25/06/2019 02:15,1.228336548,12.761,,,,,,,,,,,,
731,25/06/2019 02:30,1.22824499,12.784,,,,,,,,,,,,
732,25/06/2019 02:45,1.230685551,12.802,,,,,,,,,,,,
733,25/06/2019 03:00,1.229827977,12.855,,,,,,,,,,,,
734,25/06/2019 03:15,1.230054369,12.959,,,,,,,,,,,,
735,25/06/2019 03:30,1.230932117,13.079,,,,,,,,,,,,
736,25/06/2019 03:45,1.228375034,13.177,,,,,,,,,,,,
737,25/06/2019 04:00,1.230755895,13.209,,,,,,,,,,,,
738,25/06/2019 04:15,1.229141917,13.237,,,,,,,,,,,,
739,25/06/2019 04:30,1.231593241,13.267,,,,,,,,,,,,
740,25/06/2019 04:45,1.231198054,13.314,,,,,,,,,,,,
741,25/06/2019 05:00,1.230196974,13.419,,,,,,,,,,,,
742,25/06/2019 05:15,1.233284226,13.469,,,,,,,,,,,,
743,25/06/2019 05:30,1.231877914,13.631,,,,,,,,,,,,
744,25/06/2019 05:45,1.232262816,13.793,,,,,,,,,,,,
745,25/06/2019 06:00,1.232790866,13.892,,,,,,,,,,,,
746,25/06/2019 06:15,1.232530329,13.981,,,,,,,,,,,,
747,25/06/2019 06:30,1.231358114,14.086,,,,,,,,,,,,
748,25/06/2019 06:45,1.232697493,14.161,,,,,,,,,,,,
749,25/06/2019 07:00,1.234160611,14.198,,,,,,,,,,,,
750,25/06/2019 07:15,1.232834908,14.24,,,,,,,,,,,,
751,25/06/2019 07:30,1.235001293,14.247,,,,,,,,,,,,
752,25/06/2019 07:45,1.234527285,14.31,,,,,,,,,,,,
753,25/06/2019 08:00,1.234894244,14.399,,,,,,,,,,,,
754,25/06/2019 08:15,1.236353491,14.508,,,,,,,,,,,,
755,25/06/2019 08:30,1.234487372,14.628,,,,,,,,,,,,
756,25/06/2019 08:45,1.234355496,14.782,,,,,,,,,,,,
757,25/06/2019 09:00,1.236110051,14.898,,,,,,,,,,,,
758,25/06/2019 09:15,1.233951417,14.906,,,,,,,,,,,,
759,25/06/2019 09:30,1.23564594,14.883,,,,,,,,,,,,
760,25/06/2019 09:45,1.23554631,14.897,,,,,,,,,,,,
761,25/06/2019 10:00,1.236287895,14.897,,,,,,,,,,,,
762,25/06/2019 10:15,1.236533511,14.891,,,,,,,,,,,,
763,25/06/2019 10:30,1.237666736,14.91,,,,,,,,,,,,
764,25/06/2019 10:45,1.236176496,14.9,,,,,,,,,,,,
765,25/06/2019 11:00,1.236706904,14.849,,,,,,,,,,,,
766,25/06/2019 11:15,1.237469907,14.822,,,,,,,,,,,,
767,25/06/2019 11:30,1.237381575,14.785,,,,,,,,,,,,
768,25/06/2019 11:45,1.238749218,14.741,,,,,,,,,,,,
769,25/06/2019 12:00,1.237904232,14.719,,,,,,,,,,,,
770,25/06/2019 12:15,1.239726227,14.677,,,,,,,,,,,,
771,25/06/2019 12:30,1.237623559,14.652,,,,,,,,,,,,
772,25/06/2019 12:45,1.239657017,14.638,,,,,,,,,,,,
773,25/06/2019 13:00,1.239280446,14.604,,,,,,,,,,,,
774,25/06/2019 13:15,1.239813868,14.55,,,,,,,,,,,,
775,25/06/2019 13:30,1.238414789,14.489,,,,,,,,,,,,
776,25/06/2019 13:45,1.23918005,14.42,,,,,,,,,,,,
777,25/06/2019 14:00,1.2389044,14.348,,,,,,,,,,,,
778,25/06/2019 14:15,1.239971962,14.262,,,,,,,,,,,,
779,25/06/2019 14:30,1.240215385,14.173,,,,,,,,,,,,
780,25/06/2019 14:45,1.240700442,14.099,,,,,,,,,,,,
781,25/06/2019 15:00,1.241143559,14.027,,,,,,,,,,,,
782,25/06/2019 15:15,1.241821243,13.96,,,,,,,,,,,,
783,25/06/2019 15:30,1.241860705,13.898,,,,,,,,,,,,
784,25/06/2019 15:45,1.242476929,13.807,,,,,,,,,,,,
785,25/06/2019 16:00,1.241949921,13.724,,,,,,,,,,,,
786,25/06/2019 16:15,1.242374238,13.648,,,,,,,,,,,,
787,25/06/2019 16:30,1.243931061,13.569,,,,,,,,,,,,
788,25/06/2019 16:45,1.243833255,13.496,,,,,,,,,,,,
789,25/06/2019 17:00,1.243553587,13.428,,,,,,,,,,,,
790,25/06/2019 17:15,1.245286281,13.367,,,,,,,,,,,,
791,25/06/2019 17:30,1.244979454,13.309,,,,,,,,,,,,
792,25/06/2019 17:45,1.244203531,13.258,,,,,,,,,,,,
793,25/06/2019 18:00,1.244315501,13.209,,,,,,,,,,,,
794,25/06/2019 18:15,1.24541166,13.157,,,,,,,,,,,,
795,25/06/2019 18:30,1.244200185,13.108,,,,,,,,,,,,
796,25/06/2019 18:45,1.245423529,13.06,,,,,,,,,,,,
797,25/06/2019 19:00,1.246497875,13.007,,,,,,,,,,,,
798,25/06/2019 19:15,1.2452676,12.954,,,,,,,,,,,,
799,25/06/2019 19:30,1.244967841,12.906,,,,,,,,,,,,
800,25/06/2019 19:45,1.246421734,12.867,,,,,,,,,,,,
801,25/06/2019 20:00,1.245284778,12.829,,,,,,,,,,,,
802,25/06/2019 20:15,1.24566791,12.794,,,,,,,,,,,,
803,25/06/2019 20:30,1.246534239,12.755,,,,,,,,,,,,
804,25/06/2019 20:45,1.247163992,12.713,,,,,,,,,,,,
805,25/06/2019 21:00,1.247730996,12.671,,,,,,,,,,,,
806,25/06/2019 21:15,1.247899689,12.628,,,,,,,,,,,,
807,25/06/2019 21:30,1.247045948,12.592,,,,,,,,,,,,
808,25/06/2019 21:45,1.247124733,12.559,,,,,,,,,,,,
809,25/06/2019 22:00,1.246944124,12.523,,,,,,,,,,,,
810,25/06/2019 22:15,1.247743003,12.483,,,,,,,,,,,,
811,25/06/2019 22:30,1.247806002,12.443,,,,,,,,,,,,
812,25/06/2019 22:45,1.248192148,12.405,,,,,,,,,,,,
813,25/06/2019 23:00,1.248526631,12.373,,,,,,,,,,,,
814,25/06/2019 23:15,1.248496025,12.341,,,,,,,,,,,,
815,25/06/2019 23:30,1.249069093,12.31,,,,,,,,,,,,
816,25/06/2019 23:45,1.249883436,12.283,,,,,,,,,,,,
817,26/06/2019 00:00,1.249190786,12.257,,,,,,,,,,,,
818,26/06/2019 00:15,1.250960795,12.227,,,,,,,,,,,,
819,26/06/2019 00:30,1.251610389,12.205,,,,,,,,,,,,
820,26/06/2019 00:45,1.250251353,12.195,,,,,,,,,,,,
821,26/06/2019 01:00,1.249523545,12.204,,,,,,,,,,,,
822,26/06/2019 01:15,1.251271169,12.219,,,,,,,,,,,,
823,26/06/2019 01:30,1.250741296,12.207,,,,,,,,,,,,
824,26/06/2019 01:45,1.251060425,12.213,,,,,,,,,,,,
825,26/06/2019 02:00,1.251393047,12.251,,,,,,,,,,,,
826,26/06/2019 02:15,1.251672715,12.319,,,,,,,,,,,,
827,26/06/2019 02:30,1.251800085,12.408,,,,,,,,,,,,
828,26/06/2019 02:45,1.251602584,12.474,,,,,,,,,,,,
829,26/06/2019 03:00,1.251875654,12.594,,,,,,,,,,,,
830,26/06/2019 03:15,1.251716223,12.73,,,,,,,,,,,,
831,26/06/2019 03:30,1.250225735,12.76,,,,,,,,,,,,
832,26/06/2019 03:45,1.250290789,12.894,,,,,,,,,,,,
833,26/06/2019 04:00,1.251661207,13.046,,,,,,,,,,,,
834,26/06/2019 04:15,1.25082247,13.12,,,,,,,,,,,,
835,26/06/2019 04:30,1.25019362,13.269,,,,,,,,,,,,
836,26/06/2019 04:45,1.25287564,13.376,,,,,,,,,,,,
837,26/06/2019 05:00,1.251856479,13.499,,,,,,,,,,,,
838,26/06/2019 05:15,1.252450688,13.623,,,,,,,,,,,,
839,26/06/2019 05:30,1.254743401,13.703,,,,,,,,,,,,
840,26/06/2019 05:45,1.257851314,13.687,,,,,,,,,,,,
841,26/06/2019 06:00,1.257308419,13.705,,,,,,,,,,,,
842,26/06/2019 06:15,1.257790943,13.855,,,,,,,,,,,,
843,26/06/2019 06:30,1.25621626,14.054,,,,,,,,,,,,
844,26/06/2019 06:45,1.255584545,14.274,,,,,,,,,,,,
845,26/06/2019 07:00,1.255159122,14.459,,,,,,,,,,,,
846,26/06/2019 07:15,1.254683041,14.649,,,,,,,,,,,,
847,26/06/2019 07:30,1.255038194,14.71,,,,,,,,,,,,
848,26/06/2019 07:45,1.254339849,14.843,,,,,,,,,,,,
849,26/06/2019 08:00,1.25395327,14.836,,,,,,,,,,,,
850,26/06/2019 08:15,1.253445109,14.933,,,,,,,,,,,,
851,26/06/2019 08:30,1.253406356,14.858,,,,,,,,,,,,
852,26/06/2019 08:45,1.253147258,14.991,,,,,,,,,,,,
853,26/06/2019 09:00,1.252581305,15.208,,,,,,,,,,,,
854,26/06/2019 09:15,1.251887301,15.331,,,,,,,,,,,,
855,26/06/2019 09:30,1.252881147,15.449,,,,,,,,,,,,
856,26/06/2019 09:45,1.251513974,15.555,,,,,,,,,,,,
857,26/06/2019 10:00,1.251942679,15.645,,,,,,,,,,,,
858,26/06/2019 10:15,1.24930281,15.479,,,,,,,,,,,,
859,26/06/2019 10:30,1.252544692,15.5,,,,,,,,,,,,
860,26/06/2019 10:45,1.2531724,15.443,,,,,,,,,,,,
861,26/06/2019 11:00,1.251014475,15.314,,,,,,,,,,,,
862,26/06/2019 11:15,1.248270138,15.252,,,,,,,,,,,,
863,26/06/2019 11:30,1.247255197,15.155,,,,,,,,,,,,
864,26/06/2019 11:45,1.24309313,15.096,,,,,,,,,,,,
865,26/06/2019 12:00,1.238275726,15.042,,,,,,,,,,,,
866,26/06/2019 12:15,1.23936313,14.976,,,,,,,,,,,,
867,26/06/2019 12:30,1.238806272,14.9,,,,,,,,,,,,
868,26/06/2019 12:45,1.239045825,14.883,,,,,,,,,,,,
869,26/06/2019 13:00,1.240153604,14.774,,,,,,,,,,,,
870,26/06/2019 13:15,1.24106614,14.689,,,,,,,,,,,,
871,26/06/2019 13:30,1.243480214,14.563,,,,,,,,,,,,
872,26/06/2019 13:45,1.246007199,14.512,,,,,,,,,,,,
873,26/06/2019 14:00,1.245805744,14.457,,,,,,,,,,,,
874,26/06/2019 14:15,1.247886413,14.396,,,,,,,,,,,,
875,26/06/2019 14:30,1.247428864,14.312,,,,,,,,,,,,
876,26/06/2019 14:45,1.248211201,14.226,,,,,,,,,,,,
877,26/06/2019 15:00,1.251948434,14.123,,,,,,,,,,,,
878,26/06/2019 15:15,1.252979116,14.051,,,,,,,,,,,,
879,26/06/2019 15:30,1.253594372,13.978,,,,,,,,,,,,
880,26/06/2019 15:45,1.253718646,13.877,,,,,,,,,,,,
881,26/06/2019 16:00,1.253894619,13.787,,,,,,,,,,,,
882,26/06/2019 16:15,1.253986029,13.696,,,,,,,,,,,,
883,26/06/2019 16:30,1.25364691,13.602,,,,,,,,,,,,
884,26/06/2019 16:45,1.255078234,13.523,,,,,,,,,,,,
885,26/06/2019 17:00,1.256018361,13.473,,,,,,,,,,,,
886,26/06/2019 17:15,1.256414553,13.425,,,,,,,,,,,,
887,26/06/2019 17:30,1.257228177,13.376,,,,,,,,,,,,
888,26/06/2019 17:45,1.255744536,13.314,,,,,,,,,,,,
889,26/06/2019 18:00,1.25621553,13.254,,,,,,,,,,,,
890,26/06/2019 18:15,1.257181453,13.184,,,,,,,,,,,,
891,26/06/2019 18:30,1.255072648,13.114,,,,,,,,,,,,
892,26/06/2019 18:45,1.255657014,13.032,,,,,,,,,,,,
893,26/06/2019 19:00,1.256649809,12.975,,,,,,,,,,,,
894,26/06/2019 19:15,1.25634101,12.936,,,,,,,,,,,,
