dates,pression,temp_riv
12-10-2024 18:00,-6.417572800000002,13.457
12-10-2024 18:15,-6.493481200000005,13.484
12-10-2024 18:30,-6.495140399999997,13.508
12-10-2024 18:45,-6.589714799999996,13.532
12-10-2024 19:00,-6.54076839999999,13.556
12-10-2024 19:15,-7.083741599999996,13.58
12-10-2024 19:30,-6.994974400000004,13.601
12-10-2024 19:45,-6.512562000000003,13.622
12-10-2024 20:00,-6.27197799999999,13.642
12-10-2024 20:15,-6.0550375999999915,13.661
12-10-2024 20:30,-6.376092799999995,13.679
12-10-2024 20:45,-6.420476399999984,13.696
12-10-2024 21:00,-6.173670399999992,13.711
12-10-2024 21:15,-6.645297999999997,13.721
12-10-2024 21:30,-6.572707999999992,13.727
12-10-2024 21:45,-5.658073999999999,13.732
12-10-2024 22:00,-6.056696799999997,13.736
12-10-2024 22:15,-5.860496400000002,13.742
12-10-2024 22:30,-5.798691199999993,13.748
12-10-2024 22:45,-5.705361199999999,13.754
12-10-2024 23:00,-5.7688255999999996,13.756
12-10-2024 23:15,-5.767166399999994,13.754
12-10-2024 23:30,-6.265341199999995,13.748
12-10-2024 23:45,-5.2275116,13.738
13-10-2024 00:00,-5.675495599999991,13.735
13-10-2024 00:15,-5.7688255999999996,13.73
13-10-2024 00:30,-6.247919599999989,13.724
13-10-2024 00:45,-5.537781999999993,13.72
13-10-2024 01:00,-6.485599999999991,13.712
13-10-2024 01:15,-6.023512799999992,13.702
13-10-2024 01:30,-6.233816399999995,13.691
13-10-2024 01:45,-5.458555199999992,13.687
13-10-2024 02:00,-5.675495599999991,13.684
13-10-2024 02:15,-6.289399599999996,13.681
13-10-2024 02:30,-6.066237199999989,13.672
13-10-2024 02:45,-5.409608799999987,13.663
13-10-2024 03:00,-6.020194399999994,13.652
13-10-2024 03:15,-5.672177199999993,13.642
13-10-2024 03:30,-6.012313199999994,13.629
13-10-2024 03:45,-4.855435999999997,13.617
13-10-2024 04:00,-5.282679999999999,13.602
13-10-2024 04:15,-5.110537999999991,13.586
13-10-2024 04:30,-5.3191824000000025,13.572
13-10-2024 04:45,-5.0931163999999995,13.556
13-10-2024 05:00,-5.8571779999999904,13.533
13-10-2024 05:15,-5.517041999999989,13.508
13-10-2024 05:30,-6.332123999999993,13.476
13-10-2024 05:45,-4.814370799999992,13.446
13-10-2024 06:00,-5.846393199999994,13.415
13-10-2024 06:15,-5.2117492,13.377
13-10-2024 06:30,-5.928523599999991,13.336
13-10-2024 06:45,-5.822334799999993,13.294
13-10-2024 07:00,-5.374765599999989,13.255
13-10-2024 07:15,-6.282762799999986,13.216
13-10-2024 07:30,-5.268576799999991,13.177
13-10-2024 07:45,-6.069140799999985,13.142
13-10-2024 08:00,-5.9729071999999945,13.106
13-10-2024 08:15,-6.1483676,13.067
13-10-2024 08:30,-5.509160800000004,13.025
13-10-2024 08:45,-5.631112000000002,12.992
13-10-2024 09:00,-5.680058399999993,12.966
13-10-2024 09:15,-5.849296800000005,12.945
13-10-2024 09:30,-6.033053199999998,12.93
13-10-2024 09:45,-5.985351199999997,12.921
13-10-2024 10:00,-5.298857199999986,12.919
13-10-2024 10:15,-5.363565999999992,12.916
13-10-2024 10:30,-5.510819999999995,12.915
13-10-2024 10:45,-5.600831599999992,12.915
13-10-2024 11:00,-5.767166399999994,12.919
13-10-2024 11:15,-5.558107199999995,12.933
13-10-2024 11:30,-5.181468800000005,12.948
13-10-2024 11:45,-6.039275200000006,12.959
13-10-2024 12:00,-5.499620399999998,12.972
13-10-2024 12:15,-5.673836399999999,12.996
13-10-2024 12:30,-5.60414999999999,13.017
13-10-2024 12:45,-5.404631199999997,13.029
13-10-2024 13:00,-5.225852399999994,13.043
13-10-2024 13:15,-5.547322399999999,13.037
13-10-2024 13:30,-5.402971999999991,13.046
13-10-2024 13:45,-5.069057999999998,13.069
13-10-2024 14:00,-5.316278799999992,13.082
13-10-2024 14:15,-5.278117199999997,13.105
13-10-2024 14:30,-5.067813599999994,13.144
13-10-2024 14:45,-5.116759999999999,13.159
13-10-2024 15:00,-4.974483599999999,13.175
13-10-2024 15:15,-4.857095199999989,13.177
13-10-2024 15:30,-4.914337599999996,13.201
13-10-2024 15:45,-4.874516799999995,13.207
13-10-2024 16:00,-5.107219599999993,13.227
13-10-2024 16:15,-5.159484399999997,13.248
13-10-2024 16:30,-4.736803199999997,13.258
