dates,Temp_profondeur_10,Temp_profondeur_20,Temp_profondeur_30,Temp_profondeur_40
23-07-2015 19:45,17.748,18.58,17.51,16.773
23-07-2015 20:00,17.748,18.533,17.51,16.558
23-07-2015 20:15,17.772,18.485,17.51,16.392
23-07-2015 20:30,17.772,18.414,17.51,16.368
23-07-2015 20:45,17.772,18.414,17.51,16.249
23-07-2015 21:00,17.748,18.533,17.51,16.01
23-07-2015 21:15,17.748,18.58,17.51,15.843
23-07-2015 21:30,17.748,18.604,17.51,15.7
23-07-2015 21:45,17.748,18.604,17.51,16.058
23-07-2015 22:00,17.748,18.533,17.51,15.963
23-07-2015 22:15,17.748,18.509,17.51,15.867
23-07-2015 22:30,17.748,18.604,17.51,15.843
23-07-2015 23:00,17.724,18.652,17.486,15.629
23-07-2015 23:15,17.724,18.509,17.486,15.533
23-07-2015 23:30,17.724,18.39,17.486,15.39
23-07-2015 23:45,17.701,18.295,17.486,15.318
24-07-2015 00:00,17.701,18.152,17.486,15.27
24-07-2015 00:15,17.701,18.105,17.486,16.582
24-07-2015 00:30,17.701,18.081,17.486,16.63
24-07-2015 00:45,17.677,18.01,17.463,16.654
24-07-2015 01:15,17.653,17.938,17.463,18.057
24-07-2015 01:30,17.653,17.915,17.463,18.081
24-07-2015 01:45,17.629,17.891,17.463,18.152
24-07-2015 02:00,17.629,17.819,17.463,18.224
24-07-2015 02:15,17.629,17.796,17.439,18.295
24-07-2015 02:30,17.605,17.724,17.439,18.343
24-07-2015 02:45,17.605,17.296,17.439,18.366
24-07-2015 03:00,17.582,17.249,17.439,18.366
24-07-2015 03:15,17.582,17.201,17.415,16.082
24-07-2015 03:30,17.558,17.13,17.415,16.082
24-07-2015 03:45,17.558,17.106,17.415,16.058
24-07-2015 04:00,17.534,17.058,17.391,16.01
24-07-2015 04:15,17.51,17.034,17.391,16.034
24-07-2015 04:30,17.51,16.987,17.391,15.867
24-07-2015 04:45,17.486,16.939,17.368,15.867
24-07-2015 05:00,17.463,16.892,17.368,15.843
24-07-2015 05:15,17.463,16.844,17.368,15.819
24-07-2015 05:30,17.439,16.796,17.344,15.796
24-07-2015 05:45,17.415,17.011,17.344,15.772
24-07-2015 06:00,17.391,16.963,17.32,15.748
24-07-2015 06:15,17.391,16.915,17.32,15.748
24-07-2015 06:30,17.368,16.892,17.296,15.7
24-07-2015 06:45,17.344,16.844,17.296,15.7
24-07-2015 07:00,17.32,16.796,17.272,15.676
24-07-2015 07:15,17.296,16.773,17.272,15.7
24-07-2015 07:30,17.272,16.749,17.272,15.676
24-07-2015 07:45,17.272,16.725,17.249,15.676
24-07-2015 08:00,17.249,16.677,17.249,15.7
24-07-2015 08:15,17.249,16.654,17.534,15.796
24-07-2015 08:30,17.225,16.63,17.534,15.867
24-07-2015 08:45,17.201,16.606,17.677,15.819
24-07-2015 09:00,17.177,16.558,17.653,15.796
24-07-2015 09:15,17.177,16.534,17.653,15.843
24-07-2015 09:30,17.153,16.534,17.629,15.867
24-07-2015 09:45,17.13,16.511,17.629,15.915
24-07-2015 10:00,17.13,16.511,17.605,15.891
24-07-2015 10:15,17.106,16.511,17.605,15.963
24-07-2015 10:30,17.082,16.487,17.582,15.986
24-07-2015 10:45,17.082,16.487,17.582,15.986
24-07-2015 11:00,17.058,16.487,17.558,16.058
24-07-2015 11:15,17.058,16.487,17.558,16.082
24-07-2015 11:30,17.058,16.487,17.534,16.249
24-07-2015 11:45,17.034,16.844,17.534,16.201
24-07-2015 12:00,17.034,16.868,17.51,16.225
24-07-2015 12:15,17.034,17.13,17.51,16.915
24-07-2015 12:30,17.034,17.106,17.51,16.987
24-07-2015 12:45,17.034,17.106,17.486,16.939
24-07-2015 13:00,17.034,17.106,17.486,16.963
24-07-2015 13:15,17.011,17.13,17.486,16.963
24-07-2015 13:30,17.034,17.439,17.463,16.987
24-07-2015 13:45,17.034,17.463,17.463,16.963
24-07-2015 14:00,17.034,17.439,17.463,17.058
24-07-2015 14:15,17.034,17.439,17.463,17.034
24-07-2015 14:30,17.034,17.439,17.463,17.058
24-07-2015 14:45,17.034,17.534,17.463,17.439
24-07-2015 15:00,17.034,17.558,17.463,17.201
24-07-2015 15:15,17.058,17.582,17.463,17.106
24-07-2015 15:30,17.058,17.582,17.463,17.011
24-07-2015 15:45,17.058,17.605,17.439,16.915
24-07-2015 16:00,17.058,17.605,17.439,16.844
24-07-2015 16:15,17.082,17.629,17.439,16.773
24-07-2015 16:30,17.082,17.558,17.439,16.701
24-07-2015 16:45,17.082,17.51,17.439,16.749
24-07-2015 17:00,17.106,17.629,17.439,16.749
24-07-2015 17:15,17.106,17.605,17.439,16.749
24-07-2015 17:30,17.106,17.605,17.439,16.773
24-07-2015 17:45,17.106,17.605,17.439,16.773
24-07-2015 18:00,17.13,17.748,17.439,17.272
24-07-2015 18:15,17.13,17.748,17.534,17.225
24-07-2015 18:30,17.13,17.748,17.534,17.177
24-07-2015 18:45,17.153,17.748,17.534,17.177
24-07-2015 19:00,17.153,17.748,17.534,17.153
24-07-2015 19:15,17.153,17.772,17.534,17.13
24-07-2015 19:30,17.153,17.772,17.534,17.13
24-07-2015 19:45,17.153,17.772,17.534,17.106
24-07-2015 20:00,17.177,17.772,17.534,17.106
24-07-2015 20:15,17.177,17.772,17.534,17.034
