dates,Temperature 1,Temperature 2,Temperature 3,Temperature 4
16-10-2024 05:00,14.463,14.283,13.547,13.988
16-10-2024 05:15,14.453,14.282,13.551,13.993
16-10-2024 05:30,14.442,14.28,13.554,13.996
16-10-2024 05:45,14.432,14.279,13.556,14.002
16-10-2024 06:00,14.421,14.276,13.557,14.005
16-10-2024 06:15,14.412,14.274,13.563,14.011
16-10-2024 06:30,14.402,14.271,13.566,14.017
16-10-2024 06:45,14.39,14.268,13.571,14.023
16-10-2024 07:00,14.378,14.264,13.574,14.027
16-10-2024 07:15,14.363,14.261,13.577,14.032
16-10-2024 07:30,14.349,14.256,13.577,14.035
16-10-2024 07:45,14.334,14.252,13.577,14.032
16-10-2024 08:00,14.321,14.246,13.572,14.018
16-10-2024 08:15,14.307,14.241,13.569,14.026
16-10-2024 08:30,14.295,14.235,13.566,14.018
16-10-2024 08:45,14.285,14.229,13.554,14.011
16-10-2024 09:00,14.276,14.223,13.529,13.996
16-10-2024 09:15,14.271,14.217,13.496,13.981
16-10-2024 09:30,14.268,14.213,13.469,13.945
16-10-2024 09:45,14.806,14.788,14.819,14.655
16-10-2024 10:00,14.017,14.089,14.219,14.192
16-10-2024 10:15,14.168,14.415,14.626,14.596
