dates,Temperature 1,Temperature 2,Temperature 3,Temperature 4
13-09-2024 20:30,13.605,13.699,13.889,14.188
13-09-2024 20:45,13.611,13.723,13.909,14.177
13-09-2024 21:00,13.616,13.736,13.904,14.171
13-09-2024 21:15,13.619,13.708,13.906,14.182
13-09-2024 21:30,13.619,13.748,13.904,14.182
13-09-2024 21:45,13.617,13.72,13.925,14.186
13-09-2024 22:00,13.617,13.691,13.925,14.188
13-09-2024 22:15,13.613,13.702,13.924,14.189
13-09-2024 22:30,13.608,13.7,13.919,14.186
13-09-2024 22:45,13.601,13.706,13.927,14.183
13-09-2024 23:00,13.593,13.715,13.927,14.176
13-09-2024 23:15,13.584,13.732,13.937,14.182
13-09-2024 23:30,13.574,13.711,13.93,14.177
13-09-2024 23:45,13.563,13.714,13.925,14.177
14-09-2024 00:00,13.551,13.708,13.922,14.173
14-09-2024 00:15,13.539,13.727,13.922,14.188
14-09-2024 00:30,13.527,13.714,13.927,14.174
14-09-2024 00:45,13.515,13.702,13.916,14.17
14-09-2024 01:00,13.502,13.723,13.939,14.192
14-09-2024 01:15,13.487,13.699,13.916,14.171
14-09-2024 01:30,13.476,13.706,13.913,14.171
14-09-2024 01:45,13.466,13.672,13.903,14.161
14-09-2024 02:00,13.449,13.681,13.952,14.183
14-09-2024 02:15,13.434,13.726,13.93,14.18
14-09-2024 02:30,13.422,13.724,13.897,14.17
14-09-2024 02:45,13.409,13.661,13.949,14.173
14-09-2024 03:00,13.397,13.693,13.892,14.161
14-09-2024 03:15,13.383,13.693,13.934,14.17
14-09-2024 03:30,13.365,13.679,13.924,14.161
14-09-2024 03:45,13.353,13.593,13.874,14.131
14-09-2024 04:00,13.339,13.598,13.891,14.132
14-09-2024 04:15,13.323,13.622,13.937,14.161
14-09-2024 04:30,13.308,13.593,13.912,14.15
14-09-2024 04:45,13.294,13.539,13.853,14.125
14-09-2024 05:00,13.278,13.541,13.885,14.137
14-09-2024 05:15,13.261,13.523,13.864,14.132
14-09-2024 05:30,13.248,13.511,13.876,14.125
14-09-2024 05:45,13.23,13.526,13.856,14.123
14-09-2024 06:00,13.213,13.508,13.852,14.119
14-09-2024 06:15,13.197,13.533,13.847,14.111
14-09-2024 06:30,13.181,13.514,13.832,14.105
14-09-2024 06:45,13.162,13.454,13.831,14.099
14-09-2024 07:00,13.142,13.443,13.825,14.098
14-09-2024 07:15,13.124,13.452,13.819,14.081
14-09-2024 07:30,13.105,13.524,13.789,14.078
14-09-2024 07:45,13.088,13.527,13.78,14.036
14-09-2024 08:00,13.072,13.413,13.814,14.026
14-09-2024 08:15,13.055,13.487,13.817,14.033
14-09-2024 08:30,13.04,13.397,13.763,14.035
14-09-2024 08:45,13.026,13.448,13.753,14.018
14-09-2024 09:00,13.011,13.356,13.792,14.002
14-09-2024 09:15,13.004,13.422,13.763,14.018
14-09-2024 09:30,13.001,13.354,13.73,13.994
14-09-2024 09:45,12.999,13.35,13.715,13.976
14-09-2024 10:00,13.001,13.386,13.694,13.979
14-09-2024 10:15,12.99,13.314,13.724,13.975
14-09-2024 10:30,12.995,13.312,13.697,13.996
14-09-2024 10:45,12.999,13.35,13.711,13.961
14-09-2024 11:00,13.014,13.267,13.681,13.958
14-09-2024 11:15,13.023,13.252,13.664,13.939
14-09-2024 11:30,13.038,13.266,13.667,13.949
14-09-2024 11:45,13.052,13.242,13.651,13.934
14-09-2024 12:00,13.058,13.281,13.652,13.933
14-09-2024 12:15,13.078,13.255,13.661,13.951
14-09-2024 12:30,13.091,13.275,13.661,13.94
14-09-2024 12:45,13.1,13.278,13.64,13.928
14-09-2024 13:00,13.111,13.33,13.681,13.96
14-09-2024 13:15,13.124,13.318,13.629,13.924
14-09-2024 13:30,13.129,13.335,13.648,13.954
14-09-2024 13:45,13.138,13.299,13.642,13.928
14-09-2024 14:00,13.145,13.288,13.608,13.931
14-09-2024 14:15,13.151,13.327,13.605,13.913
14-09-2024 14:30,13.16,13.303,13.619,13.925
14-09-2024 14:45,13.169,13.341,13.605,13.903
14-09-2024 15:00,13.178,13.297,13.601,13.913
14-09-2024 15:15,13.186,13.32,13.599,13.907
14-09-2024 15:30,13.197,13.368,13.617,13.919
14-09-2024 15:45,13.209,13.323,13.622,13.921
14-09-2024 16:00,13.219,13.335,13.619,13.907
14-09-2024 16:15,13.234,13.345,13.605,13.909
14-09-2024 16:30,13.246,13.397,13.613,13.918
14-09-2024 16:45,13.266,13.451,13.608,13.904
14-09-2024 17:00,13.288,13.419,13.586,13.891
14-09-2024 17:15,13.297,13.365,13.619,13.912
14-09-2024 17:30,13.308,13.439,13.626,13.9
14-09-2024 17:45,13.324,13.43,13.616,13.919
14-09-2024 18:00,13.336,13.392,13.634,13.919
14-09-2024 18:15,13.348,13.454,13.614,13.919
14-09-2024 18:30,13.36,13.442,13.637,13.906
14-09-2024 18:45,13.37,13.493,13.643,13.912
14-09-2024 19:00,13.379,13.421,13.646,13.915
14-09-2024 19:15,13.382,13.44,13.638,13.922
14-09-2024 19:30,13.385,13.494,13.643,13.918
14-09-2024 19:45,13.389,13.478,13.649,13.907
14-09-2024 20:00,13.391,13.49,13.657,13.91
14-09-2024 20:15,13.389,13.494,13.66,13.892
14-09-2024 20:30,13.386,13.449,13.664,13.907
14-09-2024 20:45,13.383,13.482,13.667,13.919
14-09-2024 21:00,13.377,13.508,13.67,13.9
14-09-2024 21:15,13.376,13.457,13.663,13.916
14-09-2024 21:30,13.364,13.458,13.669,13.921
14-09-2024 21:45,13.356,13.452,13.684,13.928
14-09-2024 22:00,13.342,13.451,13.685,13.928
14-09-2024 22:15,13.333,13.47,13.691,13.928
14-09-2024 22:30,13.321,13.457,13.669,13.922
14-09-2024 22:45,13.312,13.454,13.655,13.906
14-09-2024 23:00,13.297,13.458,13.664,13.906
14-09-2024 23:15,13.282,13.466,13.652,13.901
14-09-2024 23:30,13.264,13.457,13.649,13.909
14-09-2024 23:45,13.246,13.487,13.657,13.903
15-09-2024 00:00,13.227,13.47,13.678,13.906
15-09-2024 00:15,13.206,13.442,13.648,13.897
15-09-2024 00:30,13.186,13.436,13.642,13.889
15-09-2024 00:45,13.168,13.461,13.66,13.886
15-09-2024 01:00,13.15,13.469,13.64,13.906
15-09-2024 01:15,13.13,13.41,13.623,13.892
15-09-2024 01:30,13.111,13.371,13.631,13.877
15-09-2024 01:45,13.088,13.38,13.657,13.903
