dates,Temperature 1,Temperature 2,Temperature 3,Temperature 4
09-09-2024 17:00,16.397,16.198,16.219,16.159
09-09-2024 17:15,16.403,16.205,16.217,16.161
09-09-2024 17:30,16.414,16.208,16.219,16.155
09-09-2024 17:45,16.423,16.208,16.219,16.153
09-09-2024 18:00,16.429,16.211,16.22,16.152
09-09-2024 18:15,16.436,16.216,16.22,16.15
09-09-2024 18:30,16.441,16.223,16.22,16.15
09-09-2024 18:45,16.446,16.223,16.222,16.149
09-09-2024 19:00,16.449,16.223,16.223,16.149
09-09-2024 19:15,16.452,16.228,16.223,16.147
09-09-2024 19:30,16.457,16.229,16.225,16.147
09-09-2024 19:45,16.461,16.232,16.226,16.147
09-09-2024 20:00,16.466,16.234,16.229,16.147
09-09-2024 20:15,16.472,16.237,16.231,16.146
09-09-2024 20:30,16.476,16.238,16.232,16.147
09-09-2024 20:45,16.482,16.241,16.234,16.147
09-09-2024 21:00,16.485,16.245,16.234,16.147
09-09-2024 21:15,16.49,16.248,16.235,16.146
09-09-2024 21:30,16.494,16.25,16.237,16.146
09-09-2024 21:45,16.497,16.253,16.237,16.146
09-09-2024 22:00,16.5,16.257,16.238,16.146
09-09-2024 22:15,16.502,16.259,16.239,16.146
09-09-2024 22:30,16.502,16.26,16.241,16.147
09-09-2024 22:45,16.502,16.262,16.242,16.147
09-09-2024 23:00,16.5,16.266,16.244,16.147
09-09-2024 23:15,16.497,16.266,16.245,16.147
09-09-2024 23:30,16.494,16.268,16.247,16.149
09-09-2024 23:45,16.49,16.269,16.247,16.149
10-09-2024 00:00,16.484,16.269,16.248,16.149
10-09-2024 00:15,16.478,16.268,16.25,16.149
10-09-2024 00:30,16.47,16.269,16.25,16.149
10-09-2024 00:45,16.463,16.268,16.251,16.15
10-09-2024 01:00,16.455,16.268,16.251,16.15
10-09-2024 01:15,16.446,16.265,16.251,16.15
10-09-2024 01:30,16.436,16.265,16.25,16.15
10-09-2024 01:45,16.424,16.262,16.251,16.15
10-09-2024 02:00,16.412,16.259,16.251,16.15
10-09-2024 02:15,16.399,16.256,16.25,16.15
10-09-2024 02:30,16.385,16.251,16.25,16.15
10-09-2024 02:45,16.371,16.247,16.248,16.15
10-09-2024 03:00,16.354,16.242,16.247,16.15
10-09-2024 03:15,16.339,16.237,16.245,16.15
10-09-2024 03:30,16.321,16.232,16.244,16.149
10-09-2024 03:45,16.305,16.225,16.242,16.149
10-09-2024 04:00,16.287,16.219,16.239,16.149
10-09-2024 04:15,16.269,16.211,16.237,16.147
10-09-2024 04:30,16.251,16.204,16.234,16.146
10-09-2024 04:45,16.234,16.196,16.231,16.146
10-09-2024 05:00,16.213,16.186,16.225,16.144
10-09-2024 05:15,16.193,16.177,16.223,16.143
10-09-2024 05:30,16.172,16.169,16.219,16.141
10-09-2024 05:45,16.152,16.161,16.214,16.14
10-09-2024 06:00,16.131,16.152,16.21,16.137
10-09-2024 06:15,16.107,16.138,16.204,16.135
10-09-2024 06:30,16.086,16.128,16.198,16.132
10-09-2024 06:45,16.061,16.117,16.192,16.131
10-09-2024 07:00,16.04,16.095,16.186,16.128
10-09-2024 07:15,16.015,16.071,16.18,16.125
10-09-2024 07:30,15.988,16.058,16.172,16.123
10-09-2024 07:45,15.964,16.04,16.166,16.12
10-09-2024 08:00,15.939,16.018,16.159,16.117
10-09-2024 08:15,15.918,16.007,16.152,16.114
10-09-2024 08:30,15.9,15.991,16.143,16.111
10-09-2024 08:45,15.873,15.998,16.135,16.108
10-09-2024 09:00,15.851,15.988,16.128,16.105
10-09-2024 09:15,15.846,15.922,16.113,16.104
10-09-2024 09:30,15.827,15.944,16.102,16.102
10-09-2024 09:45,15.809,15.93,16.098,16.099
10-09-2024 10:00,15.8,15.903,16.092,16.095
10-09-2024 10:15,15.778,15.895,16.08,16.085
10-09-2024 10:30,15.769,15.904,16.068,16.082
10-09-2024 10:45,15.755,15.886,16.055,16.074
10-09-2024 11:00,15.746,15.846,16.044,16.07
10-09-2024 11:15,15.737,15.831,16.035,16.065
10-09-2024 11:30,15.73,15.824,16.028,16.061
10-09-2024 11:45,15.719,15.813,16.016,16.055
10-09-2024 12:00,15.71,15.8,16.007,16.05
10-09-2024 12:15,15.703,15.812,15.995,16.044
10-09-2024 12:30,15.7,15.797,15.979,16.037
10-09-2024 12:45,15.696,15.779,15.97,16.029
10-09-2024 13:00,15.694,15.776,15.971,16.023
10-09-2024 13:15,15.694,15.776,15.955,16.018
10-09-2024 13:30,15.696,15.767,15.968,16.012
10-09-2024 13:45,15.693,15.786,15.934,16.007
10-09-2024 14:00,15.685,15.739,15.94,16.001
10-09-2024 14:15,15.685,15.736,15.94,15.995
10-09-2024 14:30,15.688,15.797,15.94,15.989
10-09-2024 14:45,15.687,15.788,15.919,15.983
10-09-2024 15:00,15.687,15.782,15.907,15.976
10-09-2024 15:15,15.687,15.761,15.891,15.97
10-09-2024 15:30,15.687,15.758,15.883,15.964
10-09-2024 15:45,15.685,15.757,15.883,15.958
10-09-2024 16:00,15.684,15.757,15.883,15.952
10-09-2024 16:15,15.682,15.749,15.879,15.947
10-09-2024 16:30,15.682,15.739,15.876,15.943
10-09-2024 16:45,15.681,15.728,15.877,15.939
10-09-2024 17:00,15.682,15.733,15.863,15.934
10-09-2024 17:15,15.679,15.742,15.868,15.93
10-09-2024 17:30,15.672,15.734,15.863,15.924
10-09-2024 17:45,15.672,15.728,15.87,15.919
10-09-2024 18:00,15.672,15.73,15.864,15.916
10-09-2024 18:15,15.669,15.719,15.863,15.912
10-09-2024 18:30,15.667,15.682,15.849,15.907
10-09-2024 18:45,15.664,15.675,15.848,15.901
10-09-2024 19:00,15.663,15.673,15.848,15.898
10-09-2024 19:15,15.66,15.676,15.843,15.894
10-09-2024 19:30,15.658,15.676,15.837,15.889
10-09-2024 19:45,15.655,15.678,15.834,15.885
10-09-2024 20:00,15.654,15.673,15.83,15.882
10-09-2024 20:15,15.651,15.669,15.827,15.877
10-09-2024 20:30,15.649,15.676,15.825,15.873
10-09-2024 20:45,15.648,15.688,15.825,15.868
10-09-2024 21:00,15.649,15.701,15.83,15.867
10-09-2024 21:15,15.649,15.699,15.828,15.863
10-09-2024 21:30,15.648,15.693,15.825,15.86
10-09-2024 21:45,15.646,15.693,15.822,15.857
10-09-2024 22:00,15.649,15.69,15.818,15.852
10-09-2024 22:15,15.649,15.682,15.816,15.849
10-09-2024 22:30,15.649,15.675,15.813,15.846
10-09-2024 22:45,15.649,15.676,15.809,15.843
10-09-2024 23:00,15.649,15.676,15.804,15.839
10-09-2024 23:15,15.649,15.672,15.8,15.836
10-09-2024 23:30,15.649,15.672,15.797,15.833
10-09-2024 23:45,15.651,15.67,15.794,15.828
11-09-2024 00:00,15.652,15.666,15.794,15.825
11-09-2024 00:15,15.654,15.669,15.791,15.824
11-09-2024 00:30,15.655,15.67,15.788,15.819
11-09-2024 00:45,15.657,15.667,15.785,15.816
11-09-2024 01:00,15.66,15.666,15.782,15.813
11-09-2024 01:15,15.661,15.664,15.779,15.81
11-09-2024 01:30,15.663,15.664,15.776,15.807
11-09-2024 01:45,15.663,15.66,15.775,15.804
11-09-2024 02:00,15.663,15.661,15.772,15.801
11-09-2024 02:15,15.663,15.654,15.758,15.8
11-09-2024 02:30,15.663,15.642,15.757,15.797
11-09-2024 02:45,15.661,15.648,15.755,15.792
11-09-2024 03:00,15.661,15.637,15.754,15.792
11-09-2024 03:15,15.658,15.639,15.751,15.788
11-09-2024 03:30,15.657,15.649,15.749,15.785
11-09-2024 03:45,15.655,15.643,15.748,15.782
11-09-2024 04:00,15.657,15.649,15.758,15.772
11-09-2024 04:15,15.651,15.648,15.739,15.779
11-09-2024 04:30,15.645,15.637,15.742,15.776
11-09-2024 04:45,15.642,15.64,15.748,15.773
11-09-2024 05:00,15.637,15.642,15.752,15.772
11-09-2024 05:15,15.631,15.643,15.749,15.77
11-09-2024 05:30,15.625,15.637,15.748,15.767
11-09-2024 05:45,15.618,15.634,15.745,15.764
11-09-2024 06:00,15.609,15.628,15.736,15.761
11-09-2024 06:15,15.6,15.628,15.739,15.76
11-09-2024 06:30,15.59,15.627,15.736,15.758
11-09-2024 06:45,15.576,15.599,15.728,15.755
11-09-2024 07:00,15.561,15.608,15.727,15.752
11-09-2024 07:15,15.548,15.609,15.727,15.751
11-09-2024 07:30,15.533,15.603,15.728,15.748
11-09-2024 07:45,15.52,15.597,15.725,15.746
11-09-2024 08:00,15.503,15.557,15.718,15.743
11-09-2024 08:15,15.485,15.569,15.706,15.74
11-09-2024 08:30,15.476,15.581,15.704,15.737
11-09-2024 08:45,15.46,15.542,15.69,15.736
11-09-2024 09:00,15.443,15.508,15.687,15.733
11-09-2024 09:15,15.431,15.54,15.69,15.728
11-09-2024 09:30,15.417,15.525,15.655,15.727
11-09-2024 09:45,15.402,15.476,15.673,15.722
11-09-2024 10:00,15.388,15.464,15.651,15.719
11-09-2024 10:15,15.373,15.466,15.655,15.716
11-09-2024 10:30,15.361,15.437,15.642,15.713
11-09-2024 10:45,15.348,15.43,15.64,15.71
11-09-2024 11:00,15.334,15.434,15.633,15.706
11-09-2024 11:15,15.323,15.423,15.616,15.703
11-09-2024 11:30,15.314,15.411,15.606,15.699
11-09-2024 11:45,15.306,15.409,15.597,15.693
11-09-2024 12:00,15.3,15.382,15.611,15.688
11-09-2024 12:15,15.296,15.406,15.59,15.684
11-09-2024 12:30,15.29,15.378,15.584,15.678
11-09-2024 12:45,15.287,15.358,15.567,15.673
11-09-2024 13:00,15.281,15.384,15.564,15.669
11-09-2024 13:15,15.273,15.414,15.569,15.663
11-09-2024 13:30,15.267,15.393,15.563,15.658
11-09-2024 13:45,15.258,15.375,15.531,15.654
11-09-2024 14:00,15.251,15.376,15.534,15.649
11-09-2024 14:15,15.246,15.387,15.528,15.645
11-09-2024 14:30,15.245,15.381,15.531,15.637
11-09-2024 14:45,15.243,15.379,15.525,15.634
11-09-2024 15:00,15.242,15.379,15.517,15.63
11-09-2024 15:15,15.242,15.385,15.512,15.625
11-09-2024 15:30,15.245,15.363,15.512,15.619
11-09-2024 15:45,15.245,15.352,15.512,15.615
11-09-2024 16:00,15.245,15.372,15.509,15.611
11-09-2024 16:15,15.249,15.33,15.506,15.606
11-09-2024 16:30,15.249,15.318,15.505,15.603
11-09-2024 16:45,15.251,15.306,15.509,15.599
11-09-2024 17:00,15.248,15.309,15.467,15.594
11-09-2024 17:15,15.243,15.312,15.461,15.591
11-09-2024 17:30,15.237,15.311,15.469,15.584
11-09-2024 17:45,15.233,15.33,15.481,15.581
11-09-2024 18:00,15.228,15.296,15.493,15.579
11-09-2024 18:15,15.223,15.305,15.448,15.573
11-09-2024 18:30,15.215,15.303,15.44,15.567
11-09-2024 18:45,15.206,15.288,15.449,15.566
11-09-2024 19:00,15.2,15.275,15.46,15.56
11-09-2024 19:15,15.194,15.302,15.469,15.555
11-09-2024 19:30,15.188,15.296,15.472,15.554
11-09-2024 19:45,15.179,15.3,15.445,15.545
11-09-2024 20:00,15.167,15.303,15.443,15.542
11-09-2024 20:15,15.155,15.264,15.429,15.539
11-09-2024 20:30,15.143,15.245,15.426,15.534
11-09-2024 20:45,15.13,15.288,15.415,15.53
11-09-2024 21:00,15.112,15.206,15.414,15.527
11-09-2024 21:15,15.094,15.211,15.406,15.523
11-09-2024 21:30,15.078,15.214,15.415,15.52
11-09-2024 21:45,15.061,15.208,15.375,15.514
11-09-2024 22:00,15.039,15.158,15.378,15.508
11-09-2024 22:15,15.018,15.139,15.385,15.505
11-09-2024 22:30,14.997,15.166,15.363,15.502
11-09-2024 22:45,14.97,15.137,15.355,15.5
11-09-2024 23:00,14.946,15.163,15.342,15.493
11-09-2024 23:15,14.924,15.163,15.333,15.484
11-09-2024 23:30,14.897,15.152,15.329,15.484
11-09-2024 23:45,14.871,15.087,15.317,15.478
12-09-2024 00:00,14.849,15.061,15.317,15.473
12-09-2024 00:15,14.827,15.04,15.29,15.458
12-09-2024 00:30,14.803,15.058,15.293,15.461
12-09-2024 00:45,14.782,15.06,15.273,15.445
12-09-2024 01:00,14.755,15.031,15.287,15.443
12-09-2024 01:15,14.737,14.973,15.245,15.427
12-09-2024 01:30,14.714,14.972,15.242,15.415
12-09-2024 01:45,14.696,14.978,15.23,15.414
12-09-2024 02:00,14.676,14.927,15.212,15.408
12-09-2024 02:15,14.653,14.883,15.208,15.399
12-09-2024 02:30,14.631,14.891,15.196,15.382
12-09-2024 02:45,14.607,14.833,15.196,15.391
12-09-2024 03:00,14.587,14.874,15.227,15.369
12-09-2024 03:15,14.563,14.868,15.157,15.385
12-09-2024 03:30,14.539,14.833,15.136,15.342
12-09-2024 03:45,14.512,14.783,15.13,15.354
12-09-2024 04:00,14.486,14.83,15.122,15.336
12-09-2024 04:15,14.46,14.88,15.119,15.312
12-09-2024 04:30,14.436,14.818,15.16,15.345
12-09-2024 04:45,14.411,14.755,15.116,15.293
12-09-2024 05:00,14.384,14.779,15.085,15.285
12-09-2024 05:15,14.36,14.617,15.039,15.263
12-09-2024 05:30,14.333,14.632,15.048,15.281
12-09-2024 05:45,14.301,14.746,15.042,15.248
12-09-2024 06:00,14.274,14.686,15.031,15.246
12-09-2024 06:15,14.246,14.714,14.991,15.223
12-09-2024 06:30,14.22,14.726,14.994,15.223
12-09-2024 06:45,14.185,14.64,15.109,15.181
12-09-2024 07:00,14.158,14.671,15.063,15.199
12-09-2024 07:15,14.129,14.602,15.004,15.149
12-09-2024 07:30,14.107,14.46,14.955,15.16
12-09-2024 07:45,14.075,14.544,14.972,15.149
12-09-2024 08:00,14.045,14.577,14.906,15.121
12-09-2024 08:15,14.015,14.524,14.94,15.112
12-09-2024 08:30,13.991,14.542,14.865,15.084
12-09-2024 08:45,13.969,14.53,14.867,15.069
12-09-2024 09:00,13.948,14.517,14.849,15.079
12-09-2024 09:15,13.93,14.49,14.768,15.051
12-09-2024 09:30,13.918,14.468,14.821,15.054
12-09-2024 09:45,13.907,14.442,14.744,15.024
12-09-2024 10:00,13.924,14.214,14.652,14.987
12-09-2024 10:15,13.873,14.384,14.768,14.997
12-09-2024 10:30,13.865,14.382,14.755,14.989
12-09-2024 10:45,13.861,14.268,14.664,14.973
12-09-2024 11:00,13.858,14.303,14.756,14.991
12-09-2024 11:15,13.856,14.246,14.646,14.951
12-09-2024 11:30,13.858,14.253,14.694,14.963
12-09-2024 11:45,13.856,14.18,14.64,14.937
12-09-2024 12:00,13.853,14.207,14.631,14.916
12-09-2024 12:15,13.85,14.192,14.702,14.927
12-09-2024 12:30,13.864,14.14,14.53,14.843
12-09-2024 12:45,13.853,14.141,14.667,14.901
12-09-2024 13:00,13.853,14.087,14.662,14.898
12-09-2024 13:15,13.849,14.098,14.622,14.904
12-09-2024 13:30,13.844,14.104,14.59,14.882
12-09-2024 13:45,13.843,14.12,14.626,14.892
12-09-2024 14:00,13.844,14.108,14.598,14.874
12-09-2024 14:15,13.849,14.083,14.587,14.834
12-09-2024 14:30,13.852,14.087,14.578,14.891
12-09-2024 14:45,13.856,14.083,14.547,14.825
12-09-2024 15:00,13.864,14.068,14.539,14.839
12-09-2024 15:15,13.87,14.078,14.553,14.821
12-09-2024 15:30,13.874,14.086,14.536,14.831
12-09-2024 15:45,13.879,14.093,14.533,14.812
12-09-2024 16:00,13.886,14.069,14.571,14.803
12-09-2024 16:15,13.891,14.081,14.523,14.792
12-09-2024 16:30,13.894,14.08,14.557,14.809
12-09-2024 16:45,13.898,14.089,14.498,14.779
12-09-2024 17:00,13.898,14.093,14.56,14.798
12-09-2024 17:15,13.897,14.09,14.511,14.798
12-09-2024 17:30,13.895,14.104,14.508,14.771
12-09-2024 17:45,13.894,14.089,14.448,14.825
12-09-2024 18:00,13.892,14.081,14.505,14.786
12-09-2024 18:15,13.892,14.078,14.509,14.783
12-09-2024 18:30,13.891,14.083,14.486,14.759
12-09-2024 18:45,13.888,14.078,14.498,14.768
12-09-2024 19:00,13.889,14.075,14.505,14.774
12-09-2024 19:15,13.886,14.113,14.43,14.74
12-09-2024 19:30,13.889,14.093,14.454,14.737
12-09-2024 19:45,13.888,14.066,14.483,14.749
12-09-2024 20:00,13.888,14.062,14.438,14.72
12-09-2024 20:15,13.882,14.075,14.433,14.711
12-09-2024 20:30,13.873,14.072,14.45,14.714
12-09-2024 20:45,13.87,14.063,14.46,14.726
12-09-2024 21:00,13.862,14.056,14.468,14.713
12-09-2024 21:15,13.853,14.081,14.435,14.704
12-09-2024 21:30,13.846,14.074,14.403,14.692
12-09-2024 21:45,13.837,14.063,14.415,14.691
12-09-2024 22:00,13.826,14.041,14.396,14.691
12-09-2024 22:15,13.813,14.08,14.423,14.685
12-09-2024 22:30,13.804,14.051,14.426,14.688
12-09-2024 22:45,13.795,14.005,14.433,14.683
12-09-2024 23:00,13.784,14.011,14.376,14.653
12-09-2024 23:15,13.775,14.044,14.418,14.699
12-09-2024 23:30,13.763,13.994,14.373,14.649
12-09-2024 23:45,13.753,13.988,14.369,14.622
13-09-2024 00:00,13.738,13.976,14.34,14.628
13-09-2024 00:15,13.727,14.002,14.376,14.641
13-09-2024 00:30,13.714,13.97,14.381,14.644
13-09-2024 00:45,13.702,13.94,14.363,14.646
13-09-2024 01:00,13.688,13.919,14.364,14.64
13-09-2024 01:15,13.676,13.922,14.357,14.632
13-09-2024 01:30,13.663,13.93,14.343,14.625
13-09-2024 01:45,13.648,13.903,14.333,14.614
13-09-2024 02:00,13.634,13.904,14.331,14.605
13-09-2024 02:15,13.62,13.886,14.319,14.604
13-09-2024 02:30,13.605,13.889,14.316,14.589
13-09-2024 02:45,13.592,13.861,14.304,14.58
13-09-2024 03:00,13.578,13.864,14.298,14.569
13-09-2024 03:15,13.563,13.849,14.286,14.563
13-09-2024 03:30,13.55,13.861,14.282,14.554
13-09-2024 03:45,13.535,13.846,14.268,14.547
13-09-2024 04:00,13.52,13.825,14.264,14.536
13-09-2024 04:15,13.505,13.816,14.247,14.532
13-09-2024 04:30,13.488,13.777,14.24,14.52
13-09-2024 04:45,13.472,13.804,14.226,14.512
13-09-2024 05:00,13.455,13.78,14.219,14.501
13-09-2024 05:15,13.44,13.766,14.214,14.495
13-09-2024 05:30,13.427,13.925,14.173,14.492
13-09-2024 05:45,13.434,13.666,14.294,14.357
13-09-2024 06:00,13.419,13.602,14.307,14.363
13-09-2024 06:15,13.413,13.634,14.274,14.331
13-09-2024 06:30,13.371,13.775,14.159,14.393
13-09-2024 06:45,13.336,13.766,14.147,14.409
13-09-2024 07:00,13.314,13.742,14.203,14.4
13-09-2024 07:15,13.29,13.711,14.146,14.417
13-09-2024 07:30,13.269,13.688,14.191,14.367
13-09-2024 07:45,13.255,13.754,14.141,14.36
13-09-2024 08:00,13.239,13.705,14.047,14.339
13-09-2024 08:15,13.216,13.7,14.128,14.357
13-09-2024 08:30,13.204,13.709,14.017,14.316
13-09-2024 08:45,13.186,13.681,14.006,14.333
13-09-2024 09:00,13.171,13.682,14.053,14.307
13-09-2024 09:15,13.162,13.684,13.987,14.301
13-09-2024 09:30,13.153,13.646,13.999,14.306
13-09-2024 09:45,13.148,13.599,14.032,14.303
13-09-2024 10:00,13.138,13.629,13.978,14.276
13-09-2024 10:15,13.13,13.587,13.967,14.261
13-09-2024 10:30,13.127,13.605,13.967,14.261
13-09-2024 10:45,13.124,13.539,14.002,14.262
13-09-2024 11:00,13.124,13.541,13.979,14.253
13-09-2024 11:15,13.127,13.518,13.94,14.232
13-09-2024 11:30,13.135,13.529,13.936,14.226
13-09-2024 11:45,13.142,13.455,13.985,14.238
13-09-2024 12:00,13.15,13.451,13.9,14.222
13-09-2024 12:15,13.16,13.442,13.909,14.211
13-09-2024 12:30,13.174,13.427,13.879,14.192
13-09-2024 12:45,13.181,13.43,13.91,14.201
13-09-2024 13:00,13.192,13.427,13.91,14.191
13-09-2024 13:15,13.204,13.433,13.957,14.203
13-09-2024 13:30,13.215,13.421,13.922,14.206
13-09-2024 13:45,13.227,13.431,13.936,14.177
13-09-2024 14:00,13.239,13.446,13.931,14.195
13-09-2024 14:15,13.251,13.452,13.91,14.171
13-09-2024 14:30,13.264,13.446,13.909,14.197
13-09-2024 14:45,13.279,13.454,13.897,14.18
13-09-2024 15:00,13.296,13.475,13.879,14.17
13-09-2024 15:15,13.311,13.506,13.906,14.2
13-09-2024 15:30,13.329,13.47,13.876,14.173
13-09-2024 15:45,13.347,13.518,13.853,14.162
13-09-2024 16:00,13.367,13.53,13.891,14.186
13-09-2024 16:15,13.385,13.559,13.855,14.17
13-09-2024 16:30,13.404,13.548,13.868,14.17
13-09-2024 16:45,13.421,13.547,13.828,14.164
13-09-2024 17:00,13.439,13.559,13.862,14.203
13-09-2024 17:15,13.454,13.565,13.849,14.159
13-09-2024 17:30,13.47,13.577,13.844,14.174
13-09-2024 17:45,13.487,13.607,13.855,14.167
13-09-2024 18:00,13.502,13.635,13.865,14.173
13-09-2024 18:15,13.515,13.634,13.876,14.182
13-09-2024 18:30,13.53,13.666,13.862,14.165
13-09-2024 18:45,13.542,13.672,13.868,14.171
13-09-2024 19:00,13.554,13.667,13.873,14.177
13-09-2024 19:15,13.565,13.651,13.868,14.173
13-09-2024 19:30,13.577,13.643,13.891,14.177
13-09-2024 19:45,13.584,13.709,13.895,14.173
13-09-2024 20:00,13.595,13.664,13.889,14.177
13-09-2024 20:15,13.601,13.679,13.898,14.167
