dates,temperature_stream,dH
14-04-2018 13:45,13.778,-0.2818717816895798
14-04-2018 14:00,13.66,-0.25487377214834084
14-04-2018 14:15,13.595,-0.26726499276489674
14-04-2018 14:30,13.538,-0.2572106126885635
14-04-2018 14:45,13.401,-0.2714936424688972
14-04-2018 15:00,13.29,-0.23619494465548535
14-04-2018 15:15,13.186,-0.2324232579872128
14-04-2018 15:30,13.028,-0.23079065318123704
14-04-2018 15:45,12.877,-0.2190951601288694
14-04-2018 16:00,12.705,-0.23801403180944858
14-04-2018 16:15,12.591,-0.2222414715933426
14-04-2018 16:30,12.542,-0.20683879057398327
14-04-2018 16:45,12.535,-0.20637797897433874
14-04-2018 17:00,12.532,-0.21153921678180607
14-04-2018 17:15,12.535,-0.2130208788771517
14-04-2018 17:30,12.527,-0.21697327984060016
14-04-2018 17:45,12.499,-0.2187633333888663
14-04-2018 18:00,12.456,-0.23267777617463653
14-04-2018 18:15,12.425,-0.23098636765681463
14-04-2018 18:30,12.455,-0.21684548903392536
14-04-2018 18:45,12.57,-0.20082143708756342
14-04-2018 19:00,12.728,-0.21880884165426512
14-04-2018 19:15,12.867,-0.2310027862312495
14-04-2018 19:30,13.001,-0.2266527941885705
14-04-2018 19:45,13.106,-0.2455043680085619
14-04-2018 20:00,13.209,-0.24452186737404819
14-04-2018 20:15,13.285,-0.27784320718445793
14-04-2018 20:30,13.386,-0.26488723198043695
14-04-2018 20:45,13.503,-0.24928335477260966
14-04-2018 21:00,13.631,-0.2710067381144262
14-04-2018 21:15,13.775,-0.2540264199799407
14-04-2018 21:30,13.879,-0.267024906513223
14-04-2018 21:45,13.963,-0.2680402457750036
14-04-2018 22:00,14.015,-0.26965878911305047
14-04-2018 22:15,14.068,-0.27808081972390164
14-04-2018 22:30,14.092,-0.2673720168167552
14-04-2018 22:45,14.107,-0.261702427484816
14-04-2018 23:00,14.092,-0.2754603166984217
14-04-2018 23:15,14.063,-0.27115968296345494
14-04-2018 23:30,14.036,-0.30777022337463084
14-04-2018 23:45,14.011,-0.264927739692903
15-04-2018 00:00,13.984,-0.255275580780912
15-04-2018 00:15,13.966,-0.26033470800475983
15-04-2018 00:30,13.942,-0.2879725106642315
15-04-2018 00:45,13.928,-0.25142078798621853
15-04-2018 01:00,13.948,-0.24828663547888957
15-04-2018 01:15,13.969,-0.2510550702575456
15-04-2018 01:30,13.966,-0.27042280785716893
15-04-2018 01:45,13.964,-0.2666366331678795
15-04-2018 02:00,13.958,-0.2766324087875939
15-04-2018 02:15,13.96,-0.25605468383333224
15-04-2018 02:30,13.97,-0.27397575729455204
15-04-2018 02:45,13.966,-0.2698189078660041
15-04-2018 03:00,13.946,-0.2772496603104727
15-04-2018 03:15,13.918,-0.2622394141045306
15-04-2018 03:30,13.894,-0.2718889170271749
15-04-2018 03:45,13.882,-0.25509206880482566
15-04-2018 04:00,13.867,-0.2475847583295458
15-04-2018 04:15,13.847,-0.2697863105579146
15-04-2018 04:30,13.819,-0.24317326452172391
15-04-2018 04:45,13.795,-0.26585116725376007
15-04-2018 05:00,13.768,-0.2572979083256919
15-04-2018 05:15,13.727,-0.24829822619138234
15-04-2018 05:30,13.688,-0.2536084185923984
15-04-2018 05:45,13.655,-0.25157603533488304
15-04-2018 06:00,13.625,-0.24705541423079388
15-04-2018 06:15,13.598,-0.24423425521886383
15-04-2018 06:30,13.575,-0.2803288451269519
15-04-2018 06:45,13.548,-0.2712112862071395
15-04-2018 07:00,13.515,-0.2384691033989151
15-04-2018 07:15,13.466,-0.2354513221983619
15-04-2018 07:30,13.421,-0.23882779039362337
15-04-2018 07:45,13.394,-0.2752898308069718
15-04-2018 08:00,13.365,-0.23643819757749343
15-04-2018 08:15,13.38,-0.23726300815053983
15-04-2018 08:30,13.386,-0.23704843238772452
15-04-2018 08:45,13.404,-0.24079040503511462
15-04-2018 09:00,13.434,-0.2680117258070879
15-04-2018 09:15,13.479,-0.2659222575929974
15-04-2018 09:30,13.539,-0.25317360011996665
15-04-2018 09:45,13.613,-0.2398516658680955
15-04-2018 10:00,13.699,-0.251523779718647
15-04-2018 10:15,13.795,-0.2431207675863105
15-04-2018 10:30,13.877,-0.29545333135262747
15-04-2018 10:45,13.972,-0.26084283223137134
15-04-2018 11:00,14.077,-0.2806745060370235
15-04-2018 11:15,14.167,-0.29914676927745104
15-04-2018 11:30,14.258,-0.2757442205028565
15-04-2018 11:45,14.34,-0.27550778503826906
15-04-2018 12:00,14.417,-0.3032873123020974
15-04-2018 12:15,14.486,-0.27952974134119735
15-04-2018 12:30,14.518,-0.281144137232487
15-04-2018 12:45,14.46,-0.3098757692163654
15-04-2018 13:00,14.376,-0.2915948302071842
15-04-2018 13:15,14.345,-0.27940942184289175
15-04-2018 13:30,14.345,-0.29995192154235056
15-04-2018 13:45,14.352,-0.29607653320543453
15-04-2018 14:00,14.355,-0.28928179542186566
15-04-2018 14:15,14.312,-0.2992362382655717
15-04-2018 14:30,14.247,-0.2592564596483261
15-04-2018 14:45,14.198,-0.28425567803787855
15-04-2018 15:00,14.119,-0.2661440758879243
15-04-2018 15:15,14.051,-0.2664111345648365
15-04-2018 15:30,14.032,-0.2708641744252106
15-04-2018 15:45,14.021,-0.2735230132905614
15-04-2018 16:00,13.997,-0.27128261638715734
15-04-2018 16:15,13.961,-0.29091477069566274
15-04-2018 16:30,13.867,-0.25505925822019226
15-04-2018 16:45,13.772,-0.2353286581364702
15-04-2018 17:00,13.702,-0.24333314195550035
15-04-2018 17:15,13.629,-0.22746216400681077
15-04-2018 17:30,13.562,-0.22908771003618877
15-04-2018 17:45,13.49,-0.24951231892882816
15-04-2018 18:00,13.404,-0.2295044052002313
15-04-2018 18:15,13.306,-0.2337450426487822
