dates,temperature_stream,dH
23-07-2015 19:45,17.338,-0.007396599527270428
23-07-2015 20:00,17.322,-0.008027398463969828
23-07-2015 20:15,17.308,-0.008723226702505313
23-07-2015 20:30,17.29,-0.007809543143872543
23-07-2015 20:45,17.272,-0.0072844897317342686
23-07-2015 21:00,17.255,-0.008142382083181934
23-07-2015 21:15,17.237,-0.008375040163907123
23-07-2015 21:30,17.22,-0.008386078493919157
23-07-2015 21:45,17.2,-0.008520865288597454
23-07-2015 22:00,17.182,-0.008576802216188324
23-07-2015 22:15,17.162,-0.008652160658485182
23-07-2015 22:30,17.143,-0.008708424919368803
23-07-2015 23:00,17.108,-0.008608844399902664
23-07-2015 23:15,17.089,-0.008791002933594373
23-07-2015 23:30,17.073,-0.008753232906002458
23-07-2015 23:45,17.056,-0.008352964481374452
24-07-2015 00:00,17.04,-0.00816975138084901
24-07-2015 00:15,17.022,-0.008911460216841612
24-07-2015 00:30,17.006,-0.009235733967573519
24-07-2015 00:45,16.99,-0.008798386465416873
24-07-2015 01:15,16.952,-0.00936835691012028
24-07-2015 01:30,16.931,-0.00943465926164967
24-07-2015 01:45,16.909,-0.009090764143836805
24-07-2015 02:00,16.889,-0.009260738778740965
24-07-2015 02:15,16.868,-0.009497506667364498
24-07-2015 02:30,16.846,-0.009277941918349663
24-07-2015 02:45,16.825,-0.009938527793693539
24-07-2015 03:00,16.802,-0.009791229962433201
24-07-2015 03:15,16.779,-0.009882427492703698
24-07-2015 03:30,16.756,-0.01000099334314985
24-07-2015 03:45,16.734,-0.009546061040624278
24-07-2015 04:00,16.712,-0.01007873412043778
24-07-2015 04:15,16.689,-0.009760970752083301
24-07-2015 04:30,16.669,-0.008693897315047302
24-07-2015 04:45,16.646,-0.00923862700822884
24-07-2015 05:00,16.626,-0.008227854115554212
24-07-2015 05:15,16.604,-0.011236187243258079
24-07-2015 05:30,16.584,-0.009957204812861914
24-07-2015 05:45,16.566,-0.011030461298982604
24-07-2015 06:00,16.548,-0.009896267274934463
24-07-2015 06:15,16.531,-0.009277834240906129
24-07-2015 06:30,16.518,-0.010566836717958324
24-07-2015 06:45,16.504,-0.010490096375534955
24-07-2015 07:00,16.495,-0.009942548163636376
24-07-2015 07:15,16.487,-0.009313349609923032
24-07-2015 07:30,16.48,-0.011715451646375854
24-07-2015 07:45,16.478,-0.010782455618968605
24-07-2015 08:00,16.476,-0.011272612240696058
24-07-2015 08:15,16.477,-0.009124262749615931
24-07-2015 08:30,16.508,-0.011320002023699198
24-07-2015 08:45,16.495,-0.01239709550739121
24-07-2015 09:00,16.497,-0.012046908294562175
24-07-2015 09:15,16.522,-0.011877642849209284
24-07-2015 09:30,16.538,-0.009489015805227036
24-07-2015 09:45,16.573,-0.012512314871459465
24-07-2015 10:00,16.564,-0.012860101705307714
24-07-2015 10:15,16.609,-0.011028115247469243
24-07-2015 10:30,16.617,-0.013437036564605981
24-07-2015 10:45,16.633,-0.012311262008729526
24-07-2015 11:00,16.66,-0.011916921671350628
24-07-2015 11:15,16.687,-0.013242875745013696
24-07-2015 11:30,16.771,-0.011494303385375
24-07-2015 11:45,16.75,-0.013699244470631543
24-07-2015 12:00,16.768,-0.013986584473244027
24-07-2015 12:15,16.828,-0.013925501019412506
24-07-2015 12:30,16.885,-0.01416097742335643
24-07-2015 12:45,16.887,-0.01498293626605099
24-07-2015 13:00,16.9,-0.015519791720718315
24-07-2015 13:15,16.912,-0.014762843940371856
24-07-2015 13:30,16.931,-0.01500450339340047
24-07-2015 13:45,16.939,-0.014940892470666925
24-07-2015 14:00,16.983,-0.013834102854773905
24-07-2015 14:15,16.986,-0.0154525434572901
24-07-2015 14:30,17.001,-0.014634403372678908
24-07-2015 14:45,17.006,-0.013581823211469486
24-07-2015 15:00,17.016,-0.016461606921047207
24-07-2015 15:15,17.028,-0.015537321411626667
24-07-2015 15:30,17.052,-0.01573199098190039
24-07-2015 15:45,17.059,-0.016080014147099614
24-07-2015 16:00,17.075,-0.016359407344242415
24-07-2015 16:15,17.077,-0.015248380830529821
24-07-2015 16:30,17.085,-0.01431993099024518
24-07-2015 16:45,17.077,-0.015210065182283879
24-07-2015 17:00,17.077,-0.016319655077405945
24-07-2015 17:15,17.081,-0.016875095571808486
24-07-2015 17:30,17.088,-0.016481046284244613
24-07-2015 17:45,17.091,-0.017175219616828292
24-07-2015 18:00,17.099,-0.015685328236939956
24-07-2015 18:15,17.108,-0.0166121231712728
24-07-2015 18:30,17.122,-0.016149316630233005
24-07-2015 18:45,17.142,-0.01645555076638547
24-07-2015 19:00,17.152,-0.016463224761528138
24-07-2015 19:15,17.148,-0.014913923268746356
24-07-2015 19:30,17.148,-0.01690946478555503
24-07-2015 19:45,17.145,-0.01675249248041946
24-07-2015 20:00,17.141,-0.015701294414834838
24-07-2015 20:15,17.13,-0.016368772333316357
24-07-2015 20:30,17.127,-0.016250897628431727
24-07-2015 20:45,17.125,-0.016863820714947176
24-07-2015 21:00,17.121,-0.016659476670798205
24-07-2015 21:15,17.122,-0.015534702354288022
24-07-2015 21:30,17.121,-0.015352834870411345
24-07-2015 21:45,17.126,-0.016454532483029447
24-07-2015 22:00,17.122,-0.016802246554423934
24-07-2015 22:15,17.118,-0.01664012791854598
24-07-2015 22:30,17.113,-0.017110935788021208
24-07-2015 22:45,17.108,-0.016283703329164796
24-07-2015 23:00,17.105,-0.01662796225924644
24-07-2015 23:15,17.104,-0.01669710136898088
24-07-2015 23:30,17.104,-0.017076348091415127
24-07-2015 23:45,17.102,-0.01659375641889886
25-07-2015 00:00,17.108,-0.016725506212000564
25-07-2015 00:15,17.109,-0.01604488063434122
25-07-2015 00:30,17.111,-0.01724295839144993
25-07-2015 00:45,17.104,-0.016175539381633165
25-07-2015 01:00,17.101,-0.01612022083715007
25-07-2015 01:15,17.095,-0.01681499431335351
25-07-2015 01:30,17.09,-0.016569534146231267
25-07-2015 01:45,17.086,-0.016321400789801224
25-07-2015 02:15,17.078,-0.01689171661178715
25-07-2015 02:30,17.07,-0.016564351532011155
25-07-2015 02:45,17.062,-0.015586402384059323
25-07-2015 03:00,17.053,-0.017136049449621868
25-07-2015 03:15,17.045,-0.01636453563099505
25-07-2015 03:30,17.033,-0.015913367563587053
25-07-2015 03:45,17.023,-0.016365481347395603
25-07-2015 04:00,17.009,-0.016145643788053745
25-07-2015 04:15,16.998,-0.016040553125576437
25-07-2015 04:30,16.987,-0.016767459396439432
25-07-2015 04:45,16.973,-0.015330122565282898
25-07-2015 05:00,16.956,-0.015314574527124283
25-07-2015 05:15,16.939,-0.01599965548546273
25-07-2015 05:30,16.914,-0.014552626136441224
25-07-2015 05:45,16.891,-0.015169295414084528
25-07-2015 06:00,16.871,-0.014993647262770271
25-07-2015 06:15,16.847,-0.012520369549870961
25-07-2015 06:30,16.827,-0.01344570982162354
25-07-2015 06:45,16.807,-0.012697672802635318
25-07-2015 07:00,16.789,-0.013179773572961583
25-07-2015 07:15,16.775,-0.012963063821639823
25-07-2015 07:30,16.752,-0.012018956897265063
25-07-2015 07:45,16.728,-0.011672588638017631
25-07-2015 08:00,16.717,-0.011600339959751139
25-07-2015 08:15,16.697,-0.011812540002926327
